Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Expense Type	Funds Center	Cost Desc	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	5455-134	2020-02-07	2020-02-10	SP   GIFTOLOGIE.WHOLES	411.19	CAD	411.19	CAD	2990	2990	AH0120	MH MUS SPADINA MUSEUM RETAIL	5734	Computer Software Stores	RESALE ITEMS FOR MUSEUM & GIFT SHOP
ECONOMIC DEVELOPMENT & CULTURE	5455-135	2020-02-07	2020-02-10	L CARR DESIGNS	298.32	CAD	298.32	CAD	2990	2990	AH0120	MH MUS SPADINA MUSEUM RETAIL	5631	Women's Accessory and Specialty Stores	RESALE ITEMS FOR MUSEUM & GIFT SHOP
ECONOMIC DEVELOPMENT & CULTURE	5455-136	2020-02-09	2020-02-10	DOLLARAMA # 719	12.43	CAD	12.43	CAD	2600	2600	AH0076	MH MUS SPADINA MUSEUM PROGRAMMING	5310	Discount Stores	SUPPLIES FOR FAMILY DAY ACTIVITY
					"1,454.99"	CAD	"1,454.99"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5453-110	2020-02-05	2020-02-06	RECOLLECTIONS	795.85	CAD	583.70	USD	2670	2670	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	5621	Women's Ready to Wear Stores	VARIOUS COSTUMES:  WALKING VICTORIAN/EDWARDIAN COSTUMES
ECONOMIC DEVELOPMENT & CULTURE	5459-98	2020-02-13	2020-02-14	CPC SCP/0000321066636	31.19	CAD	31.19	CAD	2020	2020	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4215	"Courier Services - Air & Ground, Freight"	VARIOUS BLACK HISTORY BOOKLETS
ECONOMIC DEVELOPMENT & CULTURE	5460-117	2020-02-14	2020-02-17	TPH-SOP	179.67	CAD	179.67	CAD	4825	4825	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	2741	Miscellaneous Publishing and Printing	PRINTING/GRAPHICS FOR BLACK HISTORY MONTH
ECONOMIC DEVELOPMENT & CULTURE	5468-81	2020-02-27	2020-02-27	AMZN MKTP CA BU8TA7AR3	8.68	CAD	8.68	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5468-82	2020-02-27	2020-02-27	AMZN MKTP CA 0A6060HH3	14.68	CAD	14.68	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5468-83	2020-02-27	2020-02-27	AMAZON.CA FS2LY9L63	22.36	CAD	22.36	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5468-84	2020-02-27	2020-02-27	AMZN MKTP CA GO6OV84P3	38.72	CAD	38.72	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5468-85	2020-02-27	2020-02-27	AMZN MKTP CA L36SZ0PE3	33.09	CAD	33.09	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5469-78	2020-02-27	2020-02-28	AMZN MKTP CA 0K3CJ52P3	14.68	CAD	14.68	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5469-79	2020-02-28	2020-02-28	AMZN MKTP CA D95R63WO3	7.36	CAD	7.36	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5469-80	2020-02-27	2020-02-28	AMZN MKTP CA 588TJ4P23	38.72	CAD	38.72	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5469-81	2020-02-28	2020-02-28	AMZN MKTP CA 776WE2K03	21.57	CAD	21.57	CAD	2600	2600	AH0081	MH MUS SCARBOROUGH MUSEUM PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
					"1,206.57"	CAD	410.72	CAD							
							583.70	USD							
FACILITIES MANAGEMENT	5456-60	2020-02-10	2020-02-11	POWER WASH EQUIPMENT C	197.19	CAD	197.19	CAD	2530	2530	FA0594	150 DISCO RD-OPS-W (DISCO YARD)	5046	Commercial Equipment Not Elsewhere Class	POWER WASHER HOSE
					197.19	CAD	197.19	CAD							
FIRE SERVICES	5468-86	2020-02-26	2020-02-27	PARK INDIGO-NO CTO581	20.00	CAD	20.00	CAD	4770	4770	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	7523	Automobile Parking Lots and Garages	PARKING EXPENSE
					20.00	CAD	20.00	CAD							
TORONTO WATER	5466-65	2020-02-24	2020-02-25	CITY ELECTRIC SUPPLY	92.93	CAD	92.93	CAD	2120	2120	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5065	Electrical Parts and Equipment	RELAYS
					92.93	CAD	92.93	CAD							
TRANSPORTATION SERVICES	5453-111	2020-02-04	2020-02-06	BELL EXPRESSVU COMMERC	158.20	CAD	158.20	CAD	4441	4441	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	4812	Telecommunication Equipment Including Te	SATELITE INSTALLATION
TRANSPORTATION SERVICES	5457-111	2020-02-07	2020-02-12	QX	621.50	CAD	621.50	CAD	4441	4441	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	1731	Electrical Contractors	SATELITE INSTALLATION
TRANSPORTATION SERVICES	5463-96	2020-02-19	2020-02-20	PRINCESS AUTO 36	71.17	CAD	71.17	CAD	2710	2710	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	5085	Industrial Supplies Not Elsewhere Classi	BRIDGE TOOLS
TRANSPORTATION SERVICES	5463-97	2020-02-19	2020-02-20	ALPINE LAWN & GARDEN E	172.69	CAD	172.69	CAD	2710	2710	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	5261	Lawn and Garden Supply Stores	SMALL ENGINE REPAIRS
TRANSPORTATION SERVICES	5465-135	2020-02-21	2020-02-24	STORWELL EXECUTIVE	455.62	CAD	455.62	CAD	4416	4416	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	4225	"Public Warehousing - Farm Products, Refr"	STORAGE UNIT
TRANSPORTATION SERVICES	5465-136	2020-02-21	2020-02-24	METRO RENTALL LTD	54.24	CAD	54.24	CAD	2710	2710	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	7394	"Equipment Rental and Leasing Services, F"	SMALL ENGINE REPAIRS
					"1,533.42"	CAD	"1,533.42"	CAD							
TORONTO WATER	5450-65	2020-01-31	2020-02-04	APPLIED INDUSTRIAL TEC	10.53	CAD	10.53	CAD	2120	2120	TW7050	WTR TREAT & SUPPLY:RL CLARK TP - SERVICE	5085	Industrial Supplies Not Elsewhere Classi	BEARINGS
TORONTO WATER	5457-112	2020-02-04	2020-02-12	APPLIED INDUSTRIAL TEC	48.13	CAD	48.13	CAD	2120	2120	TW7050	WTR TREAT & SUPPLY:RL CLARK TP - SERVICE	5085	Industrial Supplies Not Elsewhere Classi	DEHUMIDIFIER SEALS AND BELTS
TORONTO WATER	5463-98	2020-02-19	2020-02-20	LOWES #03096	"1,150.34"	CAD	"1,150.34"	CAD	2120	2120	TW7050	WTR TREAT & SUPPLY:RL CLARK TP - SERVICE	5200	Home Supply Warehouse	**MORE**  DW 3.0 AMP 29 PC OSCILLATING KIT
TORONTO WATER	5463-99	2020-02-19	2020-02-20	LOWES #03096	61.01	CAD	61.01	CAD	2120	2120	TW7050	WTR TREAT & SUPPLY:RL CLARK TP - SERVICE	5200	Home Supply Warehouse	**MORE**  298ML WATERTITE POLY SEALANT
TORONTO WATER	5466-66	2020-02-24	2020-02-25	LOWES #03096	502.00	CAD	502.00	CAD	2120	2120	TW7050	WTR TREAT & SUPPLY:RL CLARK TP - SERVICE	5200	Home Supply Warehouse	**MORE**  30A 125/250V 4 WIRE FLUSH OUTLET
					"1,772.01"	CAD	"1,772.01"	CAD							
FIRE SERVICES	5449-139	2020-01-30	2020-02-03	AIR CAN  00142126987922	731.11	CAD	731.11	CAD	4253	4253	FR0012	ADMIN-HEADQUARTERS	3009	Air Canada	FLIGHT - METRO CHIEF'S CONFERENCE
FIRE SERVICES	5453-112	2020-02-04	2020-02-06	KEELE ST GAS & WASH	57.64	CAD	57.64	CAD	2260	2260	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5460-118	2020-02-13	2020-02-17	PETROCAN	49.62	CAD	49.62	CAD	2260	2260	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5461-19	2020-02-16	2020-02-18	CDN TIRE GASBAR #01317	74.23	CAD	74.23	CAD	*****	*****	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL
FIRE SERVICES	5466-67	2020-02-21	2020-02-25	CDN TIRE GASBAR #01317	48.71	CAD	48.71	CAD	2260	2260	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					961.31	CAD	961.31	CAD							
TORONTO WATER	5464-113	2020-02-20	2020-02-21	COSTCO WHOLESALE W524	62.82	CAD	62.82	CAD	2710	2710	TW2030	D&C: CONSTR. SERVICES: NORTH & WEST	5300	Wholesale Clubs	VARIOUS
TORONTO WATER	5466-68	2020-02-24	2020-02-25	AMZN MKTP CA Q631I89D3	39.13	CAD	39.13	CAD	2710	2710	TW2030	D&C: CONSTR. SERVICES: NORTH & WEST	4816	Computer Network/Information Services	HARDWARE
					101.95	CAD	101.95	CAD							
FACILITIES MANAGEMENT	5450-66	2020-02-03	2020-02-04	"TPA/GREEN ""P""      QPL"	17.50	CAD	17.50	CAD	4770	4770	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	7523	Automobile Parking Lots and Garages	TRAINING COURSE PARKING
					17.50	CAD	17.50	CAD							
FACILITIES MANAGEMENT	5456-61	2020-02-10	2020-02-11	APPLEBY LOCK	700.60	CAD	700.60	CAD	2530	2530	FA0246	23 GRANGE RD-OP-S (UNIV. SETTLEMENT HSE)	7399	Business Services - Not Elsewhere Classi	CYLINDERS
FACILITIES MANAGEMENT	5456-62	2020-02-10	2020-02-11	APPLEBY LOCK	141.25	CAD	141.25	CAD	2530	2530	FA0288	895 EASTERN-OPS-S (FIRE ACADEMY)	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5457-113	2020-02-11	2020-02-12	HARDWARE AGENCIES	102.51	CAD	102.51	CAD	2530	2530	FA0258	786 DUNDAS E-OP-S (PROPERY DEPT W'SHOP)	5039	Construction Materials Not Elsewhere Cla	COMB CHAMBER
FACILITIES MANAGEMENT	5457-114	2020-02-11	2020-02-12	HARDWARE AGENCIES	42.58	CAD	42.58	CAD	2530	2530	FA0442	246 THE ESPLANA-OP-S(ST. LAWRENCE COMMUN	5039	Construction Materials Not Elsewhere Cla	HINGES AND LOCK SAVER
FACILITIES MANAGEMENT	5458-96	2020-02-11	2020-02-13	THE HOME DEPOT #7080	13.53	CAD	13.53	CAD	2530	2530	FA0442	246 THE ESPLANA-OP-S(ST. LAWRENCE COMMUN	5200	Home Supply Warehouse	HDX LGT 500
FACILITIES MANAGEMENT	5462-78	2020-02-18	2020-02-19	APPLEBY LOCK	299.45	CAD	299.45	CAD	2530	2530	FA0408	1873 BLOOR ST W-OP-S(HIGH PARK)	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5464-114	2020-02-19	2020-02-21	THE HOME DEPOT #7080	57.91	CAD	57.91	CAD	2530	2530	FA0378	1260 DUFFERIN S-OP-S(WALLACE-EMERSON COM	5200	Home Supply Warehouse	**MORE**  BRASS 4PK
FACILITIES MANAGEMENT	5464-115	2020-02-20	2020-02-21	TORONTO PARKING AUTHOR	12.00	CAD	12.00	CAD	4770	4770	FA1375	91 FRONT E-LEASNG (ST.LAWRENCE MKT-SOUTH	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5464-116	2020-02-20	2020-02-21	TORONTO PARKING AUTHOR	8.00	CAD	8.00	CAD	4770	4770	FA1375	91 FRONT E-LEASNG (ST.LAWRENCE MKT-SOUTH	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5464-117	2020-02-20	2020-02-21	TORONTO PARKING AUTHOR	8.00	CAD	8.00	CAD	4770	4770	FA1375	91 FRONT E-LEASNG (ST.LAWRENCE MKT-SOUTH	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5464-118	2020-02-20	2020-02-21	TORONTO PARKING AUTHOR	12.00	CAD	12.00	CAD	4770	4770	FA1375	91 FRONT E-LEASNG (ST.LAWRENCE MKT-SOUTH	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5467-71	2020-02-25	2020-02-26	HARDWARE AGENCIES	52.33	CAD	52.33	CAD	2530	2530	FA0278	433 EASTERN AVE-EDCT-OP-S	5039	Construction Materials Not Elsewhere Cla	BOLTS
FACILITIES MANAGEMENT	5467-72	2020-02-25	2020-02-26	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	4770	FA0240	170 JARVIS-OPS-S (GOOD NEIGHBOUR'S CLUB)	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5469-82	2020-02-27	2020-02-28	HARDWARE AGENCIES	161.83	CAD	161.83	CAD	2530	2530	FA0245	192 CARLTON ST.-OPS-S (SECOND MILE CLUB)	5039	Construction Materials Not Elsewhere Cla	HINGES AND LOCK
					"1,617.99"	CAD	"1,617.99"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5464-119	2020-02-20	2020-02-21	HOTEL RESERVATIONS.COM	182.45	CAD	134.16	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4722	Travel Agencies and Tour Operators	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-120	2020-02-20	2020-02-21	HOTEL RESERVATIONS.COM	198.46	CAD	145.93	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4722	Travel Agencies and Tour Operators	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-121	2020-02-20	2020-02-21	HOTEL RESERVATIONS.COM	182.45	CAD	134.16	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4722	Travel Agencies and Tour Operators	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-122	2020-02-20	2020-02-21	HOTEL RESERVATIONS.COM	198.46	CAD	145.93	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4722	Travel Agencies and Tour Operators	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-123	2020-02-20	2020-02-21	HOTEL RESERVATIONS.COM	198.46	CAD	145.93	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4722	Travel Agencies and Tour Operators	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-124	2020-02-20	2020-02-21	WWW.RESERVATIONS.COM	27.18	CAD	19.99	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-125	2020-02-20	2020-02-21	WWW.RESERVATIONS.COM	27.18	CAD	19.99	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-126	2020-02-20	2020-02-21	WWW.RESERVATIONS.COM	27.18	CAD	19.99	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-127	2020-02-20	2020-02-21	WWW.RESERVATIONS.COM	27.18	CAD	19.99	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5464-128	2020-02-20	2020-02-21	WWW.RESERVATIONS.COM	27.18	CAD	19.99	USD	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5466-69	2020-02-24	2020-02-25	RADISSONBLU-ED.COM	842.76	CAD	478.00	GBP	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5469-83	2020-02-27	2020-02-28	RADISSONBLU-ED.COM	415.72	CAD	235.00	GBP	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
ECONOMIC DEVELOPMENT & CULTURE	5469-84	2020-02-27	2020-02-28	RADISSONBLU-ED.COM	422.80	CAD	239.00	GBP	4210	4210	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION -LONDON&DUBLIN
					"2,777.46"	CAD	952.00	GBP							
							806.06	USD							
TORONTO WATER	5460-119	2020-02-13	2020-02-17	BELL EXPRESSVU COMMERC	282.50	CAD	282.50	CAD	4441	4441	NPTW00	CONTG PLNG-TORONTO WATER	4812	Telecommunication Equipment Including Te	BELL SATELITE
TORONTO WATER	5462-79	2020-02-19	2020-02-19	VU POINT SYSTEMS LTD	339.00	CAD	339.00	CAD	4441	4441	NPTW00	CONTG PLNG-TORONTO WATER	4899	Cable and Other Pay Television Services	BELL VU POINT INSTALLATION
					621.50	CAD	621.50	CAD							
TRANSPORTATION SERVICES	5456-63	2020-02-08	2020-02-11	CDN TIRE STORE #00460	18.06	CAD	18.06	CAD	4804	4804	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	5200	Home Supply Warehouse	CAR PHONE MOUNT
TRANSPORTATION SERVICES	5464-129	2020-02-20	2020-02-21	BELL TV	104.35	CAD	104.35	CAD	4441	4441	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	4812	Telecommunication Equipment Including Te	MONTHLY BILL FOR SATELLITE TV AT 40 TORYORK DR
TRANSPORTATION SERVICES	5469-85	2020-02-26	2020-02-28	STS AUTOMATION LTD	852.13	CAD	852.13	CAD	2120	2120	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	2741	Miscellaneous Publishing and Printing	EMERGENCY REPAIR TO SCREEN PRESS MACHINE IN SIGN SHOP
					974.54	CAD	974.54	CAD							
TORONTO WATER	5449-140	2020-01-31	2020-02-03	CABLE CRAFT LTD.	637.76	CAD	637.76	CAD	2130	2130	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	5085	Industrial Supplies Not Elsewhere Classi	PARTS
TORONTO WATER	5450-67	2020-02-03	2020-02-04	BELL TV	119.61	CAD	119.61	CAD	4441	4441	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	4812	Telecommunication Equipment Including Te	BELL
TORONTO WATER	5454-93	2020-02-05	2020-02-07	MAXIMUM CAR DETAILING	203.40	CAD	203.40	CAD	4437	4437	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	5533	"Automotive Parts, Accessories Stores"	CAR WASHES
TORONTO WATER	5460-120	2020-02-14	2020-02-17	STINSON EQUIPMENT LIMI	141.84	CAD	141.84	CAD	2792	2792	CWW466-09	EMERGENCY EROSION CONTROL	5039	Construction Materials Not Elsewhere Cla	SIGNAGE
TORONTO WATER	5462-80	2020-02-18	2020-02-19	BASS PRO SHOPS # 24	227.08	CAD	227.08	CAD	2590	2590	CWW466-11-03	EAST HIGHLAND CREEK VS 8 REACH 4 CONSTRU	5941	Sporting Goods Stores	FISH NETTING
TORONTO WATER	5465-137	2020-02-21	2020-02-24	CHAUNCEY BUILDERS SUPP	35.87	CAD	35.87	CAD	2792	2792	CWW466-09	EMERGENCY EROSION CONTROL	5211	"Building Materials, Lumber Stores"	EMERGENCY SIGNAGE
TORONTO WATER	5465-138	2020-02-21	2020-02-24	THE HOME DEPOT #7027	69.11	CAD	69.11	CAD	2120	2120	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	5200	Home Supply Warehouse	**MORE**  POLY ROPE
					"1,434.67"	CAD	"1,434.67"	CAD							
TRANSPORTATION SERVICES	5469-86	2020-02-27	2020-02-28	BELL TV	22.54	CAD	22.54	CAD	4441	4441	TP0185	ROADWAY SURFACE REPAIR-D3	4812	Telecommunication Equipment Including Te	DIGITAL SERVICES
					22.54	CAD	22.54	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5455-137	2020-02-07	2020-02-10	RABBA 127         Q4R	7.96	CAD	7.96	CAD	2750	2750	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5457-115	2020-02-11	2020-02-12	RABBA 127         Q4R	11.12	CAD	11.12	CAD	2750	2750	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5459-99	2020-02-13	2020-02-14	LOBLAWS 1099	420.47	CAD	420.47	CAD	2750	2750	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5460-121	2020-02-14	2020-02-17	DELYEA PIANOS INC.	142.38	CAD	142.38	CAD	4699	4699	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5733	"Music Stores - Musical Instruments, Pian"	TUNING OF PIANO
ECONOMIC DEVELOPMENT & CULTURE	5464-130	2020-02-20	2020-02-21	RCSS MILTON #2810	78.64	CAD	78.64	CAD	2750	2750	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5469-87	2020-02-27	2020-02-28	RCSS MILTON #2810	133.92	CAD	133.92	CAD	2750	2750	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
					794.49	CAD	794.49	CAD							
TORONTO WATER	5456-64	2020-02-10	2020-02-11	RONA # 55130	546.41	CAD	546.41	CAD	2715	2715	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	PAINT
TORONTO WATER	5457-116	2020-02-11	2020-02-12	LOWES #02640	135.53	CAD	135.53	CAD	2715	2715	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	340G BULLS EYE CLR SHELLAC SPRAY
TORONTO WATER	5458-97	2020-02-11	2020-02-13	THE HOME DEPOT #7134	142.11	CAD	142.11	CAD	2715	2715	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  CITRUS CLNR
TORONTO WATER	5469-88	2020-02-26	2020-02-28	THE HOME DEPOT #7013	20.27	CAD	20.27	CAD	2715	2715	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	TRMCLD PRM
TORONTO WATER	5469-89	2020-02-27	2020-02-28	PRINCESS AUTO 12	90.38	CAD	90.38	CAD	2120	2120	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5085	Industrial Supplies Not Elsewhere Classi	PIN SCALER
					934.70	CAD	934.70	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5463-100	2020-02-20	2020-02-20	TTP TAUNTONPUBLISHER	50.22	CAD	36.95	USD	2020	2020	AH0030	MH OS CAPITAL ASSETS ADMINISTRATION	5968	Direct Marketing - Continuity/Subscripti	MAGAZINE SUBSCRIPTION
ECONOMIC DEVELOPMENT & CULTURE	5469-90	2020-02-27	2020-02-28	WLU CONTINUING/PT STUD	"1,073.50"	CAD	"1,073.50"	CAD	4310	4310	AH0030	MH OS CAPITAL ASSETS ADMINISTRATION	8220	"Colleges, Universities, Professional Sch"	SEMINAR:  UNDERSTANDING DECOLONIZATION
					"1,123.72"	CAD	"1,073.50"	CAD							
							36.95	USD							
TORONTO WATER	5449-141	2020-02-01	2020-02-03	ULINE	143.63	CAD	143.63	CAD	2710	2710	TW2035	D&C: PROGRAM MAINTENANCE	5964	Direct Marketing - Catalog Merchants	"HEAVY-DUTY HANDWRAPPER 18"""
TORONTO WATER	5450-68	2020-02-03	2020-02-04	UPS 5124745316	215.04	CAD	215.04	CAD	4815	4815	TW2035	D&C: PROGRAM MAINTENANCE	4215	"Courier Services - Air & Ground, Freight"	UPS SERVICE
TORONTO WATER	5450-69	2020-02-03	2020-02-04	IN  INFOSENSE INC	"1,850.19"	CAD	"1,357.00"	USD	2710	2710	TW2035	D&C: PROGRAM MAINTENANCE	5072	Hardware Equipment and Supplies	**MORE**  SHOP CHARGE FOR INITIAL REPAIR ANAL
TORONTO WATER	5454-94	2020-02-06	2020-02-07	STAPLES STORE #12	271.11	CAD	271.11	CAD	2010	2010	TW2035	D&C: PROGRAM MAINTENANCE	5943	"Office, School Supply, and Stationery St"	SUPPLIES
TORONTO WATER	5455-138	2020-02-06	2020-02-10	CDN TIRE STORE #00242	13.55	CAD	13.55	CAD	2710	2710	TW2035	D&C: PROGRAM MAINTENANCE	5200	Home Supply Warehouse	HARDWARE
TORONTO WATER	5467-73	2020-02-26	2020-02-26	AMAZON.CA SZ3BW0SG3	32.07	CAD	32.07	CAD	2710	2710	TW2035	D&C: PROGRAM MAINTENANCE	4816	Computer Network/Information Services	HARDWARE
TORONTO WATER	5469-91	2020-02-26	2020-02-28	CDN TIRE STORE #00070	158.18	CAD	158.18	CAD	2710	2710	TW2035	D&C: PROGRAM MAINTENANCE	5200	Home Supply Warehouse	HARDWARE
					"2,683.77"	CAD	833.58	CAD							
							"1,357.00"	USD							
ECONOMIC DEVELOPMENT & CULTURE	5458-98	2020-02-12	2020-02-13	PAYPAL  APPRAISALAS	"3,408.60"	CAD	"3,408.60"	CAD	4085	4085	AH0059	MH CUR 98 AA ADMINISTRATION	7311	Advertising Services	APPRAISAL OF ARTIFACT FOR TAX RECEIPT AND INSURANCE VALUATION
