Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element / Order No.	Cost Centre /  WBS Element / Order No. Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3618-35	2015-08-05	2015-08-06	NOFRILLS PETER'S 3926	39.03	CAD	39.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04891	MCCORMICK RC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3618-36	2015-08-05	2015-08-06	DOLLAR TREE #40117	14.13	CAD	14.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04891	MCCORMICK RC-SUMMER CAMPS	5331	Variety Stores	VASES FOR ART CAMP CRAFT	
"PARKS, FORESTRY & RECREATION"	3618-37	2015-08-05	2015-08-06	CINEPLEX ENTERTAINMENT	71.92	CAD	71.92	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3618-38	2015-08-05	2015-08-06	CINEPLEX ENTERTAINMENT	74.93	CAD	74.93	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3618-39	2015-08-05	2015-08-06	CINEPLEX ENTERTAINMENT	95.92	CAD	95.92	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3618-40	2015-08-05	2015-08-06	CINEPLEX ENTERTAINMENT	95.92	CAD	95.92	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3618-41	2015-08-05	2015-08-06	CINEPLEX ENTERTAINMENT	95.92	CAD	95.92	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3618-42	2015-08-05	2015-08-06	CINEPLEX ENTERTAINMENT	95.93	CAD	95.93	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3624-53	2015-08-07	2015-08-10	SKYZONE-TORONTO (CA100	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3628-51	2015-08-11	2015-08-13	SKYZONE-TORONTO (CA100	675.18	CAD	675.18	CAD	4118	TICKETS AND ADMISSION FEES	P04891	MCCORMICK RC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3631-45	2015-08-11	2015-08-17	DSA FURNISHINGS INC	627.21	CAD	627.21	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06368	MCCORMICK RC-SOCIAL PRGM	5021	Office and Commercial Furniture	PRESCHOOL TABLES	
"PARKS, FORESTRY & RECREATION"	3631-46	2015-08-11	2015-08-17	DSA FURNISHINGS INC	943.44	CAD	943.44	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06368	MCCORMICK RC-SOCIAL PRGM	5021	Office and Commercial Furniture	PRESCHOOL CHAIRS	
"PARKS, FORESTRY & RECREATION"	3631-47	2015-08-13	2015-08-17	WAL-MART #3106	11.76	CAD	11.76	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P04891	MCCORMICK RC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	PAPER PLATES	
"PARKS, FORESTRY & RECREATION"	3632-26	2015-08-17	2015-08-18	STRICTLY BULK	838.77	CAD	838.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	GROCERIES - DUFFERIN GROVE	
"PARKS, FORESTRY & RECREATION"	3632-27	2015-08-17	2015-08-18	NOFRILLS JOSEPHS 730	303.56	CAD	303.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	GROCERIES - DUFFERIN GROVE	
"PARKS, FORESTRY & RECREATION"	3634-57	2015-08-17	2015-08-19	ADVENTUREMANIA INFLATA	529.97	CAD	529.97	CAD	4590	RENTAL - OTHER	P04891	MCCORMICK RC-SUMMER CAMPS	7299	Other Services (Not Elsewhere Classified	"RENTAL - BOUNCY CASTLE, PITCH BURST DUNK TANK"	
"PARKS, FORESTRY & RECREATION"	3634-58	2015-08-17	2015-08-19	ADVENTUREMANIA INFLATA	400.00	CAD	400.00	CAD	4590	RENTAL - OTHER	P04891	MCCORMICK RC-SUMMER CAMPS	7299	Other Services (Not Elsewhere Classified	RENTAL - OBSTACLE COURSE-CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3637-60	2015-08-19	2015-08-21	WAL-MART #1004	64.91	CAD	64.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04891	MCCORMICK RC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
					"5,078.50"	CAD	"5,078.50"	CAD								
"PARKS, FORESTRY & RECREATION"	3616-22	2015-08-04	2015-08-05	NOFRILLS SHERIFFS 270	303.86	CAD	303.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	OUT TRIP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3616-23	2015-08-04	2015-08-05	NOFRILLS SHERIFFS 270	0.98	CAD	0.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	ORANGES	
"PARKS, FORESTRY & RECREATION"	3616-24	2015-08-04	2015-08-05	NOFRILLS SHERIFFS 270	11.30	CAD	11.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	CHOCOLATE MILK	
"PARKS, FORESTRY & RECREATION"	3618-43	2015-08-05	2015-08-06	NOFRILLS SHERIFFS 270	9.63	CAD	9.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"VEG OIL, MARSHMALLOWS"	
"PARKS, FORESTRY & RECREATION"	3618-44	2015-08-05	2015-08-06	FOOD BASICS #689	53.18	CAD	53.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"CUCUMBER, MILK, SALSA"	
"PARKS, FORESTRY & RECREATION"	3621-52	2015-08-05	2015-08-07	CDN TIRE STORE #00294	39.96	CAD	39.96	CAD	2270	PROPANE GAS	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	"PROPANE, ICE"	
"PARKS, FORESTRY & RECREATION"	3626-28	2015-08-07	2015-08-11	CDN TIRE STORE #00294	12.16	CAD	12.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	ICE	
"PARKS, FORESTRY & RECREATION"	3628-52	2015-08-12	2015-08-13	FOOD BASICS #689	11.83	CAD	11.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	HOTDOGS	
"PARKS, FORESTRY & RECREATION"	3634-59	2015-08-17	2015-08-19	MNR - PINERY PROV PARK	80.00	CAD	80.00	CAD	4118	TICKETS AND ADMISSION FEES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3634-60	2015-08-17	2015-08-19	MNR - PINERY PROV PARK	73.50	CAD	73.50	CAD	4118	TICKETS AND ADMISSION FEES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3634-61	2015-08-17	2015-08-19	MNR - PINERY PROV PARK	1.12	CAD	1.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	FOOD FOR OUT TRIP	
"PARKS, FORESTRY & RECREATION"	3634-62	2015-08-17	2015-08-19	MNR PINERY PROV PARK P	122.04	CAD	122.04	CAD	4590	RENTAL - OTHER	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	CANOE RENTALS	
"PARKS, FORESTRY & RECREATION"	3634-63	2015-08-17	2015-08-19	GRAND BEND SOBEYS #473	197.96	CAD	197.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	OUT TRIP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3634-64	2015-08-18	2015-08-19	HOME HARDWARE BUILDING	27.07	CAD	27.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5251	Hardware Stores	OUT TRIP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3635-32	2015-08-18	2015-08-20	MNR - PINERY PROV PARK	330.00	CAD	330.00	CAD	4590	RENTAL - OTHER	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	BIKE RENTALS	
"PARKS, FORESTRY & RECREATION"	3635-33	2015-08-18	2015-08-20	GRAND BEND SOBEYS #473	218.91	CAD	218.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	OUT TRIP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3635-34	2015-08-18	2015-08-20	GRAND BEND SOBEYS #473	5.97	CAD	5.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	ICE	
					"1,499.47"	CAD	"1,499.47"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-47	2015-07-30	2015-08-03	TM- BLUE JAYS BASEBALL	778.00	CAD	778.00	CAD	4118	TICKETS AND ADMISSION FEES	P04338	OAKDALE CC-HOLIDAY CAMPS	7922	Theatrical Producers (except Motion Pict	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3611-48	2015-07-31	2015-08-03	TORONTO CLIMBING ACADE	390.00	CAD	390.00	CAD	4118	TICKETS AND ADMISSION FEES	P04338	OAKDALE CC-HOLIDAY CAMPS	8299	Educational Services	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3616-25	2015-08-04	2015-08-05	NOFRILLS DICKIES 752	519.46	CAD	519.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3616-26	2015-08-04	2015-08-05	STRAIGHT POKER SUPPLIE	316.32	CAD	316.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5941	Sporting Goods Stores	SUPPLIES FOR CLUSTER CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3616-27	2015-08-04	2015-08-05	R.A. BUTLERS APPLIANCE	52.55	CAD	52.55	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P04337	OCONNOR CC-HOLIDAY CAMPS	7699	Miscellaneous Repair Shops and Related S	REPAIR FOR POPCORN MACHINCE FOR CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3618-45	2015-08-05	2015-08-06	RCSS 1077	6.51	CAD	6.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CLUSTER CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3621-53	2015-08-05	2015-08-07	PAYPAL *TOR. ADVENT	"2,165.98"	CAD	"2,165.98"	CAD	4118	TICKETS AND ADMISSION FEES	P04337	OCONNOR CC-HOLIDAY CAMPS	5941	Sporting Goods Stores	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3621-54	2015-08-05	2015-08-07	WAL-MART #3159	187.33	CAD	187.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CLUSTER CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3624-54	2015-08-06	2015-08-10	MERLINS PARTY BOUNCERS	67.80	CAD	67.80	CAD	4590	RENTAL - OTHER	P04337	OCONNOR CC-HOLIDAY CAMPS	7299	Other Services (Not Elsewhere Classified	RENTAL - SMALL FIRE TRUCK	
"PARKS, FORESTRY & RECREATION"	3624-55	2015-08-07	2015-08-10	TORONTO CLIMBING ACADE	52.00	CAD	52.00	CAD	4118	TICKETS AND ADMISSION FEES	P12866	SUMMER CAMPS - VICTORIA VILLAGE	8299	Educational Services	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3624-56	2015-08-06	2015-08-10	WAL-MART #3159	-141.08	CAD	-141.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	REFUND	
"PARKS, FORESTRY & RECREATION"	3626-29	2015-08-10	2015-08-11	NOFRILLS DICKIES 752	139.37	CAD	139.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR BBQ	
"PARKS, FORESTRY & RECREATION"	3627-34	2015-08-10	2015-08-12	YOUR DOLLAR STORE WITH	82.21	CAD	82.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3627-35	2015-08-10	2015-08-12	WAL-MART #3159	118.91	CAD	118.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12866	SUMMER CAMPS - VICTORIA VILLAGE	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP BBQ	
"PARKS, FORESTRY & RECREATION"	3627-36	2015-08-11	2015-08-12	NOFRILLS DICKIES 752	123.26	CAD	123.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP BBQ	
"PARKS, FORESTRY & RECREATION"	3627-37	2015-08-11	2015-08-12	DOLLAR TREE CANADA STO	28.25	CAD	28.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5331	Variety Stores	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3628-53	2015-08-11	2015-08-13	WAL-MART #3159	5.60	CAD	5.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3628-54	2015-08-12	2015-08-13	CENTREVILLE	40.00	CAD	40.00	CAD	4118	TICKETS AND ADMISSION FEES	P12866	SUMMER CAMPS - VICTORIA VILLAGE	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3629-35	2015-08-12	2015-08-14	WAL-MART #3159	5.94	CAD	5.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3629-36	2015-08-13	2015-08-14	NOFRILLS DICKIES 752	17.90	CAD	17.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12866	SUMMER CAMPS - VICTORIA VILLAGE	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP PARTY	
"PARKS, FORESTRY & RECREATION"	3631-48	2015-08-14	2015-08-17	WAL-MART #3159	38.42	CAD	38.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12866	SUMMER CAMPS - VICTORIA VILLAGE	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP PARTY	
"PARKS, FORESTRY & RECREATION"	3632-28	2015-08-17	2015-08-18	NOFRILLS DICKIES 752	70.04	CAD	70.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP PARTY	
"PARKS, FORESTRY & RECREATION"	3634-65	2015-08-18	2015-08-19	NOFRILLS CARLO'S #3925	181.24	CAD	181.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP PIZZA OVEN	
"PARKS, FORESTRY & RECREATION"	3637-61	2015-08-20	2015-08-21	RINX ENTERTAINMENT CEN	"1,156.00"	CAD	"1,156.00"	CAD	4118	TICKETS AND ADMISSION FEES	P04337	OCONNOR CC-HOLIDAY CAMPS	7941	"Athletic Fields, Commercial Sports, Prof"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3637-62	2015-08-20	2015-08-21	METRO #800	140.00	CAD	140.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	TTC TOKENS	
"PARKS, FORESTRY & RECREATION"	3642-40	2015-08-24	2015-08-26	ROTOVAC GROUP INC	"1,494.99"	CAD	"1,494.99"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12864	GEN INTEREST & CLUBS - VICTORIA VILLAGE	5085	Industrial Supplies Not Elsewhere Classi	STORAGE BINS	
"PARKS, FORESTRY & RECREATION"	3644-40	2015-08-25	2015-08-27	WAL-MART #3159	83.97	CAD	83.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12864	GEN INTEREST & CLUBS - VICTORIA VILLAGE	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR REC PRGM	
					"8,120.97"	CAD	"8,120.97"	CAD								
"PARKS, FORESTRY & RECREATION"	3618-46	2015-08-05	2015-08-06	FAMOUS PEOPLE PLAYERS	537.88	CAD	537.88	CAD	4118	TICKETS AND ADMISSION FEES	P13376	SUMMER CAMPS - KEN COX CC	7922	Theatrical Producers (except Motion Pict	CAMP TRIP ADMISSION TICKETS - THEATRE SHOW	
"PARKS, FORESTRY & RECREATION"	3618-47	2015-08-05	2015-08-06	MICHAELS OF CANADA #34	44.83	CAD	44.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5945	"Game, Toy, and Hobby Shops"	"CAMP SUPPLIES- FRAMES, CHALKS, WOOD CRAFTS"	
"PARKS, FORESTRY & RECREATION"	3629-37	2015-08-13	2015-08-14	NO FRILL'S #1306	36.79	CAD	36.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13376	SUMMER CAMPS - KEN COX CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES - POPCORN, MARGARINE"	
"PARKS, FORESTRY & RECREATION"	3631-49	2015-08-14	2015-08-17	SHOPPERSDRUGMART0903	95.00	CAD	95.00	CAD	4118	TICKETS AND ADMISSION FEES	P13376	SUMMER CAMPS - KEN COX CC	5912	"Drug Stores, Pharmacies"	CAMP TRIP - TTC TOKENS	
"PARKS, FORESTRY & RECREATION"	3634-66	2015-08-18	2015-08-19	TORONTO ZOOADMISSIONS	937.50	CAD	937.50	CAD	4118	TICKETS AND ADMISSION FEES	P13376	SUMMER CAMPS - KEN COX CC	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP - ADMISSION TICKETS	
"PARKS, FORESTRY & RECREATION"	3637-63	2015-08-20	2015-08-21	LASER QUEST MISSISSAUG	763.88	CAD	763.88	CAD	4118	TICKETS AND ADMISSION FEES	P13376	SUMMER CAMPS - KEN COX CC	7929	"Bands, Orchestras, and Miscellaneous Ent"	CAMP TRIP - ADMISSION TICKETS	
"PARKS, FORESTRY & RECREATION"	3637-64	2015-08-20	2015-08-21	FRESHCO9707      QPS	10.95	CAD	10.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13376	SUMMER CAMPS - KEN COX CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES/GROCERIES-WATERMELON, CUCUMBERS"	
"PARKS, FORESTRY & RECREATION"	3646-32	2015-08-27	2015-08-28	CHICOPEE TUBE PARK	591.61	CAD	591.61	CAD	4118	TICKETS AND ADMISSION FEES	P13376	SUMMER CAMPS - KEN COX CC	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP - ADMISSION TICKETS	
					"3,018.44"	CAD	"3,018.44"	CAD								
CHILDREN'S SERVICES 	3611-49	2015-07-31	2015-08-03	YORK U-OSGOODE PROF DE	"1,779.75"	CAD	"1,779.75"	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8220	"Colleges, Universities, Professional Sch"	COURSE 	
CHILDREN'S SERVICES 	3618-48	2015-08-05	2015-08-06	PAYPAL *ACFE TORCHA	248.60	CAD	248.60	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	FORUM 	
CHILDREN'S SERVICES 	3624-57	2015-08-07	2015-08-10	ACFE	235.03	CAD	175.00	USD	4995	OTHER EXPENSES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	ACFE MEMBERSHIP AND PACKAGE 	
CHILDREN'S SERVICES 	3624-58	2015-08-07	2015-08-10	ACFE	"1,410.15"	CAD	"1,050.00"	USD	4995	OTHER EXPENSES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	ACFE CONFERENCE	
CHILDREN'S SERVICES 	3624-59	2015-08-07	2015-08-10	ACFE	"1,410.15"	CAD	"1,050.00"	USD	4995	OTHER EXPENSES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	ACFE CONFERENCE	
CHILDREN'S SERVICES 	3628-55	2015-08-11	2015-08-13	WESTJET  8382109307195	518.10	CAD	518.10	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	E0143A	TRAINING	3180	WestJet Airlines	*AIRLINE TICKETS 	
CHILDREN'S SERVICES 	3648-57	2015-08-28	2015-08-31	CONFERENCE BOARD OF	199.00	CAD	199.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	7399	Business Services - Not Elsewhere Classi	ONLINE TRAINING	
					"5,800.78"	CAD	"2,745.45"	CAD								
							"2,275.00"	USD								
EMPLOYMENT & SOCIAL SERVICES	3648-58	2015-08-28	2015-08-31	OTEC	"2,582.05"	CAD	"2,582.05"	CAD	2970	PROST - ORTHOTICS	C01212	LAWRENCE SQUARE-ADMIN	8299	Educational Services	OTEC - SERVICE EXCELLENCE TRAINING WORKBOOKS	
					"2,582.05"	CAD	"2,582.05"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3634-67	2015-08-18	2015-08-19	IKEA NORTH YORK	334.45	CAD	334.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01298	BUS TRANSFORMATION PROJECT	5712	"Equipment, Furniture, and Home Furnishin"	NEW OFICE SUPPLIES -  EGLINTON AVENUE E. 6TH FLR.	
EMPLOYMENT & SOCIAL SERVICES	3635-36	2015-08-19	2015-08-20	IKEA NORTH YORK	257.49	CAD	257.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01298	BUS TRANSFORMATION PROJECT	5712	"Equipment, Furniture, and Home Furnishin"	OFFICE SUPPLIES - 150 EGLINTON AVENUE E.	
					591.94	CAD	591.94	CAD								
TORONTO PARAMEDIC SERVICES	3634-68	2015-08-18	2015-08-19	BLUESHOP	27.05	CAD	27.05	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B33118	CACC - TRG. UNIT	5732	Electronic Sales	IPHONE CASE	
					27.05	CAD	27.05	CAD								
MUNICIPAL LICENSING & STANDARDS	3611-50	2015-07-31	2015-08-03	UBER	16.56	CAD	16.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
MUNICIPAL LICENSING & STANDARDS	3611-51	2015-07-31	2015-08-03	UBER	11.72	CAD	11.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
MUNICIPAL LICENSING & STANDARDS	3611-52	2015-07-31	2015-08-03	UBER	15.13	CAD	15.13	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
MUNICIPAL LICENSING & STANDARDS	3624-60	2015-08-07	2015-08-10	UBER	8.23	CAD	8.23	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
MUNICIPAL LICENSING & STANDARDS	3624-61	2015-08-07	2015-08-10	UBER	8.44	CAD	8.44	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
MUNICIPAL LICENSING & STANDARDS	3629-38	2015-08-13	2015-08-14	UBER	13.90	CAD	13.90	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
MUNICIPAL LICENSING & STANDARDS	3629-39	2015-08-13	2015-08-14	UBER	18.25	CAD	18.25	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	MS1330	BY-LAW ENFORCEMENT CENTRAL	4121	Limousines and Taxicabs	UBER X INVESTIGATION	
