Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element	Cost Centre /  WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
EMERGENCY MEDICAL SERVICES	2449-21	04-10-2013	04-11-2013	TAHL	"2,109.71"	CAD	"2,109.71"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	B22040	EXTL TRAINING CPR	5970	"Artist Supply Stores, Craft Shops"	TRAINING FACE SHIELD AND GLOVES	
EMERGENCY MEDICAL SERVICES	2455-26	04-12-2013	04-15-2013	PARKING AUTHORITYOFTOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B22040	EXTL TRAINING CPR	9399	Government Services - Not Elsewhere Clas	PARKING-CITY HALL MEETING	
					"2,118.71"	CAD	"2,118.71"	CAD								
CITY PLANNING	2462-21	04-18-2013	04-19-2013	CARSWELL	343.80	CAD	343.80	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFF-POLICY&RESR	7338	"Quick Copy, Reproduction, and Blueprinti"	CANADIAN LAW OF PLANNING AND ZONING	
CITY PLANNING	2462-22	04-18-2013	04-19-2013	CARSWELL	"1,354.56"	CAD	"1,354.56"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFF-POLICY&RESR	7338	"Quick Copy, Reproduction, and Blueprinti"	ONTARIO PLANNING PRACTICE	
CITY PLANNING	2462-23	04-18-2013	04-19-2013	REI LEXISNEXIS CANADA	117.86	CAD	117.86	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFF-POLICY&RESR	7399	Business Services - Not Elsewhere Classi	ONTARIO PLANNING LAW AND PRACTICE	
					"1,816.22"	CAD	"1,816.22"	CAD								
"PARKS, FORESTRY & RECREATION"	2451-22	04-10-2013	04-12-2013	D   G VACUUM REPAIR SE	73.45	CAD	73.45	CAD	3025	M & E - JANITORIAL	P03031	FENSIDE ARENA-OPS	7699	Miscellaneous Repair Shops and Related S	FLOOR MACHINE PART	
"PARKS, FORESTRY & RECREATION"	2456-17	04-14-2013	04-16-2013	THE HOME DEPOT #7106	142.15	CAD	142.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06682	BRDLANDS CC-OPERATIO	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2459-22	04-16-2013	04-17-2013	ACKLANDS-GRAINGER INC	111.49	CAD	111.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07698	FLEMINGDON RC-OPERAT	5085	Industrial Supplies Not Elsewhere Classi	NON-SLIP TAPE FOR POOL AREA STAIRS	
"PARKS, FORESTRY & RECREATION"	2462-24	04-16-2013	04-19-2013	D   G VACUUM REPAIR SE	247.10	CAD	247.10	CAD	3025	M & E - JANITORIAL	P06682	BRDLANDS CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	FLOOR MACHINE & VACUUM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2465-29	04-19-2013	04-22-2013	ACKLANDS-GRAINGER INC	146.87	CAD	146.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12151	TRACE MANES-COMM CTR	5085	Industrial Supplies Not Elsewhere Classi	INTERIOR SIGHTLINE MIRROR	
"PARKS, FORESTRY & RECREATION"	2470-22	04-24-2013	04-26-2013	THE HOME DEPOT #7073	366.12	CAD	366.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06682	BRDLANDS CC-OPERATIO	5200	Home Supply Warehouse	4' TABLE	
"PARKS, FORESTRY & RECREATION"	2476-29	04-30-2013	05-01-2013	NOFRILLS JACKS 728	10.73	CAD	10.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06877	N-E-OPERATIONS	5411	"Grocery Stores, Supermarkets"	MUFFINS & COOKIES FOR BAS TRAINING	
					"1,097.91"	CAD	"1,097.91"	CAD								
"PARKS, FORESTRY & RECREATION"	2441-29	04-03-2013	04-05-2013	CDN TIRE STORE #00192	53.02	CAD	53.02	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00018	C-POLICY-PLANT/NURSE	5200	Home Supply Warehouse	"EQUIPMENT BAGS, STAPLES"	
					53.02	CAD	53.02	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2447-25	04-09-2013	04-10-2013	M.L. LUMBER   BUILDING	26.36	CAD	26.36	CAD	2570	JANITORIAL SUPPLIES	F01223	WOMENS RES-PROPRTY S	5211	"Building Materials, Lumber Stores"	PADLOCKS FOR WOMEN'S RESIDENCE	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2455-27	04-14-2013	04-15-2013	STAPLES STORE #57	27.05	CAD	27.05	CAD	2010	STATIONERY AND OFFICE SUPPLIES	F01221	WOMENS RES-PGM DELIV	5943	"Office, School Supply, and Stationery St"	INJECT LABELS FOR SSHA SAFETY DAY	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2461-27	04-16-2013	04-18-2013	THE HOME DEPOT #7030	12.41	CAD	12.41	CAD	2570	JANITORIAL SUPPLIES	F01223	WOMENS RES-PROPRTY S	5200	Home Supply Warehouse	RED DUCT-Duct Tape for Adelaide SNA Day	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2467-23	04-22-2013	04-23-2013	BLINDS TO GO #054	"1,678.50"	CAD	"1,678.50"	CAD	4841	SHELTER FURNITURE	F01223	WOMENS RES-PROPRTY S	5714	"Drapery, Upholstery, and Window Covering"	BLINDS FOR 1ST FLR.OFFICES AT W.R.&INST.BY CONTRAC	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2468-21	04-24-2013	04-24-2013	ULINE	357.15	CAD	357.15	CAD	2570	JANITORIAL SUPPLIES	F03072	CENTRAL ASSESS&REFER	5964	Direct Marketing - Catalog Merchants	*****	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2473-31	04-26-2013	04-29-2013	GLOBALINDUSTRIALCANADA	"1,265.76"	CAD	"1,265.76"	CAD	4841	SHELTER FURNITURE	F01223	WOMENS RES-PROPRTY S	5085	Industrial Supplies Not Elsewhere Classi	PARAMOUNT #174  LOCKER SINGLE TIER	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2476-30	04-29-2013	05-01-2013	THE HOME DEPOT #7013	270.02	CAD	270.02	CAD	*****	JANITORIAL SUPPLIES	F01223	WOMENS RES-PROPRTY S	5200	Home Supply Warehouse	*****	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2476-31	04-29-2013	05-01-2013	THE HOME DEPOT #7013	81.16	CAD	81.16	CAD	2570	JANITORIAL SUPPLIES	F03072	CENTRAL ASSESS&REFER	5200	Home Supply Warehouse	*****	
					"3,718.41"	CAD	"3,718.41"	CAD								
"PARKS, FORESTRY & RECREATION"	2437-24	04-03-2013	04-04-2013	LOBLAWS #1212	51.28	CAD	51.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06432	HILLCREST-SPORTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2449-22	04-10-2013	04-11-2013	NOFRILLS FREDDIE 1354	51.88	CAD	51.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06432	HILLCREST-SPORTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2451-23	04-11-2013	04-12-2013	REMENYI MUSIC   BOOKS	64.55	CAD	64.55	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P06360	HILLCREST-SOC PGM	5733	"Music Stores - Musical Instruments, Pian"	MUSIC BOOK FOR PIANO LESSONS	
"PARKS, FORESTRY & RECREATION"	2462-25	04-17-2013	04-19-2013	FOOD BASICS #672	48.88	CAD	48.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06432	HILLCREST-SPORTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2469-25	04-24-2013	04-25-2013	LOBLAWS #1212	58.04	CAD	58.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06432	HILLCREST-SPORTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2479-27	05-01-2013	05-02-2013	LOBLAWS #1212	33.91	CAD	33.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06432	HILLCREST-SPORTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
					308.54	CAD	308.54	CAD								
EMERGENCY MEDICAL SERVICES	2445-14	04-08-2013	04-09-2013	STANDARD PARKING - NYG	12.75	CAD	12.75	CAD	4770	PARKING EXPENSES (INTOWN)	B22060	PROG MANAG & ADMIN	7523	Automobile Parking Lots and Garages	PARKING - NORTH YORK HOSPITAL	
EMERGENCY MEDICAL SERVICES	2449-23	04-10-2013	04-11-2013	BEST BUY CANADA #927	102.03	CAD	102.03	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B22060	PROG MANAG & ADMIN	5732	Electronic Sales	BACKUP DRIVE	
					114.78	CAD	114.78	CAD								
"PARKS, FORESTRY & RECREATION"	2447-26	04-08-2013	04-10-2013	METRO #748	6.76	CAD	6.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12850	STAFF SUPPORT - EY	5411	"Grocery Stores, Supermarkets"	TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2461-28	04-17-2013	04-18-2013	LOBLAWS #1066	39.60	CAD	39.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	ARC - ADMIN	5411	"Grocery Stores, Supermarkets"	TRAINING SUPPLIES	
					46.36	CAD	46.36	CAD								
"PARKS, FORESTRY & RECREATION"	2449-24	04-10-2013	04-11-2013	NOFRILLS SHERIFFS 270	19.13	CAD	19.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	N KIPLING-PGM SUPP	5411	"Grocery Stores, Supermarkets"	"MILK, CAKE MIX , EGGS, FROSTING, VEG OIL,"	
"PARKS, FORESTRY & RECREATION"	2456-18	04-12-2013	04-16-2013	CDN TIRE STORE #00237	14.55	CAD	14.55	CAD	2710	GENERAL HARDWARE	P06785	N KIPLING-PGM SUPP	5200	Home Supply Warehouse	"NAILS, TIES"	
"PARKS, FORESTRY & RECREATION"	2459-23	04-16-2013	04-17-2013	CLOVERDALE SEWING CENT	221.48	CAD	221.48	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06785	N KIPLING-PGM SUPP	5949	"Fabric, Needlework, Piece Goods, and Sew"	MACHINE FOR QUILTING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2462-26	04-18-2013	04-19-2013	FORTINOS 66	29.27	CAD	29.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	N KIPLING-PGM SUPP	5411	"Grocery Stores, Supermarkets"	"SPAGHETTI SAUCE, PARMESAN CHEESE,LEAN GRND BEEF"	
"PARKS, FORESTRY & RECREATION"	2469-26	04-23-2013	04-25-2013	CDN TIRE STORE #00294	14.10	CAD	14.10	CAD	2710	GENERAL HARDWARE	P06785	N KIPLING-PGM SUPP	5200	Home Supply Warehouse	SUPPLIES TO REPAIR TABLE CUES	
"PARKS, FORESTRY & RECREATION"	2469-27	04-24-2013	04-25-2013	NOFRILLS SHERIFFS 270	53.34	CAD	53.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	N KIPLING-PGM SUPP	5411	"Grocery Stores, Supermarkets"	"CHILI POWDER,BLACK PEPPER,HONEY,CRUSHED CHILI,FLOU"	
"PARKS, FORESTRY & RECREATION"	2470-23	04-24-2013	04-26-2013	CANDY LAND INDOOR PLAY	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	P06785	N KIPLING-PGM SUPP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	AFTERSCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-32	04-26-2013	04-29-2013	RJ ROBERTSON ENTERPRIS	636.19	CAD	636.19	CAD	2110	PARTS - FURNITURE & FIXTURES	P06785	N KIPLING-PGM SUPP	5137	"Mens, Womens, and Childrens Uniforms and"	TABLE SKIRTING FOR CENTRE STAGE	
"PARKS, FORESTRY & RECREATION"	2481-29	05-02-2013	05-03-2013	FORTINOS 66	27.18	CAD	27.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	N KIPLING-PGM SUPP	5411	"Grocery Stores, Supermarkets"	"COOKIES, VANILLA FROSTING, EGGS"	
					"1,065.24"	CAD	"1,065.24"	CAD								
"PARKS, FORESTRY & RECREATION"	2445-15	04-05-2013	04-09-2013	CDN TIRE STORE #00126	40.66	CAD	40.66	CAD	2570	JANITORIAL SUPPLIES	P07659	DOUGLAS SNOW-OPERATI	5200	Home Supply Warehouse	CHEMICAL SPRAYERS	
"PARKS, FORESTRY & RECREATION"	2462-27	04-16-2013	04-19-2013	D   G VACUUM REPAIR SE	43.62	CAD	43.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06688	LAWRENCE HGTS CC-OPE	7699	Miscellaneous Repair Shops and Related S	DUMP BAG FOR VACUUM	
"PARKS, FORESTRY & RECREATION"	2465-30	04-18-2013	04-22-2013	SP S COMM SWIMMING POO	199.84	CAD	199.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07659	DOUGLAS SNOW-OPERATI	5996	Swimming Pools - Sales and Supplies	VACUUM HEAD	
"PARKS, FORESTRY & RECREATION"	2470-24	04-23-2013	04-26-2013	ROY TURK INDUSTRIAL SA	192.01	CAD	192.01	CAD	2570	JANITORIAL SUPPLIES	P06686	EDITHVALE CC-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	HAND SOAP DUSTERS	
"PARKS, FORESTRY & RECREATION"	2470-25	04-24-2013	04-26-2013	D   G VACUUM REPAIR SE	124.30	CAD	124.30	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06685	EARL BALES CC-OPERAT	7699	Miscellaneous Repair Shops and Related S	POLISHER REPAIR	
"PARKS, FORESTRY & RECREATION"	2479-28	04-30-2013	05-02-2013	D   G VACUUM REPAIR SE	62.15	CAD	62.15	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06686	EDITHVALE CC-OPERATI	7699	Miscellaneous Repair Shops and Related S	SCRUBBER REPAIR	
"PARKS, FORESTRY & RECREATION"	2479-29	04-30-2013	05-02-2013	D   G VACUUM REPAIR SE	141.25	CAD	141.25	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06686	EDITHVALE CC-OPERATI	7699	Miscellaneous Repair Shops and Related S	CARPET EXTRACTOR REPAIR	
"PARKS, FORESTRY & RECREATION"	2479-30	04-30-2013	05-02-2013	D   G VACUUM REPAIR SE	233.18	CAD	233.18	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07659	DOUGLAS SNOW-OPERATI	7699	Miscellaneous Repair Shops and Related S	BUFFING MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	2479-31	04-30-2013	05-02-2013	D   G VACUUM REPAIR SE	254.10	CAD	254.10	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07659	DOUGLAS SNOW-OPERATI	7699	Miscellaneous Repair Shops and Related S	BUFFING MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	2479-32	04-30-2013	05-02-2013	D   G VACUUM REPAIR SE	334.02	CAD	334.02	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07704	MITCHELL FIELD-OPERA	7699	Miscellaneous Repair Shops and Related S	BUFFING MACHINE REPAIR	
					"1,625.13"	CAD	"1,625.13"	CAD								
"PARKS, FORESTRY & RECREATION"	2447-27	04-09-2013	04-10-2013	MICHAELS #4910	44.01	CAD	44.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13193	LOCSUP-MAPLELFPK	5945	"Game, Toy, and Hobby Shops"	CRAFT SUPPLIES FOR ADAPTED ARTS	
"PARKS, FORESTRY & RECREATION"	2449-25	04-09-2013	04-11-2013	YOUR DOLLAR STORE WITH	63.28	CAD	63.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06301	SH ARMSTRONG-ARTS-VI	5999	Miscellaneous and Specialty Retail Store	ART SUPPLIES/MUSIC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2455-28	04-12-2013	04-15-2013	NOFRILLS ROCCA'S #3931	26.83	CAD	26.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10976	JOHN INNES-SPORTS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR YOUTH COOKING	
"PARKS, FORESTRY & RECREATION"	2479-33	04-30-2013	05-02-2013	CDN TIRE STORE #00654	34.70	CAD	34.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10976	JOHN INNES-SPORTS	5200	Home Supply Warehouse	AFTER SCHOOL/FACILTY SUPPLIES	
					168.82	CAD	168.82	CAD								
"PARKS, FORESTRY & RECREATION"	2447-28	04-08-2013	04-10-2013	GRAFFITI SOLUTIONS CAN	431.66	CAD	431.66	CAD	2570	JANITORIAL SUPPLIES	P00404	N-CENTRAL-TURF&HORT	7349	"Cleaning and Maintenance, Janitorial Ser"	GRAFFITI REMOVER	
"PARKS, FORESTRY & RECREATION"	2455-29	04-12-2013	04-15-2013	MILLWICK PAINT   PAPER	936.19	CAD	936.19	CAD	2715	PAINT SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT AND SUPPLIES	
					"1,367.85"	CAD	"1,367.85"	CAD								
"PARKS, FORESTRY & RECREATION"	2470-26	04-25-2013	04-26-2013	CARSWELL	30.85	CAD	30.85	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12043	JG ALTHOUSE-COMM CTR	7338	"Quick Copy, Reproduction, and Blueprinti"	ONT. HEALTH & SAFETY BOOK ACT	
					30.85	CAD	30.85	CAD								
"PARKS, FORESTRY & RECREATION"	2437-25	04-03-2013	04-04-2013	NOFRILLS JOSEPHS 730	327.68	CAD	327.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"CELERY, PEPPER, POTATOES,BUTTER, OIL,EGGS, FLOUR"	
"PARKS, FORESTRY & RECREATION"	2437-26	04-03-2013	04-04-2013	NOFRILLS PETER'S 3926	224.06	CAD	224.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	7999	Recreation Services (Not Elsewhere Class	ORGANIC FLOUR	
"PARKS, FORESTRY & RECREATION"	2437-27	04-03-2013	04-04-2013	STRICTLY BULK	100.61	CAD	100.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"FLOUR, HERBS"	
"PARKS, FORESTRY & RECREATION"	2437-28	04-03-2013	04-04-2013	OSSINGTON TIRE CORP	32.32	CAD	32.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13057	GENINT&CLB-DUFFGRVPK	5532	Automotive Tire Stores	WHEEL FOR CART	
"PARKS, FORESTRY & RECREATION"	2445-16	04-08-2013	04-09-2013	STRICTLY BULK	70.57	CAD	70.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"YEAST, FLOUR"	
"PARKS, FORESTRY & RECREATION"	2447-29	04-08-2013	04-10-2013	NOFRILLS JOSEPHS 730	298.58	CAD	298.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"LEMON HERBS,TEA,BUTTER,PINTO BEANS,PARSLEY,POTATOE"	
"PARKS, FORESTRY & RECREATION"	2447-30	04-08-2013	04-10-2013	NOFRILLS PETER'S 3926	141.76	CAD	141.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	7999	Recreation Services (Not Elsewhere Class	ORGANIC FLOUR	
"PARKS, FORESTRY & RECREATION"	2456-19	04-15-2013	04-16-2013	NOFRILLS JOSEPHS 730	196.28	CAD	196.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"EGGS, ORGANIC FLOUR,CELERY,GINGER ROOT,ONIONS"	
"PARKS, FORESTRY & RECREATION"	2456-20	04-15-2013	04-16-2013	NOFRILLS PETER'S 3926	140.68	CAD	140.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	7999	Recreation Services (Not Elsewhere Class	"COFFEE GROUND, ORGANIC FLOUR"	
"PARKS, FORESTRY & RECREATION"	2456-21	04-15-2013	04-16-2013	STRICTLY BULK	78.20	CAD	78.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"HONEY, RAISINS, YEAST"	
"PARKS, FORESTRY & RECREATION"	2456-22	04-15-2013	04-16-2013	STRICTLY BULK	3.67	CAD	3.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"HONEY, RAISINS, YEAST"	
"PARKS, FORESTRY & RECREATION"	2467-24	04-22-2013	04-23-2013	NOFRILLS JOSEPHS 730	318.22	CAD	318.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	"PINTO BEANS,SQUASH BUTTERNUT,GARLIC,FLOUR,CORN"	
"PARKS, FORESTRY & RECREATION"	2467-25	04-22-2013	04-23-2013	NOFRILLS PETER'S 3926	140.68	CAD	140.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	7999	Recreation Services (Not Elsewhere Class	"GROUND COFFEE, ORGANIC FLOUR"	
"PARKS, FORESTRY & RECREATION"	2467-26	04-22-2013	04-23-2013	STRICTLY BULK	85.36	CAD	85.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	ORGANIC FLOUR	
"PARKS, FORESTRY & RECREATION"	2468-22	04-22-2013	04-24-2013	WAL-MART # 3106	13.30	CAD	13.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13057	GENINT&CLB-DUFFGRVPK	5411	"Grocery Stores, Supermarkets"	CAN OPENER	
"PARKS, FORESTRY & RECREATION"	2479-34	05-01-2013	05-02-2013	NOFRILLS JOSEPHS 730	279.71	CAD	279.71	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P11613	MASARYK COWAN-ARTS-V	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2479-35	05-01-2013	05-02-2013	STRICTLY BULK	93.12	CAD	93.12	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P11613	MASARYK COWAN-ARTS-V	5411	"Grocery Stores, Supermarkets"		
					"2,544.80"	CAD	"2,544.80"	CAD								
"PARKS, FORESTRY & RECREATION"	2441-30	04-03-2013	04-05-2013	WAL-MART # 3031	67.62	CAD	67.62	CAD	2570	JANITORIAL SUPPLIES	P07739	GUS RYDER POOL&HLTH	5310	Discount Stores	SHOWER CADDIES	
"PARKS, FORESTRY & RECREATION"	2443-48	04-05-2013	04-08-2013	STAPLES STORE #11	19.71	CAD	19.71	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07744	GUS RYDER POOL&HLTH	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-49	04-05-2013	04-08-2013	STAPLES STORE #11	50.99	CAD	50.99	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07744	GUS RYDER POOL&HLTH	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2481-30	05-01-2013	05-03-2013	THE HOME DEPOT #7011	38.31	CAD	38.31	CAD	2570	JANITORIAL SUPPLIES	P07739	GUS RYDER POOL&HLTH	5200	Home Supply Warehouse	*****	
					176.63	CAD	176.63	CAD								
EMERGENCY MEDICAL SERVICES	2449-26	04-10-2013	04-11-2013	TGWHF	28.00	CAD	28.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - ER/ALC EXPERT PANEL MEETING	
					28.00	CAD	28.00	CAD								
"PARKS, FORESTRY & RECREATION"	2443-50	04-05-2013	04-08-2013	LEE VALLEY TOOLS 800-2	193.23	CAD	193.23	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5251	Hardware Stores	GARDEN TOOLS	
"PARKS, FORESTRY & RECREATION"	2443-51	04-05-2013	04-08-2013	ROTBLOTT'S DISCOUNT WH	54.18	CAD	54.18	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5251	Hardware Stores	SHORTHANDED BROOMS	
"PARKS, FORESTRY & RECREATION"	2445-17	04-05-2013	04-09-2013	CDN TIRE STORE #00654	213.50	CAD	213.50	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	GARDEN TOOLS	
					460.91	CAD	460.91	CAD								
"PARKS, FORESTRY & RECREATION"	2449-27	04-10-2013	04-11-2013	NO FRILLS CHRIS STACEY	17.44	CAD	17.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01701	G&I RISK-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	"MILK, MOZZARELLA, PEPPERONI, BANANAS, RED ONIONS"	
"PARKS, FORESTRY & RECREATION"	2468-23	04-22-2013	04-24-2013	DESERRES.CA	396.97	CAD	396.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01701	G&I RISK-SOCIAL PGM	5970	"Artist Supply Stores, Craft Shops"	"WATERCOLOR PAD, CANVASSES, PAINTS"	
"PARKS, FORESTRY & RECREATION"	2470-27	04-25-2013	04-26-2013	NO FRILLS CHRIS STACEY	67.79	CAD	67.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01701	G&I RISK-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	"CRACKERS, MAYONNAISE, MILK, GRANOLA BARS, BREAD"	
"PARKS, FORESTRY & RECREATION"	2479-36	05-01-2013	05-02-2013	NO FRILLS CHRIS STACEY	38.94	CAD	38.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01701	G&I RISK-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	"BANANAS, ORANGES, APPLES"	
					521.14	CAD	521.14	CAD								
TORONTO WATER	2465-31	04-18-2013	04-22-2013	CDN TIRE STORE #00070	33.30	CAD	33.30	CAD	2710	GENERAL HARDWARE	WW1177	HTP SOLIDS	5200	Home Supply Warehouse	PIPE WRENCH	
