Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,Exp Type Desc,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
LEGAL SERVICES,5765-19,2021-03-29,2021-03-30,ONLAND(S),39.97,CAD,39.97,CAD,4827,ONLINE SERVICES FEES,LL5403,MUNICIPAL LICENSING & STANDARD,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5765-20,2021-03-29,2021-03-30,ONLAND(S),5.39,CAD,5.39,CAD,4827,ONLINE SERVICES FEES,LL5403,MUNICIPAL LICENSING & STANDARD,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5765-21,2021-03-29,2021-03-30,ONLAND(S),5.39,CAD,5.39,CAD,4827,ONLINE SERVICES FEES,LL0005,REAL ESTATE-CITY HALL,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-21,2021-03-30,2021-03-31,ONLAND(S),37.62,CAD,37.62,CAD,4827,ONLINE SERVICES FEES,LL5401,BUILDING,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-22,2021-03-30,2021-03-31,ONLAND(S),35.28,CAD,35.28,CAD,4827,ONLINE SERVICES FEES,LL5403,MUNICIPAL LICENSING & STANDARD,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-23,2021-03-30,2021-03-31,ONLAND(S),5.39,CAD,5.39,CAD,4827,ONLINE SERVICES FEES,LL5401,BUILDING,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-24,2021-03-30,2021-03-31,ONLAND(S),37.62,CAD,37.62,CAD,4827,ONLINE SERVICES FEES,LL5401,BUILDING,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-25,2021-03-30,2021-03-31,ONLAND(S),5.39,CAD,5.39,CAD,4827,ONLINE SERVICES FEES,LL5401,BUILDING,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-26,2021-03-30,2021-03-31,ONLAND(S),37.62,CAD,37.62,CAD,4827,ONLINE SERVICES FEES,LL5401,BUILDING,7375,Information Retrieval Services,TITLE SEARCHES
LEGAL SERVICES,5766-27,2021-03-30,2021-03-31,ONLAND(S),5.39,CAD,5.39,CAD,4827,ONLINE SERVICES FEES,LL5403,MUNICIPAL LICENSING & STANDARD,7375,Information Retrieval Services,TITLE SEARCHES
,,,,,"1,446.06",CAD,"1,446.06",CAD,,,,,,,
FACILITIES MANAGEMENT,5749-47,2021-03-05,2021-03-08,WESTBURNE ONTARIO,379.35,CAD,379.35,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675852,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5065,Electrical Parts and Equipment,MATERIAL
FACILITIES MANAGEMENT,5749-48,2021-03-05,2021-03-08,PROVINCE ELECTRIC SUPP,94.14,CAD,94.14,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675852,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5065,Electrical Parts and Equipment,MATERIAL
FACILITIES MANAGEMENT,5760-31,2021-03-22,2021-03-23,POWERTRADE ELECTRIC LT,114.87,CAD,114.87,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61678875,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,1731,Electrical Contractors,PPE
,,,,,588.36,CAD,588.36,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5746-38,2021-03-03,2021-03-04,ACTION CAR & TRUCK  #1,"1,277.43",CAD,"1,277.43",CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00673,W-SOUTH2-PRGM SUPPORT,5533,"Automotive Parts, Accessories Stores","PLATE, PUMP"
"PARKS, FORESTRY & RECREATION",5760-32,2021-03-22,2021-03-23,WOLSELEY CANADA INC,108.28,CAD,108.28,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00673,W-SOUTH2-PRGM SUPPORT,5074,Plumbing and Heating Equipment,BALL VALVE
"PARKS, FORESTRY & RECREATION",5762-21,2021-03-24,2021-03-25,LOWES #02642,90.31,CAD,90.31,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00898,KIPLING YD-PARKS CONSTR,5200,Home Supply Warehouse,PER METRE SOOW 10/3 BLK
"PARKS, FORESTRY & RECREATION",5763-18,2021-03-25,2021-03-26,NCH CANADA,650.54,CAD,650.54,CAD,2401,LUBRICANTS,P00890,KIPLING YD-FLEET EQUIP,5999,Miscellaneous and Specialty Retail Store,LUBES
,,,,,"2,126.56",CAD,"2,126.56",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5746-39,2021-03-04,2021-03-04,SONY INTERACTIVE ENTER,37.59,CAD,37.59,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10446,MASARYK COWAN-PRGM SUPPORT,5816,Digital Goods - Games,YOUTH ONLINE GAMING SUBSCRIPTION
"PARKS, FORESTRY & RECREATION",5764-50,2021-03-26,2021-03-29,PAYPAL  ROCKSOLIDPR,671.22,CAD,671.22,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10446,MASARYK COWAN-PRGM SUPPORT,5661,Shoe Stores,FLOOR CURLING SET
,,,,,708.81,CAD,708.81,CAD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5743-38,2021-02-25,2021-03-01,SAFETY MEDIA INC,414.68,CAD,414.68,CAD,2590,EMERGENCY SERVICES SUPPLIES,AH0028,MH OS 191 GUILDWOOD FACILITY OPERATIONS,5999,Miscellaneous and Specialty Retail Store,FIRE SAFETY SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE,5745-32,2021-03-02,2021-03-03,LOCK-UP SERVICES,31.75,CAD,31.75,CAD,2730,LOCKS,AH0028,MH OS 191 GUILDWOOD FACILITY OPERATIONS,7299,Other Services (Not Elsewhere Classified,KEYS
ECONOMIC DEVELOPMENT & CULTURE,5745-33,2021-03-02,2021-03-03,FRANK MECHANICAL  MACH,621.50,CAD,621.50,CAD,4407,CONTRACTED SERVICES - BUILDINGS,AH0132,MH OS ASSEMBLY HALL FACILITY OPERATIONS,7699,Miscellaneous Repair Shops and Related S,LIFT INSPECTION
ECONOMIC DEVELOPMENT & CULTURE,5745-34,2021-03-02,2021-03-03,FRANK MECHANICAL  MACH,220.35,CAD,220.35,CAD,4407,CONTRACTED SERVICES - BUILDINGS,AH0132,MH OS ASSEMBLY HALL FACILITY OPERATIONS,7699,Miscellaneous Repair Shops and Related S,LIFT INSPECTION
ECONOMIC DEVELOPMENT & CULTURE,5751-31,2021-03-10,2021-03-10,ULINE,763.03,CAD,763.03,CAD,3099,GENERAL EQUIPMENT,AH0155,MH OS CHAPLIN CRESCENT FACILITY OPERATIO,5964,Direct Marketing - Catalog Merchants,"30X48"" METAL PLATFORM TRUCK"
ECONOMIC DEVELOPMENT & CULTURE,5754-66,2021-03-12,2021-03-15,AMJ CAMPBELL TORONTO,646.36,CAD,646.36,CAD,4416,"TRANSFER, HAULAGE AND STORAGE",AH0059,MH CUR 98 AA ADMINISTRATION,4214,"Motor Freight Carriers, Trucking - Local",PROFESSIONAL MOVING SERVICE
ECONOMIC DEVELOPMENT & CULTURE,5755-28,2021-03-15,2021-03-16,AMJ CAMPBELL TORONTO,"1,892.75",CAD,"1,892.75",CAD,4416,"TRANSFER, HAULAGE AND STORAGE",AH0168,AC AS CLARK CENTRE FOR THE ARTS,4214,"Motor Freight Carriers, Trucking - Local",PROFESSIONAL MOVING SERVICE
ECONOMIC DEVELOPMENT & CULTURE,5764-51,2021-03-27,2021-03-29,DENTALMARKET SAFEMASKS,146.73,CAD,146.73,CAD,2570,JANITORIAL SUPPLIES,AH0029,MH OS FACILITY OPERATIONS ADMINISTRATION,5047,Laboratory/Medical/Dental/Ophthalmic Hos,LEVEL 3 MASKS FOR CUSTODIAL STAFF
ECONOMIC DEVELOPMENT & CULTURE,5766-28,2021-03-29,2021-03-31,THE HOME DEPOT #7129,614.65,CAD,614.65,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,AH0154,MH OS FORT YORK FACILITY OPERATIONS,5200,Home Supply Warehouse,**MORE**  MAXLITEHOSE
,,,,,"5,351.80",CAD,"5,351.80",CAD,,,,,,,
TORONTO WATER,5764-52,2021-03-26,2021-03-29,BOLTS PLUS,270.65,CAD,270.65,CAD,2710,GENERAL HARDWARE,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5251,Hardware Stores,"SS WIRE ROPE, NUTS AND BOLTS"
TORONTO WATER,5764-53,2021-03-26,2021-03-29,APPLIANCE PARTS #34,39.43,CAD,39.43,CAD,2710,GENERAL HARDWARE,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5065,Electrical Parts and Equipment,BRUSHES
,,,,,310.08,CAD,310.08,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5744-28,2021-03-02,2021-03-02,AMZN MKTP CA P481U08E3,162.93,CAD,162.93,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,P12901,YOUTH LOUNGE- CW,4816,Computer Network/Information Services,CABLES AND PLUGS
"PARKS, FORESTRY & RECREATION",5744-29,2021-03-02,2021-03-02,AMZN MKTP CA 834O72J63,45.19,CAD,45.19,CAD,2610,KITCHEN SUPPLIES,P12901,YOUTH LOUNGE- CW,4816,Computer Network/Information Services,BREAD SLICER WITH KNIFE
"PARKS, FORESTRY & RECREATION",5744-30,2021-03-02,2021-03-02,AMZN MKTP CA 1F3WG84H3,125.10,CAD,125.10,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,P12901,YOUTH LOUNGE- CW,4816,Computer Network/Information Services,ROOM DIVIDER POLE
"PARKS, FORESTRY & RECREATION",5744-31,2021-03-01,2021-03-02,DRI MAXON COMPUTER,830.00,CAD,830.00,CAD,3420,COMPUTERS - SOFTWARE,P12901,YOUTH LOUNGE- CW,5732,Electronic Sales,SOFTWARE PROGRAM FOR 1 YEAR
"PARKS, FORESTRY & RECREATION",5745-35,2021-03-02,2021-03-03,SAM'S NO FRILLS #3663,142.92,CAD,142.92,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12901,YOUTH LOUNGE- CW,5411,"Grocery Stores, Supermarkets","OIL, MILK, BROCCOLI, FLOUR FOR VIRTUAL PROGRAM"
"PARKS, FORESTRY & RECREATION",5745-36,2021-03-02,2021-03-03,AMZN MKTP CA 9H3XI7RP3,69.99,CAD,69.99,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,P12901,YOUTH LOUNGE- CW,4816,Computer Network/Information Services,STRING LIGHTS
"PARKS, FORESTRY & RECREATION",5746-40,2021-03-04,2021-03-04,AMZN MKTP CA 597RC8IJ3,47.43,CAD,47.43,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,P12901,YOUTH LOUNGE- CW,4816,Computer Network/Information Services,COMPUTER CABLEW
"PARKS, FORESTRY & RECREATION",5748-35,2021-03-03,2021-03-05,THE HOME DEPOT #7012,448.61,CAD,448.61,CAD,3310,FURNISHINGS,P12901,YOUTH LOUNGE- CW,5200,Home Supply Warehouse,CABINET FOR YOUTH SPACE
"PARKS, FORESTRY & RECREATION",5748-36,2021-03-03,2021-03-05,THE HOME DEPOT #7129,448.61,CAD,448.61,CAD,3310,FURNISHINGS,P12901,YOUTH LOUNGE- CW,5200,Home Supply Warehouse,CABINET FOR YOUTH SPACE
"PARKS, FORESTRY & RECREATION",5748-37,2021-03-04,2021-03-05,ADOBE STOCK,44.11,CAD,33.89,USD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5734,Computer Software Stores,SOFTWARE PROGRAM
"PARKS, FORESTRY & RECREATION",5749-49,2021-03-05,2021-03-08,PETROCAN,51.45,CAD,51.45,CAD,2260,GASOLINE,P12901,YOUTH LOUNGE- CW,5541,Service Stations (with or without Ancill,GAS FOR UHAUL VAN
"PARKS, FORESTRY & RECREATION",5749-50,2021-03-05,2021-03-08,UHAUL WESTON ROAD,129.05,CAD,129.05,CAD,4510,RENTAL OF VEHICLES AND EQUIPMENT,P12901,YOUTH LOUNGE- CW,7513,Truck and Utility Trailer Rental,RENTAL OF UHAUL FOR DELIVERIES
"PARKS, FORESTRY & RECREATION",5750-29,2021-03-08,2021-03-09,BEST BUY #617,440.63,CAD,440.63,CAD,2080,PHOTOGRAPHIC AND VIDEO SUPPLIES,P12901,YOUTH LOUNGE- CW,5732,Electronic Sales,SD CARDS AND USB'S FOR CAMERAS
"PARKS, FORESTRY & RECREATION",5750-30,2021-03-08,2021-03-09,ADOBE CREATIVE CLOUD,79.09,CAD,79.09,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5818,Digital Goods - Multi-Category,SOFTWARE PROGRAM SUPPORT
"PARKS, FORESTRY & RECREATION",5751-32,2021-03-09,2021-03-10,ADOBE STOCK,-34.93,CAD,-28.24,USD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5734,Computer Software Stores,REFUND
"PARKS, FORESTRY & RECREATION",5751-33,2021-03-09,2021-03-10,ADOBE CREATIVE CLOUD,-76.46,CAD,-76.46,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5818,Digital Goods - Multi-Category,REFUND
"PARKS, FORESTRY & RECREATION",5751-34,2021-03-09,2021-03-10,ADOBE,528.70,CAD,528.70,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5818,Digital Goods - Multi-Category,FULL YEAR PAYMENT FOR SOFTWARE
"PARKS, FORESTRY & RECREATION",5751-35,2021-03-09,2021-03-10,CREATIVE CLOUD INDIV,704.98,CAD,704.98,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5818,Digital Goods - Multi-Category,FULL YEAR PAYMENT FOR SOFTWARE
"PARKS, FORESTRY & RECREATION",5759-47,2021-03-19,2021-03-22,COSTCO WHOLESALE W524,168.62,CAD,168.62,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12901,YOUTH LOUNGE- CW,5300,Wholesale Clubs,"CHIPS, CHEESE, OATS FOR VR COOKING PROGRAM"
"PARKS, FORESTRY & RECREATION",5759-48,2021-03-19,2021-03-22,PAYPAL  IMMERSOLUTI,"1,744.87",CAD,"1,744.87",CAD,3032,M & E - PHOTOGRAPHIC,P13580,YOUTH LOUNGE - CENTENNIAL WEST,5946,Camera and Photographic Supply Stores,VIRTUAL CAMERA
"PARKS, FORESTRY & RECREATION",5759-49,2021-03-19,2021-03-22,PAYPAL  IMMERSOLUTI,"3,000.00",CAD,"3,000.00",CAD,3032,M & E - PHOTOGRAPHIC,P12901,YOUTH LOUNGE- CW,5946,Camera and Photographic Supply Stores,VIRTUAL CAMERA
"PARKS, FORESTRY & RECREATION",5761-24,2021-03-23,2021-03-24,SAM'S NO FRILLS #3663,203.19,CAD,203.19,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12901,YOUTH LOUNGE- CW,5411,"Grocery Stores, Supermarkets","CHICKEN, FRUITS FOR VR COOKING PROGRAM"
"PARKS, FORESTRY & RECREATION",5764-54,2021-03-26,2021-03-29,ENVATO,256.34,CAD,198.00,USD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12901,YOUTH LOUNGE- CW,5815,Digital Goods - Audiovisual Media Includ,SOFTWARE PROGRAM
,,,,,"9,560.42",CAD,"9,294.90",CAD,,,,,,,
,,,,,,,203.65,USD,,,,,,,
"PARKS, FORESTRY & RECREATION",5760-33,2021-03-22,2021-03-23,AMAZON.CA VW14N9NW3,67.85,CAD,67.85,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13378,INSTRCT SPORTS - KEN COX CC,4816,Computer Network/Information Services,9 PIECE DISC GOLF SET W/BAG
"PARKS, FORESTRY & RECREATION",5760-34,2021-03-23,2021-03-23,AMAZON.CA JQ0JM6X03,202.46,CAD,202.46,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13378,INSTRCT SPORTS - KEN COX CC,4816,Computer Network/Information Services,PORTABLE DISC GOLF TARGET
,,,,,270.31,CAD,270.31,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5761-25,2021-03-22,2021-03-24,CDN TIRE STORE #00654,-56.49,CAD,-56.49,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10154,JOHN INNES-PRGM SUPPORT,5200,Home Supply Warehouse,REFUND AIR PUMP
"PARKS, FORESTRY & RECREATION",5761-26,2021-03-22,2021-03-24,CDN TIRE STORE #00654,79.09,CAD,79.09,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10154,JOHN INNES-PRGM SUPPORT,5200,Home Supply Warehouse,ELECTRIC AIR PUMP FOR FACILITY
"PARKS, FORESTRY & RECREATION",5762-22,2021-03-24,2021-03-25,BELL TV,28.19,CAD,28.19,CAD,4441,CONTRACTED SERVICES - CABLE TV,P10154,JOHN INNES-PRGM SUPPORT,4812,Telecommunication Equipment Including Te,MONTHLY BILL
,,,,,50.79,CAD,50.79,CAD,,,,,,,
SOLID WASTE MANAGEMENT,5746-41,2021-03-03,2021-03-04,BEST BUY CANADA #959,411.30,CAD,411.30,CAD,3410,COMPUTERS - HARDWARE,SW0718,SWM - LITTER COLLECT,5732,Electronic Sales,SOUND BARS
SOLID WASTE MANAGEMENT,5751-36,2021-03-09,2021-03-10,STAPLES STORE #70,152.49,CAD,152.49,CAD,3410,COMPUTERS - HARDWARE,SW0718,SWM - LITTER COLLECT,5943,"Office, School Supply, and Stationery St",CABLE CORD AND USB STICKS
SOLID WASTE MANAGEMENT,5753-27,2021-03-11,2021-03-12,STAPLES STORE #86,53.08,CAD,53.08,CAD,2570,JANITORIAL SUPPLIES,SW0718,SWM - LITTER COLLECT,5943,"Office, School Supply, and Stationery St","CLEANING SUPPLIES, RUBBER BANDS AND ENVELOPES"
SOLID WASTE MANAGEMENT,5754-67,2021-03-12,2021-03-15,CANADA POST,12.23,CAD,12.23,CAD,4805,POSTAGE,SW0718,SWM - LITTER COLLECT,5331,Variety Stores,REGISTERED MAIL
SOLID WASTE MANAGEMENT,5759-50,2021-03-18,2021-03-22,BEST BUY CANADA #959,-194.35,CAD,-194.35,CAD,3410,COMPUTERS - HARDWARE,SW0718,SWM - LITTER COLLECT,5732,Electronic Sales,SOUNDBAR RETURN
SOLID WASTE MANAGEMENT,5759-51,2021-03-19,2021-03-22,AMAZON.CA PRIME MEMBER,9.03,CAD,9.03,CAD,4760,MEMBERSHIP FEES,SW0718,SWM - LITTER COLLECT,5968,Direct Marketing - Continuity/Subscripti,MEMBERSHIP FEE
SOLID WASTE MANAGEMENT,5762-23,2021-03-23,2021-03-25,THE HOME DEPOT #7080,134.98,CAD,134.98,CAD,2535,PLUMBING SUPPLIES,SW0718,SWM - LITTER COLLECT,5200,Home Supply Warehouse,**MORE**  ULCTEFTAPE
,,,,,578.76,CAD,578.76,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5758-22,2021-03-18,2021-03-19,BELL TV,64.35,CAD,64.35,CAD,4441,CONTRACTED SERVICES - CABLE TV,P06667,ELLESMERE-PRGM SUPPORT,4812,Telecommunication Equipment Including Te,MONTHLY BILL
,,,,,64.35,CAD,64.35,CAD,,,,,,,
TORONTO WATER,5750-31,2021-03-04,2021-03-09,ACTION LOCKSMITHS INC,61.45,CAD,61.45,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,TW2055,D&C: DIVISIONAL OPERATIONS SERVICES,5072,Hardware Equipment and Supplies,TRAILER KEYS AND STORE GATE LOCK
TORONTO WATER,5753-28,2021-03-11,2021-03-12,PRO GLO PAINTS LTD,125.24,CAD,125.24,CAD,2715,PAINT SUPPLIES,TW2055,D&C: DIVISIONAL OPERATIONS SERVICES,5231,"Glass, Paint, Wallpaper Stores",GRAFITTI REMOVAL
TORONTO WATER,5755-29,2021-03-15,2021-03-16,TIGER-VAC INTERNATIONA,255.35,CAD,255.35,CAD,3099,GENERAL EQUIPMENT,TW2055,D&C: DIVISIONAL OPERATIONS SERVICES,5199,Nondurable Goods Not Elsewhere Classifie,FREIGHT CHARGE FOR CLASS 1 DIVISION 1 AIR OPERATED VACCUUM
TORONTO WATER,5758-23,2021-03-18,2021-03-19,ROBERTSON ELECTRIC,"2,818.04",CAD,"2,818.04",CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW2055,D&C: DIVISIONAL OPERATIONS SERVICES,5251,Hardware Stores,LIGHTING IMPROVEMENTS
TORONTO WATER,5766-29,2021-03-25,2021-03-31,LIFTOW LTD,267.22,CAD,267.22,CAD,4424,CONTRACTED SERVICES - GENERAL,TW2055,D&C: DIVISIONAL OPERATIONS SERVICES,5085,Industrial Supplies Not Elsewhere Classi,ANNUAL INSPECTION FOR LIFT TRUCK
,,,,,"3,527.30",CAD,"3,527.30",CAD,,,,,,,
TORONTO WATER,5764-55,2021-03-27,2021-03-29,ELECTRICAL SAFETY AUTH,172.89,CAD,172.89,CAD,4424,CONTRACTED SERVICES - GENERAL,TW2060,D&C: WASTEWATER & STORMWATER PUMPING,4900,"Utilities - Electric, Gas, Sanitary, Wat",ADDITIONAL VIST-SAFETY INSPECTION
,,,,,172.89,CAD,172.89,CAD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5745-37,2021-03-02,2021-03-03,AMZN MKTP CA NW80O77J3,31.98,CAD,31.98,CAD,4995,OTHER EXPENSES,PH4128,MASS IMMUNIZATION CLINICS,4816,Computer Network/Information Services,FOAM TAPE
ECONOMIC DEVELOPMENT & CULTURE,5745-38,2021-03-03,2021-03-03,AMZN MKTP CA LK7VH6863,31.98,CAD,31.98,CAD,4995,OTHER EXPENSES,PH4128,MASS IMMUNIZATION CLINICS,4816,Computer Network/Information Services,DOOR STOPS
ECONOMIC DEVELOPMENT & CULTURE,5745-39,2021-03-03,2021-03-03,AMZN MKTP CA 1E8HC1613,285.70,CAD,285.70,CAD,2575,ELECTRICAL SUPPLIES,PH4128,MASS IMMUNIZATION CLINICS,4816,Computer Network/Information Services,EXTENSION CORDS
ECONOMIC DEVELOPMENT & CULTURE,5746-42,2021-03-03,2021-03-04,TENAQUIP LIMITEE,211.13,CAD,211.13,CAD,2715,PAINT SUPPLIES,PH4128,MASS IMMUNIZATION CLINICS,5085,Industrial Supplies Not Elsewhere Classi,SPRAY PAINT
ECONOMIC DEVELOPMENT & CULTURE,5759-52,2021-03-20,2021-03-22,ULINE,203.43,CAD,203.43,CAD,2792,"BANNERS, FLAGS & SIGNS",PH4128,MASS IMMUNIZATION CLINICS,5964,Direct Marketing - Catalog Merchants,7X10 GLOW DARK EMERGENCY EXIT
ECONOMIC DEVELOPMENT & CULTURE,5759-53,2021-03-20,2021-03-22,ULINE,610.20,CAD,610.20,CAD,4995,OTHER EXPENSES,PH4128,MASS IMMUNIZATION CLINICS,5964,Direct Marketing - Catalog Merchants,**MORE**  COLORED SAFETY VEST - RED L/XL
ECONOMIC DEVELOPMENT & CULTURE,5762-24,2021-03-24,2021-03-25,AMAZON.CA XK5OA5E23,60.32,CAD,60.32,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,PH4128,MASS IMMUNIZATION CLINICS,4816,Computer Network/Information Services,SHARPIE MARKERS
ECONOMIC DEVELOPMENT & CULTURE,5766-30,2021-03-31,2021-03-31,AMAZON.CA 895G45IY3,34.78,CAD,34.78,CAD,4995,OTHER EXPENSES,PH4128,MASS IMMUNIZATION CLINICS,4816,Computer Network/Information Services,WORK GLOVES
,,,,,"1,469.52",CAD,"1,469.52",CAD,,,,,,,
FACILITIES MANAGEMENT,5744-32,2021-03-01,2021-03-02,CUSTOM DOOR AND LOCK S,66.91,CAD,66.91,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61674516,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,CABINET LOCK AND THREE KEYS CUT
FACILITIES MANAGEMENT,5745-40,2021-03-02,2021-03-03,CUSTOM DOOR AND LOCK S,22.60,CAD,22.60,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675018,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,CUT EIGHT KEYS
FACILITIES MANAGEMENT,5745-41,2021-03-02,2021-03-03,HARDWARE AGENCIES,36.00,CAD,36.00,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675018,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,ONE RIM CYLINDER AND TWO ALUMINUM PUSH PLATES
FACILITIES MANAGEMENT,5746-43,2021-03-03,2021-03-04,HARDWARE AGENCIES,656.98,CAD,656.98,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675412,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,UNICAN LEVER IC
FACILITIES MANAGEMENT,5748-38,2021-03-03,2021-03-05,THE HOME DEPOT #7073,14.92,CAD,14.92,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675261,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5200,Home Supply Warehouse,PLASTIC DRAWER GLIDES
FACILITIES MANAGEMENT,5749-51,2021-03-05,2021-03-08,HARDWARE AGENCIES,16.78,CAD,16.78,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675577,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,HINGES
FACILITIES MANAGEMENT,5749-52,2021-03-04,2021-03-08,THE HOME DEPOT #7073,91.73,CAD,91.73,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61667259,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5200,Home Supply Warehouse,FIRE RATED 3/4” PLYWOOD 4X8
FACILITIES MANAGEMENT,5749-53,2021-03-05,2021-03-08,APPLEBY LOCK,339.00,CAD,339.00,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675412,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7399,Business Services - Not Elsewhere Classi,"REKEY NEW I/C CORE CYLINDER PRIMUS, AND EIGHT KEYS CUT"
FACILITIES MANAGEMENT,5750-32,2021-03-08,2021-03-09,HARDWARE AGENCIES,297.59,CAD,297.59,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61676197,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,PUSH BAR 22EO AND BLANK MORTISE CYLINDER
FACILITIES MANAGEMENT,5751-37,2021-03-08,2021-03-10,THE HOME DEPOT #7013,93.18,CAD,93.18,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61675730,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5200,Home Supply Warehouse,**MORE**  11MM FIR PLY
FACILITIES MANAGEMENT,5751-38,2021-03-09,2021-03-10,HARDWARE AGENCIES,234.59,CAD,234.59,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61676426,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5039,Construction Materials Not Elsewhere Cla,1461 DOOR CLOSER
