Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT 	3243-33	2014-11-10	2014-11-12	HETHERINGTON GROUP	57.08	CAD	49.00	USD	4424	CONTRACTED SERVICES - GENERAL	FA0341	ADMIN-SECURITY & LIFE SAFETY	2741	Miscellaneous Publishing and Printing	WEBMINAR	
FACILITIES MANAGEMENT 	3246-22	2014-11-12	2014-11-13	HETHERINGTON GROUP	56.89	CAD	49.00	USD	4424	CONTRACTED SERVICES - GENERAL	FA0341	ADMIN-SECURITY & LIFE SAFETY	2741	Miscellaneous Publishing and Printing	WEBMINAR	
FACILITIES MANAGEMENT 	3265-28	2014-11-26	2014-11-27	PAYPAL *ICCE	907.15	CAD	907.15	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FA0341	ADMIN-SECURITY & LIFE SAFETY	7392	"Consulting, Management, and Public Relat"	CONFERENCE REGISTRATION	
FACILITIES MANAGEMENT 	3265-29	2014-11-27	2014-11-27	HOTELS.COM119714584298	287.68	CAD	287.68	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FA0341	ADMIN-SECURITY & LIFE SAFETY	4722	Travel Agencies and Tour Operators	CONFERENCE/SEMINAR - ACCOMODATION	
					"1,308.80"	CAD	"1,194.83"	CAD								
							98.00	USD								
FACILITIES MANAGEMENT 	3236-39	2014-11-04	2014-11-05	PAUL WOLF ELECTRIC   L	281.64	CAD	281.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61270202	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3242-43	2014-11-07	2014-11-10	PAUL WOLF ELECTRIC   L	87.80	CAD	87.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61274706	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3243-34	2014-11-10	2014-11-12	PAUL WOLF ELECTRIC   L	22.69	CAD	22.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61271378	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3243-35	2014-11-10	2014-11-12	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61273736	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING ON JOB SITE	
FACILITIES MANAGEMENT 	3246-23	2014-11-12	2014-11-13	PAUL WOLF ELECTRIC   L	29.27	CAD	29.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61275583	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3250-56	2014-11-14	2014-11-17	PAUL WOLF ELECTRIC   L	141.44	CAD	141.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61274603	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
					571.84	CAD	571.84	CAD								
FIRE SERVICES	3243-36	2014-11-10	2014-11-12	THE UNIFORM GROUP INC	"1,037.34"	CAD	"1,037.34"	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	5137	"Mens, Womens, and Childrens Uniforms and"	"PEA COAT, BLAZER FOR DEPUTY CHIEF"	
FIRE SERVICES	3243-37	2014-11-11	2014-11-12	THE UNIFORM GROUP INC	81.93	CAD	81.93	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	5137	"Mens, Womens, and Childrens Uniforms and"	PANTS FOR DEPUTY CHIEF	
					"1,119.27"	CAD	"1,119.27"	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3252-29	2014-11-17	2014-11-18	THE BARGAINS GROUP LTD	"2,323.59"	CAD	"2,323.59"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5699	Accessory  and Apparel Stores - Miscella	576 EACH OF HATS/GLOVES FOR SH CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3265-30	2014-11-26	2014-11-27	JOCKEY.CA	"2,927.75"	CAD	"2,927.75"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5691	Men's and Women's Clothing Stores	"324- BOXER BRIEFS FOR SH CLIENTS (L, XL)"	
					"5,251.34"	CAD	"5,251.34"	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3262-14	2014-11-24	2014-11-25	SONSUH EDUCATIONAL SUP	48.58	CAD	48.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	5199	Nondurable Goods Not Elsewhere Classifie	CLIENT-CALENDAR&WEATHER POCKET CHART FOR M-A PROG.	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3264-37	2014-11-24	2014-11-26	ROGERS STADIUM LIMITED	750.00	CAD	750.00	CAD	4118	TICKETS AND ADMISSION FEES	F01523	BIRKDALE RES - PROPERTY SERVICES	7922	Theatrical Producers (except Motion Pict	CLIENT -50 ADMISSION TICKETS TO TREASURE TROVE	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3264-38	2014-11-25	2014-11-26	YOUR FRIEND WITH A CUB	169.50	CAD	169.50	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7399	Business Services - Not Elsewhere Classi	CLIENT -PICK UP SANTA COMES TO BAY STREET GIFT BAG	
					968.08	CAD	968.08	CAD								
FACILITIES MANAGEMENT 	3236-40	2014-11-04	2014-11-05	GK CHEMICAL SPECIALTIE	18.65	CAD	18.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61275773	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5169	Chemicals and Allied Products Not Elsewh	TOOLS/SUPPLIES	
FACILITIES MANAGEMENT 	3248-32	2014-11-12	2014-11-14	CDN TIRE STORE #00264	66.05	CAD	66.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	TOOLS/SUPPLIES	
					84.70	CAD	84.70	CAD								
"PARKS, FORESTRY & RECREATION"	3242-44	2014-11-06	2014-11-10	NOBLE 1003	266.95	CAD	266.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01199	WEST-YORK AIRS-OPERATIONS	5251	Hardware Stores	"BALL VALVE, LEAK DETECTOR"	
"PARKS, FORESTRY & RECREATION"	3248-33	2014-11-12	2014-11-14	CHANDLER INDUSTRIAL	133.34	CAD	133.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	GRIND WHEELS	
"PARKS, FORESTRY & RECREATION"	3250-57	2014-11-12	2014-11-17	CUMMINS EASTERN (MISSI	619.67	CAD	619.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5599	"Miscellaneous Automotive, Aircraft, and"	CHIPPER DIAGNOSIS	
"PARKS, FORESTRY & RECREATION"	3250-58	2014-11-14	2014-11-17	ALL-LIFT LTD	327.70	CAD	327.70	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQUIP	5046	Commercial Equipment Not Elsewhere Class	PALLET TRUCK	
"PARKS, FORESTRY & RECREATION"	3257-36	2014-11-20	2014-11-21	NCH-PARTSMASTER	391.23	CAD	391.23	CAD	2130	PARTS - MOBILE EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	TRUCK LIGHTS	
"PARKS, FORESTRY & RECREATION"	3257-37	2014-11-20	2014-11-21	OMNIFLEX HOSE   EQUIPM	129.60	CAD	129.60	CAD	2130	PARTS - MOBILE EQUIPMENT	P00516	HIGH PARK-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE FITTINGS	
"PARKS, FORESTRY & RECREATION"	3260-69	2014-11-18	2014-11-24	TORO AUTO RAD INC	593.25	CAD	593.25	CAD	2130	PARTS - MOBILE EQUIPMENT	P03052	CENTRAL-OPERATIONS	7538	Automotive Service Shops	NEW CORE	
"PARKS, FORESTRY & RECREATION"	3262-15	2014-11-24	2014-11-25	OMNIFLEX HOSE   EQUIPM	173.86	CAD	173.86	CAD	2130	PARTS - MOBILE EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	"HOSE, FITTINGS"	
"PARKS, FORESTRY & RECREATION"	3265-31	2014-11-26	2014-11-27	ROYAL DISTRIBUTING	81.60	CAD	81.60	CAD	2130	PARTS - MOBILE EQUIPMENT	P00656	CENTENNIAL PARK-PRGM SUPPORT	5598	Snowmobile Dealers	SKIIDOO PARTS	
					"2,717.20"	CAD	"2,717.20"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3248-34	2014-11-12	2014-11-14	CPC FRANCHISE # 010283	13.41	CAD	13.41	CAD	4805	POSTAGE	C01242	FAMILY SUPPORT PROGRAM	9402	Postal Services - Government Only	REGISTERED MAIL	
					13.41	CAD	13.41	CAD								
"PARKS, FORESTRY & RECREATION"	3228-52	2014-10-31	2014-11-03	COSTCO WHOLESALE #547	163.01	CAD	163.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5300	Wholesale Clubs	FOOD SUPPLIES FOR PROGRAMS	
"PARKS, FORESTRY & RECREATION"	3229-21	2014-11-03	2014-11-04	NOFRILLS VINCE'S #3930	302.96	CAD	302.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10255	LOCATION SUPP - NY	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3229-22	2014-11-03	2014-11-04	NOFRILLS VINCE'S #3930	23.01	CAD	23.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3229-23	2014-11-03	2014-11-04	DOLLAR TREE CANADA STO	31.08	CAD	31.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMMER CAMPS	5331	Variety Stores	RECREATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3237-41	2014-11-04	2014-11-06	SHOPPERS DRUG MART #08	7.33	CAD	7.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOCIAL PRGM	5912	"Drug Stores, Pharmacies"	RECREATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3240-34	2014-11-06	2014-11-07	NOFRILLS VINCE'S #3930	53.31	CAD	53.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3240-35	2014-11-06	2014-11-07	DOLLAR TREE CANADA STO	15.54	CAD	15.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5331	Variety Stores	RECREATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3242-45	2014-11-06	2014-11-10	WAL-MART # 3145	51.77	CAD	51.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	RECREATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3242-46	2014-11-07	2014-11-10	COSTCO WHOLESALE #547	66.65	CAD	66.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5300	Wholesale Clubs	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3243-38	2014-11-10	2014-11-12	WAL-MART # 3145	20.34	CAD	20.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3248-35	2014-11-13	2014-11-14	NOFRILLS VINCE'S #3930	70.22	CAD	70.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3248-36	2014-11-13	2014-11-14	DOLLAR TREE CANADA STO	26.84	CAD	26.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMMER CAMPS	5331	Variety Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3248-37	2014-11-13	2014-11-14	AVRON FOODS	38.40	CAD	38.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMMER CAMPS	5199	Nondurable Goods Not Elsewhere Classifie	PLASTIC BREAKERS	
"PARKS, FORESTRY & RECREATION"	3250-59	2014-11-14	2014-11-17	NOFRILLS VINCE'S #3930	29.85	CAD	29.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3252-30	2014-11-17	2014-11-18	COSTCO WHOLESALE #547	295.53	CAD	295.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5300	Wholesale Clubs	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3252-31	2014-11-17	2014-11-18	IKEA VAUGHAN	32.69	CAD	32.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOCIAL PRGM	5712	"Equipment, Furniture, and Home Furnishin"	RECREATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3257-38	2014-11-20	2014-11-21	LOBLAW SUPERMARKET #10	37.85	CAD	37.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3265-32	2014-11-26	2014-11-27	NOFRILLS VINCE'S #3930	37.63	CAD	37.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3269-31	2014-11-27	2014-11-28	LOBLAW SUPERMARKET #10	79.89	CAD	79.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
					"1,383.90"	CAD	"1,383.90"	CAD								
"PARKS, FORESTRY & RECREATION"	3250-60	2014-11-14	2014-11-17	MOUNTAIN EQUIP CO-OP	270.07	CAD	270.07	CAD	2670	UNIFORMS	P12858	BEACH & WATERFRONT MAINTENANCE	5655	"Sports Apparel, Riding Apparel Stores"	CLOTHING FOR PARKS AMBASADOR	
"PARKS, FORESTRY & RECREATION"	3250-61	2014-11-14	2014-11-17	EUROPE BOUND (KING)	169.49	CAD	169.49	CAD	2670	UNIFORMS	P12858	BEACH & WATERFRONT MAINTENANCE	5941	Sporting Goods Stores	CLOTHING FOR PARKS AMBASADOR	
					439.56	CAD	439.56	CAD								
"PARKS, FORESTRY & RECREATION"	3246-24	2014-11-10	2014-11-13	PAUL HAHN AND COMPANY	135.60	CAD	135.60	CAD	4995	OTHER EXPENSES	P04131	TRACE MANES COMPLEX-SUMMER CAMPS	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING SERVICE	
					135.60	CAD	135.60	CAD								
EMPLOYMENT & SOCIAL SERVICES	3262-16	2014-11-24	2014-11-25	COMPASS ONATRIO SCIENC	97.37	CAD	97.37	CAD	4820	BUSINESS MEETING EXPENSES	C01220	YONGE EGLINTON -ADMIN	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS-WORKFORCE DEVELOPMENT WEEK-DVES EVENT	
					97.37	CAD	97.37	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3228-53	2014-10-31	2014-11-03	COSTCO WHOLESALE #524	98.69	CAD	98.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5300	Wholesale Clubs	2 LARGE CAKES AND TREATS FOR CLIENTS: HALLOWEEN	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3228-54	2014-10-31	2014-11-03	MOSS PARK ARENA	80.00	CAD	80.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	7999	Recreation Services (Not Elsewhere Class	1 HOUR ICE RENTAL FOR CLIENT SHINNY HOCKEY	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3252-32	2014-11-10	2014-11-18	MOSS PARK ARENA	80.00	CAD	80.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	7999	Recreation Services (Not Elsewhere Class	SHINNY HOCKEY FOR SH CLIENTS- 1 HOUR ICE RENTAL	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3260-70	2014-11-21	2014-11-24	GEAR MUSIC	"2,999.91"	CAD	"2,999.91"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5733	"Music Stores - Musical Instruments, Pian"	MUSIC EQUIPMENTFOR SH CLIENT MUSIC ROOM & PROGRAMS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3262-17	2014-11-20	2014-11-25	MOSS PARK ARENA	80.00	CAD	80.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	7999	Recreation Services (Not Elsewhere Class	SHINNY HOCKEY FOR SH CLIENTS- 1 HOUR ICE RENTAL	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3264-39	2014-11-25	2014-11-26	A BUCK OR TWO #201	198.60	CAD	198.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5310	Discount Stores	CHRISTMAS DECORATIONS FOR SH CLIENT AREAS/TREES	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3265-33	2014-11-25	2014-11-27	CDN TIRE STORE #00411	57.30	CAD	57.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5200	Home Supply Warehouse	C	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3265-34	2014-11-25	2014-11-27	WAL-MART #3130	513.59	CAD	513.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	CHRISTMAS DECORATIONS/LIGHTS/CD PLAYER & CD'S	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3265-35	2014-11-25	2014-11-27	WAL-MART #3142	56.36	CAD	56.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	4- CHRISTMAS TREE STANDS & MISC DECORATIONS FOR SH	
					"4,164.45"	CAD	"4,164.45"	CAD								
LEGAL SERVICES	3242-47	2014-11-07	2014-11-10	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-62	2014-11-14	2014-11-17	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-63	2014-11-14	2014-11-17	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-64	2014-11-14	2014-11-17	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-65	2014-11-14	2014-11-17	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-66	2014-11-14	2014-11-17	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-67	2014-11-14	2014-11-17	TERANET EXPRESS	31.00	CAD	31.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-68	2014-11-14	2014-11-17	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3250-69	2014-11-14	2014-11-17	TERANET EXPRESS	18.50	CAD	18.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3256-36	2014-11-19	2014-11-20	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3256-37	2014-11-19	2014-11-20	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3256-38	2014-11-19	2014-11-20	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3257-39	2014-11-20	2014-11-21	TERANET EXPRESS	37.00	CAD	37.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3257-40	2014-11-20	2014-11-21	TERANET EXPRESS	27.00	CAD	27.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3260-71	2014-11-21	2014-11-24	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3260-72	2014-11-21	2014-11-24	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3260-73	2014-11-21	2014-11-24	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-36	2014-11-26	2014-11-27	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-37	2014-11-26	2014-11-27	TERANET EXPRESS	16.50	CAD	16.50	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-38	2014-11-26	2014-11-27	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-39	2014-11-26	2014-11-27	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-40	2014-11-26	2014-11-27	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-41	2014-11-26	2014-11-27	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-42	2014-11-26	2014-11-27	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3265-43	2014-11-26	2014-11-27	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3269-32	2014-11-27	2014-11-28	TERANET EXPRESS	163.00	CAD	163.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3269-33	2014-11-27	2014-11-28	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3269-34	2014-11-27	2014-11-28	TERANET EXPRESS	92.00	CAD	92.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3269-35	2014-11-27	2014-11-28	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9222	Fines	TITLE SEARCHES	
					516.00	CAD	516.00	CAD								
FIRE SERVICES	3236-41	2014-11-03	2014-11-05	KARELO.COM 6046082774	540.00	CAD	540.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	7372	"Computer Programming, Integrated Systems"	CONF.REGISTRATION	
					540.00	CAD	540.00	CAD								
