Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2900-44	2014-02-28	2014-03-03	TARGET CANADA T3636	-23.52	CAD	-23.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5310	Discount Stores	RETURN OF COSTUMES	
"PARKS, FORESTRY & RECREATION"	2905-30	2014-03-04	2014-03-05	NOFRILLS CHRIS 273	24.60	CAD	24.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2905-31	2014-03-04	2014-03-05	JAZZAMATAZZ	"1,181.98"	CAD	"1,181.98"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5699	Accessory  and Apparel Stores - Miscella	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2908-29	2014-03-06	2014-03-07	NOFRILLS CHRIS 273	15.66	CAD	15.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"FINE SUGAR, CANNED TOMATOES,GARLIC,PASTA"	
"PARKS, FORESTRY & RECREATION"	2910-63	2014-03-06	2014-03-10	TARGET CANADA T3715	27.28	CAD	27.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5311	Department Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2910-64	2014-03-08	2014-03-10	TARGET CANADA T3715	34.22	CAD	34.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5311	Department Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2910-65	2014-03-08	2014-03-10	AMAZING PARTY   COSTUM	4.50	CAD	4.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5947	"Card, Gift, Novelty, and Souvenir Shops"	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2910-66	2014-03-08	2014-03-10	WAL-MART # 3031	16.80	CAD	16.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5310	Discount Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2910-67	2014-03-09	2014-03-10	OLD NAVY CANADA  3317	75.60	CAD	75.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5651	Family Clothing Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2910-68	2014-03-09	2014-03-10	NOFRILLS CHRIS 273	13.94	CAD	13.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2913-44	2014-03-09	2014-03-12	FOOD BASICS #928	13.13	CAD	13.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2913-45	2014-03-11	2014-03-12	NOFRILLS CHRIS 273	60.02	CAD	60.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2916-45	2014-03-12	2014-03-13	NOFRILLS CHRIS 273	30.89	CAD	30.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2917-38	2014-03-13	2014-03-14	CHUCK E CHEESE	535.10	CAD	535.10	CAD	4118	TICKETS AND ADMISSION FEES	P04931	HOLLYCREST CS-HOLIDAY CAMPS	5812	"Eating Places, Restaurants"	ADMISSIONN- CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2918-49	2014-03-13	2014-03-17	PLANET BOWL	228.27	CAD	228.27	CAD	4118	TICKETS AND ADMISSION FEES	P04931	HOLLYCREST CS-HOLIDAY CAMPS	7933	Bowling Alleys	ADMISSIONN- CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2918-50	2014-03-13	2014-03-17	FOOD BASICS #928	11.60	CAD	11.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2924-34	2014-03-18	2014-03-20	HANDS ON EXOTICS INC	215.00	CAD	215.00	CAD	4102	ENTERTAINER AND BAND FEES	P04931	HOLLYCREST CS-HOLIDAY CAMPS	5995	Pet Shops - Pet Food and Supplies	ENTERTAINER	
"PARKS, FORESTRY & RECREATION"	2925-29	2014-03-20	2014-03-21	ARDENE #171	56.50	CAD	56.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5631	Women's Accessory and Specialty Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2925-30	2014-03-20	2014-03-21	ARDENE #218	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5631	Women's Accessory and Specialty Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2927-46	2014-03-20	2014-03-24	WAL-MART # 3031	6.30	CAD	6.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5310	Discount Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2927-47	2014-03-21	2014-03-24	OLD NAVY CANADA  3317	11.48	CAD	11.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5651	Family Clothing Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2927-48	2014-03-20	2014-03-24	TARGET CANADA T3715	-19.32	CAD	-19.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5311	Department Stores	REFUND PN COSTUMES	
"PARKS, FORESTRY & RECREATION"	2927-49	2014-03-20	2014-03-24	TARGET CANADA T3715	-23.52	CAD	-23.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5311	Department Stores	REFUND ON COSTUMES	
"PARKS, FORESTRY & RECREATION"	2933-26	2014-03-27	2014-03-28	NOFRILLS CHRIS 273	2.64	CAD	2.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	EGGS	
"PARKS, FORESTRY & RECREATION"	2933-27	2014-03-27	2014-03-28	ALL MASTER EQUIPMENT	34.58	CAD	34.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10042	HOLLYCREST CS-INSTRL	5699	Accessory  and Apparel Stores - Miscella	TAE KWAN DO BELTS	
"PARKS, FORESTRY & RECREATION"	2936-46	2014-03-30	2014-03-31	LOBLAWS #1066	24.85	CAD	24.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	2936-47	2014-03-28	2014-03-31	WAL-MART # 3031	-12.60	CAD	-12.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5310	Discount Stores	REFUND ON COSTUMES	
"PARKS, FORESTRY & RECREATION"	2936-48	2014-03-28	2014-03-31	TARGET CANADA T3715	-4.41	CAD	-4.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5311	Department Stores	REFUND ON COSTUMES	
"PARKS, FORESTRY & RECREATION"	2936-49	2014-03-29	2014-03-31	OLD NAVY CANADA  3317	-15.75	CAD	-15.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5651	Family Clothing Stores	REFUND ON COSTUMES	
"PARKS, FORESTRY & RECREATION"	2936-50	2014-03-28	2014-03-31	ARDENE #171	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06457	HOLLYCREST CS-ARTS-VISL/PERF	5631	Women's Accessory and Specialty Stores	COSTUMES	
"PARKS, FORESTRY & RECREATION"	2936-51	2014-03-28	2014-03-31	STAPLES STORE #11	35.54	CAD	35.54	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	FILE FOLDERS	
					"2,763.85"	CAD	"2,763.85"	CAD								
TORONTO WATER	2901-24	2014-03-03	2014-03-04	OWPSACSTATE	156.82	CAD	138.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8398	"Organizations, Charitable and Social Ser"	COURSE PACKAGE - ENROLLMENT AND MANUAL	
					156.82	CAD	138.00	USD								
"PARKS, FORESTRY & RECREATION"	2900-45	2014-02-28	2014-03-03	FUTURE SHOP #617	22.59	CAD	22.59	CAD	3020	M & E - COMMUNICATIONS	P00091	ROCKLIFF-PRUNING/REMOVAL	5732	Electronic Sales	BLACKBERRY CAR CHARGER	
					22.59	CAD	22.59	CAD								
"PARKS, FORESTRY & RECREATION"	2910-69	2014-03-09	2014-03-10	DOLLAR TREE CANADA STO	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13307	HOLIDAY CAMPS - SENECA VILLAGE CC	5331	Variety Stores	REC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2912-28	2014-03-09	2014-03-11	WAL-MART # 5831	118.03	CAD	118.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13307	HOLIDAY CAMPS - SENECA VILLAGE CC	5411	"Grocery Stores, Supermarkets"	REC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2913-46	2014-03-10	2014-03-12	WAL-MART # 5831	181.70	CAD	181.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13307	HOLIDAY CAMPS - SENECA VILLAGE CC	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2917-39	2014-03-12	2014-03-14	WAL-MART # 5831	40.53	CAD	40.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13307	HOLIDAY CAMPS - SENECA VILLAGE CC	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2917-40	2014-03-13	2014-03-14	SHOPPERS DRUG MART0830	63.00	CAD	63.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13307	HOLIDAY CAMPS - SENECA VILLAGE CC	5912	"Drug Stores, Pharmacies"	TTC TICKETS	
"PARKS, FORESTRY & RECREATION"	2924-35	2014-03-19	2014-03-20	STRATEGY GAMES	121.70	CAD	121.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09723	SENECA VILLAGE CC-INSTRL	5945	"Game, Toy, and Hobby Shops"	CHESS SETS	
"PARKS, FORESTRY & RECREATION"	2931-29	2014-03-24	2014-03-26	CDN TIRE STORE #00126	20.32	CAD	20.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09723	SENECA VILLAGE CC-INSTRL	5200	Home Supply Warehouse	REC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2932-28	2014-03-26	2014-03-27	HOBBY WORLD	80.75	CAD	80.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09723	SENECA VILLAGE CC-INSTRL	5970	"Artist Supply Stores, Craft Shops"	PAINTS	
"PARKS, FORESTRY & RECREATION"	2932-29	2014-03-26	2014-03-27	MICHAELS #3983	125.81	CAD	125.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09723	SENECA VILLAGE CC-INSTRL	5945	"Game, Toy, and Hobby Shops"	REC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2933-28	2014-03-26	2014-03-28	THE HOME DEPOT #7129	118.54	CAD	118.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09723	SENECA VILLAGE CC-INSTRL	5200	Home Supply Warehouse	**MORE**  POLYVB 1500S	
"PARKS, FORESTRY & RECREATION"	2933-29	2014-03-26	2014-03-28	WAL-MART # 5831	137.85	CAD	137.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09723	SENECA VILLAGE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	REC SUPPLIES	
					"1,042.13"	CAD	"1,042.13"	CAD								
PUBLIC HEALTH	2910-70	2014-03-07	2014-03-10	SCARBOROUGH GRACE DQDS	381.35	CAD	381.35	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS	
PUBLIC HEALTH	2936-52	2014-03-28	2014-03-31	O/P PHARMACY -SUNNYBRO	"1,313.85"	CAD	"1,313.85"	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	8062	Hospitals	PRESCRIPTION DRUGS	
PUBLIC HEALTH	2936-53	2014-03-28	2014-03-31	SCARBOROUGH GRACE DQDS	"1,372.88"	CAD	"1,372.88"	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS	
					"3,068.08"	CAD	"3,068.08"	CAD								
"PARKS, FORESTRY & RECREATION"	2901-25	2014-02-28	2014-03-04	FOOD BASICS #672	16.81	CAD	16.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11429	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2910-71	2014-03-06	2014-03-10	YOUR DOLLAR STORE WITH	4.52	CAD	4.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2910-72	2014-03-06	2014-03-10	WAL-MART #3159	122.34	CAD	122.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	MARCH BREAK SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2910-73	2014-03-07	2014-03-10	CKT SPORTS MARTIAL ART	18.08	CAD	18.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOCIAL PRGM	5699	Accessory  and Apparel Stores - Miscella	KARATE BELTS	
"PARKS, FORESTRY & RECREATION"	2913-47	2014-03-10	2014-03-12	FOOD BASICS #672	13.51	CAD	13.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11429	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2924-36	2014-03-18	2014-03-20	D AND G TROPHIES INC	193.46	CAD	193.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	KARATE BELTS	
"PARKS, FORESTRY & RECREATION"	2933-30	2014-03-27	2014-03-28	STAPLES STORE #3	58.55	CAD	58.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	LEADERSHIP PRGM SUPPLIES	
					427.27	CAD	427.27	CAD								
"PARKS, FORESTRY & RECREATION"	2924-37	2014-03-18	2014-03-20	ABLE LOCK SERVICE LTD	224.42	CAD	224.42	CAD	2730	LOCKS	P13129	INSTRCT AQUATICS - CENTENNIAL RC WEST	7393	"Detective Agencies, Protective Agencies,"	REPLACEMENT LOCKS	
					224.42	CAD	224.42	CAD								
TORONTO WATER	2936-54	2014-03-28	2014-03-31	PRINCESS AUTO	164.61	CAD	164.61	CAD	2710	GENERAL HARDWARE	TW2030	DIST OPS: OPERATION & MTCE - ETOBICOKE Y	5085	Industrial Supplies Not Elsewhere Classi	"FUEL LINE,U-JOINT & INSERT HOSE GARDEN"	
					164.61	CAD	164.61	CAD								
"PARKS, FORESTRY & RECREATION"	2927-50	2014-03-20	2014-03-24	WAL-MART # 3740	29.97	CAD	29.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08499	THISTLETOWN SC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	MINTS	
					29.97	CAD	29.97	CAD								
"PARKS, FORESTRY & RECREATION"	2924-38	2014-03-19	2014-03-20	CUSTOM DOOR   LOCK SER	45.20	CAD	45.20	CAD	2730	LOCKS	P00530	S-WEST 1-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	KEY CUTTING	
"PARKS, FORESTRY & RECREATION"	2925-31	2014-03-19	2014-03-21	LOCK UP SERVICES	149.95	CAD	149.95	CAD	2730	LOCKS	P00530	S-WEST 1-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	KEY CUTTING	
					195.15	CAD	195.15	CAD								
FACILITIES MANAGEMENT 	2910-74	2014-03-06	2014-03-10	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	FA0241	ADMIN-CAPITAL CONSTRUCTION-241	9399	Government Services - Not Elsewhere Clas	HWIN RENEWAL	
FACILITIES MANAGEMENT 	2910-75	2014-03-06	2014-03-10	MOE - HWIN WEB	335.90	CAD	335.90	CAD	4830	PERMIT & LICENSE FEES	FA0241	ADMIN-CAPITAL CONSTRUCTION-241	9399	Government Services - Not Elsewhere Clas	HWIN RENEWAL	
FACILITIES MANAGEMENT 	2922-29	2014-03-17	2014-03-19	TECHNICAL STANDARDS AN	282.50	CAD	282.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FA0241	ADMIN-CAPITAL CONSTRUCTION-241	1799	"Contractors, Special Trade - Not Elsewhe"	SEMINAR	
FACILITIES MANAGEMENT 	2922-30	2014-03-17	2014-03-19	TECHNICAL STANDARDS AN	282.50	CAD	282.50	CAD	4830	PERMIT & LICENSE FEES	FA0241	ADMIN-CAPITAL CONSTRUCTION-241	1799	"Contractors, Special Trade - Not Elsewhe"	SEMINAR 	
FACILITIES MANAGEMENT 	2922-31	2014-03-17	2014-03-19	TECHNICAL STANDARDS AN	282.50	CAD	282.50	CAD	4830	PERMIT & LICENSE FEES	FA0241	ADMIN-CAPITAL CONSTRUCTION-241	1799	"Contractors, Special Trade - Not Elsewhe"	SEMINAR 	
					"1,233.40"	CAD	"1,233.40"	CAD								
"PARKS, FORESTRY & RECREATION"	2900-46	2014-02-28	2014-03-03	PACIFIC FASTENERS (198	37.49	CAD	37.49	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	M10X45 FHSC NUTS	
"PARKS, FORESTRY & RECREATION"	2927-51	2014-03-20	2014-03-24	THE HOME DEPOT #7011	49.18	CAD	49.18	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  4X4X10 PT TI	
"PARKS, FORESTRY & RECREATION"	2928-11	2014-03-21	2014-03-25	CDN TIRE STORE #00070	178.55	CAD	178.55	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	"RESIN REPAIR KIT, BONDOFILL"	
"PARKS, FORESTRY & RECREATION"	2932-30	2014-03-26	2014-03-27	SOUND BARRIERS	788.64	CAD	788.64	CAD	2545	PLASTICS & RUBBER SUPPLIES	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	"NATURAL HDPE TEXTURED 48""X96""X3/4"	
"PARKS, FORESTRY & RECREATION"	2933-31	2014-03-26	2014-03-28	THE HOME DEPOT #7114	308.47	CAD	308.47	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  ROUTER BIT	
					"1,362.33"	CAD	"1,362.33"	CAD								
"PARKS, FORESTRY & RECREATION"	2900-47	2014-02-28	2014-03-03	NOFRILLS VITO'S #3936	71.75	CAD	71.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	"CHKN BREAST, MELONS, HONEYDEW, GRAPES, CANTALOUPES"	
"PARKS, FORESTRY & RECREATION"	2908-30	2014-03-06	2014-03-07	IKEA VAUGHAN	162.63	CAD	162.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08216	LAWRENCE HGTS-SPEC INTEREST	5712	"Equipment, Furniture, and Home Furnishin"	SUPPLIES FOR LADYBUGS	
"PARKS, FORESTRY & RECREATION"	2908-31	2014-03-06	2014-03-07	IKEA VAUGHAN	45.20	CAD	45.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08216	LAWRENCE HGTS-SPEC INTEREST	5712	"Equipment, Furniture, and Home Furnishin"	SUPPLIES FOR LADYBUGS	
"PARKS, FORESTRY & RECREATION"	2910-76	2014-03-06	2014-03-10	WAL-MART # 3145	361.52	CAD	361.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	"HOCKEYBALL,BRUSH SET, MONOPOLY, GLUE STICKS,LICORI"	
"PARKS, FORESTRY & RECREATION"	2910-77	2014-03-07	2014-03-10	NOFRILLS VITO'S #3936	74.16	CAD	74.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	MARCH BREAK FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2913-48	2014-03-10	2014-03-12	RINX	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P06258	LAWRENCE HGTS-SPORTS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION-MARCH BREAK CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2913-49	2014-03-11	2014-03-12	FORTINO'S	11.29	CAD	11.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	MARCH BREAK FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2916-46	2014-03-11	2014-03-13	RINX	163.00	CAD	163.00	CAD	4118	TICKETS AND ADMISSION FEES	P06258	LAWRENCE HGTS-SPORTS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION-MARCH BREAK CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2916-47	2014-03-12	2014-03-13	FORTINO'S	49.93	CAD	49.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	MARCH BREAK FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2918-51	2014-03-14	2014-03-17	MANHATTAN TROPHIES LIM	284.76	CAD	284.76	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P06258	LAWRENCE HGTS-SPORTS	5941	Sporting Goods Stores	MARCH BREAK HOUSE LEAGUE AWARDS	
"PARKS, FORESTRY & RECREATION"	2936-55	2014-03-28	2014-03-31	NOFRILLS VITO'S #3936	297.95	CAD	297.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08216	LAWRENCE HGTS-SPEC INTEREST	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES-SPRING SESSION 1	
					"1,622.19"	CAD	"1,622.19"	CAD								
"PARKS, FORESTRY & RECREATION"	2925-32	2014-03-20	2014-03-21	CONCORD HARDWARE LIMIT	949.03	CAD	949.03	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	"NAIL GUN,RECHARGEABLE BATTERIES,FUEL CELLS"	
					949.03	CAD	949.03	CAD								
TORONTO WATER	2916-48	2014-03-11	2014-03-13	NOBLE 1003	82.39	CAD	82.39	CAD	2535	PLUMBING SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5251	Hardware Stores	"HYDRO BLAST PLUNGER, DRAIN OPENER"	
					82.39	CAD	82.39	CAD								
FACILITIES MANAGEMENT 	2900-48	2014-02-27	2014-03-03	CDN TIRE STORE #00459	19.70	CAD	19.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61252495	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	KEYS CUT	
FACILITIES MANAGEMENT 	2912-29	2014-03-10	2014-03-11	MARINE SERVICES - FERR	100.00	CAD	100.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61253355	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	9399	Government Services - Not Elsewhere Clas	6 KEYS CUT	
FACILITIES MANAGEMENT 	2927-52	2014-03-20	2014-03-24	THE HOME DEPOT #7012	15.53	CAD	15.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61254407	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  PL PREMIUM	
FACILITIES MANAGEMENT 	2927-53	2014-03-20	2014-03-24	REGAL HARDWARE LTD	14.01	CAD	14.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61234164	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	6 KEYS CUT	
					149.24	CAD	149.24	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2913-50	2014-03-10	2014-03-12	THE PRINTING HOUSE #55	113.00	CAD	113.00	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	2741	Miscellaneous Publishing and Printing	COPYING FOR MARCH BREAK PROGRAM	
					113.00	CAD	113.00	CAD								
"PARKS, FORESTRY & RECREATION"	2900-49	2014-02-27	2014-03-03	WAL-MART #1004	21.68	CAD	21.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
