Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Work Order Number	Cost Centre/WBS Element/Work Order Number Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT 	2890-19	2014-02-18	2014-02-24	PACIFIC FASTENERS (198	135.60	CAD	135.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61244940	SO-12-Catch Basin Cleaning	5251	Hardware Stores	WEDGE ANCHORS	
					135.60	CAD	135.60	CAD								
"PARKS, FORESTRY & RECREATION"	2859-12	2014-02-01	2014-02-03	APPLE STORE #R429	101.42	CAD	101.42	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P05842	ANTIBES CC-ARTS-VISL/PERF	5732	Electronic Sales	USB	
"PARKS, FORESTRY & RECREATION"	2860-9	2014-02-03	2014-02-04	SONY STYLE #258	33.89	CAD	33.89	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5732	Electronic Sales	USB	
"PARKS, FORESTRY & RECREATION"	2866-17	2014-02-05	2014-02-06	APPLE STORE #R429	-101.42	CAD	-101.42	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P05842	ANTIBES CC-ARTS-VISL/PERF	5732	Electronic Sales	REFUND	
"PARKS, FORESTRY & RECREATION"	2869-5	2014-02-05	2014-02-07	CDN TIRE STORE #00126	32.75	CAD	32.75	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P05842	ANTIBES CC-ARTS-VISL/PERF	5200	Home Supply Warehouse	USB	
"PARKS, FORESTRY & RECREATION"	2869-6	2014-02-06	2014-02-07	J   J CRAFTS	810.59	CAD	810.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06031	ANTIBES CC-SOCIAL PRGM	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2871-19	2014-02-06	2014-02-10	PARTY CITY #2001	205.43	CAD	205.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06031	ANTIBES CC-SOCIAL PRGM	5947	"Card, Gift, Novelty, and Souvenir Shops"	"STRAWS, MINI HOCKEY STICK, JERSEY SHIRTS"	
"PARKS, FORESTRY & RECREATION"	2871-20	2014-02-07	2014-02-10	WAL-MART # 5831	135.49	CAD	135.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PINS, DROP SHEET, TRAY LINER, PIZZA"	
"PARKS, FORESTRY & RECREATION"	2871-21	2014-02-07	2014-02-10	WAL-MART # 5831	35.90	CAD	35.90	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PHOTOS	
"PARKS, FORESTRY & RECREATION"	2872-6	2014-02-10	2014-02-11	LONG   MCQUADE #60	402.28	CAD	402.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05842	ANTIBES CC-ARTS-VISL/PERF	5733	"Music Stores - Musical Instruments, Pian"	MUSICAL INSTRUMENT	
"PARKS, FORESTRY & RECREATION"	2894-20	2014-02-24	2014-02-26	THE HOME DEPOT #7078	189.30	CAD	189.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  6MM X 4X 8 S	
"PARKS, FORESTRY & RECREATION"	2894-21	2014-02-24	2014-02-26	WAL-MART # 5831	62.99	CAD	62.99	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	USB	
					"1,908.62"	CAD	"1,908.62"	CAD								
"PARKS, FORESTRY & RECREATION"	2869-7	2014-02-06	2014-02-07	FORTINO'S #84	21.48	CAD	21.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2877-18	2014-02-11	2014-02-13	TARGET CANADA T3773	151.23	CAD	151.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5310	Discount Stores	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	2880-19	2014-02-13	2014-02-14	RCSS WESTON 2800	215.05	CAD	215.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2881-31	2014-02-14	2014-02-17	A BUCK OR TWO 201	9.61	CAD	9.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5310	Discount Stores	ARTS & CRAFTS	
"PARKS, FORESTRY & RECREATION"	2887-15	2014-02-20	2014-02-21	RCSS WESTON 2800	101.42	CAD	101.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2896-22	2014-02-26	2014-02-27	PRICE CHOPPER #7984QPS	12.37	CAD	12.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
					511.16	CAD	511.16	CAD								
"PARKS, FORESTRY & RECREATION"	2866-18	2014-02-05	2014-02-06	SUPERIOR DOOR   GATE S	548.05	CAD	548.05	CAD	4443	CONTRACTED SERVICE - DOORS &DOOR CLOSURE	P00069	S-EAST-PRUNING/REMOVAL	5039	Construction Materials Not Elsewhere Cla	GATE ACCESS	
					548.05	CAD	548.05	CAD								
FACILITIES MANAGEMENT 	2887-16	2014-02-19	2014-02-21	THE HOME DEPOT #7262	134.47	CAD	134.47	CAD	2710	GENERAL HARDWARE	FA0260	71 FRONT ST.W-OPS -UNION STATION	5200	Home Supply Warehouse	JIG SAW	
FACILITIES MANAGEMENT 	2890-20	2014-02-20	2014-02-24	THE HOME DEPOT #7262	-134.47	CAD	-134.47	CAD	2710	GENERAL HARDWARE	FA0260	71 FRONT ST.W-OPS -UNION STATION	5200	Home Supply Warehouse	JIG SAW	
					0.00	CAD	0.00	CAD								
FACILITIES MANAGEMENT 	2896-23	2014-02-26	2014-02-27	SPAR MARATHON ROOFING	108.81	CAD	108.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61239825	need more keys	1520	General Contractors - Residential and Co	DOWN PIPE	
					108.81	CAD	108.81	CAD								
"PARKS, FORESTRY & RECREATION"	2881-32	2014-02-14	2014-02-17	LOBLAWS #092 REDWAY RD	17.94	CAD	17.94	CAD	4820	BUSINESS MEETING EXPENSES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR TRAINING	
"PARKS, FORESTRY & RECREATION"	2881-33	2014-02-14	2014-02-17	FITNESS DEPOT RICHMOND	97.99	CAD	97.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03541	CITY HALL FITNESS CENTRE -OPERATIONS	5941	Sporting Goods Stores	FITNESS EQUIPMENT	
					115.93	CAD	115.93	CAD								
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2866-19	2014-02-05	2014-02-06	TORONTO CATHOLIC DISTR	96.05	CAD	96.05	CAD	4590	RENTAL - OTHER	CWW421-05	BASEMENT FLOODING RELIEF	8398	"Organizations, Charitable and Social Ser"	FOR BSMT FLOODING	
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2881-34	2014-02-14	2014-02-17	TDSB  PERMITS	22.60	CAD	22.60	CAD	4590	RENTAL - OTHER	CWW421-05	BASEMENT FLOODING RELIEF	8398	"Organizations, Charitable and Social Ser"	FOR LAWRENCE PARK CAG MTG	
					118.65	CAD	118.65	CAD								
"PARKS, FORESTRY & RECREATION"	2859-13	2014-01-30	2014-02-03	WAL-MART #1004	-122.89	CAD	-122.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07522	MT DENNIS CC-FITNESS	5411	"Grocery Stores, Supermarkets"	PROGRAM EQUIPMENT - RETURNED	
					-122.89	CAD	-122.89	CAD								
TORONTO WATER	2859-14	2014-02-01	2014-02-03	WAL-MART #1004	22.55	CAD	22.55	CAD	2130	PARTS - MOBILE EQUIPMENT	TW2045	DIST OPS: OPERATION & MTCE - CENTRAL	5411	"Grocery Stores, Supermarkets"	TOOL BOX FOR TRUCK	
TORONTO WATER	2860-10	2014-02-01	2014-02-04	ONT HOSE SPECIALTIES L	"1,317.58"	CAD	"1,317.58"	CAD	2535	PLUMBING SUPPLIES	TW2045	DIST OPS: OPERATION & MTCE - CENTRAL	5533	"Automotive Parts, Accessories Stores"	"HOSE, FITTING, CLAMPS"	
TORONTO WATER	2894-22	2014-02-24	2014-02-26	THE HOME DEPOT #7078	135.46	CAD	135.46	CAD	2535	PLUMBING SUPPLIES	TW2045	DIST OPS: OPERATION & MTCE - CENTRAL	5200	Home Supply Warehouse	"1"" CLAMP"	
					"1,475.59"	CAD	"1,475.59"	CAD								
"PARKS, FORESTRY & RECREATION"	2871-22	2014-02-07	2014-02-10	THE TOOL DOCTOR	58.84	CAD	58.84	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	DELTA SWITCH ASSEMBLE & CORD & LABOURT	
"PARKS, FORESTRY & RECREATION"	2890-21	2014-02-21	2014-02-24	THE HOME DEPOT #7001	249.02	CAD	249.02	CAD	2715	PAINT SUPPLIES	P00835	TECH SERV. 1-TRADES	5200	Home Supply Warehouse	PREMIUM paint	
					307.86	CAD	307.86	CAD								
"PARKS, FORESTRY & RECREATION"	2885-12	2014-02-18	2014-02-19	PLAYPOWER LT CANADA IN	659.92	CAD	659.92	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	"C-SPRINGS, LATCH KITS"	
"PARKS, FORESTRY & RECREATION"	2896-24	2014-02-25	2014-02-27	SPEED FASTENING SYSTEM	141.20	CAD	141.20	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5712	"Equipment, Furniture, and Home Furnishin"	RIG EYE BOLTS	
					801.12	CAD	801.12	CAD								
TORONTO WATER	2859-15	2014-01-31	2014-02-03	TRADEPORT ELECTRONICS	54.24	CAD	54.24	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	FUSES	
TORONTO WATER	2865-17	2014-02-05	2014-02-05	ONTARIO COLLEGE OF TRA	70.25	CAD	70.25	CAD	4760	MEMBERSHIP FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	MEMBERSHIP FEE	
TORONTO WATER	2896-25	2014-02-26	2014-02-27	TRADEPORT ELECTRONICS	49.72	CAD	49.72	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	SUREGRIP PINCER CLIPS FOR ELETRONICS	
					174.21	CAD	174.21	CAD								
FACILITIES MANAGEMENT 	2869-8	2014-02-06	2014-02-07	TORONTO PARKING AUTHOR	1.25	CAD	1.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61252014	Manufact./Install Cabinets Craft/Kitchen	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT 	2897-11	2014-02-27	2014-02-28	PRINCESS AUTO	142.27	CAD	142.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61252950	tripped breaker Need repaired by Monday	5085	Industrial Supplies Not Elsewhere Classi	WHEELS AND SAW	
					143.52	CAD	143.52	CAD								
"PARKS, FORESTRY & RECREATION"	2860-11	2014-02-03	2014-02-04	NOFRILLS LUCIANO'S #34	13.04	CAD	13.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2866-20	2014-02-05	2014-02-06	NOFRILLS LUCIANO'S #34	46.18	CAD	46.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2869-9	2014-02-05	2014-02-07	CTF SUPPLY (11)	28.34	CAD	28.34	CAD	2710	GENERAL HARDWARE	P08633	JOHN INNES-INSTRL	5085	Industrial Supplies Not Elsewhere Classi	NUTS AND BOLTS	
"PARKS, FORESTRY & RECREATION"	2872-7	2014-02-10	2014-02-11	NOFRILLS LUCIANO'S #34	23.39	CAD	23.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2877-19	2014-02-12	2014-02-13	NOFRILLS LUCIANO'S #34	79.78	CAD	79.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2885-13	2014-02-18	2014-02-19	NOFRILLS LUCIANO'S #34	35.27	CAD	35.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2886-21	2014-02-19	2014-02-20	NOFRILLS LUCIANO'S #34	75.03	CAD	75.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2893-22	2014-02-24	2014-02-25	NOFRILLS LUCIANO'S #34	30.00	CAD	30.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2896-26	2014-02-26	2014-02-27	DAVE AND CHARLOTTE'S N	51.96	CAD	51.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
					382.99	CAD	382.99	CAD								
"PARKS, FORESTRY & RECREATION"	2859-16	2014-01-30	2014-02-03	METRO #719	115.00	CAD	115.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2865-18	2014-02-04	2014-02-05	STAPLES #86	74.50	CAD	74.50	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10443	JJ PICCININNI-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	"FILE BOXES, NOTEPADS"	
"PARKS, FORESTRY & RECREATION"	2866-21	2014-02-04	2014-02-06	METRO #719	122.64	CAD	122.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2871-23	2014-02-06	2014-02-10	METRO #719	123.19	CAD	123.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2877-20	2014-02-11	2014-02-13	METRO #719	138.14	CAD	138.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2877-21	2014-02-12	2014-02-13	LOWES #02640*	174.49	CAD	174.49	CAD	2710	GENERAL HARDWARE	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  6PC MICROFIBRE ALL-PURPOSE CLOTHS	
"PARKS, FORESTRY & RECREATION"	2880-20	2014-02-13	2014-02-14	LONG   MCQUADE LIMITED	204.82	CAD	204.82	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01893	JJ PICCININNI-ARTS-VISL/PERF	7399	Business Services - Not Elsewhere Classi	PIANO BOOKS	
"PARKS, FORESTRY & RECREATION"	2886-22	2014-02-18	2014-02-20	METRO #719	151.34	CAD	151.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2890-22	2014-02-20	2014-02-24	METRO #719	96.36	CAD	96.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2894-23	2014-02-24	2014-02-26	THE HOME DEPOT #7013	43.10	CAD	43.10	CAD	2710	GENERAL HARDWARE	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  1-1/4IN CP	
"PARKS, FORESTRY & RECREATION"	2896-27	2014-02-26	2014-02-27	ONTARIO SCIENCE CENTRE	"1,550.70"	CAD	"1,550.70"	CAD	4118	TICKETS AND ADMISSION FEES	P04747	JJ PICCININNI-HOLIDAY CAMPS	7991	Tourist Attractions and Exhibits	DEPOSIT FOR MARCH BREAK CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2896-28	2014-02-25	2014-02-27	METRO #719	113.37	CAD	113.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
					"2,907.65"	CAD	"2,907.65"	CAD								
"PARKS, FORESTRY & RECREATION"	2877-22	2014-02-11	2014-02-13	WALMART #1150	14.32	CAD	14.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10447	MATTY ECKLER-PRGM SUPPORT	5310	Discount Stores	DRY ERASE MARKERS	
"PARKS, FORESTRY & RECREATION"	2881-35	2014-02-14	2014-02-17	BULK BARN #658	38.87	CAD	38.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL CLUB TREATS	
"PARKS, FORESTRY & RECREATION"	2881-36	2014-02-14	2014-02-17	SOBEYS #938        QPS	118.64	CAD	118.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL CLUB TREATS	
"PARKS, FORESTRY & RECREATION"	2881-37	2014-02-13	2014-02-17	FOOD BASICS #875	10.97	CAD	10.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKIES & POPCORN	
"PARKS, FORESTRY & RECREATION"	2896-29	2014-02-25	2014-02-27	THE HOME DEPOT #7080	28.65	CAD	28.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10447	MATTY ECKLER-PRGM SUPPORT	5200	Home Supply Warehouse	ANCHORS	
					211.45	CAD	211.45	CAD								
EMERGENCY MEDICAL SERVICES	2859-17	2014-01-31	2014-02-03	VINCI PARK - WELLESLEY	5.00	CAD	5.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - MEETING	
EMERGENCY MEDICAL SERVICES	2890-23	2014-02-20	2014-02-24	TORONTO PARKING AUTHOR	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING FOR SEMINAR	
					13.00	CAD	13.00	CAD								
FACILITIES MANAGEMENT 	2871-24	2014-02-06	2014-02-10	CDN TIRE STORE #00273	9.02	CAD	9.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61250536	SO-12-Catch Basin Cleaning	5200	Home Supply Warehouse	"3M, SB 9X11, 320G AND 3M, SB 9X11, 220G"	
					9.02	CAD	9.02	CAD								
"PARKS, FORESTRY & RECREATION"	2877-23	2014-02-12	2014-02-13	STRONGCO EQUIPMENT	505.16	CAD	505.16	CAD	2401	LUBRICANTS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1799	"Contractors, Special Trade - Not Elsewhe"	"LUBE PRODUCTS,PARTS"	
"PARKS, FORESTRY & RECREATION"	2887-17	2014-02-20	2014-02-21	CANADA CULVER	830.55	CAD	830.55	CAD	2786	DRAINAGE MATERIAL	P00852	SUNNYBROOK YD-PARKS CONSTR	5051	Metal Service Centers and Offices	CULVERT	
					"1,335.71"	CAD	"1,335.71"	CAD								
"PARKS, FORESTRY & RECREATION"	2871-25	2014-02-08	2014-02-10	PRICE CHOPPER #7984QPS	30.64	CAD	30.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08178	NORTHWOODS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH COOKING PRGM	
					30.64	CAD	30.64	CAD								
"PARKS, FORESTRY & RECREATION"	2859-18	2014-01-31	2014-02-03	ALPINE LAWN   GARDEN E	22.48	CAD	22.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	NP3230	2013 ICE STORM	5261	Lawn and Garden Supply Stores	"HANDLE MOULDING, BRAKE STRAP"	
"PARKS, FORESTRY & RECREATION"	2860-12	2014-02-03	2014-02-04	ALPINE LAWN   GARDEN E	30.12	CAD	30.12	CAD	2120	PARTS - MACHINERY & EQUIPMENT	NP3230	2013 ICE STORM	5261	Lawn and Garden Supply Stores	"CARB KIT, FUEL PICK UP"	
"PARKS, FORESTRY & RECREATION"	2865-19	2014-02-04	2014-02-05	PRINCESS AUTO #36	112.99	CAD	112.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	CART SERVICE 3 TIER	
"PARKS, FORESTRY & RECREATION"	2865-20	2014-02-04	2014-02-05	HOGAN CHEVROLET	75.89	CAD	75.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	SWITCH	
"PARKS, FORESTRY & RECREATION"	2866-22	2014-02-04	2014-02-06	CTF SUPPLY (08)	4.93	CAD	4.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FLAT PHILLIPS	
"PARKS, FORESTRY & RECREATION"	2866-23	2014-02-05	2014-02-06	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	P00859	ALNESS YD-YARD OPERNS	1799	"Contractors, Special Trade - Not Elsewhe"	NATURAL GAS LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	2871-26	2014-02-06	2014-02-10	ONEIDA EQUIPMENT LTD	300.70	CAD	300.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	NP3230	2013 ICE STORM	5712	"Equipment, Furniture, and Home Furnishin"	"CARB KIT, FUEL PICK UP, LOCK, SPROCKET COVER"	
"PARKS, FORESTRY & RECREATION"	2875-20	2014-02-10	2014-02-12	BRAFASCO / MARKHAM	87.09	CAD	87.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"COBOLT BIT, SINGLE EDGE"	
"PARKS, FORESTRY & RECREATION"	2875-21	2014-02-11	2014-02-12	SCARBOROTOWN CHRYSLER	166.11	CAD	166.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	LAMP TAIL	
"PARKS, FORESTRY & RECREATION"	2881-38	2014-02-14	2014-02-17	BRAFASCO / MARKHAM	151.28	CAD	151.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"BOLTS, BITS"	
"PARKS, FORESTRY & RECREATION"	2887-18	2014-02-19	2014-02-21	EAST-COURT FORD	143.13	CAD	143.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	PANEL ASSEMBLY	
"PARKS, FORESTRY & RECREATION"	2896-30	2014-02-26	2014-02-27	ALPINE LAWN   GARDEN E	140.90	CAD	140.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	NP3230	2013 ICE STORM	5261	Lawn and Garden Supply Stores	"OIL LINE, OIL PUMP, CLUTCH, CARB KIT"	
"PARKS, FORESTRY & RECREATION"	2896-31	2014-02-26	2014-02-27	SCARBOROTOWN CHRYSLER	237.25	CAD	237.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	"BEACON LIGHT, BEACON MOUNTING"	
					"1,572.87"	CAD	"1,572.87"	CAD								
"PARKS, FORESTRY & RECREATION"	2875-22	2014-02-11	2014-02-12	LOWES #02633*	14.18	CAD	14.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09702	DENNIS R TIMBRELL RC-INSTRL	5200	Home Supply Warehouse	**MORE**  LOCK SHOWCASE CHROME PLTED	
"PARKS, FORESTRY & RECREATION"	2875-23	2014-02-11	2014-02-12	DOLLAR GIANT #40100	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11414	DENNIS R TIMBRELL RC-SOCIAL PRGM	5331	Variety Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2893-23	2014-02-24	2014-02-25	SOBEYS #932        QPS	35.45	CAD	35.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11414	DENNIS R TIMBRELL RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"LIME, SALT, CHERRY"	
					66.58	CAD	66.58	CAD								
TORONTO WATER	2869-10	2014-02-06	2014-02-07	STAPLES #256	54.68	CAD	54.68	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5943	"Office, School Supply, and Stationery St"	"CALCULATOR, PEN , FILE FOLDS"	
