Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3061-38	2014-07-03	2014-07-04	PRICE CHOPPER 7984QPS	3.97	CAD	3.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3072-22	2014-07-07	2014-07-09	WAL-MART # 1079	22.88	CAD	22.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3074-28	2014-07-09	2014-07-10	RCSS WESTON 2800	56.29	CAD	56.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3076-37	2014-07-10	2014-07-11	FESTIVAL XPRESS	632.80	CAD	632.80	CAD	4118	TICKETS AND ADMISSION FEES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	7922	Theatrical Producers (except Motion Pict	ADMISSION FEE - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3076-38	2014-07-11	2014-07-11	THE SECOND CITY  ONLIN	459.91	CAD	459.91	CAD	4118	TICKETS AND ADMISSION FEES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	7922	Theatrical Producers (except Motion Pict	ADMISSION FEE - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3078-32	2014-07-10	2014-07-14	TM- BLUE JAYS BASEBALL	"1,045.00"	CAD	"1,045.00"	CAD	4118	TICKETS AND ADMISSION FEES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	7922	Theatrical Producers (except Motion Pict	ADMISSION FEE - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3083-22	2014-07-15	2014-07-17	WAL-MART # 1151	83.72	CAD	83.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-23	2014-07-16	2014-07-17	A BUCK OR TWO #201	16.67	CAD	16.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3087-48	2014-07-17	2014-07-21	PLAYTIME BOWL INC	862.50	CAD	862.50	CAD	4118	TICKETS AND ADMISSION FEES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	7933	Bowling Alleys	ADMISSION FEE - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3087-49	2014-07-18	2014-07-21	RCSS WESTON 2800	14.01	CAD	14.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3091-22	2014-07-22	2014-07-23	FORTINOS STORE 98	42.60	CAD	42.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3095-25	2014-07-23	2014-07-25	WAL-MART # 3130	227.25	CAD	227.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3102-31	2014-07-28	2014-07-30	METRO #360	51.67	CAD	51.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP	
					"3,589.43"	CAD	"3,589.43"	CAD								
"PARKS, FORESTRY & RECREATION"	3059-19	2014-06-30	2014-07-02	THE HOME DEPOT #7011	74.68	CAD	74.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5200	Home Supply Warehouse	**MORE**  CKG GUN POWD	
"PARKS, FORESTRY & RECREATION"	3065-30	2014-07-04	2014-07-07	K C BLINDS AND SHUTTER	195.49	CAD	195.49	CAD	3320	FIXTURES	P02798	ALBION POOL-INSTRL-INDR	1799	"Contractors, Special Trade - Not Elsewhe"	ROLLER BLIND	
"PARKS, FORESTRY & RECREATION"	3081-35	2014-07-15	2014-07-16	LOWES #03096*	23.56	CAD	23.56	CAD	2710	GENERAL HARDWARE	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5200	Home Supply Warehouse	**MORE**  GLD SOLID 170G CLEAN LINEN	
"PARKS, FORESTRY & RECREATION"	3087-50	2014-07-18	2014-07-21	SCHOLAR'S CHOICE	5.76	CAD	5.76	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P02798	ALBION POOL-INSTRL-INDR	5949	"Fabric, Needlework, Piece Goods, and Sew"	LAMINATING	
"PARKS, FORESTRY & RECREATION"	3087-51	2014-07-18	2014-07-21	SPLASHABLES	29.70	CAD	29.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02798	ALBION POOL-INSTRL-INDR	5996	Swimming Pools - Sales and Supplies	SINKING RINGS	
"PARKS, FORESTRY & RECREATION"	3091-23	2014-07-21	2014-07-23	SPLASHABLES	33.56	CAD	33.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02798	ALBION POOL-INSTRL-INDR	5996	Swimming Pools - Sales and Supplies	SINKING RINGS	
"PARKS, FORESTRY & RECREATION"	3091-24	2014-07-21	2014-07-23	SPLASHABLES	-29.70	CAD	-29.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02798	ALBION POOL-INSTRL-INDR	5996	Swimming Pools - Sales and Supplies	REFUND	
"PARKS, FORESTRY & RECREATION"	3095-26	2014-07-23	2014-07-25	THE HOME DEPOT #7114	30.36	CAD	30.36	CAD	2710	GENERAL HARDWARE	P02798	ALBION POOL-INSTRL-INDR	5200	Home Supply Warehouse	**MORE**  TAPE	
					363.41	CAD	363.41	CAD								
FACILITIES MANAGEMENT 	3081-36	2014-07-15	2014-07-16	TORONTO PARKING AUTHOR	3.00	CAD	3.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61266729	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	SUPPLIES	
					3.00	CAD	3.00	CAD								
FACILITIES MANAGEMENT 	3059-20	2014-06-30	2014-07-02	THE HOME DEPOT #7080	17.49	CAD	17.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61263664	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EVERBILT	
FACILITIES MANAGEMENT 	3072-23	2014-07-07	2014-07-09	CTF SUPPLY (11)	32.82	CAD	32.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61259539	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES	
FACILITIES MANAGEMENT 	3072-24	2014-07-08	2014-07-09	HILTI (CANADA) CORP	53.56	CAD	53.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61259539	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SUPPLIES	
FACILITIES MANAGEMENT 	3074-29	2014-07-08	2014-07-10	CTF SUPPLY (11)	48.47	CAD	48.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61265125	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES	
FACILITIES MANAGEMENT 	3074-30	2014-07-08	2014-07-10	CTF SUPPLY (11)	66.20	CAD	66.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61265142	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES	
FACILITIES MANAGEMENT 	3078-33	2014-07-10	2014-07-14	THE HOME DEPOT #7080	67.42	CAD	67.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61259908	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"TURBINE 12"""	
FACILITIES MANAGEMENT 	3087-52	2014-07-18	2014-07-21	THE HOME DEPOT #7238	28.23	CAD	28.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61265303	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"1/4"" CBLT"	
FACILITIES MANAGEMENT 	3089-17	2014-07-21	2014-07-22	EASTERN PARTITIONS LTD	908.52	CAD	908.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61265568	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	SUPPLIES	
FACILITIES MANAGEMENT 	3091-25	2014-07-21	2014-07-23	THE HOME DEPOT #7080	40.52	CAD	40.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61266223	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  BLACK TAPE	
					"1,263.23"	CAD	"1,263.23"	CAD								
"PARKS, FORESTRY & RECREATION"	3102-32	2014-07-29	2014-07-30	THE SHIRT FACTORY	180.80	CAD	180.80	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P03544	CITY HALL FITNESS CENTRE-PROGRAM SUPP.	5941	Sporting Goods Stores		
					180.80	CAD	180.80	CAD								
"PARKS, FORESTRY & RECREATION"	3059-21	2014-06-29	2014-07-02	WAL-MART # 5831	25.32	CAD	25.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3072-25	2014-07-08	2014-07-09	NOFRILLS DICKIES 752	16.97	CAD	16.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	COOKING INSTRUCTOR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3072-26	2014-07-08	2014-07-09	NOFRILLS DICKIES 752	34.43	CAD	34.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	FOOD FOR SPECIAL EVENT LUNCH	
"PARKS, FORESTRY & RECREATION"	3074-31	2014-07-08	2014-07-10	YOUR DOLLAR STORE WITH	59.04	CAD	59.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES & PRIZES FOR THEME DAYS	
"PARKS, FORESTRY & RECREATION"	3076-39	2014-07-10	2014-07-11	TDSB-PURCHASING	296.08	CAD	296.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	8299	Educational Services	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3076-40	2014-07-10	2014-07-11	TDSB-PURCHASING	321.87	CAD	321.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	8299	Educational Services	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3081-37	2014-07-15	2014-07-16	NOFRILLS DICKIES 752	24.95	CAD	24.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	FOOD FOR LUNCHES - CAMPS	
"PARKS, FORESTRY & RECREATION"	3083-24	2014-07-15	2014-07-17	YOUR DOLLAR STORE WITH	9.04	CAD	9.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES & PRIZES FOR THEME DAYS	
"PARKS, FORESTRY & RECREATION"	3083-25	2014-07-15	2014-07-17	YOUR DOLLAR STORE WITH	28.25	CAD	28.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES & PRIZES FOR THEME DAYS	
"PARKS, FORESTRY & RECREATION"	3083-26	2014-07-15	2014-07-17	WAL-MART #3159	84.68	CAD	84.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-27	2014-07-15	2014-07-17	WAL-MART #3159	59.61	CAD	59.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-28	2014-07-15	2014-07-17	WAL-MART #3159	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-29	2014-07-16	2014-07-17	MARCHANT'S SCHOOL SPOR	367.76	CAD	367.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5941	Sporting Goods Stores	SPECIAL EVENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3091-26	2014-07-22	2014-07-23	NOFRILLS DICKIES 752	22.94	CAD	22.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	COOKING INSTRUCTOR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3091-27	2014-07-22	2014-07-23	NOFRILLS DICKIES 752	13.98	CAD	13.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	FOOD FOR LUNCHES - CAMPS	
"PARKS, FORESTRY & RECREATION"	3093-30	2014-07-22	2014-07-24	YOUR DOLLAR STORE WITH	46.61	CAD	46.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3093-31	2014-07-22	2014-07-24	YOUR DOLLAR STORE WITH	64.13	CAD	64.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3093-32	2014-07-22	2014-07-24	YOUR DOLLAR STORE WITH	12.15	CAD	12.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES & PRIZES FOR THEME DAYS	
"PARKS, FORESTRY & RECREATION"	3093-33	2014-07-22	2014-07-24	WAL-MART #3159	151.81	CAD	151.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3102-33	2014-07-29	2014-07-30	SHOPPERSDRUGMART0852	94.50	CAD	94.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5912	"Drug Stores, Pharmacies"	TTC TICKETS FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	3104-20	2014-07-29	2014-07-31	YOUR DOLLAR STORE WITH	11.58	CAD	11.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3104-21	2014-07-29	2014-07-31	YOUR DOLLAR STORE WITH	100.85	CAD	100.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3104-22	2014-07-29	2014-07-31	WAL-MART #3159	89.75	CAD	89.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3104-23	2014-07-29	2014-07-31	WAL-MART #3159	65.30	CAD	65.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
					"2,018.55"	CAD	"2,018.55"	CAD								
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	3100-16	2014-07-28	2014-07-29	GOOGLE *GME PRO	5.00	CAD	5.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WE0007	PUBLIC CONSULATION	7399	Business Services - Not Elsewhere Classi	GOOGLE MAP PRO SUBSCRIPTION	
					5.00	CAD	5.00	CAD								
"PARKS, FORESTRY & RECREATION"	3060-21	2014-06-30	2014-07-03	WAL-MART #1004	42.43	CAD	42.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"GV DIST 4L, GV SPRING 10L, SANITIZER,TWEEZERS"	
"PARKS, FORESTRY & RECREATION"	3065-31	2014-07-04	2014-07-07	CH MOUNTSBERG	297.50	CAD	297.50	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMMER CAMPS	8699	"Organizations, Membership - Not Elsewher"	CAMP TRIP ADMISSION FEES	
"PARKS, FORESTRY & RECREATION"	3074-32	2014-07-08	2014-07-10	WAL-MART #1004	21.56	CAD	21.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	WATER	
"PARKS, FORESTRY & RECREATION"	3074-33	2014-07-09	2014-07-10	NOFRILLS ROSS 782	121.60	CAD	121.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"OREGANO, PARMESAN, CUCUMBER"	
"PARKS, FORESTRY & RECREATION"	3074-34	2014-07-09	2014-07-10	THORNCREST HM HDWR 149	107.34	CAD	107.34	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P05108	MT DENNIS CC-SUMMER CAMPS	5251	Hardware Stores	FOLDING TABLE	
"PARKS, FORESTRY & RECREATION"	3076-41	2014-07-09	2014-07-11	RONA # 55130	28.17	CAD	28.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5251	Hardware Stores	WOOD FIRE	
"PARKS, FORESTRY & RECREATION"	3076-42	2014-07-09	2014-07-11	CDN TIRE STORE #00182	128.07	CAD	128.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5200	Home Supply Warehouse	"KINDLING WOOD, FIRE STARTER"	
"PARKS, FORESTRY & RECREATION"	3078-34	2014-07-11	2014-07-14	WAL-MART #1004	89.16	CAD	89.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"FREEZIES, RING POP"	
"PARKS, FORESTRY & RECREATION"	3079-20	2014-07-14	2014-07-15	THORNCREST HM HDWR 149	644.03	CAD	644.03	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P05108	MT DENNIS CC-SUMMER CAMPS	5251	Hardware Stores	FOLDING PICNIC TABLES	
"PARKS, FORESTRY & RECREATION"	3083-30	2014-07-16	2014-07-17	NOFRILLS ROSS 782	74.15	CAD	74.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"OIL, WATERMELON, LEMONADE,LETTUCE"	
"PARKS, FORESTRY & RECREATION"	3083-31	2014-07-15	2014-07-17	WAL-MART #1004	30.10	CAD	30.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	WATER	
"PARKS, FORESTRY & RECREATION"	3085-37	2014-07-16	2014-07-18	RONA # 55130	75.52	CAD	75.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5251	Hardware Stores	"WOOD FIRE, GARDEN SOIL"	
"PARKS, FORESTRY & RECREATION"	3087-53	2014-07-18	2014-07-21	CH CRAWFORD LAKE	280.50	CAD	280.50	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMMER CAMPS	8699	"Organizations, Membership - Not Elsewher"	CAMP TRIP ADMISSION FEES	
"PARKS, FORESTRY & RECREATION"	3091-28	2014-07-21	2014-07-23	SAUGEEN SHAFTS	80.09	CAD	80.09	CAD	2601	DUR REC & EDUC SUPP	P05108	MT DENNIS CC-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	SMALL TARGET STAND	
"PARKS, FORESTRY & RECREATION"	3097-32	2014-07-25	2014-07-28	THORNCREST HM HDWR 149	322.02	CAD	322.02	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P05108	MT DENNIS CC-SUMMER CAMPS	5251	Hardware Stores	FOLDING PICNIC TABLES	
"PARKS, FORESTRY & RECREATION"	3097-33	2014-07-25	2014-07-28	WAL-MART #1004	15.70	CAD	15.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	WATER	
"PARKS, FORESTRY & RECREATION"	3097-34	2014-07-25	2014-07-28	PRESTIGE TROPHY AND AW	350.30	CAD	350.30	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P10530	COMM DEVELOPMENT-W-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	"MEDALLIONS, ANNUAL CUP"	
"PARKS, FORESTRY & RECREATION"	3100-17	2014-07-28	2014-07-29	STAPLES STORE #86	17.76	CAD	17.76	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5943	"Office, School Supply, and Stationery St"	"ERASERS, PENCILS"	
"PARKS, FORESTRY & RECREATION"	3102-34	2014-07-29	2014-07-30	NOFRILLS ROSS 782	122.96	CAD	122.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"LEMONADE, GAUCAMOLE, WRAPS, PARSLEY"	
"PARKS, FORESTRY & RECREATION"	3102-35	2014-07-29	2014-07-30	MARCHANT'S SCHOOL SPOR	115.60	CAD	115.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5941	Sporting Goods Stores	"WHISTLE, FOOTBALL"	
"PARKS, FORESTRY & RECREATION"	3104-24	2014-07-29	2014-07-31	WAL-MART #1004	32.10	CAD	32.10	CAD	2710	GENERAL HARDWARE	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BATTERIES	
					"2,996.66"	CAD	"2,996.66"	CAD								
TORONTO WATER	3059-22	2014-06-29	2014-07-02	THE HOME DEPOT #7078	"2,269.49"	CAD	"2,269.49"	CAD	3350	M & E - ELECTRICAL	TW2045	DIST OPS: OPERATION & MTCE - CENTRAL	5200	Home Supply Warehouse	**MORE**  15M CORD	
TORONTO WATER	3059-23	2014-06-29	2014-07-02	CDN TIRE STORE #00485	31.61	CAD	31.61	CAD	2130	PARTS - MOBILE EQUIPMENT	TW2045	DIST OPS: OPERATION & MTCE - CENTRAL	5200	Home Supply Warehouse	ANTI FREEZE	
					"2,301.10"	CAD	"2,301.10"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3067-13	2014-07-07	2014-07-08	IEDC ONLINE	103.91	CAD	95.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0116	BUSINESS ADVISORY AND SUPPORT SERVICES	8699	"Organizations, Membership - Not Elsewher"	SUBSCRIPTION ONLINE	
ECONOMIC DEVELOPMENT & CULTURE	3072-27	2014-07-08	2014-07-09	MARIGOLDS AND ONIONS	292.95	CAD	292.95	CAD	4116	CATERING SERVICES	ED0116	BUSINESS ADVISORY AND SUPPORT SERVICES	5811	Caterers	CATERING NON-CITY FACILITY	
					396.86	CAD	292.95	CAD								
							95.00	USD								
"PARKS, FORESTRY & RECREATION"	3065-32	2014-07-03	2014-07-07	CDN TIRE STORE #00192	68.69	CAD	68.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00016	C-FORESTRY GEN-PLANT/NURSERY	5200	Home Supply Warehouse	FIELD CREW SUPPLIES	
					68.69	CAD	68.69	CAD								
"PARKS, FORESTRY & RECREATION"	3059-24	2014-06-30	2014-07-02	CTF SUPPLY (11)	348.36	CAD	348.36	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"LOCTITE PRIMERLESS THREADLOCKER,ENDURO FLEX"	
"PARKS, FORESTRY & RECREATION"	3059-25	2014-06-30	2014-07-02	THE HOME DEPOT #7080	386.50	CAD	386.50	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  PLIERS	
"PARKS, FORESTRY & RECREATION"	3093-34	2014-07-22	2014-07-24	THE HOME DEPOT #7012	219.46	CAD	219.46	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  15M CORD	
