Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element /Order Description	Merchant Type	Merchant Type Description	Purpose	
EMPLOYMENT & SOCIAL SERVICES	3031-12	2014-06-09	2014-06-10	NO FRILLS TONY   KATHY	25.85	CAD	25.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	GROCERY SUPPLIES FOR EC CLIENT WORKSHOPS	
EMPLOYMENT & SOCIAL SERVICES	3046-22	2014-06-17	2014-06-19	WAL-MART # 3031	27.24	CAD	27.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5310	Discount Stores	GROCERY SUPPLIES FOR EC CLIENT WORKSHOPS	
EMPLOYMENT & SOCIAL SERVICES	3053-19	2014-06-24	2014-06-25	NO FRILLS TONY   KATHY	25.09	CAD	25.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	GROCERY SUPPLIES FOR EC CLIENT WORKSHOPS	
					78.18	CAD	78.18	CAD								
FACILITIES MANAGEMENT 	3027-13	2014-06-04	2014-06-06	BRAFASCO / ETOBICOKE	282.55	CAD	282.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61256121	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	MAGNA-CRETE	
FACILITIES MANAGEMENT 	3049-41	2014-06-20	2014-06-23	CTF SUPPLY (11)	106.06	CAD	106.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61257654	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE FASTENERS	
					388.61	CAD	388.61	CAD								
"PARKS, FORESTRY & RECREATION"	3025-20	2014-06-04	2014-06-05	HENRY'S THORNHILL	390.36	CAD	390.36	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5946	Camera and Photographic Supply Stores	"TRIPOD, QUICK RLS VIDEO HEAD,STABILIZER TRIPOD MT"	
"PARKS, FORESTRY & RECREATION"	3029-34	2014-06-06	2014-06-09	FRESHCO 9771	129.56	CAD	129.56	CAD	4820	BUSINESS MEETING EXPENSES	P00778	NORTH-GENERAL-TRAINING	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - STAFF TRAINING	
"PARKS, FORESTRY & RECREATION"	3031-13	2014-06-09	2014-06-10	APPLE STORE #R120	176.28	CAD	176.28	CAD	3410	COMPUTERS - HARDWARE	P10285	ANTIBES CC-PRGM SUPPORT	5732	Electronic Sales	DVD DRIVE FOR MEDIA LAB	
"PARKS, FORESTRY & RECREATION"	3037-20	2014-06-11	2014-06-13	THE HOME DEPOT #7078	19.18	CAD	19.18	CAD	2715	PAINT SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5200	Home Supply Warehouse	PX 110 FLAT	
"PARKS, FORESTRY & RECREATION"	3039-26	2014-06-14	2014-06-16	WAL-MART # 5831	92.63	CAD	92.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"SOCCER GOALS,HATS,TEES"	
"PARKS, FORESTRY & RECREATION"	3039-27	2014-06-15	2014-06-16	BEST BUY CANADA #949	187.27	CAD	187.27	CAD	3410	COMPUTERS - HARDWARE	P10285	ANTIBES CC-PRGM SUPPORT	5732	Electronic Sales	EXT. HARD DRIVE & CABLE	
"PARKS, FORESTRY & RECREATION"	3039-28	2014-06-12	2014-06-16	WAL-MART # 5831	140.07	CAD	140.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	RECREATIONAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3039-29	2014-06-13	2014-06-16	LOBLAW SUPERMARKET #10	284.30	CAD	284.30	CAD	4820	BUSINESS MEETING EXPENSES	P00778	NORTH-GENERAL-TRAINING	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - STAFF TRAINING	
"PARKS, FORESTRY & RECREATION"	3039-30	2014-06-13	2014-06-16	PARTY CITY #2013	140.02	CAD	140.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	RECREATIONAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3039-31	2014-06-14	2014-06-16	THE HOME DEPOT #7078	92.61	CAD	92.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SHOVEL	
"PARKS, FORESTRY & RECREATION"	3042-7	2014-06-13	2014-06-17	CDN TIRE STORE #00126	31.57	CAD	31.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00778	NORTH-GENERAL-TRAINING	5200	Home Supply Warehouse	MINI SOCCER BALLS	
"PARKS, FORESTRY & RECREATION"	3042-8	2014-06-13	2014-06-17	CDN TIRE STORE #00446	11.29	CAD	11.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00778	NORTH-GENERAL-TRAINING	5200	Home Supply Warehouse	REC SUPPLIES - FLAG	
"PARKS, FORESTRY & RECREATION"	3047-17	2014-06-19	2014-06-20	LOBLAW SUPERMARKET #10	137.32	CAD	137.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - CAMP	
"PARKS, FORESTRY & RECREATION"	3051-14	2014-06-23	2014-06-24	FABRICLAND DISTRIBUTOR	97.16	CAD	97.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5949	"Fabric, Needlework, Piece Goods, and Sew"	REC SUPPLIES - FABRIC FOR MURAL PROJECT	
"PARKS, FORESTRY & RECREATION"	3053-20	2014-06-23	2014-06-25	MASTERMIND - VAUGHAN	101.60	CAD	101.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMER CAMPS - ANTIBES CC	5945	"Game, Toy, and Hobby Shops"	REC SUPPLIES - PRESCHOOL CARDBOARD BLOCK	
"PARKS, FORESTRY & RECREATION"	3054-18	2014-06-24	2014-06-26	WAL-MART #1139	251.12	CAD	251.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - CAMPS	
"PARKS, FORESTRY & RECREATION"	3054-19	2014-06-24	2014-06-26	WAL-MART #1139	191.82	CAD	191.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - CAMPS	
"PARKS, FORESTRY & RECREATION"	3055-18	2014-06-25	2014-06-27	THE HOME DEPOT #7078	237.24	CAD	237.24	CAD	*****	PAINT SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  7/16 4X8 OSB	
"PARKS, FORESTRY & RECREATION"	3055-19	2014-06-26	2014-06-27	LOBLAW SUPERMARKET #10	118.25	CAD	118.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-37	2014-06-27	2014-06-30	J  J CRAFTS	829.12	CAD	829.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMER CAMPS - ANTIBES CC	5970	"Artist Supply Stores, Craft Shops"	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-38	2014-06-27	2014-06-30	J  J CRAFTS	905.04	CAD	905.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMER CAMPS - ANTIBES CC	5970	"Artist Supply Stores, Craft Shops"	ARTS & CRAFT SUPPLIES	
					"4,563.81"	CAD	"4,563.81"	CAD								
"PARKS, FORESTRY & RECREATION"	3054-20	2014-06-25	2014-06-26	A BUCK OR TWO #201	25.14	CAD	25.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5310	Discount Stores	SUPPLIES FOR SUMMER PROGRAM	
"PARKS, FORESTRY & RECREATION"	3055-20	2014-06-25	2014-06-27	WAL-MART # 3130	138.93	CAD	138.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER PROGRAM	
"PARKS, FORESTRY & RECREATION"	3055-21	2014-06-26	2014-06-27	NOFRILLS SHERIFFS 270	54.59	CAD	54.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3057-39	2014-06-26	2014-06-30	CDN TIRE STORE #00294	133.27	CAD	133.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5200	Home Supply Warehouse	SUPPLIES FOR SUMMER PROGRAM	
					351.93	CAD	351.93	CAD								
"PARKS, FORESTRY & RECREATION"	3025-21	2014-06-03	2014-06-05	K C BLINDS AND SHUTTER	196.62	CAD	196.62	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02798	ALBION POOL-INSTRL-INDR	1799	"Contractors, Special Trade - Not Elsewhe"	ROLLER BLINDS	
"PARKS, FORESTRY & RECREATION"	3043-28	2014-06-16	2014-06-18	CDN TIRE STORE #00070	179.13	CAD	179.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P02798	ALBION POOL-INSTRL-INDR	5200	Home Supply Warehouse	"LAUNDRY HAMPERS,STORAGE HAMPERS,COILCORDS,CABLETIE"	
"PARKS, FORESTRY & RECREATION"	3046-23	2014-06-18	2014-06-19	FABRICLAND DISTRIBUTOR	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02798	ALBION POOL-INSTRL-INDR	5949	"Fabric, Needlework, Piece Goods, and Sew"	NETTING	
"PARKS, FORESTRY & RECREATION"	3046-24	2014-06-18	2014-06-19	SCHOLAR'S CHOICE	3.84	CAD	3.84	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P02798	ALBION POOL-INSTRL-INDR	5949	"Fabric, Needlework, Piece Goods, and Sew"	LAMINATING	
					406.71	CAD	406.71	CAD								
FACILITIES MANAGEMENT 	3025-22	2014-06-03	2014-06-05	CTF SUPPLY (11)	62.81	CAD	62.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61261875	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES	
					62.81	CAD	62.81	CAD								
FACILITIES MANAGEMENT 	3027-14	2014-06-05	2014-06-06	TIPCO	179.78	CAD	179.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61257935	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5949	"Fabric, Needlework, Piece Goods, and Sew"	SUPPLIES	
FACILITIES MANAGEMENT 	3029-35	2014-06-06	2014-06-09	THE HOME DEPOT #7238	34.44	CAD	34.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61263664	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  BOSCH T227D	
FACILITIES MANAGEMENT 	3033-13	2014-06-09	2014-06-11	CTF SUPPLY (11)	68.97	CAD	68.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61257084	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES	
					283.19	CAD	283.19	CAD								
"PARKS, FORESTRY & RECREATION"	3053-21	2014-06-24	2014-06-25	MEDTECH WRISTBANDS	145.77	CAD	145.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5099	Durable Goods Not Elsewhere Classified	WRISTBANDS FOR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3053-22	2014-06-24	2014-06-25	STAPLES #287	465.35	CAD	465.35	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5943	"Office, School Supply, and Stationery St"	"PENS, AVERY, INDEX, STAPLERS"	
"PARKS, FORESTRY & RECREATION"	3054-21	2014-06-24	2014-06-26	WAL-MART # 5831	112.67	CAD	112.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01077	N-EAST -SPORTS & REC-CAMPS-SUMMER	5411	"Grocery Stores, Supermarkets"	SNACKS	
"PARKS, FORESTRY & RECREATION"	3057-40	2014-06-27	2014-06-30	WAL-MART #3159	178.49	CAD	178.49	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P13256	SUMMER CAMPS - DON MILLS CIV ARENA	5411	"Grocery Stores, Supermarkets"	FANS FOR DON MILLS CAMP	
"PARKS, FORESTRY & RECREATION"	3057-41	2014-06-27	2014-06-30	YOUR DOLLAR STORE WITH	42.66	CAD	42.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13256	SUMMER CAMPS - DON MILLS CIV ARENA	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-42	2014-06-27	2014-06-30	YOUR DOLLAR STORE WITH	90.12	CAD	90.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13256	SUMMER CAMPS - DON MILLS CIV ARENA	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
					"1,035.06"	CAD	"1,035.06"	CAD								
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	3020-8	2014-05-30	2014-06-03	DAYS INN	563.87	CAD	563.87	CAD	4590	RENTAL - OTHER	CSW017-01-01	CONSTRUCTION OF BIOGAS UTILIZATION AT DI	3510	Days Inns	MEETING FACILITY FOR DISCO ROAD	
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	3031-14	2014-06-09	2014-06-10	TDSB  PERMITS	117.59	CAD	117.59	CAD	4590	RENTAL - OTHER	WE0007	PUBLIC CONSULATION	8398	"Organizations, Charitable and Social Ser"	SIX POINTS INTERCHANGE RECONFIGURATION	
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	3057-43	2014-06-28	2014-06-30	GOOGLE *GME PRO	5.00	CAD	5.00	CAD	3020	M & E - COMMUNICATIONS	WE0007	PUBLIC CONSULATION	7399	Business Services - Not Elsewhere Classi	GOOGLE MAP PRO SUBSCRIPTION	
					686.46	CAD	686.46	CAD								
"PARKS, FORESTRY & RECREATION"	3035-16	2014-06-10	2014-06-12	WAL-MART #1004	45.20	CAD	45.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES - PINK POOLS	
"PARKS, FORESTRY & RECREATION"	3057-44	2014-06-26	2014-06-30	WAL-MART #1004	468.33	CAD	468.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3057-45	2014-06-26	2014-06-30	WAL-MART #1004	9.36	CAD	9.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COLOR KEY & KEYCHAIN	
"PARKS, FORESTRY & RECREATION"	3057-46	2014-06-27	2014-06-30	WAL-MART #1004	14.96	CAD	14.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	GV SPRING 10L & GV DIST 4L	
					537.85	CAD	537.85	CAD								
"PARKS, FORESTRY & RECREATION"	3042-9	2014-06-13	2014-06-17	CDN TIRE STORE #00427	18.90	CAD	18.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	BUILDING & RENOVATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3047-18	2014-06-19	2014-06-20	HANSON PIPE   PRECAST	725.91	CAD	725.91	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5039	Construction Materials Not Elsewhere Cla	SWIFTLIFT 4 TON X 2	
"PARKS, FORESTRY & RECREATION"	3057-47	2014-06-27	2014-06-30	KSL DESIGN	994.40	CAD	994.40	CAD	2601	DUR REC & EDUC SUPP	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5941	Sporting Goods Stores	BABY SEATS FOR PLAYGROUND	
					"1,739.21"	CAD	"1,739.21"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3051-15	2014-06-23	2014-06-24	THE EXHORTATION COACHI	904.00	CAD	904.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	5942	Book Stores	TRADE SHOW BOOTH AT GALA	
ECONOMIC DEVELOPMENT & CULTURE	3053-23	2014-06-24	2014-06-25	"CONSTANT CONTACT, INC."	53.89	CAD	49.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	8299	Educational Services	WEBINAR TRAINING	
					957.89	CAD	904.00	CAD								
							49.00	USD								
"PARKS, FORESTRY & RECREATION"	3043-29	2014-06-16	2014-06-18	CDN TIRE STORE #00192	175.94	CAD	175.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00016	C-FORESTRY GEN-PLANT/NURSERY	5200	Home Supply Warehouse	"TIES,CABLES,TAPE,WASH,TRAY,BRUSH,SPRAYER"	
					175.94	CAD	175.94	CAD								
"PARKS, FORESTRY & RECREATION"	3021-22	2014-06-02	2014-06-04	CROZIER ENTERPRISES LT	540.14	CAD	540.14	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	PLAYGROUND EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3035-17	2014-06-10	2014-06-12	CDN TIRE STORE #00273	6.54	CAD	6.54	CAD	2715	PAINT SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	SPRAY PAINT	
"PARKS, FORESTRY & RECREATION"	3037-21	2014-06-11	2014-06-13	VICDOM SAND   GRAV	946.01	CAD	946.01	CAD	2785	SAND	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	1520	General Contractors - Residential and Co	BRICK SAND	
"PARKS, FORESTRY & RECREATION"	3057-48	2014-06-27	2014-06-30	PARLIAMENT BUILDING SU	83.22	CAD	83.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	ASPHALT PATCH	
					"1,575.91"	CAD	"1,575.91"	CAD								
TORONTO WATER	3021-23	2014-06-03	2014-06-04	PAUL WOLF ELECTRIC   L	64.55	CAD	64.55	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	VARIOUS ELECTRICAL SUPPLIES	
TORONTO WATER	3035-18	2014-06-11	2014-06-12	TRADEPORT ELECTRONICS	32.77	CAD	32.77	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	TEST LEADS	
TORONTO WATER	3057-49	2014-06-27	2014-06-30	THE HOME DEPOT #7013	307.20	CAD	307.20	CAD	*****	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  1 1/2ADAPTER	
					404.52	CAD	404.52	CAD								
FACILITIES MANAGEMENT 	3021-24	2014-06-03	2014-06-04	TORONTO PARKING AUTHOR	72.00	CAD	72.00	CAD	2570	JANITORIAL SUPPLIES	FA1327	ADMIN-CUSTODIAL SERVICES-POLICE FACILITI	7523	Automobile Parking Lots and Garages		
FACILITIES MANAGEMENT 	3035-19	2014-06-11	2014-06-12	TPA (REFUND/OTHER)	-52.00	CAD	-52.00	CAD	2570	JANITORIAL SUPPLIES	FA1327	ADMIN-CUSTODIAL SERVICES-POLICE FACILITI	7523	Automobile Parking Lots and Garages		
					20.00	CAD	20.00	CAD								
FACILITIES MANAGEMENT 	3020-9	2014-06-02	2014-06-03	EASTERN PARTITIONS LTD	386.46	CAD	386.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61259748	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	PARTITIONS	
FACILITIES MANAGEMENT 	3027-15	2014-06-05	2014-06-06	CDN ENGRAVERS SUPP CO	73.45	CAD	73.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61248470	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1740	"Insulation, Masonry, Plastering, Stonewo"	ENGRAVER METAL SIGN	
FACILITIES MANAGEMENT 	3027-16	2014-06-06	2014-06-06	AVIATION SUPPLIES	178.96	CAD	178.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61259911	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SS WIRE	
FACILITIES MANAGEMENT 	3039-32	2014-06-12	2014-06-16	THE HOME DEPOT #7080	14.66	CAD	14.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61206080	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  WIRE	
					653.53	CAD	653.53	CAD								
"PARKS, FORESTRY & RECREATION"	3018-20	2014-05-29	2014-06-02	CDN TIRE STORE #00600	78.99	CAD	78.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08633	JOHN INNES-INSTRL	5200	Home Supply Warehouse	SUPPLIES FOR BASEBALL LEAGUE CLUB	
"PARKS, FORESTRY & RECREATION"	3029-36	2014-06-06	2014-06-09	NOFRILLS LUCIANO'S #34	34.94	CAD	34.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MILK, MOZZ CHEESE, RED PEPPERS"	
"PARKS, FORESTRY & RECREATION"	3046-25	2014-06-17	2014-06-19	HANDS ON EXOTICS INC	279.68	CAD	279.68	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUMMER CAMPS-JOHN INNES	5995	Pet Shops - Pet Food and Supplies	ADMISSION TO CAMP PRESENTATION	
					393.61	CAD	393.61	CAD								
LONG TERM CARE HOMES	3025-23	2014-06-03	2014-06-05	SHOPPERS HOME HEALTH C	70.00	CAD	70.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3F083	SEVEN OAKS-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	PHYSIO SUPPLIES	
LONG TERM CARE HOMES	3027-17	2014-06-03	2014-06-06	PRINT THREE #28	42.94	CAD	42.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3F083	SEVEN OAKS-PS-PS	2741	Miscellaneous Publishing and Printing	MONTHLY RESIDENTS CALENDAR	
LONG TERM CARE HOMES	3031-15	2014-06-09	2014-06-10	HUNTS HEALTHCARE INC	742.97	CAD	742.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3F083	SEVEN OAKS-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	REHABILITATION SUPPLIES	
LONG TERM CARE HOMES	3046-26	2014-06-18	2014-06-19	SPECTRUM EDUCATIONAL S	245.40	CAD	245.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3F083	SEVEN OAKS-PS-PS	5943	"Office, School Supply, and Stationery St"	REHABILITION/PROGRAM SUPPLIES	
					"1,101.31"	CAD	"1,101.31"	CAD								
"PARKS, FORESTRY & RECREATION"	3018-21	2014-05-30	2014-06-02	THE HOME DEPOT #7013	40.33	CAD	40.33	CAD	2710	GENERAL HARDWARE	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  P.T. BALL	
"PARKS, FORESTRY & RECREATION"	3018-22	2014-05-31	2014-06-02	LOWES #02640*	49.66	CAD	49.66	CAD	2710	GENERAL HARDWARE	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	"SNAP,BOLT,DBL END,SS,162S"	
"PARKS, FORESTRY & RECREATION"	3018-23	2014-05-29	2014-06-02	JACK WATSON SPORTS INC	119.78	CAD	119.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06434	JJ PICCININNI-SPORTS	5941	Sporting Goods Stores	TEE BALL EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3018-24	2014-05-30	2014-06-02	FUTURE SHOP #617	24.85	CAD	24.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10443	JJ PICCININNI-PRGM SUPPORT	5732	Electronic Sales	STEREO CABLES	
"PARKS, FORESTRY & RECREATION"	3018-25	2014-05-30	2014-06-02	THE HOME DEPOT #7013	78.99	CAD	78.99	CAD	2710	GENERAL HARDWARE	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  DOUBLE BOLT	
"PARKS, FORESTRY & RECREATION"	3027-18	2014-06-05	2014-06-06	STAPLES STORE #86	71.45	CAD	71.45	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10443	JJ PICCININNI-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	STATIONARY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3029-37	2014-06-05	2014-06-09	THE HOME DEPOT #7013	103.94	CAD	103.94	CAD	2270	PROPANE GAS	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  WHITE TANK	
"PARKS, FORESTRY & RECREATION"	3029-38	2014-06-06	2014-06-09	EUROPEAN QUALITY MEATS	78.00	CAD	78.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04885	JJ PICCININNI-SUMMER CAMPS	5422	"Freezer, Locker Meat Provisioners"	"KETCHUP, MUSTARD, RELISH"	
