Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1929-19	04-02-2012	04-03-2012	PRICE CHOPPER #7964QPS	284.16	CAD	284.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR TOPCLIFF BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1936-33	04-04-2012	04-05-2012	NOFRILLS VINCE'S #3930	12.02	CAD	12.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR OAKDALE BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1942-20	04-10-2012	04-11-2012	PRICE CHOPPER #7984QPS	206.80	CAD	206.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR TOPCLIFF BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1944-30	04-11-2012	04-12-2012	PRICE CHOPPER #7964QPS	20.86	CAD	20.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR TOPCLIFF BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1948-32	04-13-2012	04-16-2012	PRICE CHOPPER #7964QPS	8.03	CAD	8.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1949-28	04-16-2012	04-17-2012	PRICE CHOPPER #7984QPS	88.16	CAD	88.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR OAKDALE BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1956-31	04-20-2012	04-23-2012	PRICE CHOPPER #7984QPS	9.23	CAD	9.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1960-41	04-21-2012	04-25-2012	ZELLERS #254	25.90	CAD	25.90	CAD	2710	GENERAL HARDWARE	P11429	OAKDALE CC-SOC PGM	5310	Discount Stores	BATTERIES	
"PARKS, FORESTRY & RECREATION"	1960-42	04-24-2012	04-25-2012	PRICE CHOPPER #7984QPS	216.72	CAD	216.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	TINY TOTS SNACK	
"PARKS, FORESTRY & RECREATION"	1960-43	04-24-2012	04-25-2012	PRICE CHOPPER #7984QPS	177.96	CAD	177.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR OAKDALE BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1965-32	04-27-2012	04-30-2012	NOFRILLS VINCE'S #3930	10.53	CAD	10.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
					"1,116.80"	CAD	"1,116.80"	CAD								
"PARKS, FORESTRY & RECREATION"	1954-51	04-18-2012	04-20-2012	THE HOME DEPOT #7011	5.30	CAD	5.30	CAD	2730	LOCKS	P07609	OLYMPIUM-PGM SUPP	5200	Home Supply Warehouse	DRAWER LOCK	
					5.30	CAD	5.30	CAD								
"PARKS, FORESTRY & RECREATION"	1928-49	03-30-2012	04-02-2012	PCO SERVICES CORPORATI	80.80	CAD	80.80	CAD	4417	PEST CONTROL	P08499	THISTLETOWN SC-PGM S	7342	Exterminating and Disinfecting Services	PEST CONTROL SERVICES - WEST ACRES	
"PARKS, FORESTRY & RECREATION"	1928-50	03-30-2012	04-02-2012	PCO SERVICES CORPORATI	70.63	CAD	70.63	CAD	4417	PEST CONTROL	P08499	THISTLETOWN SC-PGM S	7342	Exterminating and Disinfecting Services	PEST CONTROL SERVICES - RIVERLEA	
"PARKS, FORESTRY & RECREATION"	1929-20	04-02-2012	04-03-2012	RELIANCE PROTECTRON SE	171.53	CAD	171.53	CAD	4435	C. SERV - SECUR SYS	P08499	THISTLETOWN SC-PGM S	7393	"Detective Agencies, Protective Agencies,"	ALARM SERVICE - WEST ACRES	
"PARKS, FORESTRY & RECREATION"	1929-21	04-02-2012	04-03-2012	STAPLES STORE #228	199.85	CAD	199.85	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P08499	THISTLETOWN SC-PGM S	5943	"Office, School Supply, and Stationery St"	TONER	
"PARKS, FORESTRY & RECREATION"	1957-26	04-23-2012	04-24-2012	FOOD BASICS #689	24.14	CAD	24.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08499	THISTLETOWN SC-PGM S	5411	"Grocery Stores, Supermarkets"	TASC SNACKS	
"PARKS, FORESTRY & RECREATION"	1961-43	04-24-2012	04-26-2012	WAL-MART # 3740	81.16	CAD	81.16	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P08499	THISTLETOWN SC-PGM S	5411	"Grocery Stores, Supermarkets"	CERTIFICATE PAPER	
					628.11	CAD	628.11	CAD								
TORONTO WATER	1965-33	04-26-2012	04-30-2012	ACKLANDS-GRAINGER INC	"1,287.30"	CAD	"1,287.30"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
					"1,287.30"	CAD	"1,287.30"	CAD								
"PARKS, FORESTRY & RECREATION"	1928-51	03-30-2012	04-02-2012	NOFRILLS VITO'S #3936	91.11	CAD	91.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08216	LAWRENCE HTS-SPEC IN	5411	"Grocery Stores, Supermarkets"	FOOD FOR LADYBUGS/YBC/CLASP	
"PARKS, FORESTRY & RECREATION"	1936-34	04-04-2012	04-05-2012	NOFRILLS VITO'S #3936	39.75	CAD	39.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08216	LAWRENCE HTS-SPEC IN	5411	"Grocery Stores, Supermarkets"	"FOOD FOR LADYBUGS CLASS, YBC, CLASP"	
"PARKS, FORESTRY & RECREATION"	1948-33	04-13-2012	04-16-2012	FORTINO'S	34.52	CAD	34.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04715	LAWRENCE HGTS-SUMR F	5411	"Grocery Stores, Supermarkets"	"FOOD FOR LADYBUGS CLASS, YBC, CLASP"	
"PARKS, FORESTRY & RECREATION"	1954-52	04-19-2012	04-20-2012	FORTINO'S	107.12	CAD	107.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04715	LAWRENCE HGTS-SUMR F	5411	"Grocery Stores, Supermarkets"	"FOOD FOR LADYBUGS CLASS, YBC, CLASP"	
"PARKS, FORESTRY & RECREATION"	1962-42	04-26-2012	04-27-2012	FORTINO'S	60.84	CAD	60.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08216	LAWRENCE HTS-SPEC IN	5411	"Grocery Stores, Supermarkets"	"FOOD FOR LADYBUGS CLASS, YBC, CLASP"	
					333.34	CAD	333.34	CAD								
"PARKS, FORESTRY & RECREATION"	1929-22	03-30-2012	04-03-2012	TERRAFIX GEOSYNTHETICS	639.06	CAD	639.06	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5085	Industrial Supplies Not Elsewhere Classi	FILTER CLOTH	
"PARKS, FORESTRY & RECREATION"	1960-44	04-23-2012	04-25-2012	THE HOME DEPOT #7078	72.60	CAD	72.60	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	*****	
					711.66	CAD	711.66	CAD								
"PARKS, FORESTRY & RECREATION"	1929-23	04-02-2012	04-03-2012	LAKESHORE LUMBER	903.50	CAD	903.50	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00898	KIPLING YD-PKS CONST	5251	Hardware Stores	ROLL ROOFING	
"PARKS, FORESTRY & RECREATION"	1938-53	04-05-2012	04-09-2012	LAKESHORE LUMBER	138.89	CAD	138.89	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PKS CONST	5251	Hardware Stores	LARGE TARP FOR HIGH PARK	
"PARKS, FORESTRY & RECREATION"	1944-31	04-10-2012	04-12-2012	THE HOME DEPOT #7011	6.75	CAD	6.75	CAD	2730	LOCKS	P00898	KIPLING YD-PKS CONST	5200	Home Supply Warehouse	CAM LOCK	
"PARKS, FORESTRY & RECREATION"	1957-27	04-23-2012	04-24-2012	STAPLES STORE #11	16.49	CAD	16.49	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00898	KIPLING YD-PKS CONST	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
					"1,065.63"	CAD	"1,065.63"	CAD								
"PARKS, FORESTRY & RECREATION"	1928-52	03-31-2012	04-02-2012	NOFRILLS NICHOLSONS	25.68	CAD	25.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - YOUTH WITH DISABILITIES	
					25.68	CAD	25.68	CAD								
"PARKS, FORESTRY & RECREATION"	1928-53	03-30-2012	04-02-2012	REGIONAL HOSE TORONTO	104.11	CAD	104.11	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1929-24	03-30-2012	04-03-2012	WURTH CANADA LIMITED/L	475.46	CAD	475.46	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1934-28	03-30-2012	04-04-2012	WAJAX EQUIP MISSISSAUG	751.05	CAD	751.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	REPLACE WINCH CABLE	
"PARKS, FORESTRY & RECREATION"	1934-29	04-02-2012	04-04-2012	ACTION HYDRAULICS LTD.	333.35	CAD	333.35	CAD	4405	C. SRV - UNLIC EQ	P00859	ALNESS YD-YD OPERN	7699	Miscellaneous Repair Shops and Related S	CYLINDER REPAIR	
"PARKS, FORESTRY & RECREATION"	1934-30	04-02-2012	04-04-2012	ACTION HYDRAULICS LTD.	276.85	CAD	276.85	CAD	4405	C. SRV - UNLIC EQ	P00859	ALNESS YD-YD OPERN	7699	Miscellaneous Repair Shops and Related S	REPAIR FITTING & RE SEAL	
"PARKS, FORESTRY & RECREATION"	1938-54	04-04-2012	04-09-2012	NAPA WILLOWDALE #143	39.04	CAD	39.04	CAD	2575	ELECTRICAL SUPPLIES	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1944-32	04-11-2012	04-12-2012	LAWSON PRODUCTS INC	776.29	CAD	776.29	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	AIR HOSE COUPLERS	
"PARKS, FORESTRY & RECREATION"	1950-35	04-17-2012	04-18-2012	BARGAIN AUTOMOTIVE   E	423.75	CAD	423.75	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	HOIST INSPECTION	
"PARKS, FORESTRY & RECREATION"	1953-40	04-18-2012	04-19-2012	HUTCHINSON FARM SUPPLY	29.67	CAD	29.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5599	"Miscellaneous Automotive, Aircraft, and"	BEARINGS	
"PARKS, FORESTRY & RECREATION"	1960-45	04-23-2012	04-25-2012	THE HOME DEPOT #7078	4.89	CAD	4.89	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1965-34	04-27-2012	04-30-2012	BENSON TIRE #114	321.06	CAD	321.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	TURF TIRES	
					"3,535.52"	CAD	"3,535.52"	CAD								
"PARKS, FORESTRY & RECREATION"	1954-53	04-19-2012	04-20-2012	STAPLES STORE #3	76.12	CAD	76.12	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10450	N TOR-PGM SUPP	5943	"Office, School Supply, and Stationery St"	DISPLAY BOARDS FOR NTMCC OPEN HOUSE	
"PARKS, FORESTRY & RECREATION"	1960-46	04-24-2012	04-25-2012	STAPLES STORE #3	17.22	CAD	17.22	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P10450	N TOR-PGM SUPP	5943	"Office, School Supply, and Stationery St"	COLOUR PRINTS FOR NTMCC OPEN HOUSE	
"PARKS, FORESTRY & RECREATION"	1961-44	04-24-2012	04-26-2012	SHOPPERSDRUGMART1287	20.40	CAD	20.40	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P10450	N TOR-PGM SUPP	5912	"Drug Stores, Pharmacies"	PHOTOS FOR NTMCC OPEN HOUSE	
"PARKS, FORESTRY & RECREATION"	1961-45	04-25-2012	04-26-2012	STAPLES STORE #3	10.31	CAD	10.31	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P10450	N TOR-PGM SUPP	5943	"Office, School Supply, and Stationery St"	COLOUR PRINTS FOR NTMCC OPEN HOUSE	
					124.05	CAD	124.05	CAD								
EMERGENCY MEDICAL SERVICES	1934-31	04-03-2012	04-04-2012	TORONTO PARKING AUTHOR	4.50	CAD	4.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING - FRIEVANCE HEARING	
EMERGENCY MEDICAL SERVICES	1960-47	04-24-2012	04-25-2012	AMEMSO	200.00	CAD	200.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46753	OPS - DISTRICT 1	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
					204.50	CAD	204.50	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1929-25	04-02-2012	04-03-2012	LUMA	144.30	CAD	144.30	CAD	4823	MEALS-OUTSIDE LOC'S	ED0142	IM-FIL-TRAD-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	1936-35	04-03-2012	04-05-2012	AFCI	"4,661.48"	CAD	"4,550.00"	USD	4414	ADVERTISING & PROMOTION	ED0145	IM-FIL-SUPP-CENTRAL	7829	Motion Picture and Video Tape Production	FULL PAGE AD	
ECONOMIC DEVELOPMENT & CULTURE	1938-55	04-05-2012	04-09-2012	AIR CAN  0142106677389	470.68	CAD	470.68	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0142	IM-FIL-TRAD-CENTRAL	3009	Air Canada	"AIRFARE TRADE SHOW - LA, CA"	
ECONOMIC DEVELOPMENT & CULTURE	1938-56	04-05-2012	04-09-2012	AIR CAN  0142106677389	14.00	CAD	14.00	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0142	IM-FIL-TRAD-CENTRAL	3009	Air Canada	"ONBOARD CAFE VOUCHER - LA, CA"	
					"5,290.46"	CAD	628.98	CAD								
							"4,550.00"	USD								
"PARKS, FORESTRY & RECREATION"	1934-32	04-03-2012	04-04-2012	CUSTOM DOOR   LOCK SER	28.82	CAD	28.82	CAD	2730	LOCKS	P00539	EASTERN BEACHES-TURF	5533	"Automotive Parts, Accessories Stores"	KEY CUTTING	
"PARKS, FORESTRY & RECREATION"	1944-33	04-09-2012	04-12-2012	RONA # 55240	59.98	CAD	59.98	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF	5251	Hardware Stores	ZIP TIES	
"PARKS, FORESTRY & RECREATION"	1953-41	04-18-2012	04-19-2012	CANDOOR OVERHEAD DOORS	108.48	CAD	108.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00539	EASTERN BEACHES-TURF	5039	Construction Materials Not Elsewhere Cla	GARAGE DOOR OPENERS	
"PARKS, FORESTRY & RECREATION"	1953-42	04-18-2012	04-19-2012	CUSTOM DOOR   LOCK SER	35.60	CAD	35.60	CAD	2730	LOCKS	P00539	EASTERN BEACHES-TURF	5533	"Automotive Parts, Accessories Stores"	KEY CUTTING	
"PARKS, FORESTRY & RECREATION"	1956-32	04-19-2012	04-23-2012	CDN TIRE STORE #00654	18.71	CAD	18.71	CAD	2730	LOCKS	P00539	EASTERN BEACHES-TURF	5200	Home Supply Warehouse	KEY CUTTING	
"PARKS, FORESTRY & RECREATION"	1960-48	04-23-2012	04-25-2012	SHARPE FARM SUPPLY MOF	45.99	CAD	45.99	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00539	EASTERN BEACHES-TURF	0763	Agricultural Cooperatives	GRASS SEED	
"PARKS, FORESTRY & RECREATION"	1960-49	04-23-2012	04-25-2012	RONA # 55240	11.29	CAD	11.29	CAD	2535	PLUMBING SUPPLIES	P00539	EASTERN BEACHES-TURF	5251	Hardware Stores	HOSE SPLITTER	
"PARKS, FORESTRY & RECREATION"	1960-50	04-23-2012	04-25-2012	CHAIN SAW CLINIC LTD	597.77	CAD	597.77	CAD	3080	M & E - HAND TOOLS	P00539	EASTERN BEACHES-TURF	5722	Household Appliance Stores	POLE PRUNER	
					906.64	CAD	906.64	CAD								
"PARKS, FORESTRY & RECREATION"	1934-33	04-03-2012	04-04-2012	BUNNING SPLICING   RIG	92.21	CAD	92.21	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1936-36	04-04-2012	04-05-2012	ROMA FENCE LTD	277.70	CAD	277.70	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	1949-29	04-16-2012	04-17-2012	UCC INDUSTRIES INTERNA	133.63	CAD	133.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00898	KIPLING YD-PKS CONST	5712	"Equipment, Furniture, and Home Furnishin"	BANDING & BUCKLES	
"PARKS, FORESTRY & RECREATION"	1950-36	04-12-2012	04-18-2012	NATIONAL CONCRETE ACCE	189.43	CAD	189.43	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PKS CONST	5039	Construction Materials Not Elsewhere Cla	CONCRETE REBAR TIES	
"PARKS, FORESTRY & RECREATION"	1961-46	04-25-2012	04-26-2012	WESTMETRO EQUIP SALES	277.10	CAD	277.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00898	KIPLING YD-PKS CONST	5533	"Automotive Parts, Accessories Stores"	BACKHOE PARTS	
"PARKS, FORESTRY & RECREATION"	1965-35	04-26-2012	04-30-2012	WESTMETRO EQUIP SALES	117.47	CAD	117.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00898	KIPLING YD-PKS CONST	5533	"Automotive Parts, Accessories Stores"	BACKHOE PARTS	
					"1,087.54"	CAD	"1,087.54"	CAD								
"PARKS, FORESTRY & RECREATION"	1936-37	04-04-2012	04-05-2012	KUUSPORT MANUFCTURING	278.32	CAD	278.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12634	ETO CTR-SKAT-PRG SUP	5655	"Sports Apparel, Riding Apparel Stores"	SKI WAX	
"PARKS, FORESTRY & RECREATION"	1942-21	04-10-2012	04-11-2012	FITNESS SOURCE #3224	302.19	CAD	302.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07521	MEMORIAL HLTH CLUB-F	5941	Sporting Goods Stores	FITNESS CLASS SUPPLIES	
					580.51	CAD	580.51	CAD								
SOLID WASTE MANAGEMENT	1944-34	04-11-2012	04-12-2012	WELD-O-MATIC	111.49	CAD	111.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0810	INGRAM TS OPER	7692	Welding Repair	SEAL KIT FOR CYLINDER MODEL M6181000	
					111.49	CAD	111.49	CAD								
FIRE SERVICES	1948-34	04-12-2012	04-16-2012	THE UNIFORM GROUP INC	770.49	CAD	770.49	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	7296	"Clothing Rental - Costumes, Uniforms and"	MESS KIT	
					770.49	CAD	770.49	CAD								
"PARKS, FORESTRY & RECREATION"	1944-35	04-11-2012	04-12-2012	NEW CANADIAN LUMBER	6.84	CAD	6.84	CAD	2715	PAINT SUPPLIES	P00536	WATERFRONT	5251	Hardware Stores	SPRAY PAINT	
"PARKS, FORESTRY & RECREATION"	1954-54	04-19-2012	04-20-2012	MERIT DECORATING CENTR	152.74	CAD	152.74	CAD	2715	PAINT SUPPLIES	P00536	WATERFRONT	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1961-47	04-25-2012	04-26-2012	ROTBLOTT'S DISCOUNT WH	23.70	CAD	23.70	CAD	2715	PAINT SUPPLIES	P00536	WATERFRONT	5251	Hardware Stores	SPRAY PAINT	
					183.28	CAD	183.28	CAD								
"PARKS, FORESTRY & RECREATION"	1928-54	03-30-2012	04-02-2012	THE HOME DEPOT #7001	264.25	CAD	264.25	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1936-38	04-03-2012	04-05-2012	FULFORD SUPPLY LTD.	98.20	CAD	98.20	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	1711	"Air Conditioning, Heating, and Plumbing"	COPPER PIPE & FITTINGS	
"PARKS, FORESTRY & RECREATION"	1938-57	04-04-2012	04-09-2012	THE HOME DEPOT #7001	213.07	CAD	213.07	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1938-58	04-04-2012	04-09-2012	THE HOME DEPOT #7001	91.73	CAD	91.73	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1938-59	04-05-2012	04-09-2012	LOWES #02633*	73.98	CAD	73.98	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1938-60	04-05-2012	04-09-2012	THE HOME DEPOT #7001	96.10	CAD	96.10	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1940-9	04-05-2012	04-10-2012	FULFORD SUPPLY LTD.	120.82	CAD	120.82	CAD	2535	PLUMBING SUPPLIES	P07649	TAM OSHANTER-OPERATI	1711	"Air Conditioning, Heating, and Plumbing"	VALVES	
"PARKS, FORESTRY & RECREATION"	1942-22	04-10-2012	04-11-2012	VANDEN BUSSCHE IRRIGAT	72.95	CAD	72.95	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5719	Miscellaneous House Furnishing Specialty	BUSHINGS-GAUGE-POLY PIPE	
"PARKS, FORESTRY & RECREATION"	1944-36	04-10-2012	04-12-2012	THE HOME DEPOT #7001	110.07	CAD	110.07	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1944-37	04-11-2012	04-12-2012	ACKLANDS-GRAINGER INC	88.19	CAD	88.19	CAD	2665	PROTECTIVE CLOTHING	P07649	TAM OSHANTER-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	EAR PLUGS	
"PARKS, FORESTRY & RECREATION"	1946-34	04-10-2012	04-13-2012	GP CHEMICALS SPECIALTY	671.71	CAD	671.71	CAD	2570	JANITORIAL SUPPLIES	P07649	TAM OSHANTER-OPERATI	5969	Direct Marketing - Other Direct Marketer	CLEANING PRODUCTS	
"PARKS, FORESTRY & RECREATION"	1946-35	04-11-2012	04-13-2012	THE HOME DEPOT #7001	170.78	CAD	170.78	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1946-36	04-11-2012	04-13-2012	THE HOME DEPOT #7001	42.07	CAD	42.07	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1946-37	04-12-2012	04-13-2012	MR JANITORIAL SUPPLIES	377.73	CAD	377.73	CAD	2570	JANITORIAL SUPPLIES	P07649	TAM OSHANTER-OPERATI	2842	"Specialty Cleaning, Polishing, and Sanit"	*****	
"PARKS, FORESTRY & RECREATION"	1946-38	04-11-2012	04-13-2012	THE HOME DEPOT #7001	-78.72	CAD	-78.72	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	3/4X6 TUSPI	
"PARKS, FORESTRY & RECREATION"	1953-43	04-18-2012	04-19-2012	MR JANITORIAL SUPPLIES	297.22	CAD	297.22	CAD	2570	JANITORIAL SUPPLIES	P07649	TAM OSHANTER-OPERATI	2842	"Specialty Cleaning, Polishing, and Sanit"	*****	
"PARKS, FORESTRY & RECREATION"	1954-55	04-18-2012	04-20-2012	THE HOME DEPOT #7001	214.94	CAD	214.94	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1954-56	04-18-2012	04-20-2012	VANDEN BUSSCHE IRRIGAT	75.57	CAD	75.57	CAD	2770	GRAVEL	P07649	TAM OSHANTER-OPERATI	5719	Miscellaneous House Furnishing Specialty	WETDRY CEMENT	
"PARKS, FORESTRY & RECREATION"	1960-51	04-23-2012	04-25-2012	THE HOME DEPOT #7001	72.71	CAD	72.71	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	*****	
					"3,073.37"	CAD	"3,073.37"	CAD								
"PARKS, FORESTRY & RECREATION"	1953-44	04-18-2012	04-19-2012	NOFRILLS VINCE'S #3930	10.84	CAD	10.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11563	DRIFTWD-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR BLACKSMITH ASP	
