Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order #	Cost Center / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4993-138	2018-05-24	2018-05-24	NOFRILLS NICK S #1399	86.56	CAD	86.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08946	LAMOREAUX CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	4998-134	2018-05-31	2018-05-31	WAL-MART # 3111	57.86	CAD	57.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08946	LAMOREAUX CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
					396.29	CAD	396.29	CAD								
"PARKS, FORESTRY & RECREATION"	4977-66	2018-05-02	2018-05-02	D&G VACUUM REPAIR SERV	126.56	CAD	126.56	CAD	2199	MISCELLANEOUS PARTS	P06682	BRDLANDS CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	"DUMP BAG FOR VACCUM, BELT REPLACEMENT"	
"PARKS, FORESTRY & RECREATION"	4987-66	2018-05-15	2018-05-15	SP&S COMMERCIAL SWIMMI	555.58	CAD	555.58	CAD	2499	OTHER CHEMICALS	P07697	CUMMER COMPLEX-OPERATIONS	5996	Swimming Pools - Sales and Supplies	GREEN 2 CLEAN	
"PARKS, FORESTRY & RECREATION"	4988-58	2018-05-15	2018-05-16	THE HOME DEPOT #7073	14.67	CAD	14.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	5200	Home Supply Warehouse	TRIM LINE	
"PARKS, FORESTRY & RECREATION"	4989-154	2018-05-17	2018-05-17	THE HOME DEPOT #7073	99.64	CAD	99.64	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P12151	TRACE MANES-COMM CENTRES-OPS	5200	Home Supply Warehouse	**MORE**  MAX 16 X 24	
"PARKS, FORESTRY & RECREATION"	4989-155	2018-05-17	2018-05-17	THE HOME DEPOT #7073	124.21	CAD	124.21	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P06680	BANBURY CC-OPERATIONS	5200	Home Supply Warehouse	MICRO  20 X	
"PARKS, FORESTRY & RECREATION"	4989-156	2018-05-17	2018-05-17	DICKSON HOME HARDWARE	6.20	CAD	6.20	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P06679	ARMOUR HGTS CC-OPERATIONS	5251	Hardware Stores	FILTERS/FILER MATERIAL	
"PARKS, FORESTRY & RECREATION"	4993-139	2018-05-24	2018-05-24	THE HOME DEPOT #7129	81.30	CAD	81.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	5200	Home Supply Warehouse	**MORE**  THERM GUARD	
"PARKS, FORESTRY & RECREATION"	4993-140	2018-05-24	2018-05-24	ONTARIO ACOUSTIC SUPPL	260.35	CAD	260.35	CAD	3320	FIXTURES	P07697	CUMMER COMPLEX-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES FOR DROP CEILING	
"PARKS, FORESTRY & RECREATION"	4993-141	2018-05-23	2018-05-24	CDN TIRE STORE #00459	66.31	CAD	66.31	CAD	2715	PAINT SUPPLIES	P02381	LEASIDE PK OUTDR POOL-L/PBLC-OUTDR	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4997-66	2018-05-29	2018-05-30	THE HOME DEPOT #7106	363.45	CAD	363.45	CAD	2199	MISCELLANEOUS PARTS	P06682	BRDLANDS CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  HANDSHOWER	
					"1,698.27"	CAD	"1,698.27"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4982-62	2018-05-08	2018-05-08	BRICKS 4 KIDZ - BEACHE	237.30	CAD	237.30	CAD	4085	PROF & TECH-MGMT	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	8299	Educational Services	JUNION ROBOTICS WORKSHOPS	
ECONOMIC DEVELOPMENT & CULTURE	4987-67	2018-05-15	2018-05-15	SP * STEM STORE OF CDA	154.25	CAD	154.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5734	Computer Software Stores	SUNART PAPER 5 X 7	
ECONOMIC DEVELOPMENT & CULTURE	4991-49	2018-05-22	2018-05-22	METRO #808	106.52	CAD	106.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5411	"Grocery Stores, Supermarkets"	"GLACIER ICE, FUDGE CAKE, STRAWBERRY CREAM CAKE"	
ECONOMIC DEVELOPMENT & CULTURE	4992-78	2018-05-23	2018-05-23	TUCKERS POTTERY SUPPLI	156.90	CAD	156.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	CLAY CONE	
ECONOMIC DEVELOPMENT & CULTURE	4993-142	2018-05-24	2018-05-24	MONDELEZ	18.00	CAD	18.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5462	Bakeries	OATMEAL ORIGINAL BULK	
ECONOMIC DEVELOPMENT & CULTURE	4993-143	2018-05-25	2018-05-25	FACEBK AEVTBG22X2	20.00	CAD	20.00	CAD	4414	ADVERTISING & PROMOTION	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7311	Advertising Services	FACEBOOK ADS	
ECONOMIC DEVELOPMENT & CULTURE	4994-37	2018-05-26	2018-05-26	JOE S NO FRILLS 3141	24.97	CAD	24.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5411	"Grocery Stores, Supermarkets"	"GINGERALE, ORANGE JUICE, BERRY PUNCH"	
					717.94	CAD	717.94	CAD								
"PARKS, FORESTRY & RECREATION"	4983-61	2018-05-09	2018-05-09	MICHAELS #4921	66.03	CAD	66.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10539	S-REC SUPER1-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	SENIOR ART SHOW DECORATIONS - PAPER AND MODE PODGE	
"PARKS, FORESTRY & RECREATION"	4991-50	2018-05-22	2018-05-22	MICHAELS #4921	37.80	CAD	37.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10539	S-REC SUPER1-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	TULIP FESTIVAL ACTIVITY ITEMS	
					103.83	CAD	103.83	CAD								
"PARKS, FORESTRY & RECREATION"	4976-133	2018-05-01	2018-05-01	NOFRILLS ROSS 782	4.97	CAD	4.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	OLIVE OIL	
"PARKS, FORESTRY & RECREATION"	4976-134	2018-05-01	2018-05-01	DOLLARAMA # 496	13.56	CAD	13.56	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	"FOOD CONTAINERS, CUTLERY"	
"PARKS, FORESTRY & RECREATION"	4976-135	2018-05-01	2018-05-01	METRO #748	7.02	CAD	7.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"ASPARAGUS, CHOC MILK"	
"PARKS, FORESTRY & RECREATION"	4978-155	2018-05-02	2018-05-03	WAL-MART #1004	18.59	CAD	18.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"HAIR NETS, CORNSTARCH"	
"PARKS, FORESTRY & RECREATION"	4978-156	2018-05-02	2018-05-03	CDN TIRE STORE #00182	6.54	CAD	6.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5200	Home Supply Warehouse	PLAY SAND	
"PARKS, FORESTRY & RECREATION"	4981-43	2018-05-07	2018-05-07	DOLLARAMA # 496	6.50	CAD	6.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4984-139	2018-05-09	2018-05-10	WAL-MART #1004	20.17	CAD	20.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4984-140	2018-05-09	2018-05-10	THE HOME DEPOT #7013	2.79	CAD	2.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5200	Home Supply Warehouse	1/2X6 TUSPI	
"PARKS, FORESTRY & RECREATION"	4987-68	2018-05-15	2018-05-15	DOLLARAMA # 496	20.60	CAD	20.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4987-69	2018-05-15	2018-05-15	DOLLARAMA # 780	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4988-59	2018-05-16	2018-05-16	MICHAELS #3990	3.72	CAD	3.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4992-79	2018-05-23	2018-05-23	DOLLARAMA # 780	18.98	CAD	18.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5310	Discount Stores	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4993-144	2018-05-24	2018-05-24	DOLLARAMA # 911	5.93	CAD	5.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4993-145	2018-05-24	2018-05-24	MICHAELS #3990	12.63	CAD	12.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4995-58	2018-05-28	2018-05-28	DOLLARAMA # 220	13.56	CAD	13.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5310	Discount Stores	SUMMER CAMP TRAINING SUPPLIES	
					166.86	CAD	166.86	CAD								
SOLID WASTE MANAGEMENT	4983-62	2018-05-09	2018-05-09	BEST BUY CANADA #927	606.79	CAD	606.79	CAD	3350	M & E - ELECTRICAL	SW0856	VICTORIA PARK TS SITE MAINTENANCE	5732	Electronic Sales	CONTROL ROOM MONITOR & CABLES	
SOLID WASTE MANAGEMENT	4984-141	2018-05-11	2018-05-11	ADI  T1	338.99	CAD	338.99	CAD	3032	M & E - PHOTOGRAPHIC	SW0856	VICTORIA PARK TS SITE MAINTENANCE	5072	Hardware Equipment and Supplies	16CH 2TB HD TVI CVI	
SOLID WASTE MANAGEMENT	4984-142	2018-05-11	2018-05-11	ADI  T1	20.33	CAD	20.33	CAD	3350	M & E - ELECTRICAL	SW0856	VICTORIA PARK TS SITE MAINTENANCE	5072	Hardware Equipment and Supplies	8 SPEAKER W/5W 25/7	
SOLID WASTE MANAGEMENT	4987-70	2018-05-15	2018-05-15	ADI  T1	92.65	CAD	92.65	CAD	3350	M & E - ELECTRICAL	SW0856	VICTORIA PARK TS SITE MAINTENANCE	5072	Hardware Equipment and Supplies	6 CLNG SPKR W/CHAIN	
SOLID WASTE MANAGEMENT	4987-71	2018-05-16	2018-05-16	ADI  TR	-20.33	CAD	-20.33	CAD	3350	M & E - ELECTRICAL	SW0856	VICTORIA PARK TS SITE MAINTENANCE	6211	Securities - Brokers/Dealers	RETURN OF SPEAKER	
SOLID WASTE MANAGEMENT	4997-67	2018-05-29	2018-05-30	PLCCENTER.COM	453.95	CAD	453.95	CAD	3350	M & E - ELECTRICAL	SW0853	DUFFERIN TS SITE MAINTENANCE	7629	"Appliance Repair Shops, Electrical and S"	INPUT MODULE 4POINT ANALOG	
					"1,492.38"	CAD	"1,492.38"	CAD								
FACILITIES MANAGEMENT DIVISON	4987-72	2018-05-15	2018-05-15	SOUND BARRIERS	"1,788.09"	CAD	"1,788.09"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61433655	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	LEXAN	
					"1,788.09"	CAD	"1,788.09"	CAD								
"PARKS, FORESTRY & RECREATION"	4989-157	2018-05-16	2018-05-17	THE HOME DEPOT #7011	367.44	CAD	367.44	CAD	2710	GENERAL HARDWARE	P00108	HIGH PARK-PLANT DISPLAY	5200	Home Supply Warehouse	**MORE**  PREM WB 10KG	
					367.44	CAD	367.44	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4993-146	2018-05-24	2018-05-24	METRO #720	62.61	CAD	62.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	SNACKS FOR DOORS OPEN VOLUNTEERS	
					62.61	CAD	62.61	CAD								
"PARKS, FORESTRY & RECREATION"	4981-49	2018-05-07	2018-05-07	GFL LIQUID EAST	"1,006.83"	CAD	"1,006.83"	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00890	KIPLING YD-FLEET EQUIP	7399	Business Services - Not Elsewhere Classi	PICK UP WASTE OIL	
"PARKS, FORESTRY & RECREATION"	4981-50	2018-05-07	2018-05-07	DARRYL LARTER TOOL SAL	253.00	CAD	253.00	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQUIP	5072	Hardware Equipment and Supplies	PLIERS	
"PARKS, FORESTRY & RECREATION"	4983-75	2018-05-09	2018-05-09	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	P00890	KIPLING YD-FLEET EQUIP	1799	"Contractors, Special Trade - Not Elsewhe"	TRADE CERTIFICATION	
"PARKS, FORESTRY & RECREATION"	4984-156	2018-05-11	2018-05-11	GLOBALINDUSTRIALCANDA	266.24	CAD	266.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00676	W-YORK1-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	TRAFFIC CONE HOLDER VERTICAL MOUNT	
"PARKS, FORESTRY & RECREATION"	4984-157	2018-05-11	2018-05-11	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	P00890	KIPLING YD-FLEET EQUIP	9399	Government Services - Not Elsewhere Clas	TRADE CERTIFICATION	
"PARKS, FORESTRY & RECREATION"	4986-55	2018-05-14	2018-05-14	BELL TV	77.46	CAD	77.46	CAD	4441	CONTRACTED SERVICES - CABLE TV	P00914	KIPLING YD-YARD OPERNS	4812	Telecommunication Equipment Including Te	MONTHLY SERVICE FEE	
"PARKS, FORESTRY & RECREATION"	4990-58	2018-05-22	2018-05-22	AMAZON *MARKETPLCE CA	19.00	CAD	19.00	CAD	2570	JANITORIAL SUPPLIES	P00914	KIPLING YD-YARD OPERNS	4816	Computer Network/Information Services	VACUUM FILTERS	
"PARKS, FORESTRY & RECREATION"	4995-66	2018-05-28	2018-05-28	NITRO INDUSTRIAL SALES	101.47	CAD	101.47	CAD	3080	M & E - HAND TOOLS	P12754	W-NORTH-N-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC TOOLS	
					"1,959.60"	CAD	"1,959.60"	CAD								
"PARKS, FORESTRY & RECREATION"	4978-180	2018-05-04	2018-05-04	NO FRILL S #1306	47.63	CAD	47.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SPRING PROGRAM COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4984-158	2018-05-11	2018-05-11	NO FRILL S #1306	55.05	CAD	55.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SPRING CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4989-184	2018-05-18	2018-05-18	NO FRILL S #1306	66.12	CAD	66.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SPRING CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4996-99	2018-05-29	2018-05-29	NO FRILL S #1306	85.78	CAD	85.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SPRING CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4996-100	2018-05-29	2018-05-29	JOAN S BLOOMING PLACE	28.25	CAD	28.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08590	JS BELL-SPEC EVNTS	5992	Florists	FLOWERS FOR SPRING DANCE RECITAL	
"PARKS, FORESTRY & RECREATION"	4997-83	2018-05-29	2018-05-30	BULK BARN STORE #633 E	23.17	CAD	23.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5499	Miscellaneous Food Stores - Convenience	SPRING CKNG PRGM	
					306.00	CAD	306.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4976-157	2018-05-01	2018-05-01	WHATPRICEGLORY INTL	442.03	CAD	334.00	USD	2670	UNIFORMS	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5999	Miscellaneous and Specialty Retail Store	"TROUSERS, CAP AND JACKET"	
ECONOMIC DEVELOPMENT & CULTURE	4978-181	2018-05-02	2018-05-03	CDN TIRE STORE #00654	49.13	CAD	49.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5200	Home Supply Warehouse	MATERIALS FOR PROGRAMMING	
ECONOMIC DEVELOPMENT & CULTURE	4985-52	2018-05-11	2018-05-11	THE PRINTING HOUSE #73	28.25	CAD	28.25	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5999	Miscellaneous and Specialty Retail Store	VINYL PANEL	
ECONOMIC DEVELOPMENT & CULTURE	4992-96	2018-05-22	2018-05-23	THE HOME DEPOT #7262	40.27	CAD	40.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5200	Home Supply Warehouse	**MORE**  DOWEL 3/4	
ECONOMIC DEVELOPMENT & CULTURE	4994-47	2018-05-25	2018-05-25	THE HOME DEPOT #7262	100.47	CAD	100.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5200	Home Supply Warehouse	**MORE**  PAINTER S MT	
ECONOMIC DEVELOPMENT & CULTURE	4994-48	2018-05-26	2018-05-26	THE HOME DEPOT #7004	22.53	CAD	22.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5200	Home Supply Warehouse	**MORE**  XL-GLOVES	
					682.68	CAD	240.65	CAD								
							334.00	USD								
"PARKS, FORESTRY & RECREATION"	4978-182	2018-05-04	2018-05-04	SHERWIN WILLIAMS 6870	656.51	CAD	656.51	CAD	2715	PAINT SUPPLIES	P00012	TERMINAL-FERRY OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES	
					656.51	CAD	656.51	CAD								
"PARKS, FORESTRY & RECREATION"	4978-183	2018-05-02	2018-05-03	BEECH BROS LIMITED	269.47	CAD	269.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PRGM SUPPORT	5441	"Candy, Nut, Confectionery Stores"	"COOKIES, CUPS"	
"PARKS, FORESTRY & RECREATION"	4981-51	2018-05-07	2018-05-07	COSTCO WHOLESALE W524	80.30	CAD	80.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PRGM SUPPORT	5300	Wholesale Clubs	LOUNGE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4996-101	2018-05-29	2018-05-29	COSTCO WHOLESALE W524	92.61	CAD	92.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PRGM SUPPORT	5300	Wholesale Clubs	TRAINING - SNACKS	
"PARKS, FORESTRY & RECREATION"	4998-166	2018-05-30	2018-05-31	WAL-MART # 3031	50.32	CAD	50.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PRGM SUPPORT	5310	Discount Stores	CRP TRAINING - SNACKS	
					492.70	CAD	492.70	CAD								
FACILITIES MANAGEMENT DIVISON	4978-184	2018-05-03	2018-05-03	THE HOME DEPOT #7001	96.42	CAD	96.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443482	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ACCESSORIES	
FACILITIES MANAGEMENT DIVISON	4978-185	2018-05-03	2018-05-03	DRAGONA CARPET SUPPLIE	28.25	CAD	28.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61441325	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5713	Floor Covering Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4980-53	2018-05-04	2018-05-04	THE HOME DEPOT #7001	15.67	CAD	15.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443482	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SCREWS	
FACILITIES MANAGEMENT DIVISON	4981-52	2018-05-07	2018-05-07	POWERTRADE ELECTRIC LT	114.41	CAD	114.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437895	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4982-81	2018-05-07	2018-05-08	THE HOME DEPOT #7001	123.17	CAD	123.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443591	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	GRADE 1 CLOS	
FACILITIES MANAGEMENT DIVISON	4982-82	2018-05-08	2018-05-08	L L LOCKS	248.60	CAD	248.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437895	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4983-76	2018-05-08	2018-05-09	THE HOME DEPOT #7027	9.02	CAD	9.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443591	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EVERBILT	
FACILITIES MANAGEMENT DIVISON	4983-77	2018-05-09	2018-05-09	POWERTRADE ELECTRIC LT	-114.41	CAD	-114.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437895	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4983-78	2018-05-09	2018-05-09	POWERTRADE ELECTRIC LT	65.29	CAD	65.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437895	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4983-79	2018-05-07	2018-05-09	DRAGONA CARPET SUPPLIE	32.77	CAD	32.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437895	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5713	Floor Covering Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4984-159	2018-05-10	2018-05-10	THE HOME DEPOT #7012	21.58	CAD	21.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61444983	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
FACILITIES MANAGEMENT DIVISON	4984-160	2018-05-11	2018-05-11	TESCO BUILDING SUPPLIE	32.76	CAD	32.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443873	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4984-161	2018-05-11	2018-05-11	POWERTRADE ELECTRIC LT	-65.29	CAD	-65.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437895	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4992-97	2018-05-23	2018-05-23	DAYVAN	139.72	CAD	139.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61444323	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4993-173	2018-05-23	2018-05-24	THE HOME DEPOT #7001	12.40	CAD	12.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61441123	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	REPLACE BLDE	
FACILITIES MANAGEMENT DIVISON	4995-67	2018-05-28	2018-05-28	LEE VALLEY - SCARBOROU	153.12	CAD	153.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61441123	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5072	Hardware Equipment and Supplies	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4996-102	2018-05-28	2018-05-29	THE HOME DEPOT #7027	15.20	CAD	15.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61445658	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	4X4X10SIENNA	
