Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBLS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	4922-26	2018-02-23	2018-02-23	MAPLE DRAPERY & CARPET	389.85	CAD	389.85	CAD	4471	CONTRACTED SERVICES - BLINDS & DRAPERIES	CAC107-02	MONTGOMERY'S INN INTERIORS-2016	5714	"Drapery, Upholstery, and Window Covering"	ROLLER BLIND AND INSTALLATION
ECONOMIC DEVELOPMENT & CULTURE	4922-27	2018-02-22	2018-02-22	ABBOTT	384.20	CAD	384.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5719	Miscellaneous House Furnishing Specialty	FLAMELESS CANDLES
					"1,401.31"	CAD	"1,401.31"	CAD							
"PARKS, FORESTRY & RECREATION"	4909-16	2018-02-06	2018-02-06	SMARTSHEET	433.48	CAD	433.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	5734	Computer Software Stores	UPGRADE CHARGE
					433.48	CAD	433.48	CAD							
TORONTO WATER	4916-21	2018-02-14	2018-02-14	BUNNING SPLICING & RIG	243.85	CAD	243.85	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5085	Industrial Supplies Not Elsewhere Classi	ROPE
TORONTO WATER	4918-15	2018-02-16	2018-02-16	THE HOME DEPOT #7129	172.89	CAD	172.89	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  CHISEL
TORONTO WATER	4918-16	2018-02-16	2018-02-16	THE HOME DEPOT #7134	334.42	CAD	334.42	CAD	*****	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  1-1/4 ADAP
					751.16	CAD	751.16	CAD							
TORONTO WATER	4904-35	2018-02-02	2018-02-02	BEST BUY CANADA #938	-146.89	CAD	-146.89	CAD	4804	WIRELESS DEVICES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5732	Electronic Sales	IPAD PRO PENCIL
TORONTO WATER	4904-36	2018-02-02	2018-02-02	BEST BUY CANADA #938	112.69	CAD	112.69	CAD	4804	WIRELESS DEVICES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5732	Electronic Sales	IPAD CASE
TORONTO WATER	4904-37	2018-02-01	2018-02-01	PETROCAN	38.40	CAD	38.40	CAD	2130	PARTS - MOBILE EQUIPMENT	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5541	Service Stations (with or without Ancill	COOLANT
TORONTO WATER	4904-38	2018-02-02	2018-02-02	STAPLES STORE #11	109.27	CAD	109.27	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES
TORONTO WATER	4904-39	2018-02-01	2018-02-01	BEST BUY CANADA #938	293.78	CAD	293.78	CAD	4804	WIRELESS DEVICES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5732	Electronic Sales	IPAD PRO PENCIL
TORONTO WATER	4907-10	2018-01-31	2018-02-02	PACIFIC FASTENERS (198	56.50	CAD	56.50	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5251	Hardware Stores	CAPS
TORONTO WATER	4907-11	2018-02-02	2018-02-02	THE HOME DEPOT #7011	63.29	CAD	63.29	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  MILKCRATEBLU
TORONTO WATER	4909-17	2018-02-06	2018-02-06	AUTO PARTS CENTRES	139.13	CAD	139.13	CAD	2401	LUBRICANTS	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5533	"Automotive Parts, Accessories Stores"	AW 32 OIL
TORONTO WATER	4910-14	2018-02-07	2018-02-07	ATLAS TOOLS & MACHINER	37.70	CAD	37.70	CAD	3080	M & E - HAND TOOLS	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5211	"Building Materials, Lumber Stores"	HOLE SAWS
TORONTO WATER	4911-31	2018-02-08	2018-02-08	THE HOME DEPOT #7011	33.66	CAD	33.66	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  MILKCRATEGRN
TORONTO WATER	4911-32	2018-02-07	2018-02-08	BILL S ELECTRIC SALES	44.97	CAD	44.97	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5251	Hardware Stores	FLASHLIGHTS
TORONTO WATER	4914-15	2018-02-12	2018-02-12	TRY HARD INDUSTRIAL SU	"1,250.35"	CAD	"1,250.35"	CAD	3080	M & E - HAND TOOLS	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5085	Industrial Supplies Not Elsewhere Classi	"TAPS, CUTTERS & DRILL BITS"
TORONTO WATER	4916-22	2018-02-13	2018-02-14	THE HOME DEPOT #7011	291.54	CAD	291.54	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	18  ROLLING
TORONTO WATER	4917-69	2018-02-15	2018-02-15	THE HOME DEPOT #7011	125.19	CAD	125.19	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  HDX 102L
TORONTO WATER	4918-17	2018-02-12	2018-02-16	PACIFIC FASTENERS (198	466.66	CAD	466.66	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5251	Hardware Stores	NUTS/BOLTS
TORONTO WATER	4921-29	2018-02-20	2018-02-21	THE HOME DEPOT #7011	21.74	CAD	21.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	CELFOT 1SL
TORONTO WATER	4922-28	2018-02-22	2018-02-22	THE HOME DEPOT #7011	84.35	CAD	84.35	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  GS BGF QSS
TORONTO WATER	4922-29	2018-02-22	2018-02-22	THE HOME DEPOT #7011	39.87	CAD	39.87	CAD	2715	PAINT SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5200	Home Supply Warehouse	**MORE**  DLX SCRAPER
TORONTO WATER	4923-9	2018-02-21	2018-02-23	PACIFIC FASTENERS (198	355.31	CAD	355.31	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5251	Hardware Stores	BOLTS
					"3,417.51"	CAD	"3,417.51"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4916-23	2018-02-14	2018-02-14	WWW.GETTYIMAGES.COM	"1,032.00"	CAD	"1,032.00"	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5971	Art Dealers and Galleries	IMAGE LICENSE
ECONOMIC DEVELOPMENT & CULTURE	4917-70	2018-02-15	2018-02-15	THE CANADIAN PRESS.	118.65	CAD	118.65	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	7333	"Commercial Art, Graphics, Photography"	IMAGE LICENSE
ECONOMIC DEVELOPMENT & CULTURE	4917-71	2018-02-16	2018-02-16	FRONT PRINT DOCUMENT C	121.47	CAD	121.47	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	2741	Miscellaneous Publishing and Printing	REPRODUCTION PHOTOGRAPHS PRINTING
ECONOMIC DEVELOPMENT & CULTURE	4917-72	2018-02-14	2018-02-15	PAYPAL *APPRAISALAS	322.05	CAD	322.05	CAD	4085	PROF & TECH-MGMT	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	8999	Professional Services - Not Elsewhere Cl	FINE ART APPRAISALS
ECONOMIC DEVELOPMENT & CULTURE	4920-12	2018-02-20	2018-02-20	MUSEUMPROS ART SERVICE	432.23	CAD	432.23	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	FINE ART MOVING
ECONOMIC DEVELOPMENT & CULTURE	4921-30	2018-02-21	2018-02-21	LARSON JUHL #1	137.05	CAD	137.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	FRAMING SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	4923-10	2018-02-24	2018-02-24	AMAZING PARTY & COSTUM	56.44	CAD	56.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5947	"Card, Gift, Novelty, and Souvenir Shops"	DECORATIONS
ECONOMIC DEVELOPMENT & CULTURE	4925-13	2018-02-27	2018-02-27	AUDIO VIDEO DESIGN	203.40	CAD	203.40	CAD	3099	GENERAL EQUIPMENT	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5946	Camera and Photographic Supply Stores	MEDIA PLAYER AND HDMI CABLE
ECONOMIC DEVELOPMENT & CULTURE	4926-25	2018-02-27	2018-02-28	BEST BUY CANADA #927	386.40	CAD	386.40	CAD	3099	GENERAL EQUIPMENT	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5732	Electronic Sales	TELEVISION
					"2,809.69"	CAD	"2,809.69"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4909-18	2018-02-06	2018-02-06	UPAKNEE EMAIL	56.50	CAD	56.50	CAD	4414	ADVERTISING & PROMOTION	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	7392	"Consulting, Management, and Public Relat"	MONTHLY SERVICE PLAN - EMAIL DISTRIBUTION
ECONOMIC DEVELOPMENT & CULTURE	4916-24	2018-02-14	2018-02-14	NO FRILL S #1306	33.04	CAD	33.04	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5411	"Grocery Stores, Supermarkets"	"CONCESSION SUPPLIES - COOKIES, GINERALE, DIET COKE, ICED TEA"
ECONOMIC DEVELOPMENT & CULTURE	4920-13	2018-02-20	2018-02-20	DOLLARAMA #0939	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5310	Discount Stores	"PROGRAM SUPPLIES - NAPKINS, PLATES"
ECONOMIC DEVELOPMENT & CULTURE	4920-14	2018-02-20	2018-02-20	NO FRILL S #1306	102.95	CAD	102.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5411	"Grocery Stores, Supermarkets"	"CRACKERS, CHEESE, COOKIES CREAM, MILK, STRAWBERRIES, BLACKBERRIES, GRAPES, RASPBERRIES"
ECONOMIC DEVELOPMENT & CULTURE	4925-14	2018-02-27	2018-02-27	PARTY CITY #2028	39.65	CAD	39.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5947	"Card, Gift, Novelty, and Souvenir Shops"	"PROGRAM SUPPLIES - FLAG BANNER, HOT/COLD CUPS, NAPKINS, DESSERT PLATES"
ECONOMIC DEVELOPMENT & CULTURE	4925-15	2018-02-27	2018-02-27	SHOPPERSDRUGMART0903	29.74	CAD	29.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5912	"Drug Stores, Pharmacies"	PROGRAM SUPPPLIES - LIFESAVERS FOR PRIZES
ECONOMIC DEVELOPMENT & CULTURE	4926-26	2018-02-27	2018-02-28	AMAZING PARTY & COSTUM	10.16	CAD	10.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5947	"Card, Gift, Novelty, and Souvenir Shops"	DECOR SUPPLIES - FISH NET
					294.64	CAD	294.64	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4908-11	2018-02-05	2018-02-05	NEXT WAVE EVENTS INC	762.75	CAD	762.75	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7399	Business Services - Not Elsewhere Classi	TICKET TO EVENT
ECONOMIC DEVELOPMENT & CULTURE	4911-33	2018-02-09	2018-02-09	PARKING AUTHORITYOFTOR	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING AT C.H-SUBMIT PERFOMANCE PLANNER
ECONOMIC DEVELOPMENT & CULTURE	4917-73	2018-02-16	2018-02-16	TORONTO PARKING AUTHOR	6.25	CAD	6.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	BUSINESS AT CH.
					787.00	CAD	787.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4911-34	2018-02-09	2018-02-09	CUSTOM ART CONCEPTS	117.92	CAD	117.92	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	SE0004	CAVALCADE OF LIGHTS	5971	Art Dealers and Galleries	FRAMED PHOTO PRINT.
					117.92	CAD	117.92	CAD							
FACILITIES MANAGEMENT DIVISON	4904-40	2018-02-01	2018-02-01	METAL SUPERMARKETS (NO	524.32	CAD	524.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61427912	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	18 GAUGE SHEETS
FACILITIES MANAGEMENT DIVISON	4911-35	2018-02-08	2018-02-08	TORONTO PARKING AUTHOR	12.60	CAD	12.60	CAD	4770	PARKING EXPENSES (INTOWN)	61425597	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4916-25	2018-02-13	2018-02-14	MIDWAY METAL PRODUCTS	31.64	CAD	31.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425597	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	FLEX AND INSULATION
					568.56	CAD	568.56	CAD							
"PARKS, FORESTRY & RECREATION"	4904-41	2018-02-02	2018-02-02	METRO #702	18.62	CAD	18.62	CAD	2610	KITCHEN SUPPLIES	P10430	BOB ABATE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	KITCHEN CLEANING SUPPLIES
					18.62	CAD	18.62	CAD							
"PARKS, FORESTRY & RECREATION"	4904-42	2018-02-03	2018-02-03	CDN LINEN & UNIFORM	493.09	CAD	493.09	CAD	4590	RENTAL - OTHER	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	7210	"Cleaning, Garment, and Laundry Services"	UNIFORM RENTALS
"PARKS, FORESTRY & RECREATION"	4911-36	2018-02-08	2018-02-08	CUSTOM DOOR & LOCK SER	10.74	CAD	10.74	CAD	2730	LOCKS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5533	"Automotive Parts, Accessories Stores"	CUT KEYS
"PARKS, FORESTRY & RECREATION"	4926-27	2018-02-28	2018-02-28	IAAPA EXPO	413.57	CAD	315.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION - TSSA WATERSLIDE SAFETY CONFERENCE
					917.40	CAD	503.83	CAD							
							315.00	USD							
"PARKS, FORESTRY & RECREATION"	4907-13	2018-02-04	2018-02-04	NOFRILLS SHERIFFS 270	91.28	CAD	91.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM
"PARKS, FORESTRY & RECREATION"	4908-12	2018-02-04	2018-02-05	THE HOME DEPOT #7114	48.56	CAD	48.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13543	YOUTH LOUNGE- NORTH KIPLING	5200	Home Supply Warehouse	INT EGG DB
"PARKS, FORESTRY & RECREATION"	4913-7	2018-02-11	2018-02-11	NOFRILLS SHERIFFS 270	62.27	CAD	62.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	"GRND BEEF, CROUTONS, JUICE"
"PARKS, FORESTRY & RECREATION"	4917-74	2018-02-15	2018-02-15	NOFRILLS SHERIFFS 270	90.99	CAD	90.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	"CHEESE, MEAT, VEGGIES"
"PARKS, FORESTRY & RECREATION"	4923-11	2018-02-23	2018-02-23	WAL-MART #1081	101.99	CAD	101.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	"OLIVE OIL, RICE, BUTTER, VEGGIES"
"PARKS, FORESTRY & RECREATION"	4925-16	2018-02-27	2018-02-27	FORTINO S (QUEEN S PLA	27.49	CAD	27.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	CAKE
"PARKS, FORESTRY & RECREATION"	4925-17	2018-02-27	2018-02-27	IKEA ETOBICOKE	190.95	CAD	190.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13543	YOUTH LOUNGE- NORTH KIPLING	5712	"Equipment, Furniture, and Home Furnishin"	"BOXES, CABINET"
"PARKS, FORESTRY & RECREATION"	4926-28	2018-02-27	2018-02-28	CDN TIRE STORE #00070	48.53	CAD	48.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13543	YOUTH LOUNGE- NORTH KIPLING	5200	Home Supply Warehouse	"PAINT REMOVER, DOUBLE SIDED TAPE"
"PARKS, FORESTRY & RECREATION"	4926-29	2018-02-28	2018-02-28	NOFRILLS SHERIFFS 270	128.77	CAD	128.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	"FRUITS, VEGETABLES, EGGS, KETCHUP"
"PARKS, FORESTRY & RECREATION"	4926-30	2018-02-28	2018-02-28	DOLLAR TREE #40138	140.97	CAD	140.97	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P13543	YOUTH LOUNGE- NORTH KIPLING	5331	Variety Stores	"CUPS, PLATES, TABLE COVERS, SNACKS"
"PARKS, FORESTRY & RECREATION"	4926-31	2018-02-28	2018-02-28	FRESH VALUE MARKET	110.85	CAD	110.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13543	YOUTH LOUNGE- NORTH KIPLING	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, CHICKEN"
					"1,042.65"	CAD	"1,042.65"	CAD							
"PARKS, FORESTRY & RECREATION"	4904-43	2018-02-01	2018-02-01	BULK BARN #565	3.12	CAD	3.12	CAD	2610	KITCHEN SUPPLIES	P07880	CURRAN HALL-SOCIAL PRGM	5499	Miscellaneous Food Stores - Convenience	DISPOSABLE ICING BAGS
"PARKS, FORESTRY & RECREATION"	4904-44	2018-02-01	2018-02-01	THE HOME DEPOT #7027	11.18	CAD	11.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5200	Home Supply Warehouse	SENSOR
"PARKS, FORESTRY & RECREATION"	4904-45	2018-02-01	2018-02-01	DOLLARAMA # 211	4.80	CAD	4.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5310	Discount Stores	"COTTON BALLS, KICKBOARD"
"PARKS, FORESTRY & RECREATION"	4904-46	2018-02-01	2018-02-01	MARCHANT S SCHOOL SPOR	51.87	CAD	51.87	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06666	CURRAN HALL-PRGM SUPPORT	5941	Sporting Goods Stores	SCOOTER BOARD WITH HANDLES
"PARKS, FORESTRY & RECREATION"	4904-47	2018-02-01	2018-02-01	FOOD BASICS #863	23.90	CAD	23.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11098	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"JUICE BOXES, ICING, RICE KRISPIES"
"PARKS, FORESTRY & RECREATION"	4908-13	2018-02-05	2018-02-05	DOLLARAMA # 211	12.15	CAD	12.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07880	CURRAN HALL-SOCIAL PRGM	5310	Discount Stores	CONSTRUCTION/TISSUE PAPER
"PARKS, FORESTRY & RECREATION"	4909-19	2018-02-06	2018-02-06	FOOD BASICS #863	38.59	CAD	38.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11098	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MUSTARD, KETCHUP, HOT DOGS"
"PARKS, FORESTRY & RECREATION"	4909-20	2018-02-06	2018-02-06	FOOD BASICS #863	9.82	CAD	9.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BACON, LEMONS, DINNER ROLLS"
"PARKS, FORESTRY & RECREATION"	4910-15	2018-02-06	2018-02-07	GUILDWOOD IDA DRUG MAR	4.17	CAD	4.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08889	CURRAN HALL-INSTRL	5912	"Drug Stores, Pharmacies"	NAIL CLIPPERS
"PARKS, FORESTRY & RECREATION"	4911-37	2018-02-09	2018-02-09	DOLLARAMA # 211	36.12	CAD	36.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11098	CURRAN HALL-SOCIAL PRGM	5310	Discount Stores	"POPCORN, ACRYLIC PAINT, BAKING MOULDS"
"PARKS, FORESTRY & RECREATION"	4911-38	2018-02-09	2018-02-09	FOOD BASICS #863	15.27	CAD	15.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11098	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"FRIES, FRUIT PUNCH"
"PARKS, FORESTRY & RECREATION"	4920-15	2018-02-20	2018-02-20	FOOD BASICS #863	36.37	CAD	36.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SALSA, JUICE, CAKE MIX"
"PARKS, FORESTRY & RECREATION"	4922-30	2018-02-23	2018-02-23	NOFRILLS DAVE S #3924	32.31	CAD	32.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COCONUT OIL, PASTA SAUCE, AVOCADO"
"PARKS, FORESTRY & RECREATION"	4922-31	2018-02-23	2018-02-23	DOLLARAMA # 381	9.61	CAD	9.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5310	Discount Stores	"STICKERS, NIGHT LIGHTS"
"PARKS, FORESTRY & RECREATION"	4922-32	2018-02-23	2018-02-23	HEALTHY PLANET - EAST	0.62	CAD	0.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5499	Miscellaneous Food Stores - Convenience	YEAST FLAKES
"PARKS, FORESTRY & RECREATION"	4925-18	2018-02-27	2018-02-27	DOLLARAMA # 211	10.74	CAD	10.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5310	Discount Stores	CHOC BARS
"PARKS, FORESTRY & RECREATION"	4925-19	2018-02-27	2018-02-27	FOOD BASICS #863	10.96	CAD	10.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CELERY, TOMATOES, CELERY, CUCUMBER"
"PARKS, FORESTRY & RECREATION"	4925-20	2018-02-27	2018-02-27	FOOD BASICS #863	13.01	CAD	13.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHIPS, POP"
"PARKS, FORESTRY & RECREATION"	4926-32	2018-02-28	2018-02-28	PARTY CITY #2027	9.02	CAD	9.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11098	CURRAN HALL-SOCIAL PRGM	5947	"Card, Gift, Novelty, and Souvenir Shops"	GAMES
"PARKS, FORESTRY & RECREATION"	4926-33	2018-02-28	2018-02-28	COSTCO BUSINESS CENTER	147.28	CAD	147.28	CAD	2610	KITCHEN SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5300	Wholesale Clubs	"DISHWASHER TABS, LYSOL WIPES, BOWLS, PLATES"
					480.91	CAD	480.91	CAD							
"PARKS, FORESTRY & RECREATION"	4911-39	2018-02-08	2018-02-08	DOLLARAMA #0978	52.74	CAD	52.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5310	Discount Stores	"VALENTINES DAY - PRIZES, LOOT BAGS"
"PARKS, FORESTRY & RECREATION"	4911-40	2018-02-08	2018-02-08	NOFRILLS CARLO S 705	32.00	CAD	32.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	4911-41	2018-02-08	2018-02-08	MICHAELS #3983	47.38	CAD	47.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5945	"Game, Toy, and Hobby Shops"	"VALENTINES DAY - DECORATIONS, PRIZES FOR LOOT BAGS"
"PARKS, FORESTRY & RECREATION"	4917-75	2018-02-15	2018-02-15	PRICE CHOPPER 7984QPS	17.94	CAD	17.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
