Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4736-19	2017-09-14	2017-09-15	NCH CANADA INC	779.64	CAD	779.64	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	PARTS CLEANER FLUID	
"PARKS, FORESTRY & RECREATION"	4748-34	2017-09-22	2017-09-25	ALPINE LAWN   GARDEN E	349.42	CAD	349.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	ALNESS YARD-FORESTRY-PROTECTION&MTCE	5261	Lawn and Garden Supply Stores	"CHAIN, SWITCH, PUMP, BAR"	
					"1,129.06"	CAD	"1,129.06"	CAD								
"PARKS, FORESTRY & RECREATION"	4740-14	2017-09-18	2017-09-19	METRO #35	546.68	CAD	546.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKIES FOR EMPLOYEE APPRECIATION DAY	
					546.68	CAD	546.68	CAD								
MUNICIPAL LICENSING & STANDARDS	4740-15	2017-09-18	2017-09-19	SAMSUNG 1801	45.19	CAD	45.19	CAD	4804	WIRELESS DEVICES	MS1200	"OFF. OF THE DIRECTOR, INVESTIGATIONS SER"	5732	Electronic Sales	PHONECASE FOR SUMSUNG	
MUNICIPAL LICENSING & STANDARDS	4742-20	2017-09-19	2017-09-20	ADUP CORPORATION	538.73	CAD	538.73	CAD	4414	ADVERTISING & PROMOTION	MS1200	"OFF. OF THE DIRECTOR, INVESTIGATIONS SER"	7338	"Quick Copy, Reproduction, and Blueprinti"	POP-UP BANNER FOR THE RENTSAFETO PROJECT	
					583.92	CAD	583.92	CAD								
FIRE SERVICES	4721-11	2017-09-05	2017-09-06	HAR*HARVARD BUSNSS SCH	33.67	CAD	27.08	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0012	ADMIN-HEADQUARTERS	5964	Direct Marketing - Catalog Merchants	BETTER MEETINGS KIT	
FIRE SERVICES	4727-28	2017-09-07	2017-09-11	AIR CAN  0142182811070	587.88	CAD	587.88	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	FR0012	ADMIN-HEADQUARTERS	3009	Air Canada	FLIGHT TO CFFFM CEREMONY 	
FIRE SERVICES	4729-17	2017-09-10	2017-09-12	PEARSON PARKING VPG	50.00	CAD	50.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	FR0012	ADMIN-HEADQUARTERS	7523	Automobile Parking Lots and Garages	PARKING FOR CFFFM CEREMONY 	
FIRE SERVICES	4733-19	2017-09-10	2017-09-13	HOLIDAY INN EXPRESS	164.92	CAD	164.92	CAD	4210	BUSINESS TRAV - ACCOMMODATION	FR0012	ADMIN-HEADQUARTERS	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION FOR CFFFM CEREMONY 	
FIRE SERVICES	4738-32	2017-09-16	2017-09-18	PEARSON PARKING RESERV	110.00	CAD	110.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	FR0012	ADMIN-HEADQUARTERS	7523	Automobile Parking Lots and Garages	PARKING FOR CAFC CONFERENCE 	
FIRE SERVICES	4738-33	2017-09-17	2017-09-18	NORTH SHORE TAXI  1966	40.00	CAD	40.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	FR0012	ADMIN-HEADQUARTERS	4121	Limousines and Taxicabs	TAXI FOR CAFC CONFERENCE 	
FIRE SERVICES	4748-35	2017-09-17	2017-09-25	WESTIN (WESTIN HOTELS)	982.32	CAD	982.32	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FR0012	ADMIN-HEADQUARTERS	3513	Westin Hotels	ACCOMODATION FOR CAFC CONFERENCE 	
FIRE SERVICES	4755-28	2017-09-27	2017-09-29	INT'L ASSOC OF FIRE CH	316.71	CAD	250.00	USD	4760	MEMBERSHIP FEES	FR0012	ADMIN-HEADQUARTERS	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP DUES	
					"2,285.50"	CAD	"1,935.12"	CAD								
							277.08	USD								
FACILITIES MANAGEMENT DIVISON	4736-20	2017-09-13	2017-09-15	THE HOME DEPOT #7078	51.18	CAD	51.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403051	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  AMB LVR, WHT"	
FACILITIES MANAGEMENT DIVISON	4736-21	2017-09-13	2017-09-15	THE HOME DEPOT #7078	34.07	CAD	34.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403028	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  DBLE END SCR	
FACILITIES MANAGEMENT DIVISON	4744-28	2017-09-20	2017-09-21	QUAN T.V.   APPLIANCES	734.50	CAD	734.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402950	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5732	Electronic Sales	FRIDGE	
FACILITIES MANAGEMENT DIVISON	4745-25	2017-09-20	2017-09-22	THE HOME DEPOT #7078	31.97	CAD	31.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403740	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  FLANGE	
					851.72	CAD	851.72	CAD								
PUBLIC HEALTH	4736-22	2017-09-14	2017-09-15	EVENTBRITE/LINKINGFORH	310.00	CAD	310.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3719	INTEGRATED CDIP PREVENTION	7922	Theatrical Producers (except Motion Pict	CONFERENCES/SEMINARS - REGISTRATION	
PUBLIC HEALTH	4750-11	2017-09-12	2017-09-26	FOODSHARE TORONTO	54.00	CAD	54.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH3765	CHILDHOOD OBESITY PREVENTION	8398	"Organizations, Charitable and Social Ser"	FOOD & NON-ALCOHOLIC BEVERAGES	
PUBLIC HEALTH	4754-22	2017-09-27	2017-09-28	D AND G TROPHIES INC.	767.27	CAD	767.27	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	PH3765	CHILDHOOD OBESITY PREVENTION	5941	Sporting Goods Stores	"RIBBONS, MEDALS & TROPHIES"	
					"1,131.27"	CAD	"1,131.27"	CAD								
"PARKS, FORESTRY & RECREATION"	4745-26	2017-09-20	2017-09-22	GEO. BEZDAN SALES LTD	21.64	CAD	21.64	CAD	4805	POSTAGE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5719	Miscellaneous House Furnishing Specialty	DELIVERY CHARGES	
"PARKS, FORESTRY & RECREATION"	4745-27	2017-09-20	2017-09-22	GEO. BEZDAN SALES LTD	326.32	CAD	326.32	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5719	Miscellaneous House Furnishing Specialty	MAGNETIC LATCHES	
					347.96	CAD	347.96	CAD								
FACILITIES MANAGEMENT DIVISON	4742-21	2017-09-19	2017-09-20	LAKESHORE LUMBER	260.47	CAD	260.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400280	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4748-36	2017-09-21	2017-09-25	THE HOME DEPOT #7114	134.24	CAD	134.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61385155	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PULL	
FACILITIES MANAGEMENT DIVISON	4750-12	2017-09-25	2017-09-26	LAKESHORE LUMBER	904.07	CAD	904.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400406	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4752-14	2017-09-26	2017-09-27	LAKESHORE LUMBER	267.74	CAD	267.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400406	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4754-23	2017-09-27	2017-09-28	BOLTS PLUS	553.70	CAD	553.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400406	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
					"2,120.22"	CAD	"2,120.22"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4721-12	2017-09-05	2017-09-06	MICHAELS #4910	16.71	CAD	16.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	DISPLAY MATERIALS	
ECONOMIC DEVELOPMENT & CULTURE	4723-18	2017-09-06	2017-09-07	SHOPPERS DRUG MART #09	9.02	CAD	9.02	CAD	4805	POSTAGE	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7399	Business Services - Not Elsewhere Classi	POSTAGE MATERIALS	
ECONOMIC DEVELOPMENT & CULTURE	4724-16	2017-09-06	2017-09-08	INDIGO - 88 QUEEN ST E	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7523	Automobile Parking Lots and Garages	PARKING	
					45.73	CAD	45.73	CAD								
LONG TERM CARE HOMES & SERVICES	4719-12	2017-09-01	2017-09-05	BEST BUY CANADA #943	180.78	CAD	180.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3F083	SEVEN OAKS-PS-PS	5732	Electronic Sales	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4727-29	2017-09-08	2017-09-11	NEW DIRECTIONS AROMATI	307.73	CAD	307.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3F083	SEVEN OAKS-PS-PS	5999	Miscellaneous and Specialty Retail Store	PROGRAM SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4754-24	2017-09-27	2017-09-28	MEDELCO INC	401.15	CAD	401.15	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	D3F083	SEVEN OAKS-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	ONSITE SERVICE	
					889.66	CAD	889.66	CAD								
FACILITIES MANAGEMENT DIVISON	4729-18	2017-09-11	2017-09-12	PAYPAL *CLEANAIRPAR	625.00	CAD	625.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FA0521	ADMIN-ENERGY & WASTE MANAGEMENT	8999	Professional Services - Not Elsewhere Cl	RET SCREEN COURSE FEE -INV#1549	
FACILITIES MANAGEMENT DIVISON	4729-19	2017-09-11	2017-09-12	PAYPAL *CLEANAIRPAR	625.00	CAD	625.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FA2608	ADMIN-TORONTO RENEWABLE ENERGY	8999	Professional Services - Not Elsewhere Cl	RET SCREEN COURSE FEE -INV#1546	
FACILITIES MANAGEMENT DIVISON	4755-29	2017-09-28	2017-09-29	REPRODUX	55.26	CAD	55.26	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	FA2608	ADMIN-TORONTO RENEWABLE ENERGY	7338	"Quick Copy, Reproduction, and Blueprinti"	DRAWING PRINTING-INV#I218316	
					"1,305.26"	CAD	"1,305.26"	CAD								
"PARKS, FORESTRY & RECREATION"	4755-30	2017-09-28	2017-09-29	STAPLES 450	40.67	CAD	40.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
					40.67	CAD	40.67	CAD								
TORONTO WATER	4735-14	2017-09-12	2017-09-14	STAPLES.CA	"1,717.42"	CAD	"1,717.42"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	5943	"Office, School Supply, and Stationery St"	PANEL TABLETOP DISPLAY	
					"1,717.42"	CAD	"1,717.42"	CAD								
SOLID WASTE MANAGEMENT	4752-15	2017-09-25	2017-09-27	SECOND CUP #9343	95.77	CAD	95.77	CAD	4820	BUSINESS MEETING EXPENSES	SW0703	WASTE MANAGEMENT PLANNING	5812	"Eating Places, Restaurants"	IC&I WASTE CONSULTATION MEETING	
SOLID WASTE MANAGEMENT	4754-25	2017-09-26	2017-09-28	PAYPAL *VISIONQUEST	135.59	CAD	135.59	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	SW0703	WASTE MANAGEMENT PLANNING	7392	"Consulting, Management, and Public Relat"	2017 TEXTILE RECYCLING SYMPOSIUM REGISTRATION	
					231.36	CAD	231.36	CAD								
"PARKS, FORESTRY & RECREATION"	4727-30	2017-09-08	2017-09-11	BEST BUY #53	11.29	CAD	11.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00705	N-CENTRAL-SPORTS & REC-AQ. LEIS. INDOOR	5732	Electronic Sales	TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4738-34	2017-09-17	2017-09-18	CHAPTERS 907	20.90	CAD	20.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02616	DOUGLAS SNOW-PRGM SUPPORT	5942	Book Stores	EOI ACCOMODATION MATERIALS	
					32.19	CAD	32.19	CAD								
"PARKS, FORESTRY & RECREATION"	4729-20	2017-09-11	2017-09-12	FRESHCO 9770	98.86	CAD	98.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00415	N-WEST3-TURF&HORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - WEEKLY BBQ	
"PARKS, FORESTRY & RECREATION"	4733-20	2017-09-12	2017-09-13	COSTCO WHOLESALE W535	141.51	CAD	141.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00415	N-WEST3-TURF&HORT	5300	Wholesale Clubs	FOOD ITEMS - WEEKLY BBQ	
"PARKS, FORESTRY & RECREATION"	4733-21	2017-09-12	2017-09-13	METRO #750	28.30	CAD	28.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00415	N-WEST3-TURF&HORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - WEEKLY BBQ	
"PARKS, FORESTRY & RECREATION"	4733-22	2017-09-12	2017-09-13	METRO #750	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00415	N-WEST3-TURF&HORT	5411	"Grocery Stores, Supermarkets"	ICE	
"PARKS, FORESTRY & RECREATION"	4745-28	2017-09-20	2017-09-22	THE HOME DEPOT #7129	13.30	CAD	13.30	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	STAIN FILLER	
"PARKS, FORESTRY & RECREATION"	4745-29	2017-09-20	2017-09-22	THE HOME DEPOT #7134	4.68	CAD	4.68	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	1X6X8 SIENNA	
					292.63	CAD	292.63	CAD								
EMPLOYMENT & SOCIAL SERVICES	4719-13	2017-09-03	2017-09-05	COSTCO WHOLESALE W526	18.07	CAD	18.07	CAD	4995	OTHER EXPENSES	C01211	QUEENSWAY ADMIN	5300	Wholesale Clubs	SUPPLIES FOR EMPLOYMENT CENTRE	
EMPLOYMENT & SOCIAL SERVICES	4744-29	2017-09-19	2017-09-21	WAL-MART # 3031	28.25	CAD	28.25	CAD	4995	OTHER EXPENSES	C01211	QUEENSWAY ADMIN	5310	Discount Stores	WATER DISPENSER FOR EMPLOYMENT CENTRE	
					46.32	CAD	46.32	CAD								
FIRE SERVICES	4715-12	2017-08-31	2017-09-01	STILL IMAGES	"1,305.15"	CAD	"1,305.15"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	5971	Art Dealers and Galleries	RECRUIT GRAD PHOTOS	
FIRE SERVICES	4733-24	2017-09-12	2017-09-13	CANADA COMPUTERS #43	73.43	CAD	73.43	CAD	4808	NETWORK EQUIPMENT INCLUDING CABLING	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	5734	Computer Software Stores	DATA PORT & NETWORKING CABLES	
FIRE SERVICES	4735-16	2017-09-13	2017-09-14	AUDIO VISION PLUS	"2,599.00"	CAD	"2,599.00"	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	5732	Electronic Sales	TELEVISION	
					"3,977.58"	CAD	"3,977.58"	CAD								
"PARKS, FORESTRY & RECREATION"	4715-13	2017-08-31	2017-09-01	POWERTRADE ELECTRIC LT	240.33	CAD	240.33	CAD	2535	PLUMBING SUPPLIES	P10925	LAMOREAUX TENNIS CTR-OPERATIONS	1731	Electrical Contractors	7 DAY TIMER	
"PARKS, FORESTRY & RECREATION"	4755-31	2017-09-27	2017-09-29	BRAFASCO / SCARBOROUGH	74.83	CAD	74.83	CAD	2082	HEALTH & SAFETY SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5085	Industrial Supplies Not Elsewhere Classi	BLUE NITRILE GLOVE	
					315.16	CAD	315.16	CAD								
"PARKS, FORESTRY & RECREATION"	4748-37	2017-09-22	2017-09-25	LOWES #02640*	40.66	CAD	40.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5200	Home Supply Warehouse	UC HGHGLOSS SEALER   FINISH 946ML	
"PARKS, FORESTRY & RECREATION"	4748-38	2017-09-22	2017-09-25	DOLLARAMA # 420	85.32	CAD	85.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	"NAPKINS, TABLE CLOTH, STEP STOOL"	
"PARKS, FORESTRY & RECREATION"	4748-39	2017-09-22	2017-09-25	DOLLAR TREE #40144	55.06	CAD	55.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5331	Variety Stores	"BRISTOL BOARD, GARLAND"	
"PARKS, FORESTRY & RECREATION"	4748-40	2017-09-22	2017-09-25	PLANT WORLD	255.78	CAD	255.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5261	Lawn and Garden Supply Stores	"GOURDS, PLANT STAND"	
"PARKS, FORESTRY & RECREATION"	4748-41	2017-09-22	2017-09-25	FABRICLAND DISTRIBUTOR	121.41	CAD	121.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC	
"PARKS, FORESTRY & RECREATION"	4748-42	2017-09-22	2017-09-25	WAL-MART # 3105	55.81	CAD	55.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	EVENT PHOTOS	
"PARKS, FORESTRY & RECREATION"	4748-43	2017-09-22	2017-09-25	WAL-MART # 3105	11.39	CAD	11.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13490	YORK CC - CAMPS	5310	Discount Stores	"COOKIES, MILK, CREAM"	
					625.43	CAD	625.43	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4721-13	2017-09-05	2017-09-06	THE SOVEREIGN	10.93	CAD	10.93	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5814	Quick Payment Service - Fast-Food Restau	BEVERAGES FOR STAFF ORIENTATION.	
ECONOMIC DEVELOPMENT & CULTURE	4723-19	2017-09-06	2017-09-07	OUTPOST COFFEE ROASTER	7.69	CAD	7.69	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5814	Quick Payment Service - Fast-Food Restau	BEVERAGES FOR STAFF ORIENTATION	
ECONOMIC DEVELOPMENT & CULTURE	4740-16	2017-09-17	2017-09-19	KENZO RAMEN	31.71	CAD	31.71	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	MEAL FOR STAFF ORIENTATION	
ECONOMIC DEVELOPMENT & CULTURE	4752-16	2017-09-25	2017-09-27	KALENDAR RESTAURANT	83.95	CAD	83.95	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	FOOD FOR ARTIST	
ECONOMIC DEVELOPMENT & CULTURE	4752-17	2017-09-26	2017-09-27	A4U	56.25	CAD	56.25	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	SE0019	NUIT BLANCHE	4121	Limousines and Taxicabs	TAXIFARE FOR ARTIST.	
ECONOMIC DEVELOPMENT & CULTURE	4752-18	2017-09-26	2017-09-27	STAPLES STORE #86	2.26	CAD	2.26	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	SE0019	NUIT BLANCHE	5943	"Office, School Supply, and Stationery St"	COPIES	
ECONOMIC DEVELOPMENT & CULTURE	4752-19	2017-09-26	2017-09-27	BANNOCK	16.50	CAD	16.50	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5814	Quick Payment Service - Fast-Food Restau	ARTISTS BEVERAGES.	
ECONOMIC DEVELOPMENT & CULTURE	4754-26	2017-09-27	2017-09-28	STAPLES STORE #86	31.15	CAD	31.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0019	NUIT BLANCHE	5943	"Office, School Supply, and Stationery St"	ARTIST MATERIALS	
ECONOMIC DEVELOPMENT & CULTURE	4755-32	2017-09-27	2017-09-29	PIZZAIOLO	77.37	CAD	77.37	CAD	4116	CATERING SERVICES	SE0019	NUIT BLANCHE	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR VOLUNTEERE.	
ECONOMIC DEVELOPMENT & CULTURE	4755-33	2017-09-28	2017-09-29	CUSTOM CLASSICS	113.00	CAD	113.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0019	NUIT BLANCHE	5131	"Piece Goods, Notions, and Other Dry Good"	ROUND BUTTONS	
					430.81	CAD	430.81	CAD								
"PARKS, FORESTRY & RECREATION"	4750-13	2017-09-25	2017-09-26	AMAZON *MARKETPLCE CA	167.59	CAD	167.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"SLOANE ARC-PROJECTOR,EXTENSION CORD"	
"PARKS, FORESTRY & RECREATION"	4750-14	2017-09-26	2017-09-26	AMAZON *MARKETPLCE CA	186.36	CAD	186.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"WIRELESS PRESENTER, SPEAKER"	
					353.95	CAD	353.95	CAD								
LONG TERM CARE HOMES & SERVICES	4742-22	2017-09-18	2017-09-20	WE CARE HEALTH SERVICE	159.33	CAD	159.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A144	BENDALE ACRES-NS-NA	8099	"Health Practitioners, Medical Services -"	RESIDENT ESCORT FOR MEDICAL APPOINTMENT	
LONG TERM CARE HOMES & SERVICES	4744-30	2017-09-21	2017-09-21	ULINE	403.44	CAD	403.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3A061	BENDALE ACRES-MT-OA	5964	Direct Marketing - Catalog Merchants	"11X17"" SNAP FRAME SIGN - SILVER"	
LONG TERM CARE HOMES & SERVICES	4745-30	2017-09-21	2017-09-22	LEE VALLEY TOOLS	548.00	CAD	548.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3A061	BENDALE ACRES-MT-OA	5072	Hardware Equipment and Supplies	WALL MOUNT LOCKBOXES	
LONG TERM CARE HOMES & SERVICES	4752-20	2017-09-25	2017-09-27	POSHORIGINALART WAR-PO	"1,053.80"	CAD	618.79	GBP	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5971	Art Dealers and Galleries	WAR MEMORABILIA ART FOR VETERAN WALL	
LONG TERM CARE HOMES & SERVICES	4754-27	2017-09-26	2017-09-28	PCL 331171986184	49.69	CAD	49.69	CAD	4805	POSTAGE	D3A011	BENDALE ACRES-PA-OA	4215	"Courier Services - Air & Ground, Freight"	COURIER SERVICE	
					"2,214.26"	CAD	"1,160.46"	CAD								
							618.79	GBP								
TORONTO PARAMEDIC SERVICES	4736-23	2017-09-14	2017-09-15	VANQUEST	"2,308.77"	CAD	"1,865.97"	USD	2665	PROTECTIVE CLOTHING	B46754	OPS - SERVICE DISTRICT 5	5941	Sporting Goods Stores	FIRE EXTINGUISHER HOLDERS	
					"2,308.77"	CAD	"1,865.97"	USD								
ECONOMIC DEVELOPMENT & CULTURE	4715-14	2017-08-31	2017-09-01	FIRST CANADA*CHARTER	461.83	CAD	461.83	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	4131	Bus Lines	BUS SHUTTLE SERVICE FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	4724-17	2017-09-07	2017-09-08	VICTORIA UNIV	"2,420.46"	CAD	"2,420.46"	CAD	4590	RENTAL - OTHER	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	8220	"Colleges, Universities, Professional Sch"	RENTAL OF VENUE	
ECONOMIC DEVELOPMENT & CULTURE	4727-32	2017-09-09	2017-09-11	THOMAS HINDS TOBACCONI	38.42	CAD	38.42	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	5993	Cigar Stores and Stands	PURCHASE OF TOBACCO AS GIFT	
ECONOMIC DEVELOPMENT & CULTURE	4729-21	2017-09-11	2017-09-12	PAYPAL *ABALEADESIG	226.00	CAD	226.00	CAD	4414	ADVERTISING & PROMOTION	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	7333	"Commercial Art, Graphics, Photography"	DESIGN OF FRENCH WALLS FOR POP-UP	
ECONOMIC DEVELOPMENT & CULTURE	4733-25	2017-09-12	2017-09-13	IMPACT CANOPIES CANADA	"1,966.20"	CAD	"1,966.20"	CAD	4414	ADVERTISING & PROMOTION	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	5998	Tent & Awning Shops	PRINTING OF FRENCH WALLS FOR POP-UP	
ECONOMIC DEVELOPMENT & CULTURE	4738-35	2017-09-15	2017-09-18	BECK TAXI	16.75	CAD	16.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	4121	Limousines and Taxicabs	TAXI	
ECONOMIC DEVELOPMENT & CULTURE	4738-36	2017-09-15	2017-09-18	CSTMC-FINANCE	316.40	CAD	316.40	CAD	4414	ADVERTISING & PROMOTION	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	7991	Tourist Attractions and Exhibits	PURCHASE OF PHOTOS	
