Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Decription	Cost Centre /WBS Element	Cost Centre /WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1329-94	02-14-2011	02-16-2011	THE HOME DEPOT #7011	20.33	CAD	20.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10460	TRINITY-PGM SUPP	5200	Home Supply Warehouse	BOOT TRAY
"PARKS, FORESTRY & RECREATION"	1331-90	02-15-2011	02-17-2011	THE HOME DEPOT #7011	101.64	CAD	101.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10460	TRINITY-PGM SUPP	5200	Home Supply Warehouse	BOOT TRAY
"PARKS, FORESTRY & RECREATION"	1339-48	02-22-2011	02-23-2011	LOBLAWS #1066      QPS	17.49	CAD	17.49	CAD	2610	KITCHEN SUPPLIES	P10460	TRINITY-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
					139.46	CAD	139.46	CAD							
"PARKS, FORESTRY & RECREATION"	1314-218	02-04-2011	02-07-2011	NOFRILLS DAVE'S #3924	6.48	CAD	6.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06665	CEDAR BROOK-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
					6.48	CAD	6.48	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1308-80	02-01-2011	02-03-2011	YMCA GREATER -JOHN ST	287.19	CAD	287.19	CAD	4820	BUSINESS MEETING EXPENSES	ED0124	BD-SEC-BIOT-CENTRAL	8398	"Organizations, Charitable and Social Ser"	Catering re Bio Tec workshop.
ECONOMIC DEVELOPMENT & CULTURE	1314-139	02-03-2011	02-07-2011	PRECISE PARKLINK   QPS	5.00	CAD	5.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0124	BD-SEC-BIOT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - GERMAN CHAMBER MEETING
ECONOMIC DEVELOPMENT & CULTURE	1329-109	02-14-2011	02-16-2011	SHERATON TOR TRADES	61.68	CAD	61.68	CAD	4820	BUSINESS MEETING EXPENSES	ED0124	BD-SEC-BIOT-CENTRAL	5812	"Eating Places, Restaurants"	MEETING  HBD RE: NEW MARKET
ECONOMIC DEVELOPMENT & CULTURE	1331-101	02-15-2011	02-17-2011	BOOSTERJUICE 106   QPS	18.36	CAD	18.36	CAD	4820	BUSINESS MEETING EXPENSES	ED0124	BD-SEC-BIOT-CENTRAL	5814	Quick Payment Service - Fast-Food Restau	"LAST MIN. CATERING - YMCA CATERING A ""NO SHOW"""
ECONOMIC DEVELOPMENT & CULTURE	1331-102	02-15-2011	02-17-2011	PRECISE PARKLINK   QPS	21.25	CAD	21.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0124	BD-SEC-BIOT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - PROFESSIONAL DEVELOPMENT WORKSHOP @ MH
ECONOMIC DEVELOPMENT & CULTURE	1334-144	02-18-2011	02-21-2011	BATON ROUGE EATON CENT	71.89	CAD	71.89	CAD	4820	BUSINESS MEETING EXPENSES	ED0124	BD-SEC-BIOT-CENTRAL	5812	"Eating Places, Restaurants"	MEETING  - BIOTECH PROFESSOR
ECONOMIC DEVELOPMENT & CULTURE	1341-99	02-19-2011	02-24-2011	YMCA GREATER -JOHN ST	-287.19	CAD	-287.19	CAD	4820	BUSINESS MEETING EXPENSES	ED0124	BD-SEC-BIOT-CENTRAL	8398	"Organizations, Charitable and Social Ser"	REFUND FOR MISSED CATERING ON FEB 15/11
					178.18	CAD	178.18	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1308-16	02-02-2011	02-03-2011	PAYPAL *CCA	113.00	CAD	113.00	CAD	4760	MEMBERSHIP FEES	ED0057	BUS DEV-OTHER SECTOR	7392	"Consulting, Management, and Public Relat"	CCA Individual membership-Jan.2011 to Dec.2011
ECONOMIC DEVELOPMENT & CULTURE	1308-17	02-02-2011	02-03-2011	THE QUEEN   BEAVER PUB	96.75	CAD	96.75	CAD	4820	BUSINESS MEETING EXPENSES	ED0057	BUS DEV-OTHER SECTOR	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	Mtg.(UKTrade)&(UK Investment
ECONOMIC DEVELOPMENT & CULTURE	1320-21	02-08-2011	02-10-2011	PAYPAL *BRAZILCANAD	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUS DEV-OTHER SECTOR	8999	Professional Services - Not Elsewhere Cl	TICKET TO BRAZIL-CANADA CHAMBER OF COMMERCE EVENT
ECONOMIC DEVELOPMENT & CULTURE	1325-35	02-12-2011	02-14-2011	EB *LINKING TO THE SUP	48.69	CAD	48.69	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUS DEV-OTHER SECTOR	7399	Business Services - Not Elsewhere Classi	TICKET TO LTSC:HOW TO ACCESS INTERNATIONAL MARKETS
ECONOMIC DEVELOPMENT & CULTURE	1341-23	02-22-2011	02-24-2011	BAROLI CAFFE	22.66	CAD	22.66	CAD	4820	BUSINESS MEETING EXPENSES	ED0057	BUS DEV-OTHER SECTOR	5812	"Eating Places, Restaurants"	MEETING W/  - MMM CONSULTING
ECONOMIC DEVELOPMENT & CULTURE	1344-29	02-25-2011	02-28-2011	FAR NIENTE / FOUR	61.81	CAD	61.81	CAD	4820	BUSINESS MEETING EXPENSES	ED0057	BUS DEV-OTHER SECTOR	5812	"Eating Places, Restaurants"	MEETING W/ - LAMBA
					392.91	CAD	392.91	CAD							
TORONTO WATER	1314-112	02-04-2011	02-07-2011	LOWES #02494*	101.63	CAD	101.63	CAD	2710	GENERAL HARDWARE	WW3010	SANI O&M EAST SRVS M	5200	Home Supply Warehouse	50' ECO-SMART NEVERKINK HOSE
TORONTO WATER	1334-118	02-17-2011	02-21-2011	CDN TIRE STORE #00427	67.79	CAD	67.79	CAD	2575	ELECTRICAL SUPPLIES	WW3010	SANI O&M EAST SRVS M	5200	Home Supply Warehouse	150w INVERTER
					169.42	CAD	169.42	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1331-14	02-16-2011	02-17-2011	B C SAW   TOOL INC	725.46	CAD	725.46	CAD	3099	GENERAL EQUIPMENT	AH0154	CD-AM-FAC-FORT YORK	5251	Hardware Stores	custom cutter heads
					725.46	CAD	725.46	CAD							
"PARKS, FORESTRY & RECREATION"	1304-59	01-20-2011	02-01-2011	AFGD GLASS CENTRE	197.87	CAD	197.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5231	"Glass, Paint, Wallpaper Stores"	
"PARKS, FORESTRY & RECREATION"	1314-78	02-04-2011	02-07-2011	LAKESHORE LUMBER	874.05	CAD	874.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1316-54	02-07-2011	02-08-2011	ABC FIRE DOOR	435.05	CAD	435.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1329-57	02-15-2011	02-16-2011	AFGD GLASS CENTRE	90.43	CAD	90.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5231	"Glass, Paint, Wallpaper Stores"	
"PARKS, FORESTRY & RECREATION"	1329-58	02-15-2011	02-16-2011	ROMA FENCE LTD	14.17	CAD	14.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1333-49	02-16-2011	02-18-2011	LOCK-UP SERVICES INC.	132.55	CAD	132.55	CAD	2730	LOCKS	P01198	WEST-SOUTH AIRS-OPS	7393	"Detective Agencies, Protective Agencies,"	
"PARKS, FORESTRY & RECREATION"	1333-50	02-16-2011	02-18-2011	LOCK-UP SERVICES INC.	162.55	CAD	162.55	CAD	2730	LOCKS	P01198	WEST-SOUTH AIRS-OPS	7393	"Detective Agencies, Protective Agencies,"	
"PARKS, FORESTRY & RECREATION"	1333-51	02-16-2011	02-18-2011	LOCK-UP SERVICES INC.	-162.55	CAD	-162.55	CAD	2730	LOCKS	P01198	WEST-SOUTH AIRS-OPS	7393	"Detective Agencies, Protective Agencies,"	
"PARKS, FORESTRY & RECREATION"	1334-66	02-18-2011	02-21-2011	ABC FIRE DOOR	99.44	CAD	99.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1339-27	02-22-2011	02-23-2011	SOUND BARRIERS	40.95	CAD	40.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1344-68	02-22-2011	02-28-2011	PACIFIC FASTENERS (198	56.50	CAD	56.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5251	Hardware Stores	
					"1,941.01"	CAD	"1,941.01"	CAD							
LONG TERM CARE HOMES	1329-13	02-15-2011	02-16-2011	BROTHER INT'L CORP LTD	519.78	CAD	519.78	CAD	4995	OTHER EXPENSES	D3L011	WESBURN-PA-OA	5949	"Fabric, Needlework, Piece Goods, and Sew"	Fax machines for 4N & 4S
LONG TERM CARE HOMES	1344-20	02-25-2011	02-28-2011	WAL-MART	70.73	CAD	70.73	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3L083	WESBURN-PS-PS	5310	Discount Stores	Dishwashing cleaner; hand lotions; yarns
					590.51	CAD	590.51	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1320-17	02-09-2011	02-10-2011	ISTOCK *INTERNATIONAL	227.41	CAD	227.41	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	IM-MAR-PUBL-CENTRAL	5971	Art Dealers and Galleries	1_166 - ONLINE PHOTO CREDITS
ECONOMIC DEVELOPMENT & CULTURE	1333-9	02-17-2011	02-18-2011	MICHAELS #3966	17.79	CAD	17.79	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	ED0150	IM-MAR-PUBL-CENTRAL	5945	"Game, Toy, and Hobby Shops"	POSTER FRAME
					245.20	CAD	245.20	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1343-69	02-24-2011	02-25-2011	LYNDA.COM	25.27	CAD	25.00	USD	2010	STATIONERY AND OFFICE SUPPLIES	FH5601	PARTNERSHIP DEV	4816	Computer Network/Information Services	Online tutorial for unit staff
					25.27	CAD	25.00	USD							
"PARKS, FORESTRY & RECREATION"	1325-82	02-11-2011	02-14-2011	L.A MUSIC	46.31	CAD	46.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06922	ST LAWRENCE-PGM SUPP	5733	"Music Stores - Musical Instruments, Pian"	
					46.31	CAD	46.31	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1327-22	02-14-2011	02-15-2011	VIA RAIL CANADA INC.	64.50	CAD	64.50	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	AH0089	HS-MH-PRS-SCAR MUSEU	4112	Passenger Railways	transportation to conference
ECONOMIC DEVELOPMENT & CULTURE	1327-23	02-14-2011	02-15-2011	CANADIAN MUSEUMS ASSOC	508.50	CAD	508.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	AH0089	HS-MH-PRS-SCAR MUSEU	8699	"Organizations, Membership - Not Elsewher"	conference fee
					573.00	CAD	573.00	CAD							
PUBLIC HEALTH	1306-87	01-31-2011	02-02-2011	MOE - HWIN WEB	84.19	CAD	84.19	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PRVNTABL DIS	9399	Government Services - Not Elsewhere Clas	"HazardWaste Site Reg 2011, Scarborough Civic Cen"
PUBLIC HEALTH	1306-88	01-31-2011	02-02-2011	MOE - HWIN WEB	114.23	CAD	114.23	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PRVNTABL DIS	9399	Government Services - Not Elsewhere Clas	"HazardWaste Site Reg 2011, 399 The West Mall"
					198.42	CAD	198.42	CAD							
"PARKS, FORESTRY & RECREATION"	1306-8	02-01-2011	02-02-2011	FORTINO'S	185.69	CAD	185.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1306-9	02-01-2011	02-02-2011	HENRY'S THORNHILL	107.34	CAD	107.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04934	ISLINGTON CS-H CAMP	5946	Camera and Photographic Supply Stores	
"PARKS, FORESTRY & RECREATION"	1306-10	02-01-2011	02-02-2011	7 STAR BILLIARD	513.25	CAD	513.25	CAD	2600	ISLINGTON CS-H CAMP	P04934	ISLINGTON CS-H CAMP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1310-10	02-02-2011	02-04-2011	THE HOME DEPOT #7129	96.00	CAD	96.00	CAD	2999	GENERAL EQUIPMENT	P04934	ISLINGTON CS-H CAMP	5200	Home Supply Warehouse	CEILING PANL
"PARKS, FORESTRY & RECREATION"	1310-11	02-03-2011	02-04-2011	STAPLES STORE #15	477.76	CAD	477.76	CAD	3030	M & E - OFFICE	P04934	ISLINGTON CS-H CAMP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1314-27	02-03-2011	02-07-2011	WAL-MART SUPERCENTE	15.38	CAD	15.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1314-28	02-04-2011	02-07-2011	NOFRILLS CARLO'S 705	118.92	CAD	118.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08564	ANCASTER-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-29	02-04-2011	02-07-2011	NOFRILLS CARLO'S 705	183.94	CAD	183.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-30	02-06-2011	02-07-2011	FORTINO'S	59.19	CAD	59.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-31	02-06-2011	02-07-2011	MAPLE LODGE FARMS LTD-	133.20	CAD	133.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1316-13	02-07-2011	02-08-2011	FORTINO'S	54.98	CAD	54.98	CAD	2610	KITCHEN SUPPLIES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1318-13	02-08-2011	02-09-2011	FORTINO'S	56.96	CAD	56.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1318-14	02-08-2011	02-09-2011	THE SOURCE 5177	167.66	CAD	167.66	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P04934	ISLINGTON CS-H CAMP	5732	Electronic Sales	
"PARKS, FORESTRY & RECREATION"	1325-17	02-11-2011	02-14-2011	FORTINO'S	96.82	CAD	96.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1325-18	02-11-2011	02-14-2011	7 STAR BILLIARD	678.90	CAD	678.90	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P04934	ISLINGTON CS-H CAMP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1325-19	02-11-2011	02-14-2011	7 STAR BILLIARD	819.25	CAD	819.25	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P04934	ISLINGTON CS-H CAMP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1327-8	02-14-2011	02-15-2011	METRO #52          QPS	33.14	CAD	33.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1329-11	02-15-2011	02-16-2011	FORTINO'S	187.32	CAD	187.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1333-11	02-17-2011	02-18-2011	7 STAR BILLIARD	323.18	CAD	323.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04934	ISLINGTON CS-H CAMP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1334-23	02-18-2011	02-21-2011	FORTINO'S	156.75	CAD	156.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1339-7	02-22-2011	02-23-2011	FORTINO'S	69.02	CAD	69.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1339-8	02-22-2011	02-23-2011	STAPLES STORE #15	43.34	CAD	43.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P04934	ISLINGTON CS-H CAMP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1341-21	02-23-2011	02-24-2011	FORTINO'S	93.07	CAD	93.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1344-16	02-25-2011	02-28-2011	MAPLE LODGE FARMS LTD-	46.44	CAD	46.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1344-17	02-25-2011	02-28-2011	MAPLE LODGE FARMS LTD-	46.44	CAD	46.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04934	ISLINGTON CS-H CAMP	5411	"Grocery Stores, Supermarkets"	
					"4,763.94"	CAD	"4,763.94"	CAD							
EMERGENCY MEDICAL SERVICES	1308-10	02-01-2011	02-03-2011	CDN TIRE STORE #00182	40.31	CAD	40.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5200	Home Supply Warehouse	"COMPRESSOR OIL, WD 30 LUBE"
EMERGENCY MEDICAL SERVICES	1308-11	02-01-2011	02-03-2011	THE HOME DEPOT #7013	163.15	CAD	163.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5200	Home Supply Warehouse	VAC FILTER
EMERGENCY MEDICAL SERVICES	1320-15	02-08-2011	02-10-2011	THE HOME DEPOT #7013	77.37	CAD	77.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5200	Home Supply Warehouse	ALUM. SLEEVE
					280.83	CAD	280.83	CAD							
TORONTO WATER	1329-95	02-15-2011	02-16-2011	HANFORD LUMBER LIMITED	"1,551.26"	CAD	"1,551.26"	CAD	2531	LUMBER	PW2008	O&M S2 SRVS MTC&REPR	5211	"Building Materials, Lumber Stores"	Lumbar -264 pieces of 2x8x8
					"1,551.26"	CAD	"1,551.26"	CAD							
FIRE SERVICES	1308-65	02-01-2011	02-03-2011	MOBILE POWER SOLUTIONS	645.92	CAD	645.92	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7531	Automotive Body and Repair Shops	KUSSMAUL REPAIRS
FIRE SERVICES	1325-111	02-08-2011	02-14-2011	CASES UNLIMITED INC	62.15	CAD	62.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0024	MECH MAINT-EQUIPMENT	5969	Direct Marketing - Other Direct Marketer	EQUIPMENT TRANSPORT CASES
FIRE SERVICES	1325-112	02-09-2011	02-14-2011	STAR AUTO GLASS	45.20	CAD	45.20	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5231	"Glass, Paint, Wallpaper Stores"	STONE CHIP REPAIR UNIT 20357
FIRE SERVICES	1325-113	02-09-2011	02-14-2011	HARDICK SPRING SERVICE	682.45	CAD	682.45	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	INSTALL EXHAUST SPLITTER
FIRE SERVICES	1325-114	02-10-2011	02-14-2011	CDN TIRE STORE #00294	218.38	CAD	218.38	CAD	2575	ELECTRICAL SUPPLIES	FR0024	MECH MAINT-EQUIPMENT	5200	Home Supply Warehouse	POWER BAR & ELECTRICAL SUPPLIES
FIRE SERVICES	1325-115	02-12-2011	02-14-2011	SNAPON TOOLS CANADA	671.73	CAD	671.73	CAD	3080	M & E - HAND TOOLS	FR0025	MECH MAINT-VEH MAINT	5251	Hardware Stores	HAND TOOLS
FIRE SERVICES	1327-83	02-10-2011	02-15-2011	COMPAIR CANADA	420.89	CAD	420.89	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	SERVICE SHOP COMPRESSOR
FIRE SERVICES	1331-87	02-16-2011	02-17-2011	SPEEDY GLASS #8017	110.73	CAD	110.73	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5533	"Automotive Parts, Accessories Stores"	STONE CHIP REPAIR UNIT R213
FIRE SERVICES	1334-112	02-19-2011	02-21-2011	EVT CERTIFICATION COMM	70.68	CAD	70.00	USD	4830	PERMIT & LICENSE FEES	FR0024	MECH MAINT-EQUIPMENT	8299	Educational Services	EVT EXAM REG. TOM M.
FIRE SERVICES	1334-113	02-19-2011	02-21-2011	AUTO UPHOLSTERY CENTRE	209.05	CAD	209.05	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	INSTALL WINDSHIELD FOR VEH 27030
FIRE SERVICES	1334-114	02-20-2011	02-21-2011	J   W ALIGNMENT LTD	361.04	CAD	361.04	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	TRUCK ALIGNMENT
FIRE SERVICES	1341-85	02-24-2011	02-24-2011	EVT CERTIFICATION COMM	71.46	CAD	70.00	USD	4830	PERMIT & LICENSE FEES	FR0024	MECH MAINT-EQUIPMENT	8299	Educational Services	EVT EXAM REG.
FIRE SERVICES	1343-85	02-23-2011	02-25-2011	THE HOME DEPOT #7107	101.69	CAD	101.69	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINT-EQUIPMENT	5200	Home Supply Warehouse	"6"" VISE"
FIRE SERVICES	1343-86	02-24-2011	02-25-2011	COLOMBO CHRYSLER JEEP	"1,440.03"	CAD	"1,440.03"	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5521	Automobile and Truck Dealers - (Used Onl	REPAIR FUEL LEAK
FIRE SERVICES	1343-87	02-24-2011	02-25-2011	COLOMBO CHRYSLER JEEP	259.90	CAD	259.90	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5521	Automobile and Truck Dealers - (Used Onl	MIRROR REPAIRS
FIRE SERVICES	1344-112	02-25-2011	02-28-2011	HARDICK SPRING SERVICE	166.39	CAD	166.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST VEH 20362
FIRE SERVICES	1344-113	02-25-2011	02-28-2011	HARDICK SPRING SERVICE	166.39	CAD	166.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST VEH 20364
FIRE SERVICES	1344-114	02-25-2011	02-28-2011	TEXIS INC	598.05	CAD	598.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECH MAINT-VEH MAINT	5533	"Automotive Parts, Accessories Stores"	CONTROL VALVE
FIRE SERVICES	1344-115	02-26-2011	02-28-2011	EVT CERTIFICATION COMM	70.53	CAD	70.00	USD	4830	PERMIT & LICENSE FEES	FR0024	MECH MAINT-EQUIPMENT	8299	Educational Services	EVT EXAM REG.
					"6,372.66"	CAD	"6,159.99"	CAD							
							210.00	USD							
"PARKS, FORESTRY & RECREATION"	1304-72	01-31-2011	02-01-2011	EMILIANO  ANA'S NO FRI	191.23	CAD	191.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-93	02-04-2011	02-07-2011	THE CRAFT   HOBBY EMPO	121.31	CAD	121.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06059	GLEN LONG-SOC PGM	5970	"Artist Supply Stores, Craft Shops"	
"PARKS, FORESTRY & RECREATION"	1339-34	02-20-2011	02-23-2011	WAL-MART SUPERCENTE	35.94	CAD	35.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10313	GLEN LONG-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1341-61	02-23-2011	02-24-2011	EMILIANO  ANA'S NO FRI	194.30	CAD	194.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1344-86	02-24-2011	02-28-2011	SHOPPERS DRUG MART #08	62.00	CAD	62.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P10313	GLEN LONG-PGM SUPP	5912	"Drug Stores, Pharmacies"	
					604.78	CAD	604.78	CAD							
PUBLIC HEALTH	1314-34	02-03-2011	02-07-2011	PAYPAL *MACBRACKET	32.16	CAD	32.16	CAD	2650	COMPUTER AND PRINTER SUPPLIES	PH1051	INFO TECHNOLOGY	8999	Professional Services - Not Elsewhere Cl	COMPUTER AND PRINTER SUPPLIES
					32.16	CAD	32.16	CAD							
TRANSPORTATION SERVICES 	1318-78	02-06-2011	02-09-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2710	GENERAL HARDWARE	TP0115	"RW CLEAN-ME SW-D1,A2"	9399	Government Services - Not Elsewhere Clas	HWIN Registration
