Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1561-62	07-22-2011	07-25-2011	ORIENTAL TRADING CO	538.46	CAD	553.29	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMR	5964	Direct Marketing - Catalog Merchants	FREIGHT
"PARKS, FORESTRY & RECREATION"	1563-23	07-25-2011	07-26-2011	METRO #704	36.20	CAD	36.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMR	5411	"Grocery Stores, Supermarkets"	camp supplies:food
"PARKS, FORESTRY & RECREATION"	1565-32	07-25-2011	07-27-2011	WAL-MART # 3031	251.86	CAD	251.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMR	5310	Discount Stores	"camp supplies:food,shirts,toothpicks,sprinkler"
"PARKS, FORESTRY & RECREATION"	1567-50	07-27-2011	07-28-2011	STAPLES STORE #11	60.85	CAD	60.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMR	5943	"Office, School Supply, and Stationery St"	camp supplies:t-shirts
"PARKS, FORESTRY & RECREATION"	1567-51	07-27-2011	07-28-2011	4-OFFICE AUTOMATION	55.37	CAD	55.37	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P05116	ST MARCELLUS CS-SUMR	7394	"Equipment Rental and Leasing Services, F"	panasonic staples for photocopier
"PARKS, FORESTRY & RECREATION"	1568-37	07-27-2011	07-29-2011	WAL-MART # 3031	191.23	CAD	191.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMR	5310	Discount Stores	"camp supplies:food,craft supplies"
"PARKS, FORESTRY & RECREATION"	1568-38	07-27-2011	07-29-2011	WAL-MART # 3031	5.88	CAD	5.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMR	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1568-39	07-28-2011	07-29-2011	TECHNO SOLUTIONS	169.50	CAD	169.50	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMR	7379	"Computer Maintenance, Repair, and Servic"	lego workshop
					"7,945.95"	CAD	"7,356.49"	CAD							
							605.46	USD							
"PARKS, FORESTRY & RECREATION"	1544-38	07-11-2011	07-13-2011	CDN TIRE STORE #00192	13.55	CAD	13.55	CAD	2710	GENERAL HARDWARE	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	9V batteries
					13.55	CAD	13.55	CAD							
"PARKS, FORESTRY & RECREATION"	1536-41	07-07-2011	07-08-2011	SHERIDAN NURSERIES NOR	20.32	CAD	20.32	CAD	2470	FERTILIZERS	P12005	LASTMAN SQ-AIRS-OPS	5261	Lawn and Garden Supply Stores	fertilizer
"PARKS, FORESTRY & RECREATION"	1541-82	07-06-2011	07-11-2011	SUPERIOR POOL SPA   LE	174.36	CAD	174.36	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12005	LASTMAN SQ-AIRS-OPS	5996	Swimming Pools - Sales and Supplies	pool supplies
"PARKS, FORESTRY & RECREATION"	1541-83	07-07-2011	07-11-2011	CDN TIRE STORE #00192	73.42	CAD	73.42	CAD	2470	FERTILIZERS	P12005	LASTMAN SQ-AIRS-OPS	5200	Home Supply Warehouse	fertilizer
"PARKS, FORESTRY & RECREATION"	1547-60	07-13-2011	07-14-2011	MAR B GRAPHICS   EMBRO	242.05	CAD	242.05	CAD	2665	PROTECTIVE CLOTHING	P12005	LASTMAN SQ-AIRS-OPS	5699	Accessory  and Apparel Stores - Miscella	clothing
"PARKS, FORESTRY & RECREATION"	1551-78	07-13-2011	07-18-2011	SUPERIOR POOL SPA   LE	587.41	CAD	587.41	CAD	2415	CHLORINE	P12005	LASTMAN SQ-AIRS-OPS	5996	Swimming Pools - Sales and Supplies	chemicals
"PARKS, FORESTRY & RECREATION"	1565-33	07-25-2011	07-27-2011	CDN TIRE STORE #00192	51.37	CAD	51.37	CAD	2710	GENERAL HARDWARE	P12005	LASTMAN SQ-AIRS-OPS	5200	Home Supply Warehouse	hardware
					"1,148.93"	CAD	"1,148.93"	CAD							
"PARKS, FORESTRY & RECREATION"	1536-42	07-06-2011	07-08-2011	GRAPHIC COMMERCE LTD	954.85	CAD	954.85	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	white alumacore sheets
"PARKS, FORESTRY & RECREATION"	1541-84	07-07-2011	07-11-2011	GRAPHIC COMMERCE LTD	901.18	CAD	901.18	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	coraplast & gatorboard
"PARKS, FORESTRY & RECREATION"	1549-44	07-13-2011	07-15-2011	GRAPHIC COMMERCE LTD	757.10	CAD	757.10	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	a frames
"PARKS, FORESTRY & RECREATION"	1551-79	07-15-2011	07-18-2011	THE GRAPHIX SOURCE	493.43	CAD	493.43	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	5085	Industrial Supplies Not Elsewhere Classi	white vinyl banner
					"3,106.56"	CAD	"3,106.56"	CAD							
TORONTO WATER	1529-68	06-29-2011	07-04-2011	WAL-MART # 3111	68.68	CAD	68.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1081	HCTP SOLIDS TRT WA1	5411	"Grocery Stores, Supermarkets"	OUTSIDE LANDSCAPE EQUIPMENT
					68.68	CAD	68.68	CAD							
TORONTO WATER	1549-45	07-13-2011	07-15-2011	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	CPW066-05	TRUNK W/M REHAB	7523	Automobile Parking Lots and Garages	METRO CENTRE PARKING
					16.00	CAD	16.00	CAD							
TORONTO WATER	1555-35	07-18-2011	07-20-2011	CDN TIRE STORE #00427	244.49	CAD	244.49	CAD	2710	GENERAL HARDWARE	WW1075	HCTP LIQUIDS TRT WA2	5200	Home Supply Warehouse	Hardware and supplies
					244.49	CAD	244.49	CAD							
"PARKS, FORESTRY & RECREATION"	1529-69	06-29-2011	07-04-2011	THE HOME DEPOT #7011	19.19	CAD	19.19	CAD	2499	OTHER CHEMICALS	P06518	JOHN ENGLISH CS-PGM	5200	Home Supply Warehouse	ANT TRAP
"PARKS, FORESTRY & RECREATION"	1529-70	07-03-2011	07-04-2011	NOFRILLS CHRISTOPHER'S	27.41	CAD	27.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06518	JOHN ENGLISH CS-PGM	5411	"Grocery Stores, Supermarkets"	supplies for babysitter training camp
"PARKS, FORESTRY & RECREATION"	1536-43	07-07-2011	07-08-2011	SCOOTERS ROLLER PALACE	902.69	CAD	902.69	CAD	4118	TICKETS AND ADMISSION FEES	P05104	JOHN ENGLISH CS-SUMR	5941	Sporting Goods Stores	week 1 summer camp trip
"PARKS, FORESTRY & RECREATION"	1541-85	07-07-2011	07-11-2011	MEDICAL MART SUPPLIES	168.65	CAD	168.65	CAD	2082	HEALTH & SAFETY SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5047	Laboratory/Medical/Dental/Ophthalmic Hos	first aid pouches for summer camp leaders
"PARKS, FORESTRY & RECREATION"	1541-86	07-08-2011	07-11-2011	NO FRILLS MARIO   SELI	74.32	CAD	74.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5411	"Grocery Stores, Supermarkets"	drinks & treats for pizza lunch
"PARKS, FORESTRY & RECREATION"	1541-87	07-08-2011	07-11-2011	DOMINO'S PIZZA #10461	138.42	CAD	138.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5814	Quick Payment Service - Fast-Food Restau	pizza lunch
"PARKS, FORESTRY & RECREATION"	1541-88	07-09-2011	07-11-2011	NO FRILL'S #1306	35.76	CAD	35.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5411	"Grocery Stores, Supermarkets"	food &dixie bath refill for summer camp craft
"PARKS, FORESTRY & RECREATION"	1544-39	07-11-2011	07-13-2011	WAL-MART # 3031	108.15	CAD	108.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5310	Discount Stores	supplies for specialty summer camps
"PARKS, FORESTRY & RECREATION"	1549-46	07-13-2011	07-15-2011	ZELLERS #195	139.44	CAD	139.44	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P13097	GENLDRSP-J.ENGLSH	5310	Discount Stores	fans for rooms with no air conditioning
"PARKS, FORESTRY & RECREATION"	1549-47	07-14-2011	07-15-2011	NO FRILLS MARIO   SELI	68.17	CAD	68.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5411	"Grocery Stores, Supermarkets"	drinks & treats for pizza lunch
"PARKS, FORESTRY & RECREATION"	1549-48	07-14-2011	07-15-2011	DOMINO'S PIZZA #10461	165.55	CAD	165.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5814	Quick Payment Service - Fast-Food Restau	pizza lunch
"PARKS, FORESTRY & RECREATION"	1551-80	07-15-2011	07-18-2011	WILD WATERWORKS CONFED	"1,290.26"	CAD	"1,290.26"	CAD	4118	TICKETS AND ADMISSION FEES	P05104	JOHN ENGLISH CS-SUMR	7996	"Amusement Parks, Carnivals, Circuses, Fo"	week 2summer camp trip
"PARKS, FORESTRY & RECREATION"	1551-81	07-15-2011	07-18-2011	WILD WATERWORKS CONFED	19.00	CAD	19.00	CAD	4118	TICKETS AND ADMISSION FEES	P05104	JOHN ENGLISH CS-SUMR	7996	"Amusement Parks, Carnivals, Circuses, Fo"	week 2summer camp trip- additional fee:correction
"PARKS, FORESTRY & RECREATION"	1553-37	07-18-2011	07-19-2011	NO FRILLS CHRIS STACEY	100.32	CAD	100.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5411	"Grocery Stores, Supermarkets"	"supplies for science,preschool & activity camp"
"PARKS, FORESTRY & RECREATION"	1553-38	07-18-2011	07-19-2011	MICHAELS OF CANADA #34	128.76	CAD	128.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5945	"Game, Toy, and Hobby Shops"	supplies for summer camp fine arts program
"PARKS, FORESTRY & RECREATION"	1553-39	07-18-2011	07-19-2011	MASTERMIND EDUCATIONAL	28.14	CAD	28.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13097	GENLDRSP-J.ENGLSH	7372	"Computer Programming, Integrated Systems"	science camp supplies: science magic kit
"PARKS, FORESTRY & RECREATION"	1555-36	07-17-2011	07-20-2011	ZELLERS #485	48.71	CAD	48.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5310	Discount Stores	supplies for summer camp fine arts program
"PARKS, FORESTRY & RECREATION"	1557-49	07-19-2011	07-21-2011	CDN TIRE STORE #00070	45.19	CAD	45.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07546	JOHN ENGLISH CS-INST	5200	Home Supply Warehouse	5 gal water jug
"PARKS, FORESTRY & RECREATION"	1557-50	07-19-2011	07-21-2011	WAL-MART # 3031	49.39	CAD	49.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5310	Discount Stores	supplies for summer camp fine arts program
"PARKS, FORESTRY & RECREATION"	1558-33	07-21-2011	07-22-2011	NO FRILL'S #1306	65.84	CAD	65.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5411	"Grocery Stores, Supermarkets"	drinks & treats for pizza lunch
"PARKS, FORESTRY & RECREATION"	1558-34	07-21-2011	07-22-2011	OF ROCK AND CHALK LIMI	884.79	CAD	884.79	CAD	4118	TICKETS AND ADMISSION FEES	P05104	JOHN ENGLISH CS-SUMR	7999	Recreation Services (Not Elsewhere Class	week 3 summer camp trip: rock climbing
"PARKS, FORESTRY & RECREATION"	1561-63	07-22-2011	07-25-2011	DOMINO'S PIZZA #10461	153.11	CAD	153.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5814	Quick Payment Service - Fast-Food Restau	pizza lunch
"PARKS, FORESTRY & RECREATION"	1561-64	07-22-2011	07-25-2011	SOBEYS #7383       QPS	53.01	CAD	53.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06518	JOHN ENGLISH CS-PGM	5411	"Grocery Stores, Supermarkets"	snacks for special event
"PARKS, FORESTRY & RECREATION"	1563-24	07-22-2011	07-26-2011	ZELLERS #195	30.70	CAD	30.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5310	Discount Stores	dye for summer program
"PARKS, FORESTRY & RECREATION"	1563-25	07-25-2011	07-26-2011	MICHAELS OF CANADA #34	51.20	CAD	51.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMR	5945	"Game, Toy, and Hobby Shops"	supplies for summer camp fine arts program
"PARKS, FORESTRY & RECREATION"	1567-52	07-27-2011	07-28-2011	NO FRILLS CHRIS STACEY	55.09	CAD	55.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5411	"Grocery Stores, Supermarkets"	drinks & treats for pizza lunch
"PARKS, FORESTRY & RECREATION"	1568-40	07-28-2011	07-29-2011	DOMINO'S PIZZA #10461	147.46	CAD	147.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMR	5814	Quick Payment Service - Fast-Food Restau	pizza lunch
					"4,998.72"	CAD	"4,998.72"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1529-71	06-30-2011	07-04-2011	TORONTO PARKING AUTHOR	11.25	CAD	11.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	Parking - Mtg @ City Hall
ECONOMIC DEVELOPMENT & CULTURE	1536-44	07-06-2011	07-08-2011	TORONTO PARKING AUTHOR	11.25	CAD	11.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	Parking - Mtg w/ external clients
ECONOMIC DEVELOPMENT & CULTURE	1557-51	07-19-2011	07-21-2011	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	Parking - Mtg w/ external clients
					31.50	CAD	31.50	CAD							
TORONTO WATER	1533-37	07-04-2011	07-06-2011	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4760	MEMBERSHIP FEES	WW4031	WW FAC TECH TRAINING	9399	Government Services - Not Elsewhere Clas	LICENCE RENEWAL
					75.00	CAD	75.00	CAD							
"PARKS, FORESTRY & RECREATION"	1547-61	07-13-2011	07-14-2011	THE FIRST AID ZONE	70.23	CAD	70.23	CAD	2823	MEDICAL SUPPLIES	P02809	GUS RYDER POOL-INSTR	8099	"Health Practitioners, Medical Services -"	first aid supplies
"PARKS, FORESTRY & RECREATION"	1549-49	07-14-2011	07-15-2011	AQUAM	534.94	CAD	534.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02809	GUS RYDER POOL-INSTR	5996	Swimming Pools - Sales and Supplies	"pull buoys, fins"
"PARKS, FORESTRY & RECREATION"	1551-82	07-15-2011	07-18-2011	GIB-SAN POOLS AND HOT	108.08	CAD	108.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02809	GUS RYDER POOL-INSTR	5996	Swimming Pools - Sales and Supplies	pool toys
"PARKS, FORESTRY & RECREATION"	1553-40	07-18-2011	07-19-2011	AQUAM	618.57	CAD	618.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02809	GUS RYDER POOL-INSTR	5996	Swimming Pools - Sales and Supplies	storage bin
					"1,331.82"	CAD	"1,331.82"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1555-37	07-19-2011	07-20-2011	AMERICAN ASSOCIATION F	109.08	CAD	112.00	USD	4760	MEMBERSHIP FEES	AH0088	HS-MH-PRS-METRO HALL	8699	"Organizations, Membership - Not Elsewher"	Membership renewal
ECONOMIC DEVELOPMENT & CULTURE	1557-52	07-20-2011	07-21-2011	NATIONAL LIST OF ADVER	254.25	CAD	254.25	CAD	4760	MEMBERSHIP FEES	AH0088	HS-MH-PRS-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	Annual on-line registration
					363.33	CAD	254.25	CAD							
							112.00	USD							
"PARKS, FORESTRY & RECREATION"	1529-72	06-29-2011	07-04-2011	PETER'S PAINT   PAPER	74.97	CAD	74.97	CAD	2715	PAINT SUPPLIES	P07865	STAN WADLOW COMPLEX-	5231	"Glass, Paint, Wallpaper Stores"	paint
"PARKS, FORESTRY & RECREATION"	1529-73	06-30-2011	07-04-2011	DISCOUNTERS POOL SPA	63.26	CAD	63.26	CAD	2570	JANITORIAL SUPPLIES	P06722	BEACHES CC-OPERATION	5039	Construction Materials Not Elsewhere Cla	pool skimmers
"PARKS, FORESTRY & RECREATION"	1535-56	07-05-2011	07-07-2011	THE HOME DEPOT #7080	79.09	CAD	79.09	CAD	3099	GENERAL EQUIPMENT	P06722	BEACHES CC-OPERATION	5200	Home Supply Warehouse	NYLON TRUCK
"PARKS, FORESTRY & RECREATION"	1549-50	07-13-2011	07-15-2011	THE HOME DEPOT #7012	36.10	CAD	36.10	CAD	2715	PAINT SUPPLIES	P07865	STAN WADLOW COMPLEX-	5200	Home Supply Warehouse	MARKER
"PARKS, FORESTRY & RECREATION"	1551-83	07-14-2011	07-18-2011	THE HOME DEPOT #7012	261.05	CAD	261.05	CAD	2715	PAINT SUPPLIES	P07865	STAN WADLOW COMPLEX-	5200	Home Supply Warehouse	BEHR EPOXY
"PARKS, FORESTRY & RECREATION"	1558-35	07-20-2011	07-22-2011	CDN TIRE STORE #00209	20.32	CAD	20.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07865	STAN WADLOW COMPLEX-	5200	Home Supply Warehouse	wasp/hornet spray
					534.79	CAD	534.79	CAD							
"PARKS, FORESTRY & RECREATION"	1543-33	07-11-2011	07-12-2011	LOWES #02494*	215.81	CAD	215.81	CAD	2531	LUMBER	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	20 PC GEAR WRENCH SET SAE
"PARKS, FORESTRY & RECREATION"	1543-34	07-11-2011	07-12-2011	INTERLINE WHOLESALE HA	72.11	CAD	72.11	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS C	5072	Hardware Equipment and Supplies	krybon find spring paint
"PARKS, FORESTRY & RECREATION"	1549-51	07-13-2011	07-15-2011	THE HOME DEPOT #7027	198.84	CAD	198.84	CAD	2710	MISCELLANEOUS PARTS	P00833	TECH SERV. 3-PARKS C	5200	Home Supply Warehouse	15M CORD
"PARKS, FORESTRY & RECREATION"	1549-52	07-13-2011	07-15-2011	CTF SUPPLY (08)	124.99	CAD	124.99	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	swzall blades prunning mil
"PARKS, FORESTRY & RECREATION"	1549-53	07-14-2011	07-15-2011	METAL SUPERMARKETS (SC	39.05	CAD	39.05	CAD	2532	STEEL	P00834	MORNINGSIDE YD-PKS C	5051	Metal Service Centers and Offices	ss rd tube
"PARKS, FORESTRY & RECREATION"	1551-84	07-14-2011	07-18-2011	BRAFASCO / SCARBOROUGH	107.20	CAD	107.20	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	tek 1/4 hwh
"PARKS, FORESTRY & RECREATION"	1557-53	07-19-2011	07-21-2011	BRAFASCO / SCARBOROUGH	71.19	CAD	71.19	CAD	2710	GENERAL HARDWARE	P00265	E-CENTRAL3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	irwin fast rellease locking
"PARKS, FORESTRY & RECREATION"	1558-36	07-20-2011	07-22-2011	BRAFASCO / SCARBOROUGH	136.30	CAD	136.30	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	flexovit mandrel adaptor
"PARKS, FORESTRY & RECREATION"	1558-37	07-20-2011	07-22-2011	CTF SUPPLY (08)	15.26	CAD	15.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	walter mandrel
"PARKS, FORESTRY & RECREATION"	1568-41	07-27-2011	07-29-2011	THE HOME DEPOT #7001	20.41	CAD	20.41	CAD	2710	GENERAL HARDWARE	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	FENCE TIES
"PARKS, FORESTRY & RECREATION"	1568-42	07-27-2011	07-29-2011	BRAFASCO / SCARBOROUGH	28.73	CAD	28.73	CAD	2710	GENERAL HARDWARE	P00264	E-CENTRAL2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	rustoleum ic flat black enamel
					"1,029.89"	CAD	"1,029.89"	CAD							
EMERGENCY MEDICAL SERVICES	1529-74	07-01-2011	07-04-2011	JONES BARTLETT LEARNIN	"1,776.87"	CAD	"1,795.36"	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	B22040	EXTL TRAINING CPR	5192	"Books, Periodicals, and Newspapers"	RESPONDER BOOKS
EMERGENCY MEDICAL SERVICES	1541-89	07-08-2011	07-11-2011	COMPUCOM CANADA CO.	570.22	CAD	570.22	CAD	4406	CONTRACTED SERVICES - OFFICE EQUIPMENT	B22040	EXTL TRAINING CPR	5734	Computer Software Stores	REPAIR OF LCD PROJECTOR
EMERGENCY MEDICAL SERVICES	1547-62	07-13-2011	07-14-2011	STAPLES STORE #28	80.74	CAD	80.74	CAD	2099	JANITORIAL SUPPLIES	B22040	EXTL TRAINING CPR	5943	"Office, School Supply, and Stationery St"	C0LOURED PAPER
EMERGENCY MEDICAL SERVICES	1551-85	07-15-2011	07-18-2011	LIFESAVING SOCIETY	791.00	CAD	791.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	B22040	EXTL TRAINING CPR	8641	"Associations - Civic, Social, and Frater"	"ACTAR 911 INFANT LUNGS, D-FIB LUNGS"
					"3,218.83"	CAD	"1,441.96"	CAD							
							"1,795.36"	USD							
CITY PLANNING	1529-75	06-30-2011	07-04-2011	"INDIGO BOOKS   MUSIC,"	20.75	CAD	20.75	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFF-POLICY&RESR	5399	Miscellaneous General Merchandise	Reshaping Torontos waterfront
CITY PLANNING	1553-41	07-18-2011	07-19-2011	CARSWELL	273.45	CAD	273.45	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFF-POLICY&RESR	7338	"Quick Copy, Reproduction, and Blueprinti"	update#5-loose-leaf publication:Planning&Zoning
CITY PLANNING	1567-53	07-27-2011	07-28-2011	REI LEXISNEXIS CANADA	91.09	CAD	91.09	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFF-POLICY&RESR	5942	Book Stores	Update#14-looseleaf publication:Ont.Planning Law
					385.29	CAD	385.29	CAD							
SOLID WASTE MANAGEMENT	1557-54	07-18-2011	07-21-2011	LASER SPEED INC	"1,179.86"	CAD	"1,179.86"	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	SW0830	SCARBOROUGH TS OPER	7372	"Computer Programming, Integrated Systems"	
					"1,179.86"	CAD	"1,179.86"	CAD							
"PARKS, FORESTRY & RECREATION"	1557-55	07-19-2011	07-21-2011	THE HOME DEPOT #7001	51.89	CAD	51.89	CAD	2575	ELECTRICAL SUPPLIES	P12151	TRACE MANES-COMM CTR	5200	Home Supply Warehouse	13WTWISTDAY6
					51.89	CAD	51.89	CAD							
"PARKS, FORESTRY & RECREATION"	1529-76	06-29-2011	07-04-2011	THE HOME DEPOT #7001	17.00	CAD	17.00	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	BOLT
"PARKS, FORESTRY & RECREATION"	1531-24	06-29-2011	07-05-2011	MCGOWAN FENCE   SUPPLY	71.65	CAD	71.65	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5051	Metal Service Centers and Offices	2 x 9 leo green & ties
"PARKS, FORESTRY & RECREATION"	1557-56	07-20-2011	07-21-2011	AIR LIQUIDE CANADA INC	70.05	CAD	70.05	CAD	4590	RENTAL - OTHER	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	rental of tank
"PARKS, FORESTRY & RECREATION"	1563-26	07-25-2011	07-26-2011	ARMTEC #8200	57.11	CAD	57.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	24 x 24  x 2 1/4 nat pedslab
"PARKS, FORESTRY & RECREATION"	1568-43	07-27-2011	07-29-2011	THE HOME DEPOT #7001	106.31	CAD	106.31	CAD	2531	LUMBER	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	2X6X12 P.T.
					322.12	CAD	322.12	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1535-57	07-06-2011	07-07-2011	COSTCO.CA   *ONLINE	135.59	CAD	135.59	CAD	2610	KITCHEN SUPPLIES	F01224	WOMENS RES-DIRECT PG	5399	Miscellaneous General Merchandise	MICROWAVE FOR DIETARY @ W/R
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1541-90	07-08-2011	07-11-2011	WAL-MART #3159	448.08	CAD	448.08	CAD	2570	JANITORIAL SUPPLIES	F01223	WOMENS RES-PROPRTY S	5411	"Grocery Stores, Supermarkets"	TOILETRIES FOR CLIENTS @ W/R
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1543-35	07-08-2011	07-12-2011	CDN TIRE STORE #00030	131.14	CAD	131.14	CAD	2710	GENERAL HARDWARE	F01231	WOMN'S RES-ADELAIDE	5200	Home Supply Warehouse	SMALL TOOLS/BOIT CUTTER/BULBS FOR ARCFW
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1561-65	07-23-2011	07-25-2011	THE HOME DEPOT #7135	77.23	CAD	77.23	CAD	2710	GENERAL HARDWARE	F01223	WOMENS RES-PROPRTY S	5200	Home Supply Warehouse	KEY BLANK
