Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
TORONTO WATER	1408-19	04-08-2011	04-11-2011	HONIG INDUSTRIAL EQUIP	208.09	CAD	208.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5969	Direct Marketing - Other Direct Marketer	straight edge tool
TORONTO WATER	1419-20	04-15-2011	04-18-2011	KOTYCK BROS LIMITED	"1,608.07"	CAD	"1,608.07"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	back flow parts
TORONTO WATER	1419-21	04-15-2011	04-18-2011	KOTYCK BROS LIMITED	186.82	CAD	186.82	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	plumbing supplies
TORONTO WATER	1419-22	04-15-2011	04-18-2011	NEDCO CTRL DIV. WESTBU	54.96	CAD	54.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5065	Electrical Parts and Equipment	pipe clamp
TORONTO WATER	1420-15	04-15-2011	04-19-2011	BRAFASCO / ETOBICOKE	95.39	CAD	95.39	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	consumable liquids
TORONTO WATER	1423-13	04-19-2011	04-20-2011	KOTYCK BROS LIMITED	191.24	CAD	191.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	soldering material
TORONTO WATER	1425-17	04-19-2011	04-25-2011	J.J. DOWNS INDUSTRIAL	64.17	CAD	64.17	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	pvc materials
TORONTO WATER	1425-18	04-20-2011	04-25-2011	CDN TIRE STORE #00070	46.47	CAD	46.47	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	tools
TORONTO WATER	1429-8	04-25-2011	04-26-2011	HACH CANADA	149.16	CAD	149.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5169	Chemicals and Allied Products Not Elsewh	instrument part
TORONTO WATER	1431-16	04-26-2011	04-27-2011	INNOVATIVE CONTROL SOL	487.30	CAD	487.30	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	7299	Other Services (Not Elsewhere Classified	instrumentation part
					"3,290.59"	CAD	"3,290.59"	CAD							
"PARKS, FORESTRY & RECREATION"	1404-16	04-06-2011	04-07-2011	COBRA FLOAT SERVICE IN	367.25	CAD	367.25	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P10908	NY SKI CTR-OPS	1799	"Contractors, Special Trade - Not Elsewhe"	float charge -  groomer to alness yard-service
					367.25	CAD	367.25	CAD							
CITY CLERK'S OFFICE	1419-23	04-15-2011	04-18-2011	PRECISE PARKLINK INC	13.00	CAD	13.00	CAD	4770	PARKING EXPENSES (INTOWN)	GV0019	PROTOCOL	7523	Automobile Parking Lots and Garages	Parking-Green Toronto Awards 
					13.00	CAD	13.00	CAD							
"PARKS, FORESTRY & RECREATION"	1417-11	04-14-2011	04-15-2011	THE CRAFT   HOBBY EMPO	71.09	CAD	71.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06080	RODING-SOC PGM	5970	"Artist Supply Stores, Craft Shops"	"prgm supplies:crayons,marks,chalk"
"PARKS, FORESTRY & RECREATION"	1425-19	04-21-2011	04-25-2011	JACK WATSON  11086A	79.51	CAD	79.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06080	RODING-SOC PGM	5941	Sporting Goods Stores	rubber soccerballs for prgm
					150.60	CAD	150.60	CAD							
"PARKS, FORESTRY & RECREATION"	1393-19	03-31-2011	04-01-2011	STAPLES STORE #28	84.07	CAD	84.07	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P02392	AGINCOURT POOL-PGM S	5943	"Office, School Supply, and Stationery St"	
					84.07	CAD	84.07	CAD							
"PARKS, FORESTRY & RECREATION"	1412-21	04-11-2011	04-13-2011	ZELLERS #250	18.52	CAD	18.52	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10467	WALLACE EMERSON-PGM	5310	Discount Stores	BINDERS
					18.52	CAD	18.52	CAD							
EMERGENCY MEDICAL SERVICES	1400-26	04-05-2011	04-06-2011	STAPLES STORE #86	185.30	CAD	185.30	CAD	2010	STATIONERY AND OFFICE SUPPLIES	B46752	OPS - DISTRICT 3	5943	"Office, School Supply, and Stationery St"	"BLK/WHITE, PT320, BLACK YELLOW"
EMERGENCY MEDICAL SERVICES	1408-20	04-07-2011	04-11-2011	WAL-MART SUPERCENTE	204.42	CAD	204.42	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5310	Discount Stores	"STORAGE BOX, TOTE"
EMERGENCY MEDICAL SERVICES	1412-22	04-12-2011	04-13-2011	ACKLANDS-GRAINGER INC	18.43	CAD	18.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5085	Industrial Supplies Not Elsewhere Classi	CARTRIDGE ORGANIC VAPOR
EMERGENCY MEDICAL SERVICES	1424-9	04-20-2011	04-21-2011	G.K. CHEMICAL SPECIALT	277.44	CAD	277.44	CAD	2570	JANITORIAL SUPPLIES	B46752	OPS - DISTRICT 3	5169	Chemicals and Allied Products Not Elsewh	G2000 TERM FLOOR FINISH
					685.59	CAD	685.59	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1425-20	04-22-2011	04-25-2011	EB *CIC-TORONTO BRANCH	48.47	CAD	48.47	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUS DEV-OTHER SECTOR	7399	Business Services - Not Elsewhere Classi	Tickets - CUBA: A New Economic Model?
					48.47	CAD	48.47	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1404-17	04-06-2011	04-07-2011	FUTURE SHOP .CA #768	"1,560.80"	CAD	"1,560.80"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HSE-HOSTEL	5732	Electronic Sales	"Sharp Aquos 60"" LCD TV- 4th Floor for Clients"
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1412-23	04-11-2011	04-13-2011	ALL LANGUAGES LTD	176.28	CAD	176.28	CAD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	F01132	SEATON HSE-HOSTEL	7399	Business Services - Not Elsewhere Classi	Birchmount Res- URDU client translator
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1419-24	04-15-2011	04-18-2011	MAIN DRUG MART	216.42	CAD	216.42	CAD	2820	MEDICAL & DENTAL SUPPLIES	F01125	SEATON HSE-SPEC ASSI	5912	"Drug Stores, Pharmacies"	48 2032 Batteries- Client Hearing Aids
					"1,953.50"	CAD	"1,953.50"	CAD							
"PARKS, FORESTRY & RECREATION"	1423-14	04-18-2011	04-20-2011	NAPA SCARBOROUGH #136	142.74	CAD	142.74	CAD	2401	LUBRICANTS	P00272	E-SOUTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	OIL
					142.74	CAD	142.74	CAD							
"PARKS, FORESTRY & RECREATION"	1396-25	04-01-2011	04-04-2011	TUCKERS POTTERY SUPPLI	160.18	CAD	160.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOC PGM	5970	"Artist Supply Stores, Craft Shops"	pottery tools & sponges for adult class
"PARKS, FORESTRY & RECREATION"	1396-26	04-01-2011	04-04-2011	THE HOME DEPOT #7080	12.41	CAD	12.41	CAD	2710	GENERAL HARDWARE	P11686	MATTY ECKLER-SOC PGM	5200	Home Supply Warehouse	Nails
"PARKS, FORESTRY & RECREATION"	1398-5	04-01-2011	04-05-2011	ABSOLUTE DOLLAR	24.92	CAD	24.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOC PGM	5310	Discount Stores	scupturing tools & containers
"PARKS, FORESTRY & RECREATION"	1398-6	04-01-2011	04-05-2011	ZELLERS #210	22.55	CAD	22.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10447	MATTY ECKLER-PGM SUP	5310	Discount Stores	woodworking supplies
"PARKS, FORESTRY & RECREATION"	1398-7	04-04-2011	04-05-2011	REMENYI MUSIC   BOOKS	247.68	CAD	247.68	CAD	2020	GST INPUT TAX CREDIT RECEIVABLE-AUTOMATI	P11686	MATTY ECKLER-SOC PGM	5733	"Music Stores - Musical Instruments, Pian"	music lesson books
"PARKS, FORESTRY & RECREATION"	1419-25	04-15-2011	04-18-2011	FOOD BASICS #875	36.47	CAD	36.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10447	MATTY ECKLER-PGM SUP	5411	"Grocery Stores, Supermarkets"	snack for after school programs
"PARKS, FORESTRY & RECREATION"	1435-17	04-28-2011	04-29-2011	FOOD BASICS #875	45.39	CAD	45.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOC PGM	5411	"Grocery Stores, Supermarkets"	after school cooking club
					549.60	CAD	549.60	CAD							
"PARKS, FORESTRY & RECREATION"	1404-18	04-06-2011	04-07-2011	NITRO INDUSTRIAL SALES	153.68	CAD	153.68	CAD	2710	GENERAL HARDWARE	P12136	ALNESS YD-FORESTRY-P	5085	Industrial Supplies Not Elsewhere Classi	2 measuring wheels
"PARKS, FORESTRY & RECREATION"	1404-19	04-06-2011	04-07-2011	NITRO INDUSTRIAL SALES	119.55	CAD	119.55	CAD	2710	GENERAL HARDWARE	P12136	ALNESS YD-FORESTRY-P	5085	Industrial Supplies Not Elsewhere Classi	2 tarps
					273.23	CAD	273.23	CAD							
MUNICIPAL LICENSING & STANDARDS	1432-29	04-27-2011	04-28-2011	PET VALU #2045	197.16	CAD	197.16	CAD	2620	ANIMAL CARE SUPPLIES	PH5036	TAS WEST REGION	5995	Pet Shops - Pet Food and Supplies	Canned Kitten Food
					197.16	CAD	197.16	CAD							
CITY CLERK'S OFFICE	1413-12	04-13-2011	04-14-2011	ISTOCK *INTERNATIONAL	23.45	CAD	23.45	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	5971	Art Dealers and Galleries	1_182
CITY CLERK'S OFFICE	1423-15	04-18-2011	04-20-2011	SHUTTERSTOCK.COM	48.48	CAD	49.00	USD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	7333	"Commercial Art, Graphics, Photography"	
CITY CLERK'S OFFICE	1431-17	04-26-2011	04-27-2011	ISTOCK *INTERNATIONAL	49.72	CAD	49.72	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	5971	Art Dealers and Galleries	1_164
					121.65	CAD	73.17	CAD							
							49.00	USD							
TRANPORTATION 	1424-10	04-20-2011	04-21-2011	WOLSELEY MECHANICAL	35.91	CAD	35.91	CAD	2199	MISCELLANEOUS PARTS	TP0103	"RW CLEAN-ME SW-D1,A1"	1711	"Air Conditioning, Heating, and Plumbing"	shut off valves for wash bay in the back of yard
					35.91	CAD	35.91	CAD							
"PARKS, FORESTRY & RECREATION"	1396-27	03-31-2011	04-04-2011	THE HOME DEPOT #7013	3.60	CAD	3.60	CAD	2710	GENERAL HARDWARE	P04936	JOHN ENGLISH CS-H CA	5200	Home Supply Warehouse	RUBBER TIPS
"PARKS, FORESTRY & RECREATION"	1398-8	04-01-2011	04-05-2011	CDN TIRE STORE #00070	15.80	CAD	15.80	CAD	2110	PARTS - FURNITURE & FIXTURES	P04936	JOHN ENGLISH CS-H CA	5200	Home Supply Warehouse	pool thermometers
					19.40	CAD	19.40	CAD							
TRANPORTATION 	1400-27	04-05-2011	04-06-2011	ACKLANDS-GRAINGER INC	106.55	CAD	106.55	CAD	2665	PROTECTIVE CLOTHING	TP0100	"RW SURF REPAIR-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	2xl work gloves
TRANPORTATION 	1404-20	04-05-2011	04-07-2011	PARKVIEW BUILDING SUPP	6.67	CAD	6.67	CAD	2551	ROAD MATERIALS	TP0100	"RW SURF REPAIR-D1,A1"	5211	"Building Materials, Lumber Stores"	patio stone
					113.22	CAD	113.22	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1412-24	04-11-2011	04-13-2011	PAYPAL *AKIMBOARTPR	180.80	CAD	180.80	CAD	4414	ADVERTISING & PROMOTION	AH0035	CD-RP-PRC-METRO HALL	8999	Professional Services - Not Elsewhere Cl	Public Art Expression of Interest advertising
					180.80	CAD	180.80	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1413-13	04-13-2011	04-14-2011	CANADIAN MUSEUMS ASSOC	113.00	CAD	113.00	CAD	4760	MEMBERSHIP FEES	AH0126	AS-PS-EXH-MKT GALL	8699	"Organizations, Membership - Not Elsewher"	membership for Market Gallery
ECONOMIC DEVELOPMENT & CULTURE	1419-26	04-14-2011	04-18-2011	MUSEUM PROS FINE ART S	"1,159.38"	CAD	"1,159.38"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0126	AS-PS-EXH-MKT GALL	5970	"Artist Supply Stores, Craft Shops"	"installation,transport and storage for art exhibit"
ECONOMIC DEVELOPMENT & CULTURE	1425-21	04-21-2011	04-25-2011	PACART	848.35	CAD	848.35	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0126	AS-PS-EXH-MKT GALL	4789	Transportation Services-Not Elsewhere Cl	storage for oversize paintings city art collection
ECONOMIC DEVELOPMENT & CULTURE	1432-30	04-27-2011	04-28-2011	FRONT PRINT	15.26	CAD	15.26	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0126	AS-PS-EXH-MKT GALL	5044	"Office, Photographic, Photocopy, and Mic"	photo reproductionfor art display/city art collect
					"2,135.99"	CAD	"2,135.99"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1408-21	04-08-2011	04-11-2011	LOBLAWS #1066	92.17	CAD	92.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0011	AS-PS-CDE-ETOBCC	5411	"Grocery Stores, Supermarkets"	Food for Art Show opening receiption events
ECONOMIC DEVELOPMENT & CULTURE	1408-22	04-10-2011	04-11-2011	RABBA CLA ROSE FLORIST	6.33	CAD	6.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0011	AS-PS-CDE-ETOBCC	5411	"Grocery Stores, Supermarkets"	food fpr Art Show opening reception
ECONOMIC DEVELOPMENT & CULTURE	1412-25	04-12-2011	04-13-2011	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0006	AS-PR-PRS-ETOBCC	7523	Automobile Parking Lots and Garages	Parking for Arts Services meeting at Metro Hall
					114.50	CAD	114.50	CAD							
"PARKS, FORESTRY & RECREATION"	1404-21	04-06-2011	04-07-2011	FUTURE SHOP #57	45.19	CAD	45.19	CAD	2575	ELECTRICAL SUPPLIES	P06535	ELMBANK CC-SOC PGM	5732	Electronic Sales	CABLE
"PARKS, FORESTRY & RECREATION"	1425-22	04-21-2011	04-25-2011	WAL-MART SUPERCENTE	142.15	CAD	142.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06535	ELMBANK CC-SOC PGM	5310	Discount Stores	AFTERSCHOOL PROGRAM SUPPLIES
					187.34	CAD	187.34	CAD							
LONG TERM CARE HOMES	1404-22	04-06-2011	04-07-2011	LOBLAWS #029       QPS	7.74	CAD	7.74	CAD	2741	FOOD COSTS	D3B032	CASTLEVW WYCHWD-FN-R	5411	"Grocery Stores, Supermarkets"	Vounteer Appreciation food costs
LONG TERM CARE HOMES	1404-23	04-06-2011	04-07-2011	LOBLAWS #029	103.80	CAD	103.80	CAD	2741	FOOD COSTS	D3B032	CASTLEVW WYCHWD-FN-R	5411	"Grocery Stores, Supermarkets"	Vounteer Appreciation food costs
LONG TERM CARE HOMES	1408-23	04-07-2011	04-11-2011	LOBLAWS #029	75.82	CAD	75.82	CAD	2741	FOOD COSTS	D3B032	CASTLEVW WYCHWD-FN-R	5411	"Grocery Stores, Supermarkets"	Vounteer Appreciation food costs
					187.36	CAD	187.36	CAD							
CITY CLERK'S OFFICE	1400-28	04-05-2011	04-06-2011	INDIGO 287         QPS	52.40	CAD	52.40	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0019	PROTOCOL	5942	Book Stores	2 books used as samples-My Toronto & Torontop Pano
					52.40	CAD	52.40	CAD							
"PARKS, FORESTRY & RECREATION"	1400-29	04-01-2011	04-06-2011	FASTENAL COMPANY ONT03	98.54	CAD	98.54	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET E	5211	"Building Materials, Lumber Stores"	wrench set
"PARKS, FORESTRY & RECREATION"	1404-24	04-05-2011	04-07-2011	NAPA SCARBOROUGH #136	318.14	CAD	318.14	CAD	2401	LUBRICANTS	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1406-20	04-05-2011	04-08-2011	DTC INDUSTRIAL SALES L	137.69	CAD	137.69	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET E	5085	Industrial Supplies Not Elsewhere Classi	materials for shop use
"PARKS, FORESTRY & RECREATION"	1406-21	04-07-2011	04-08-2011	INTERLINE WHOLESALE HA	30.53	CAD	30.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5072	Hardware Equipment and Supplies	chain
"PARKS, FORESTRY & RECREATION"	1408-24	04-07-2011	04-11-2011	G C DUKE EQUIPMENT LTD	82.01	CAD	82.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	bolts
"PARKS, FORESTRY & RECREATION"	1413-14	04-12-2011	04-14-2011	FASTENAL COMPANY ONT03	39.75	CAD	39.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5211	"Building Materials, Lumber Stores"	cotter pins
"PARKS, FORESTRY & RECREATION"	1424-11	04-19-2011	04-21-2011	NAPA SCARBOROUGH #136	5.31	CAD	5.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	lamp
"PARKS, FORESTRY & RECREATION"	1429-9	04-21-2011	04-26-2011	NAPA SCARBOROUGH #136	11.85	CAD	11.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	nuts
					723.82	CAD	723.82	CAD							
CITY CLERK'S OFFICE	1412-26	04-12-2011	04-13-2011	US PLASTICS/USP HOME	108.15	CAD	109.18	USD	2082	HEALTH & SAFETY SUPPLIES	GV0005	PRINTING - CITY	5085	Industrial Supplies Not Elsewhere Classi	FREIGHT
CITY CLERK'S OFFICE	1429-10	04-25-2011	04-26-2011	US PLASTICS/USP HOME	63.45	CAD	64.68	USD	2082	HEALTH & SAFETY SUPPLIES	GV0005	PRINTING - CITY	5085	Industrial Supplies Not Elsewhere Classi	FREIGHT
					171.60	CAD	173.86	USD							
ECONOMIC DEVELOPMENT & CULTURE	1400-30	04-04-2011	04-06-2011	WESTBURY NATIONAL SHOW	"7,102.05"	CAD	"7,102.05"	CAD	4410	CONTRACTED SERVICES - HEATING & AIR COND	AH0008	AS-PR-PRS-METRO HALL	7394	"Equipment Rental and Leasing Services, F"	"A/V EQUIPMENT, Vndor via SchedA site permit"
					"7,102.05"	CAD	"7,102.05"	CAD							
"PARKS, FORESTRY & RECREATION"	1400-31	04-05-2011	04-06-2011	MILLENNIUMSOILS COIR	635.06	CAD	635.06	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12757	W-E COMM GARDENS-PRO	5967	Direct Marketing - Inbound Telemarketing	coir growing pots
					635.06	CAD	635.06	CAD							
TRANPORTATION 	1396-28	03-31-2011	04-04-2011	STEELES PAINT   DECORA	11.19	CAD	11.19	CAD	2715	PAINT SUPPLIES	TP0204	TRANSP SIGN SHOP	5231	"Glass, Paint, Wallpaper Stores"	"Pintar 2"" angular sable brush"
TRANPORTATION 	1412-27	04-12-2011	04-13-2011	SIAS CANADA LTD.	505.36	CAD	505.36	CAD	2090	GRAPHIC DESIGN SUPPLIES	TP0204	TRANSP SIGN SHOP	5046	Commercial Equipment Not Elsewhere Class	"Floodbar, Squeegee holder, hand brush"
					516.55	CAD	516.55	CAD							
CITY CLERK'S OFFICE	1431-18	04-26-2011	04-27-2011	INSTITUTE OF PUBLIC	155.00	CAD	155.00	CAD	4760	MEMBERSHIP FEES	GV0011	CORP ACCESS & PRIV	8398	"Organizations, Charitable and Social Ser"	Membership
CITY CLERK'S OFFICE	1432-31	04-27-2011	04-28-2011	U OF T F.I.S. INTERNET	225.00	CAD	225.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	GV0012	CLIENT SERVICES	4816	Computer Network/Information Services	"May 2/11, Intro to Records Management"
					380.00	CAD	380.00	CAD							
LONG TERM CARE HOMES	1413-15	04-12-2011	04-14-2011	CALEA LTD	183.90	CAD	183.90	CAD	2820	MEDICAL & DENTAL SUPPLIES	D3F144	7 OAKS-NS-NA	8099	"Health Practitioners, Medical Services -"	Invoice #3518674-3388755
LONG TERM CARE HOMES	1423-16	04-19-2011	04-20-2011	FLAGHOUSE INC.	70.06	CAD	70.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3F083	7 OAKS-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	Theraband Items - #P04343530101
LONG TERM CARE HOMES	1424-12	04-19-2011	04-21-2011	CONCEPTS DU SABLIER	281.73	CAD	281.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3F083	7 OAKS-PS-PS	5969	Direct Marketing - Other Direct Marketer	Order 8824
LONG TERM CARE HOMES	1424-13	04-20-2011	04-21-2011	BROWEL'S MANUFACTURING	95.76	CAD	95.76	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	Nursing Home Bracelet - 20110644
LONG TERM CARE HOMES	1424-14	04-20-2011	04-21-2011	BROWEL'S MANUFACTURING	28.82	CAD	28.82	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	Nursing Home Bracelet
LONG TERM CARE HOMES	1425-23	04-20-2011	04-25-2011	CALEA LTD	78.99	CAD	78.99	CAD	2820	MEDICAL & DENTAL SUPPLIES	D3F144	7 OAKS-NS-NA	8099	"Health Practitioners, Medical Services -"	3524812-3396842
LONG TERM CARE HOMES	1429-11	04-25-2011	04-26-2011	MEDICAL MART SUPPLIES	301.71	CAD	301.71	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	
LONG TERM CARE HOMES	1435-18	04-27-2011	04-29-2011	CALEA LTD	125.79	CAD	125.79	CAD	2820	MEDICAL & DENTAL SUPPLIES	D3F144	7 OAKS-NS-NA	8099	"Health Practitioners, Medical Services -"	Invoice #3529913-3402343
					"1,166.76"	CAD	"1,166.76"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1404-25	04-05-2011	04-07-2011	PAYPAL *DAMEION	349.13	CAD	349.13	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	AH0008	AS-PR-PRS-METRO HALL	8999	Professional Services - Not Elsewhere Cl	mentorship instruction fees
ECONOMIC DEVELOPMENT & CULTURE	1406-22	03-31-2011	04-08-2011	BROOKFIELD PLACE	40.00	CAD	40.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0008	AS-PR-PRS-METRO HALL	7523	Automobile Parking Lots and Garages	parking - celebrate 27 launch
ECONOMIC DEVELOPMENT & CULTURE	1408-25	04-08-2011	04-11-2011	JOY APPAREL	"2,835.65"	CAD	"2,835.65"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0008	AS-PR-PRS-METRO HALL	5699	Accessory  and Apparel Stores - Miscella	contribution/partnership of tshirts/scarfs supply
					"3,224.78"	CAD	"3,224.78"	CAD							
"PARKS, FORESTRY & RECREATION"	1393-20	03-31-2011	04-01-2011	STAPLES STORE #3	25.18	CAD	25.18	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PGM SUPP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1408-26	04-07-2011	04-11-2011	TECHNICAL STANDARDS AN	90.40	CAD	90.40	CAD	2792	"BANNERS, FLAGS & SIGNS"	P02613	CUMMER-PGM SUPP	1799	"Contractors, Special Trade - Not Elsewhe"	waterslide dossier
					115.58	CAD	115.58	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1400-32	04-04-2011	04-06-2011	PAUL WOLF ELECTRIC   L	53.70	CAD	53.70	CAD	2575	ELECTRICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5065	Electrical Parts and Equipment	light bulbs
ECONOMIC DEVELOPMENT & CULTURE	1408-27	04-07-2011	04-11-2011	PAUL WOLF ELECTRIC   L	182.61	CAD	182.61	CAD	2575	ELECTRICAL SUPPLIES	AH0023	CD-AM-FAC-TODMORDEN	5065	Electrical Parts and Equipment	light bulbs
ECONOMIC DEVELOPMENT & CULTURE	1412-28	04-11-2011	04-13-2011	RONA # 55130	6.98	CAD	6.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5251	Hardware Stores	sealer
ECONOMIC DEVELOPMENT & CULTURE	1412-29	04-11-2011	04-13-2011	CDN TIRE STORE #00182	19.19	CAD	19.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	AH0154	CD-AM-FAC-FORT YORK	5200	Home Supply Warehouse	ball hitch
ECONOMIC DEVELOPMENT & CULTURE	1425-24	04-20-2011	04-25-2011	PAUL WOLF ELECTRIC   L	128.48	CAD	128.48	CAD	2575	ELECTRICAL SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5065	Electrical Parts and Equipment	light bulbs
					390.96	CAD	390.96	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1408-28	04-09-2011	04-11-2011	KOOTA OOMA UKRAINIAN C	107.28	CAD	107.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0100	HS-MH-PUB-YORK MUSEU	5942	Book Stores	Easter Egg program supplies
ECONOMIC DEVELOPMENT & CULTURE	1417-12	04-14-2011	04-15-2011	SOBEYS #941        QPS	32.52	CAD	32.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0100	HS-MH-PUB-YORK MUSEU	5411	"Grocery Stores, Supermarkets"	"Food for  program -sugar, eggs, raspberry"
ECONOMIC DEVELOPMENT & CULTURE	1423-17	04-18-2011	04-20-2011	SOBEYS #941        QPS	12.07	CAD	12.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0100	HS-MH-PUB-YORK MUSEU	5411	"Grocery Stores, Supermarkets"	"Food for  program-egg, milk, butter"
