Division 	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	Cost Centre / WBS Element 	Cost Centre/WBS Element Description 	G/L Account	G/L Account Description	Merchant Type	Merchant Type Description	Purpose
SOLID WASTE MANAGEMENT	1499-49	2011-06-09	2011-06-10	FABCO PLASTICS WHOLESA	115.09	CAD	115.09	CAD	CSW309-11-05	KEELE VALLEY	2485	SUPPLIES - GAS/ODOUR CONTROL	7399	Business Services - Not Elsewhere Classi	"PVC reducing couplings, PVC blind flange"
SOLID WASTE MANAGEMENT	1501-84	2011-06-09	2011-06-13	BRAFASCO/CONCORD	183.21	CAD	183.21	CAD	CSW309-11-05	KEELE VALLEY	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	"HEX caps, nuts, washers"
SOLID WASTE MANAGEMENT	1516-49	2011-06-22	2011-06-23	LOWES #02632*	26.08	CAD	26.08	CAD	CSW309-11-05	KEELE VALLEY	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	"1/2""-13-2'ALL PLATED THREAD"
					486.15	CAD	486.15	CAD							
"PARKS, FORESTRY & RECREATION"	1484-50	2011-05-30	2011-06-02	SUPREME SPORTS INC	19.78	CAD	19.78	CAD	P06781	HUMBERWOOD (BD)-PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5941	Sporting Goods Stores	tae kwon do belts
"PARKS, FORESTRY & RECREATION"	1485-47	2011-06-01	2011-06-03	THE HOME DEPOT #7114	15.80	CAD	15.80	CAD	P06781	HUMBERWOOD (BD)-PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5200	Home Supply Warehouse	"3/16"" CORD"
"PARKS, FORESTRY & RECREATION"	1485-48	2011-06-01	2011-06-03	WAL-MART # 3740	23.19	CAD	23.19	CAD	P06781	HUMBERWOOD (BD)-PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5411	"Grocery Stores, Supermarkets"	safety pins for dance recital
"PARKS, FORESTRY & RECREATION"	1499-50	2011-06-09	2011-06-10	CAN-MEX IMPORTS INC.	84.78	CAD	84.78	CAD	P06781	HUMBERWOOD (BD)-PGM	2560	AGRICULTURE & BOTANICAL SUPPLIES	5193	"Florists Supplies, Nursery Stock, and Fl"	"Carnations, white, red, orange etc"
"PARKS, FORESTRY & RECREATION"	1509-57	2011-06-16	2011-06-17	TDSB-PURCHASING	187.27	CAD	187.27	CAD	P05101	HUMBERWOOD CC-SUMR C	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	8299	Educational Services	craft supplies
"PARKS, FORESTRY & RECREATION"	1519-60	2011-06-22	2011-06-24	PALMER GROUP THE-CREDI	103.40	CAD	103.40	CAD	P05101	HUMBERWOOD CC-SUMR C	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5999	Miscellaneous and Specialty Retail Store	craft supplies
					434.22	CAD	434.22	CAD							
"PARKS, FORESTRY & RECREATION"	1494-50	2011-06-07	2011-06-08	D   G TROPHIES	283.35	CAD	283.35	CAD	P06746	BROWN CC-PGM SUPP	2790	PRESENTATION/PROMOTIONAL ITEMS	5945	"Game, Toy, and Hobby Shops"	ball hockey trophies
"PARKS, FORESTRY & RECREATION"	1524-68	2011-06-28	2011-06-29	THE MERCHANT OF TENNIS	343.52	CAD	343.52	CAD	P06746	BROWN CC-PGM SUPP	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5941	Sporting Goods Stores	tennis balls for Ramsden Tennis camp
					626.87	CAD	626.87	CAD							
TORONTO WATER	1482-50	2011-05-25	2011-06-01	GUILLEVIN INT'NAL #302	382.39	CAD	382.39	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	Bolts
TORONTO WATER	1482-51	2011-05-30	2011-06-01	BRAFASCO / ETOBICOKE	77.98	CAD	77.98	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	HSS Tap and Nipple
TORONTO WATER	1482-52	2011-05-30	2011-06-01	FASTENAL CANADA	97.90	CAD	97.90	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	7399	Business Services - Not Elsewhere Classi	3/8 anchor and 9/16 Drill bits
TORONTO WATER	1482-53	2011-05-31	2011-06-01	AUTOMOTIVE TOOLS	253.91	CAD	253.91	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5533	"Automotive Parts, Accessories Stores"	Die Guard and cutting disk
TORONTO WATER	1484-51	2011-05-31	2011-06-02	THE HOME DEPOT #7011	107.45	CAD	107.45	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	2X4X10 SPF
TORONTO WATER	1484-52	2011-05-31	2011-06-02	THE HOME DEPOT #7011	44.09	CAD	44.09	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	CH-4PC QUICK
TORONTO WATER	1484-53	2011-05-31	2011-06-02	BRAFASCO / ETOBICOKE	129.41	CAD	129.41	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	Blow gun and yellow marker
TORONTO WATER	1484-54	2011-05-31	2011-06-02	MR METAL(ETOBICOKE) IN	329.91	CAD	329.91	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5051	Metal Service Centers and Offices	Various Metals
TORONTO WATER	1485-49	2011-06-01	2011-06-03	THE HOME DEPOT #7013	40.34	CAD	40.34	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	17L BUCKET
TORONTO WATER	1485-50	2011-06-01	2011-06-03	CDN TIRE STORE #00182	67.73	CAD	67.73	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	Air Duster cans
TORONTO WATER	1485-51	2011-06-02	2011-06-03	KOTYCK BROS LIMITED	30.39	CAD	30.39	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	1520	General Contractors - Residential and Co	Swivel rings and bolt
TORONTO WATER	1488-76	2011-06-02	2011-06-06	NATIONAL CONCRETE ACCE	115.60	CAD	115.60	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	1771	Concrete Work Contractors	"Diamond Segment concrete blade, std grout"
TORONTO WATER	1499-51	2011-06-08	2011-06-10	BRAFASCO / ETOBICOKE	346.60	CAD	346.60	CAD	WW1178	HTP LIQUIDS PRIMARY	2535	PLUMBING SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	"Drill bits, tote, kneepads, spray adhesive, tapplu"
TORONTO WATER	1499-52	2011-06-08	2011-06-10	CDN TIRE STORE #00070	353.67	CAD	353.67	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	Compressor repair
TORONTO WATER	1505-42	2011-06-13	2011-06-15	THE HOME DEPOT #7011	149.84	CAD	149.84	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	RECEPTACLE
TORONTO WATER	1505-43	2011-06-13	2011-06-15	BRAFASCO / ETOBICOKE	218.98	CAD	218.98	CAD	WW1178	HTP LIQUIDS PRIMARY	2575	ELECTRICAL SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	"Socket box set, outdoor extension chord"
TORONTO WATER	1511-73	2011-06-16	2011-06-20	RONA NOBLE TRADE 52030	4.89	CAD	4.89	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	5251	Hardware Stores	Galv. Insert
TORONTO WATER	1511-74	2011-06-16	2011-06-20	CDN TIRE STORE #00070	277.08	CAD	277.08	CAD	WW1178	HTP LIQUIDS PRIMARY	2535	PLUMBING SUPPLIES	5200	Home Supply Warehouse	"Adapter, valve clamp"
TORONTO WATER	1513-44	2011-06-16	2011-06-21	J.J. DOWNS INDUSTRIAL	142.31	CAD	142.31	CAD	WW1178	HTP LIQUIDS PRIMARY	2535	PLUMBING SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	"1"" clear reinforced PVC tubing"
TORONTO WATER	1513-45	2011-06-20	2011-06-21	AUTOMOTIVE TOOLS	451.94	CAD	451.94	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	5533	"Automotive Parts, Accessories Stores"	Dewalt straight grinder
TORONTO WATER	1513-46	2011-06-20	2011-06-21	PERFORMANCE IMPROVEMEN	10.16	CAD	10.16	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	5533	"Automotive Parts, Accessories Stores"	"1/4"" slum line clamp"
TORONTO WATER	1515-39	2011-06-20	2011-06-22	THE HOME DEPOT #7011	46.31	CAD	46.31	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	GRIND. WHEEL
TORONTO WATER	1515-40	2011-06-20	2011-06-22	THE HOME DEPOT #7011	33.15	CAD	33.15	CAD	WW1178	HTP LIQUIDS PRIMARY	2575	ELECTRICAL SUPPLIES	5200	Home Supply Warehouse	WORKLIGHT
TORONTO WATER	1516-50	2011-06-20	2011-06-23	BUNNING SPLICING RIGGI	64.41	CAD	64.41	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	4457	Boat Leases and Boat Rentals	"Nylon belt slings (3',4',5')"
TORONTO WATER	1516-51	2011-06-22	2011-06-23	KOTYCK BROS LIMITED	152.41	CAD	152.41	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	1520	General Contractors - Residential and Co	"Adapter, hole clips, ferrule, nuts"
TORONTO WATER	1519-61	2011-06-22	2011-06-24	CDN TIRE STORE #00070	106.22	CAD	106.22	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	"Duracell batteries, headlamp, flash"
TORONTO WATER	1521-56	2011-06-23	2011-06-27	BRAFASCO / ETOBICOKE	62.26	CAD	62.26	CAD	WW1178	HTP LIQUIDS PRIMARY	2401	LUBRICANTS	5085	Industrial Supplies Not Elsewhere Classi	Aerosol
TORONTO WATER	1521-57	2011-06-23	2011-06-27	J.J. DOWNS INDUSTRIAL	154.25	CAD	154.25	CAD	WW1179	HTP LIQUIDS SECONDRY	2710	GENERAL HARDWARE	5085	Industrial Supplies Not Elsewhere Classi	Thick UHMV Sheet
TORONTO WATER	1521-58	2011-06-24	2011-06-27	KOTYCK BROS LIMITED	22.28	CAD	22.28	CAD	WW1178	HTP LIQUIDS PRIMARY	2535	PLUMBING SUPPLIES	1520	General Contractors - Residential and Co	"Sediment faucet, hose conn, clamp"
TORONTO WATER	1521-59	2011-06-24	2011-06-27	KOTYCK BROS LIMITED	100.99	CAD	100.99	CAD	WW1178	HTP LIQUIDS PRIMARY	2710	GENERAL HARDWARE	1520	General Contractors - Residential and Co	"Drive nut assy, sleeve"
TORONTO WATER	1527-69	2011-06-28	2011-06-30	TENAQUIP LIMITED	93.47	CAD	93.47	CAD	WW1178	HTP LIQUIDS PRIMARY	2120	PARTS - MACHINERY & EQUIPMENT	5251	Hardware Stores	
					"4,468.32"	CAD	"4,468.32"	CAD							
"PARKS, FORESTRY & RECREATION"	1515-41	2011-06-21	2011-06-22	MR. JANITORIAL SUPPLIE	966.09	CAD	966.09	CAD	P07398	JJ PIEININNI-FIT	2570	JANITORIAL SUPPLIES	7349	"Cleaning and Maintenance, Janitorial Ser"	12 boxes  - towels
					966.09	CAD	966.09	CAD							
PUBLIC HEALTH	1488-77	2011-06-03	2011-06-06	UNIVERSAL LINKS INC.	227.32	CAD	227.32	CAD	PH1091	COMM MEDIA RELTNS	2010	STATIONERY AND OFFICE SUPPLIES	7311	Advertising Services	STATIONERY AND OFFICE SUPPLIES
PUBLIC HEALTH	1527-70	2011-06-29	2011-06-30	FLUID SURVEYS	65.23	CAD	66.67	USD	PH1091	COMM MEDIA RELTNS	3420	COMPUTERS - SOFTWARE	5734	Computer Software Stores	COMPUTERS - SOFTWARE
					292.55	CAD	227.32	CAD							
							66.67	USD							
"PARKS, FORESTRY & RECREATION"	1482-54	2011-05-31	2011-06-01	LIFESAVING SOCIETY	322.57	CAD	322.57	CAD	P12634	ETO CTR-SKAT-PRG SUP	2082	HEALTH & SAFETY SUPPLIES	8641	"Associations - Civic, Social, and Frater"	first aid supplies for programs
"PARKS, FORESTRY & RECREATION"	1509-58	2011-06-15	2011-06-17	WILLIAM H (BILL) BOLTO	281.20	CAD	281.20	CAD	P12634	ETO CTR-SKAT-PRG SUP	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	7941	"Athletic Fields, Commercial Sports, Prof"	hockey pucks
"PARKS, FORESTRY & RECREATION"	1511-75	2011-06-18	2011-06-20	RCSS WESTON 2800	126.40	CAD	126.40	CAD	P12634	ETO CTR-SKAT-PRG SUP	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5411	"Grocery Stores, Supermarkets"	Activity play mats
					730.17	CAD	730.17	CAD							
"PARKS, FORESTRY & RECREATION"	1519-62	2011-06-22	2011-06-24	JACK WATSON  11219	437.88	CAD	437.88	CAD	P00656	CENTENNIAL PK-PGM SU	2560	AGRICULTURE & BOTANICAL SUPPLIES	5941	Sporting Goods Stores	ball diamond equipment
					437.88	CAD	437.88	CAD							
TRANSPORTATION SERVICES 	1484-55	2011-06-01	2011-06-02	RALSTON METAL PRODUCTS	898.35	CAD	898.35	CAD	TP0111	"RW MGMT & OH-D1,A1"	2010	STATIONERY AND OFFICE SUPPLIES	5051	Metal Service Centers and Offices	storage cabinet
TRANSPORTATION SERVICES 	1494-51	2011-06-07	2011-06-08	BATTLEFIELD EQUIPMENT	665.50	CAD	665.50	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	4520	RENTAL OF MACHINERY AND EQUIPMENT	5712	"Equipment, Furniture, and Home Furnishin"	"rental of articulated book, propane gas"
TRANSPORTATION SERVICES 	1503-41	2011-06-13	2011-06-14	BATTLEFIELD EQUIPMENT	27.12	CAD	27.12	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	4520	RENTAL OF MACHINERY AND EQUIPMENT	5712	"Equipment, Furniture, and Home Furnishin"	"rental of Prem, DIA, core bit 6"" wet"
TRANSPORTATION SERVICES 	1503-42	2011-06-13	2011-06-14	BATTLEFIELD EQUIPMENT	503.98	CAD	503.98	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	2770	GRAVEL	5712	"Equipment, Furniture, and Home Furnishin"	eucorock grout (cement)
TRANSPORTATION SERVICES 	1505-44	2011-06-09	2011-06-15	CONCORD HARDWARE	112.72	CAD	112.72	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	2551	ROAD MATERIALS	5251	Hardware Stores	planicrete AC Latex bonding 
TRANSPORTATION SERVICES 	1513-47	2011-06-17	2011-06-21	CDN TIRE STORE #00654	46.30	CAD	46.30	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	2499	OTHER CHEMICALS	5200	Home Supply Warehouse	other chemical
TRANSPORTATION SERVICES 	1513-48	2011-06-17	2011-06-21	CDN TIRE STORE #00654	-22.58	CAD	-22.58	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	2499	OTHER CHEMICALS	5200	Home Supply Warehouse	other chemical
TRANSPORTATION SERVICES 	1519-63	2011-06-23	2011-06-24	BATTLEFIELD EQUIPMENT	962.57	CAD	962.57	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	4520	RENTAL OF MACHINERY AND EQUIPMENT	5712	"Equipment, Furniture, and Home Furnishin"	"rental of articulated boom, propane gas"
TRANSPORTATION SERVICES 	1521-60	2011-06-23	2011-06-27	PRO GLO PAINTS-TORONTO	"1,116.50"	CAD	"1,116.50"	CAD	TP0124	"RW BRIDGE MTCE D1,A1"	2715	PAINT SUPPLIES	5198	"Paints, Varnishes, and Supplies"	premium velvet latex pastel base Q3298
					"4,310.46"	CAD	"4,310.46"	CAD							
"PARKS, FORESTRY & RECREATION"	1484-56	2011-05-31	2011-06-02	THE HOME DEPOT #7012	107.25	CAD	107.25	CAD	P12017	SOUTH GENERAL-PKS TE	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	HAMMER TAC
"PARKS, FORESTRY & RECREATION"	1484-57	2011-05-31	2011-06-02	THE HOME DEPOT #7012	54.99	CAD	54.99	CAD	P12017	SOUTH GENERAL-PKS TE	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	STAPLES
"PARKS, FORESTRY & RECREATION"	1484-58	2011-05-31	2011-06-02	THE HOME DEPOT #7012	-47.40	CAD	-47.40	CAD	P12017	SOUTH GENERAL-PKS TE	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	HAMMER TAC
"PARKS, FORESTRY & RECREATION"	1505-45	2011-06-14	2011-06-15	NEW CANADIAN LUMBER	11.19	CAD	11.19	CAD	P12017	SOUTH GENERAL-PKS TE	2710	GENERAL HARDWARE	5251	Hardware Stores	cable clamps
"PARKS, FORESTRY & RECREATION"	1515-42	2011-06-21	2011-06-22	PARLIAMENT BUILDING SU	116.84	CAD	116.84	CAD	P12017	SOUTH GENERAL-PKS TE	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5211	"Building Materials, Lumber Stores"	fast post mix
"PARKS, FORESTRY & RECREATION"	1523-54	2011-06-27	2011-06-28	STAPLES STORE #26	18.26	CAD	18.26	CAD	P12017	SOUTH GENERAL-PKS TE	2710	GENERAL HARDWARE	5943	"Office, School Supply, and Stationery St"	expo organizer kit
"PARKS, FORESTRY & RECREATION"	1523-55	2011-06-27	2011-06-28	ROMA FENCE LTD	792.03	CAD	792.03	CAD	P12017	SOUTH GENERAL-PKS TE	4468	CONTR SRV - FENCING	5211	"Building Materials, Lumber Stores"	fence kit
					"1,053.16"	CAD	"1,053.16"	CAD							
"PARKS, FORESTRY & RECREATION"	1485-52	2011-06-02	2011-06-03	CENTRAL FAIRBANK LUMBE	116.15	CAD	116.15	CAD	P00853	ALNESS YD-TRADES	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5211	"Building Materials, Lumber Stores"	HARDWARE
"PARKS, FORESTRY & RECREATION"	1488-78	2011-06-02	2011-06-06	ANGELO'S ELECTRIC LTD	445.56	CAD	445.56	CAD	P00853	ALNESS YD-TRADES	2710	GENERAL HARDWARE	7629	"Appliance Repair Shops, Electrical and S"	"nuts,bolts,screws,drill bit set"
"PARKS, FORESTRY & RECREATION"	1513-49	2011-06-20	2011-06-21	CENTRAL FAIRBANK LUMBE	57.72	CAD	57.72	CAD	P00853	ALNESS YD-TRADES	2710	GENERAL HARDWARE	5211	"Building Materials, Lumber Stores"	"nuts, bolts"
					619.43	CAD	619.43	CAD							
"PARKS, FORESTRY & RECREATION"	1509-59	2011-06-15	2011-06-17	ALLTURF LTD.	858.80	CAD	858.80	CAD	P07647	HUMBER VALLEY-OPERAT	3099	GENERAL EQUIPMENT	0780	Horticultural and Landscaping Services	"towels, flexsteake, hole cutter blade"
"PARKS, FORESTRY & RECREATION"	1513-50	2011-06-20	2011-06-21	U OF G - RIDGETOWN WEB	84.75	CAD	84.75	CAD	P07648	SCARLETT WOODS-OPERA	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	8220	"Colleges, Universities, Professional Sch"	IPM Certified Agent Registration
"PARKS, FORESTRY & RECREATION"	1527-71	2011-06-29	2011-06-30	CONCORD RADIO TELEVISI	296.63	CAD	296.63	CAD	P07647	HUMBER VALLEY-OPERAT	3099	GENERAL EQUIPMENT	5732	Electronic Sales	speaker replacement
					"1,240.18"	CAD	"1,240.18"	CAD							
TORONTO WATER	1521-61	2011-06-23	2011-06-27	THE HOME DEPOT #7073	337.87	CAD	337.87	CAD	PW1042	ISLAND SERVICES WA4	3085	M & E - AIR CONDITIONING	5200	Home Supply Warehouse	A/C 8000BTU
					337.87	CAD	337.87	CAD							
"PARKS, FORESTRY & RECREATION"	1482-55	2011-05-31	2011-06-01	LONG   MCQUADE	108.48	CAD	108.48	CAD	P12050	SMITHFIELD-COMM CTR-	4520	RENTAL OF MACHINERY AND EQUIPMENT	7399	Business Services - Not Elsewhere Classi	sound system rental-village green fest & smithfield
"PARKS, FORESTRY & RECREATION"	1484-59	2011-06-01	2011-06-02	NOFRILLS FRANCOIS'S 39	39.40	CAD	39.40	CAD	P12050	SMITHFIELD-COMM CTR-	2750	FOOD & NON-ALCOHOLIC BEVERAGES	5411	"Grocery Stores, Supermarkets"	ice- village green& smithfield spring
"PARKS, FORESTRY & RECREATION"	1515-43	2011-06-20	2011-06-22	THE HOME DEPOT #7114	54.42	CAD	54.42	CAD	P07741	THISTLETOWN-OPERATIO	2530	GENERAL HARDWARE	5200	Home Supply Warehouse	60ACL6M 4PK
"PARKS, FORESTRY & RECREATION"	1527-72	2011-06-28	2011-06-30	RONA # 55090	326.57	CAD	326.57	CAD	P12050	SMITHFIELD-COMM CTR-	3085	M & E - AIR CONDITIONING	5251	Hardware Stores	replacement air conditioner  C.S.
"PARKS, FORESTRY & RECREATION"	1527-73	2011-06-28	2011-06-30	SHOPPERSDRUGMART0857	110.00	CAD	110.00	CAD	P12050	SMITHFIELD-COMM CTR-	4225	BUSINESS TRAV - PUBLIC TRANSIT	5912	"Drug Stores, Pharmacies"	TTC tickets 
					638.87	CAD	638.87	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1484-60	2011-06-01	2011-06-02	TTC YONGE   BLOOR STAT	484.00	CAD	484.00	CAD	FH5521	STREET TO HOMES	4225	BUSINESS TRAV - PUBLIC TRANSIT	4789	Transportation Services-Not Elsewhere Cl	4 floater Passess for staff
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1492-43	2011-06-06	2011-06-07	FASTTRACK/TPA	7.50	CAD	7.50	CAD	FH5521	STREET TO HOMES	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	Parking City of Toronto vehicles F9179
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1497-53	2011-06-07	2011-06-09	CAMPBELL MOVING SYSTEM	"2,817.85"	CAD	"2,817.85"	CAD	F03072	CENTRAL ASSESS&REFER	4416	"TRANSFER, HAULAGE AND STORAGE"	4214	"Motor Freight Carriers, Trucking - Local"	Invoice ARO13058-To pay outstanding invoice
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1503-43	2011-06-13	2011-06-14	FASTTRACK/TPA	14.25	CAD	14.25	CAD	FH5521	STREET TO HOMES	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	Parking City of Toronto vehicles F9227
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1515-44	2011-06-21	2011-06-22	FASTTRACK/TPA	50.50	CAD	50.50	CAD	FH5521	STREET TO HOMES	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	Parking City of Toronto vehicles F9271
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1523-56	2011-06-27	2011-06-28	TTC YONGE   BLOOR STAT	484.00	CAD	484.00	CAD	FH5521	STREET TO HOMES	4225	BUSINESS TRAV - PUBLIC TRANSIT	4789	Transportation Services-Not Elsewhere Cl	4 Floater Passess for staff
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1523-57	2011-06-27	2011-06-28	FASTTRACK/TPA	7.25	CAD	7.25	CAD	FH5521	STREET TO HOMES	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	Parking City of Toronto vehicles F9314
					"3,865.35"	CAD	"3,865.35"	CAD							
"PARKS, FORESTRY & RECREATION"	1505-46	2011-06-13	2011-06-15	LOCK-UP SERVICES INC.	16.95	CAD	16.95	CAD	P00090	KIPLING-PRUNING/REMO	2999	MISCELLANEOUS MATERIALS & SUPPLIES	7393	"Detective Agencies, Protective Agencies,"	
"PARKS, FORESTRY & RECREATION"	1511-76	2011-06-17	2011-06-20	LINEMAN'S TESTING LAB	202.84	CAD	202.84	CAD	P00090	KIPLING-PRUNING/REMO	2999	MISCELLANEOUS MATERIALS & SUPPLIES	1731	Electrical Contractors	
					219.79	CAD	219.79	CAD							
"PARKS, FORESTRY & RECREATION"	1506-40	2011-06-14	2011-06-16	GIANT TIGER #152	43.84	CAD	43.84	CAD	P12859	LOCSUP-KEN COX	2570	JANITORIAL SUPPLIES	5311	Department Stores	"wipes,hooks,air freshener"
"PARKS, FORESTRY & RECREATION"	1506-41	2011-06-14	2011-06-16	CDN TIRE STORE #00070	49.60	CAD	49.60	CAD	P12859	LOCSUP-KEN COX	2560	AGRICULTURE & BOTANICAL SUPPLIES	5200	Home Supply Warehouse	"soil, planters"
"PARKS, FORESTRY & RECREATION"	1513-51	2011-06-17	2011-06-21	ZELLERS #327	48.74	CAD	48.74	CAD	P11984	CS20-PGM SUPPORT-W	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	"kites,storage bins,kids cd & dvd"
"PARKS, FORESTRY & RECREATION"	1513-52	2011-06-17	2011-06-21	ZELLERS #327	56.49	CAD	56.49	CAD	P11984	CS20-PGM SUPPORT-W	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	lockable storage bins for crafts
"PARKS, FORESTRY & RECREATION"	1521-62	2011-06-25	2011-06-27	STAPLES STORE #78	19.94	CAD	19.94	CAD	P12859	LOCSUP-KEN COX	2792	"BANNERS, FLAGS & SIGNS"	5943	"Office, School Supply, and Stationery St"	washroom signs
"PARKS, FORESTRY & RECREATION"	1527-74	2011-06-29	2011-06-30	MARCHANT'S SCHOOL SPOR	177.78	CAD	177.78	CAD	P12859	LOCSUP-KEN COX	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5941	Sporting Goods Stores	floor hockey sticks
					396.39	CAD	396.39	CAD							
TORONTO WATER	1488-79	2011-06-02	2011-06-06	VWR INTERNATIONAL CO 2	180.17	CAD	180.17	CAD	PW4004	INORGANIC CENTRAL	2580	LABORATORY SUPPLIES	8734	Testing Laboratories (Non-Medical)	WIPE BLUESORB 750 12X12 PK150
TORONTO WATER	1497-54	2011-06-07	2011-06-09	VWR INTERNATIONAL CO 2	145.71	CAD	145.71	CAD	PW4003	LAB-MICROBIOLOGICAL	2580	LABORATORY SUPPLIES	8734	Testing Laboratories (Non-Medical)	CHART PAP 7-DAY -5/+50C PK-50
TORONTO WATER	1501-85	2011-06-09	2011-06-13	PURO 29874071938	28.84	CAD	28.84	CAD	WW4000	LAB ADMIN SUPPORT	4815	COURIER SERVICES	4215	"Courier Services - Air & Ground, Freight"	Shipment to Guelph
TORONTO WATER	1501-86	2011-06-09	2011-06-13	PURO 29874071979	28.84	CAD	28.84	CAD	WW4000	LAB ADMIN SUPPORT	4815	COURIER SERVICES	4215	"Courier Services - Air & Ground, Freight"	Shipment to Guelph
TORONTO WATER	1505-47	2011-06-13	2011-06-15	VWR INTERNATIONAL CO 2	79.55	CAD	79.55	CAD	PW4004	INORGANIC CENTRAL	2499	OTHER CHEMICALS	8734	Testing Laboratories (Non-Medical)	"SOLN,FLUOR.1000PPM NAFI 475ML"
					463.11	CAD	463.11	CAD							
TORONTO WATER	1506-42	2011-06-14	2011-06-16	CASTERLAND	404.12	CAD	404.12	CAD	WW1062	HCTP PLANT SRVCS WA3	2135	PARTS - TIRES/TUBES	5085	Industrial Supplies Not Elsewhere Classi	TIRE TUBES & DELIVERY
