Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Discriprion	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1365-38	03-10-2011	03-11-2011	FORTINOS           QPS	46.53	CAD	46.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	N KIPLING-PGM SUPP	5411	"Grocery Stores, Supermarkets"	Youth In The Kitchen program supplies- food
"PARKS, FORESTRY & RECREATION"	1367-72	03-11-2011	03-14-2011	WAL-MART SUPERCENTE	117.98	CAD	117.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04942	N KIPLING CC-H CAMP	5310	Discount Stores	"March Break Supplies- boombox, food, games"
"PARKS, FORESTRY & RECREATION"	1388-33	03-25-2011	03-29-2011	SUPREME SPORTS INC	49.13	CAD	49.13	CAD	2670	UNIFORMS	P06636	N KIPLING CC-SPORTS	5941	Sporting Goods Stores	Tae Kwon Do- belts
					740.80	CAD	740.80	CAD							
"PARKS, FORESTRY & RECREATION"	1356-35	03-04-2011	03-08-2011	D   G VACUUM REPAIR SE	221.42	CAD	221.42	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1356-36	03-04-2011	03-08-2011	D   G VACUUM REPAIR SE	221.93	CAD	221.93	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1356-37	03-04-2011	03-08-2011	D   G VACUUM REPAIR SE	266.12	CAD	266.12	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07696	ANTIBES CC-OPERATION	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1367-73	03-10-2011	03-14-2011	D   G VACUUM REPAIR SE	23.24	CAD	23.24	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1367-74	03-10-2011	03-14-2011	D   G VACUUM REPAIR SE	31.93	CAD	31.93	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1369-36	03-11-2011	03-15-2011	NABORATOIRES CHOISY LT	360.15	CAD	360.15	CAD	2570	JANITORIAL SUPPLIES	P07700	GLEN LONG CC-OPERATI	2842	"Specialty Cleaning, Polishing, and Sanit"	
"PARKS, FORESTRY & RECREATION"	1369-37	03-11-2011	03-15-2011	NABORATOIRES CHOISY LT	360.15	CAD	360.15	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	2842	"Specialty Cleaning, Polishing, and Sanit"	
"PARKS, FORESTRY & RECREATION"	1377-68	03-11-2011	03-21-2011	ROY TURK INDUSTRIAL SA	368.35	CAD	368.35	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1377-69	03-11-2011	03-21-2011	ROY TURK INDUSTRIAL SA	39.52	CAD	39.52	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1377-70	03-16-2011	03-21-2011	ROY TURK INDUSTRIAL SA	175.83	CAD	175.83	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1386-39	03-18-2011	03-28-2011	ROY TURK INDUSTRIAL SA	524.89	CAD	524.89	CAD	2570	JANITORIAL SUPPLIES	P03035	CARNEGIE-CEN-OPERNS	5085	Industrial Supplies Not Elsewhere Classi	
					"2,593.53"	CAD	"2,593.53"	CAD							
EMERGENCY MEDICAL SERVICES	1386-40	03-24-2011	03-28-2011	MCAFEE.COM	58.13	CAD	57.94	USD	2650	COMPUTER AND PRINTER SUPPLIES	B00011	EMS EDUC PLANNING	5969	Direct Marketing - Other Direct Marketer	LAPTOP ANTIVIRUS
					58.13	CAD	57.94	USD							
"PARKS, FORESTRY & RECREATION"	1369-38	03-13-2011	03-15-2011	WAL-MART SUPERCENTE	104.39	CAD	104.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04742	BOB ABATE CC-H CAMP	5310	Discount Stores	"pizza dough, cake mix, english muffins"
"PARKS, FORESTRY & RECREATION"	1388-34	03-28-2011	03-29-2011	NOFRILLS TOMS 775	107.43	CAD	107.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01959	BOB ABATE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"jello, cheese, baking supplies, chicken"
					211.82	CAD	211.82	CAD							
"PARKS, FORESTRY & RECREATION"	1369-39	03-11-2011	03-15-2011	WURTH CANADA LIMITED/L	208.63	CAD	208.63	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	
					208.63	CAD	208.63	CAD							
"PARKS, FORESTRY & RECREATION"	1349-32	03-02-2011	03-03-2011	LOBLAWS #1066      QPS	30.36	CAD	30.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04935	JG ALTHOUSE CS-H CAM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1354-54	03-06-2011	03-07-2011	MICHAELS #3983	20.33	CAD	20.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5945	"Game, Toy, and Hobby Shops"	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1356-38	03-07-2011	03-08-2011	INDIGO 287         QPS	11.29	CAD	11.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5942	Book Stores	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1367-75	03-11-2011	03-14-2011	"DOLLAR ""N"" DOLLARS"	30.56	CAD	30.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5310	Discount Stores	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1367-76	03-11-2011	03-14-2011	SHOPPERS DRUG MART0825	21.97	CAD	21.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5912	"Drug Stores, Pharmacies"	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1367-77	03-12-2011	03-14-2011	MICHAELS #3983	162.44	CAD	162.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5945	"Game, Toy, and Hobby Shops"	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1367-78	03-12-2011	03-14-2011	PRICE CHOPPER #7827QPS	121.78	CAD	121.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5411	"Grocery Stores, Supermarkets"	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1369-40	03-14-2011	03-15-2011	METRO #704         QPS	16.00	CAD	16.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04935	JG ALTHOUSE CS-H CAM	5411	"Grocery Stores, Supermarkets"	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1375-42	03-16-2011	03-18-2011	WAL-MART	15.30	CAD	15.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5310	Discount Stores	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1375-43	03-16-2011	03-18-2011	WAL-MART	16.96	CAD	16.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04935	JG ALTHOUSE CS-H CAM	5310	Discount Stores	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1375-44	03-17-2011	03-18-2011	CARSWELL	29.54	CAD	29.54	CAD	2020	JG ALTHOUSE-COMM CTR	P12043	JG ALTHOUSE-COMM CTR	7338	"Quick Copy, Reproduction, and Blueprinti"	health & safety book
					476.53	CAD	476.53	CAD							
"PARKS, FORESTRY & RECREATION"	1351-32	03-03-2011	03-04-2011	STAPLES STORE #255	182.28	CAD	182.28	CAD	3310	FURNISHINGS	P07744	GUS RYDER POOL&HLTH	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1356-39	03-07-2011	03-08-2011	MEGALAB MFG. CO. LTD.	188.71	CAD	188.71	CAD	2401	LUBRICANTS	P07511	GUS RYDER HLTH CLUB-	7349	"Cleaning and Maintenance, Janitorial Ser"	
"PARKS, FORESTRY & RECREATION"	1367-79	03-11-2011	03-14-2011	BEST BUY CANADA #938	124.29	CAD	124.29	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P07744	GUS RYDER POOL&HLTH	5732	Electronic Sales	
					495.28	CAD	495.28	CAD							
EMERGENCY MEDICAL SERVICES	1351-33	03-03-2011	03-04-2011	EMS CHIEFS OF CANADA.	787.50	CAD	787.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP REGISTRATION
EMERGENCY MEDICAL SERVICES	1383-22	03-23-2011	03-24-2011	AIR CAN  0142193593998	738.17	CAD	738.17	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	3009	Air Canada	"AIR FARE - NEWFOUNDLAND JUNE 05-10, 2011"
EMERGENCY MEDICAL SERVICES	1390-37	03-29-2011	03-30-2011	IMPARK LOT 00090075QPS	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - MEETING WITH MOH
					"1,536.17"	CAD	"1,536.17"	CAD							
"PARKS, FORESTRY & RECREATION"	1375-45	03-17-2011	03-18-2011	NOFRILLS CHRIS 273	158.10	CAD	158.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10911	CENTENNIAL SKI CTR-P	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1388-35	03-28-2011	03-29-2011	STAPLES STORE #11	44.66	CAD	44.66	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10541	S-REC SUPER3-PGM SUP	5943	"Office, School Supply, and Stationery St"	
					202.76	CAD	202.76	CAD							
EMERGENCY MEDICAL SERVICES	1384-22	03-24-2011	03-25-2011	EMS CHIEFS OF CANADA.	131.25	CAD	131.25	CAD	4760	MEMBERSHIP FEES	B33100	COMM CTR OPERATIONS	8699	"Organizations, Membership - Not Elsewher"	ANNUAL MEMBERSHIP
EMERGENCY MEDICAL SERVICES	1386-41	03-25-2011	03-28-2011	TORONTO PARKING AUTHOR	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMM CTR OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING AT LOCAL 79
					138.75	CAD	138.75	CAD							
"PARKS, FORESTRY & RECREATION"	1361-46	03-07-2011	03-09-2011	CDN TIRE STORE #00654	392.53	CAD	392.53	CAD	2575	ELECTRICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1363-35	03-08-2011	03-10-2011	THE HOME DEPOT #7012	83.60	CAD	83.60	CAD	2710	GENERAL HARDWARE	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	POLY1000 SQ'
"PARKS, FORESTRY & RECREATION"	1367-80	03-11-2011	03-14-2011	ROTBLOTT'S DISCOUNT WH	48.52	CAD	48.52	CAD	2710	GENERAL HARDWARE	P00152	C-WTRFRONT3-TURF&HOR	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1369-41	03-14-2011	03-15-2011	ROTBLOTT'S DISCOUNT WH	110.68	CAD	110.68	CAD	2575	ELECTRICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1375-46	03-17-2011	03-18-2011	ACKLANDS-GRAINGER INC	688.26	CAD	688.26	CAD	2710	GENERAL HARDWARE	P00152	C-WTRFRONT3-TURF&HOR	5085	Industrial Supplies Not Elsewhere Classi	
					"1,323.59"	CAD	"1,323.59"	CAD							
"PARKS, FORESTRY & RECREATION"	1365-39	03-10-2011	03-11-2011	THE CRAFT   HOBBY EMPO	213.40	CAD	213.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04321	G&I RISK-H CAMP	5970	"Artist Supply Stores, Craft Shops"	
"PARKS, FORESTRY & RECREATION"	1367-81	03-12-2011	03-14-2011	GREAT TEESHIRTS (1989)	381.38	CAD	381.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04321	G&I RISK-H CAMP	5137	"Mens, Womens, and Childrens Uniforms and"	
"PARKS, FORESTRY & RECREATION"	1375-47	03-17-2011	03-18-2011	LAIDLAW TRANSIT#1035 E	235.27	CAD	235.27	CAD	4580	RENTAL OF BUSES	P04321	G&I RISK-H CAMP	4131	Bus Lines	
"PARKS, FORESTRY & RECREATION"	1386-42	03-24-2011	03-28-2011	CDN TIRE STORE #00294	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01843	G&I RISK-SPORTS	5200	Home Supply Warehouse	
					852.64	CAD	852.64	CAD							
"PARKS, FORESTRY & RECREATION"	1348-36	03-01-2011	03-02-2011	ROMA FENCE LTD	354.06	CAD	354.06	CAD	2710	GENERAL HARDWARE	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1354-55	03-04-2011	03-07-2011	ROMA FENCE LTD	197.49	CAD	197.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	fencing
"PARKS, FORESTRY & RECREATION"	1363-36	03-08-2011	03-10-2011	THE HOME DEPOT #7011	123.70	CAD	123.70	CAD	2710	GENERAL HARDWARE	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	SHOP TOWEL
"PARKS, FORESTRY & RECREATION"	1363-37	03-09-2011	03-10-2011	OMNIFLEX HOSE   EQUIPM	147.33	CAD	147.33	CAD	2130	PARTS - MOBILE EQUIPMENT	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	hydrolic hose
"PARKS, FORESTRY & RECREATION"	1373-55	03-15-2011	03-17-2011	FIRM FENCE SUPPLY	173.78	CAD	173.78	CAD	2710	GENERAL HARDWARE	P01198	WEST-SOUTH AIRS-OPS	1799	"Contractors, Special Trade - Not Elsewhe"	paint & fencing supplies
"PARKS, FORESTRY & RECREATION"	1375-48	03-16-2011	03-18-2011	CDN TIRE STORE #00070	111.08	CAD	111.08	CAD	2730	LOCKS	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	"brushes, pliers, keys"
"PARKS, FORESTRY & RECREATION"	1379-33	03-21-2011	03-22-2011	CHAUNCEY BUILDERS SUPP	962.16	CAD	962.16	CAD	2082	HEALTH & SAFETY SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	"respirators, gloves, safety glasses, filtercloth"
"PARKS, FORESTRY & RECREATION"	1384-23	03-23-2011	03-25-2011	THE HOME DEPOT #7011	17.49	CAD	17.49	CAD	2710	GENERAL HARDWARE	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	BUNGEECORD 
					"2,087.09"	CAD	"2,087.09"	CAD							
"PARKS, FORESTRY & RECREATION"	1365-40	03-09-2011	03-11-2011	AGO INDUSTRIES INC.	305.35	CAD	305.35	CAD	2670	UNIFORMS	P03651	TECH SERV. 2-FACILIT	5137	"Mens, Womens, and Childrens Uniforms and"	
"PARKS, FORESTRY & RECREATION"	1371-32	03-15-2011	03-16-2011	LOWES #02494*	72.09	CAD	72.09	CAD	2715	PAINT SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	946ML GREEN TREMCLAD
"PARKS, FORESTRY & RECREATION"	1373-56	03-15-2011	03-17-2011	POWERTRADE ELECTRIC LT	22.60	CAD	22.60	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	1731	Electrical Contractors	
"PARKS, FORESTRY & RECREATION"	1373-57	03-15-2011	03-17-2011	CDN TIRE STORE #00264	84.70	CAD	84.70	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	
					484.74	CAD	484.74	CAD							
TORONTO WATER	1354-56	03-04-2011	03-07-2011	CBS EQUIPMENT	78.83	CAD	78.83	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5046	Commercial Equipment Not Elsewhere Class	Chisel Gasket Remover
TORONTO WATER	1365-41	03-08-2011	03-11-2011	WURTH CANADA LIMITED/L	133.28	CAD	133.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5085	Industrial Supplies Not Elsewhere Classi	Large Foam Nitrile Airlflex Glove
TORONTO WATER	1367-82	03-10-2011	03-14-2011	CBS EQUIPMENT	80.46	CAD	80.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5046	Commercial Equipment Not Elsewhere Class	Pump Hardware
TORONTO WATER	1388-36	03-28-2011	03-29-2011	METAL SUPERMARKETS (ET	242.95	CAD	242.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5051	Metal Service Centers and Offices	Round Shaft SS 304
TORONTO WATER	1390-38	03-28-2011	03-30-2011	CBS EQUIPMENT	"1,134.59"	CAD	"1,134.59"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5046	Commercial Equipment Not Elsewhere Class	Bearings
					"1,670.11"	CAD	"1,670.11"	CAD							
CITY MANAGER	1361-47	03-08-2011	03-09-2011	LOWE-MARTIN COMPANY IN	663.99	CAD	663.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CM0402	OHL& S & WKRS COMP	7338	"Quick Copy, Reproduction, and Blueprinti"	WSIB Manuals
					663.99	CAD	663.99	CAD							
"PARKS, FORESTRY & RECREATION"	1346-41	02-25-2011	03-01-2011	CDN TIRE STORE #00070	49.12	CAD	49.12	CAD	3020	M & E - COMMUNICATIONS	P12783	KIPLING YD-N-FAC&MEC	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1349-33	03-02-2011	03-03-2011	LAKESHORE LUMBER	244.12	CAD	244.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1371-33	03-14-2011	03-16-2011	RONA NOBLE TRADE 52030	53.09	CAD	53.09	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5251	Hardware Stores	plumbing supplies
"PARKS, FORESTRY & RECREATION"	1373-58	03-15-2011	03-17-2011	THE HOME DEPOT #7011	79.09	CAD	79.09	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5200	Home Supply Warehouse	OMNIGRIP
"PARKS, FORESTRY & RECREATION"	1383-23	03-22-2011	03-24-2011	THE HOME DEPOT #7011	111.85	CAD	111.85	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5200	Home Supply Warehouse	OMNIGRIP
					537.27	CAD	537.27	CAD							
"PARKS, FORESTRY & RECREATION"	1346-42	02-28-2011	03-01-2011	STAPLES STORE #266	2.37	CAD	2.37	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P12135	ALNESS YD-FORESTRY-P	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1349-34	03-02-2011	03-03-2011	STAPLES STORE #266	8.86	CAD	8.86	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P12135	ALNESS YD-FORESTRY-P	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1365-42	03-10-2011	03-11-2011	LINEMAN'S TESTING LAB	281.37	CAD	281.37	CAD	2665	PROTECTIVE CLOTHING	P12135	ALNESS YD-FORESTRY-P	1731	Electrical Contractors	
					292.60	CAD	292.60	CAD							
TORONTO WATER	1356-40	03-04-2011	03-08-2011	WACHS CANADA LTD	240.41	CAD	240.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1018	WS CENTRAL WORK AREA	7399	Business Services - Not Elsewhere Classi	CONTROL CABLE FOR VALVE WINDER
TORONTO WATER	1392-48	03-29-2011	03-31-2011	WAL-MART	5.63	CAD	5.63	CAD	2570	JANITORIAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5310	Discount Stores	DISINFECTING WIPES
					246.04	CAD	246.04	CAD							
"PARKS, FORESTRY & RECREATION"	1354-57	03-06-2011	03-07-2011	TREMBLETT'S VALU-MART	38.06	CAD	38.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12286	PS-OP-SPS-RIVERDALE	5411	"Grocery Stores, Supermarkets"	"Canned tuna, bread, milk, chicken, turkey"
"PARKS, FORESTRY & RECREATION"	1373-59	03-16-2011	03-17-2011	DOLLAR BAZZAR	18.08	CAD	18.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12286	PS-OP-SPS-RIVERDALE	5311	Department Stores	"pom poms, trays, popsicle sticks, paper"
"PARKS, FORESTRY & RECREATION"	1379-34	03-21-2011	03-22-2011	SHOPPERS DRUG MART # 8	20.00	CAD	20.00	CAD	4805	POSTAGE	P12286	PS-OP-SPS-RIVERDALE	5912	"Drug Stores, Pharmacies"	stamps
					76.14	CAD	76.14	CAD							
"PARKS, FORESTRY & RECREATION"	1354-58	03-04-2011	03-07-2011	TRIGGERXPRESS.COM	90.40	CAD	90.40	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P07705	ORIOLE CC-OPERATIONS	5045	"Computers, Computer Peripheral Equipment"	black toner cargtridge
"PARKS, FORESTRY & RECREATION"	1367-83	03-11-2011	03-14-2011	GRANT SIGN IMAGING INC	231.65	CAD	231.65	CAD	2575	ELECTRICAL SUPPLIES	P03035	CARNEGIE-CEN-OPERNS	5111	"Stationery, Office Supplies, Printing an"	scoreboard panel repair
"PARKS, FORESTRY & RECREATION"	1388-37	03-28-2011	03-29-2011	SAFETY KLEEN CANADA IN	597.66	CAD	597.66	CAD	2401	LUBRICANTS	P00409	N-EAST1-TURF&HORT	7399	Business Services - Not Elsewhere Classi	sunnybrook lubricant
"PARKS, FORESTRY & RECREATION"	1388-38	03-28-2011	03-29-2011	BAHNAIR OF CANADA	186.45	CAD	186.45	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5074	Plumbing and Heating Equipment	filter media
					"1,106.16"	CAD	"1,106.16"	CAD							
"PARKS, FORESTRY & RECREATION"	1371-34	03-15-2011	03-16-2011	J   J CRAFTS	99.49	CAD	99.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04928	FAIRBANK CC-H CAMP	5970	"Artist Supply Stores, Craft Shops"	
"PARKS, FORESTRY & RECREATION"	1388-39	03-28-2011	03-29-2011	REMENYI MUSIC   BOOKS	100.17	CAD	100.17	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P06454	FAIRBANK CC-ARTS-VIS	5733	"Music Stores - Musical Instruments, Pian"	
					199.66	CAD	199.66	CAD							
"PARKS, FORESTRY & RECREATION"	1375-49	03-17-2011	03-18-2011	METRO #079	61.44	CAD	61.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08021	ANCASTER-ARTS-VISL/P	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1377-71	03-18-2011	03-21-2011	METRO #079         QPS	26.07	CAD	26.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08021	ANCASTER-ARTS-VISL/P	5411	"Grocery Stores, Supermarkets"	
					87.51	CAD	87.51	CAD							
"PARKS, FORESTRY & RECREATION"	1367-84	03-11-2011	03-14-2011	MICHAELS OF CANADA #34	13.53	CAD	13.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04945	PARKLAWN CS-H CAMP	5945	"Game, Toy, and Hobby Shops"	March Break Camp- crafts
"PARKS, FORESTRY & RECREATION"	1367-85	03-11-2011	03-14-2011	CURRY'S MISSISSAUGA	77.43	CAD	77.43	CAD	2600	PARKLAWN CS-H CAMP	P04945	PARKLAWN CS-H CAMP	5970	"Artist Supply Stores, Craft Shops"	March Break Camp- crafts
"PARKS, FORESTRY & RECREATION"	1369-42	03-14-2011	03-15-2011	NO FRILLS TONY   KATHY	51.28	CAD	51.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04945	PARKLAWN CS-H CAMP	5411	"Grocery Stores, Supermarkets"	March Break Camp- cooking supplies
"PARKS, FORESTRY & RECREATION"	1371-35	03-14-2011	03-16-2011	WAL-MART	15.83	CAD	15.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04945	PARKLAWN CS-H CAMP	5310	Discount Stores	March Break Camp- Food
"PARKS, FORESTRY & RECREATION"	1371-36	03-14-2011	03-16-2011	CURRY'S MISSISSAUGA	55.14	CAD	55.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04945	PARKLAWN CS-H CAMP	5970	"Artist Supply Stores, Craft Shops"	March Break Camp- crafts
"PARKS, FORESTRY & RECREATION"	1371-37	03-15-2011	03-16-2011	STAPLES STORE #11	29.35	CAD	29.35	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P04945	PARKLAWN CS-H CAMP	5943	"Office, School Supply, and Stationery St"	Office supplies
"PARKS, FORESTRY & RECREATION"	1373-60	03-15-2011	03-17-2011	STONEGATE VALUMART QPS	16.34	CAD	16.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04945	PARKLAWN CS-H CAMP	5411	"Grocery Stores, Supermarkets"	March Break Camp- Food
"PARKS, FORESTRY & RECREATION"	1375-50	03-17-2011	03-18-2011	STAPLES STORE #11	42.13	CAD	42.13	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P04945	PARKLAWN CS-H CAMP	5943	"Office, School Supply, and Stationery St"	Thermal rolls
"PARKS, FORESTRY & RECREATION"	1377-72	03-17-2011	03-21-2011	FANTASY FAIR	352.00	CAD	352.00	CAD	4118	PARKLAWN CS-H CAMP	P04945	PARKLAWN CS-H CAMP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	"Fantasy Fair admission, March break camp"
"PARKS, FORESTRY & RECREATION"	1377-73	03-17-2011	03-21-2011	PAYPAL *BUCKMACLEOD	200.00	CAD	200.00	CAD	4102	ENTERTAINER AND BAND FEES	P04945	PARKLAWN CS-H CAMP	8999	Professional Services - Not Elsewhere Cl	Uncle Buck Magic Show
					853.03	CAD	853.03	CAD							
