Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
EMERGENCY MEDICAL SERVICES	1271-25	01-06-2011	01-07-2011	GRANT EMBLEMS	"1,135.31"	CAD	"1,135.31"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B25000	MATERIALS MGT-STORES	1799	"Contractors, Special Trade - Not Elsewhe"	PARAMEDIC STUDENT CRESTS	
EMERGENCY MEDICAL SERVICES	1273-44	01-07-2011	01-10-2011	TORONTO PARKING AUTHOR	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B25000	MATERIALS MGT-STORES	9399	Government Services - Not Elsewhere Clas	PARKING - CITY HALL	
EMERGENCY MEDICAL SERVICES	1285-23	01-15-2011	01-18-2011	CDN TIRE STORE #00070	22.55	CAD	22.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B25000	MATERIALS MGT-STORES	5200	Home Supply Warehouse	PLASTIC CLOTHES HANGERS	
EMERGENCY MEDICAL SERVICES	1285-24	01-18-2011	01-18-2011	ULINE	54.59	CAD	54.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B25000	MATERIALS MGT-STORES	5964	Direct Marketing - Catalog Merchants	FREIGHT	
EMERGENCY MEDICAL SERVICES	1285-25	01-18-2011	01-18-2011	ULINE	185.79	CAD	185.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B25000	MATERIALS MGT-STORES	5964	Direct Marketing - Catalog Merchants	FREIGHT	
EMERGENCY MEDICAL SERVICES	1288-32	01-19-2011	01-20-2011	MEDICAL MART SUPPLIES	251.54	CAD	251.54	CAD	2820	MEDICAL & DENTAL SUPPLIES	B46700	ALS OPERATIONS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	BLOOD PRESSURE CUFF PORT FITTING TUBES	
EMERGENCY MEDICAL SERVICES	1292-41	01-21-2011	01-24-2011	NO.1 (FOR) SAFETY SUPL	"2,854.38"	CAD	"2,854.38"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	EMISIS BAGS	
EMERGENCY MEDICAL SERVICES	1294-25	01-24-2011	01-25-2011	NO.1 (FOR) SAFETY SUPL	"1,550.88"	CAD	"1,550.88"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	EMISIS BAGS	
EMERGENCY MEDICAL SERVICES	1296-20	01-24-2011	01-26-2011	CDN TIRE STORE #00070	115.77	CAD	115.77	CAD	2710	GENERAL HARDWARE	B25000	MATERIALS MGT-STORES	5200	Home Supply Warehouse	"SCREWDRIVER, TAPE MEASURE, HEATER"	
					"6,184.81"	CAD	"6,184.81"	CAD								
TORONTO WATER	1277-125	01-10-2011	01-12-2011	CDN TIRE STORE #00182	45.73	CAD	45.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1020	WS SYSTEM CONTROL WO	5200	Home Supply Warehouse	TRUCK PARTS WELDING EXHAUST	
TORONTO WATER	1277-126	01-10-2011	01-12-2011	PARTSOURCE STORE # 760	58.70	CAD	58.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1020	WS SYSTEM CONTROL WO	5533	"Automotive Parts, Accessories Stores"	TRUCK PARTS WELDING EXHAUST	
					104.43	CAD	104.43	CAD								
LONG TERM CARE HOMES	1277-11	01-11-2011	01-12-2011	EB *16HR P.I.E.C.E.S.E	640.00	CAD	640.00	CAD	4407	CONTRACTED SERVICES - BUILDINGS	D3A144	BENDALE ACR-NS-NA	7399	Business Services - Not Elsewhere Classi	Enventbrite PIeces Educator	
					640.00	CAD	640.00	CAD								
"PARKS, FORESTRY & RECREATION"	1263-72	12-30-2010	01-04-2011	THE ROYAL ONTARIO MUSE	43.00	CAD	43.00	CAD	4118	TICKETS AND ADMISSION FEES	P04637	BLACKSMITH PS-SUMR C	7991	Tourist Attractions and Exhibits		
"PARKS, FORESTRY & RECREATION"	1263-73	12-30-2010	01-04-2011	THE ROYAL ONTARIO MUSE	390.00	CAD	390.00	CAD	4118	TICKETS AND ADMISSION FEES	P04637	BLACKSMITH PS-SUMR C	7991	Tourist Attractions and Exhibits		
"PARKS, FORESTRY & RECREATION"	1271-112	01-06-2011	01-07-2011	NOFRILLS VINCE'S #3930	16.39	CAD	16.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1271-113	01-06-2011	01-07-2011	LONG   MCQUADE LIMITED	5.65	CAD	5.65	CAD	4590	RENTAL - OTHER	P06049	DRIFTWOOD-SOC PGM	7399	Business Services - Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1271-114	01-06-2011	01-07-2011	STAPLES STORE #1	65.80	CAD	65.80	CAD	2600	DRIFTWD-PGM SUPP	P10303	DRIFTWD-PGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1273-158	01-06-2011	01-10-2011	THE HOME DEPOT #7078	42.86	CAD	42.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P11563	DRIFTWD-SPORTS	5200	Home Supply Warehouse	ROLLR CAGE	
"PARKS, FORESTRY & RECREATION"	1273-159	01-07-2011	01-10-2011	MAD SCIENCE OF TORONTO	163.85	CAD	163.85	CAD	4102	ENTERTAINER AND BAND FEES	P04645	DRIFTWOOD-SUMR CAMP	7929	"Bands, Orchestras, and Miscellaneous Ent"		
"PARKS, FORESTRY & RECREATION"	1277-193	01-11-2011	01-12-2011	NOFRILLS VINCE'S #3930	219.26	CAD	219.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1279-140	01-11-2011	01-13-2011	CDN TIRE STORE #00126	221.42	CAD	221.42	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P06049	DRIFTWOOD-SOC PGM	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1281-152	01-13-2011	01-14-2011	NOFRILLS VINCE'S #3930	24.45	CAD	24.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1285-105	01-17-2011	01-18-2011	FLAGHOUSE INC.	632.80	CAD	632.80	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P04637	BLACKSMITH PS-SUMR C	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	1285-106	01-17-2011	01-18-2011	FLAGHOUSE INC.	632.80	CAD	632.80	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P04637	BLACKSMITH PS-SUMR C	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	1290-107	01-19-2011	01-21-2011	ZELLERS #237	135.63	CAD	135.63	CAD	3020	M & E - COMMUNICATIONS	P06049	DRIFTWOOD-SOC PGM	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1290-108	01-20-2011	01-21-2011	NOFRILLS VINCE'S #3930	35.93	CAD	35.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1300-121	01-27-2011	01-28-2011	NOFRILLS VINCE'S #3930	43.86	CAD	43.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1302-149	01-28-2011	01-31-2011	THE HOME DEPOT #7078	140.93	CAD	140.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06049	DRIFTWOOD-SOC PGM	5200	Home Supply Warehouse	PUSH LOCK	
					"2,814.63"	CAD	"2,814.63"	CAD								
TORONTO WATER	1292-132	01-21-2011	01-24-2011	IMPARKMTROCTR0 0112 11	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW2502	DIST OPS COORD	7523	Automobile Parking Lots and Garages	Imperial Parking	
					16.00	CAD	16.00	CAD								
"PARKS, FORESTRY & RECREATION"	1271-26	01-06-2011	01-07-2011	LAFARGE DUNDAS	563.60	CAD	563.60	CAD	2770	GRAVEL	P00316	N-CENTRAL PKS CAPITA	1771	Concrete Work Contractors		
"PARKS, FORESTRY & RECREATION"	1281-44	01-13-2011	01-14-2011	MILLWICK PAINT   PAPER	54.67	CAD	54.67	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5231	"Glass, Paint, Wallpaper Stores"		
"PARKS, FORESTRY & RECREATION"	1297-32	01-26-2011	01-27-2011	MILLWICK PAINT   PAPER	630.54	CAD	630.54	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5231	"Glass, Paint, Wallpaper Stores"		
"PARKS, FORESTRY & RECREATION"	1300-36	01-27-2011	01-28-2011	ANGELO'S GARDEN CENTRE	107.35	CAD	107.35	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00427	PRN-PKS CONSTRUCTN	5261	Lawn and Garden Supply Stores		
"PARKS, FORESTRY & RECREATION"	1302-51	01-27-2011	01-31-2011	CDN TIRE STORE #00321	146.85	CAD	146.85	CAD	2710	GENERAL HARDWARE	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse		
					"1,503.01"	CAD	"1,503.01"	CAD								
EMERGENCY MEDICAL SERVICES	1277-152	01-07-2011	01-12-2011	LINDE CANADA - CONCORD	512.12	CAD	512.12	CAD	4590	RENTAL - OTHER	B41000	OP & MAINT OF GARAGE	5072	Hardware Equipment and Supplies	YEARLY FLAT FEE CYLINDER RENTAL	
EMERGENCY MEDICAL SERVICES	1277-153	01-10-2011	01-12-2011	THE HOME DEPOT #7078	11.29	CAD	11.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B41000	OP & MAINT OF GARAGE	5200	Home Supply Warehouse	GLOVES	
EMERGENCY MEDICAL SERVICES	1277-154	01-10-2011	01-12-2011	GUARDIAN INDUSTRIAL	48.31	CAD	48.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B41000	OP & MAINT OF GARAGE	5085	Industrial Supplies Not Elsewhere Classi	BOA LINED GLOVES	
EMERGENCY MEDICAL SERVICES	1279-123	01-11-2011	01-13-2011	THE HOME DEPOT #7078	-11.29	CAD	-11.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B41000	OP & MAINT OF GARAGE	5200	Home Supply Warehouse	GLOVES	
EMERGENCY MEDICAL SERVICES	1283-143	01-14-2011	01-17-2011	DU-FINCH SERVICE LTD	176.28	CAD	176.28	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	B41100	MAINTENANCE OF FLEET	7531	Automotive Body and Repair Shops	REPAIR RIGHT SIDE STEP UNIT 939	
EMERGENCY MEDICAL SERVICES	1283-144	01-14-2011	01-17-2011	DU-FINCH SERVICE LTD	511.21	CAD	511.21	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	B41100	MAINTENANCE OF FLEET	7531	Automotive Body and Repair Shops	REPAIR LEFT SIDE RUNNING BD UNIT 297	
EMERGENCY MEDICAL SERVICES	1290-88	01-20-2011	01-21-2011	D   R ELECTRONIC	"2,800.00"	CAD	"2,800.00"	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	B41100	MAINTENANCE OF FLEET	5732	Electronic Sales	INSTALLATION ERV EQUIP UNIT 11-115	
EMERGENCY MEDICAL SERVICES	1290-89	01-20-2011	01-21-2011	D   R ELECTRONIC	277.71	CAD	277.71	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	B41100	MAINTENANCE OF FLEET	5732	Electronic Sales	INSTALLATION ERV EQUIP UNIT 11-115	
EMERGENCY MEDICAL SERVICES	1302-130	01-27-2011	01-31-2011	MTO AGENT NORTH YORK	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	B41100	MAINTENANCE OF FLEET	9399	Government Services - Not Elsewhere Clas	LICENSE PLATE UNIT 06-134	
					"4,345.63"	CAD	"4,345.63"	CAD								
TORONTO WATER	1283-132	01-14-2011	01-17-2011	TORBRAM ELECTRIC SUPPL	35.71	CAD	35.71	CAD	2575	ELECTRICAL SUPPLIES	PW1017	WS EAST WORK AREA	1731	Electrical Contractors	PMI LIGHTING & SIGNAL BULBS	
					35.71	CAD	35.71	CAD								
"PARKS, FORESTRY & RECREATION"	1286-14	01-18-2011	01-19-2011	TUCKERS POTTERY SUPPLI	408.27	CAD	408.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5970	"Artist Supply Stores, Craft Shops"		
"PARKS, FORESTRY & RECREATION"	1288-14	01-19-2011	01-20-2011	NORTH YORK FARMERS/	228.19	CAD	228.19	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	1290-16	01-19-2011	01-21-2011	TOWN   COUNTRY ANIMAL	684.87	CAD	684.87	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	1292-13	01-22-2011	01-24-2011	FOOD BASICS #875   QPS	4.63	CAD	4.63	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1292-14	01-22-2011	01-24-2011	THE HOME DEPOT #7080	90.38	CAD	90.38	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	HEATER	
"PARKS, FORESTRY & RECREATION"	1294-8	01-24-2011	01-25-2011	TSC STORES # 227	126.06	CAD	126.06	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	1300-17	01-26-2011	01-28-2011	THE HOME DEPOT #7080	75.98	CAD	75.98	CAD	2575	ELECTRICAL SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	T BLOCK	
"PARKS, FORESTRY & RECREATION"	1302-20	01-27-2011	01-31-2011	THE HOME DEPOT #7080	155.50	CAD	155.50	CAD	2570	JANITORIAL SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	CRC VINYL MA	
"PARKS, FORESTRY & RECREATION"	1302-21	01-27-2011	01-31-2011	THE HOME DEPOT #7080	42.19	CAD	42.19	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	KEY BLANK	
"PARKS, FORESTRY & RECREATION"	1302-22	01-27-2011	01-31-2011	THE HOME DEPOT #7080	9.59	CAD	9.59	CAD	2570	JANITORIAL SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	28.3L BOITE	
					"1,825.66"	CAD	"1,825.66"	CAD								
TRANPORTATION 	1285-8	01-17-2011	01-18-2011	HENRY'S SCARBOROUGH	62.14	CAD	62.14	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5946	Camera and Photographic Supply Stores		
TRANPORTATION 	1286-10	01-17-2011	01-19-2011	WAL-MART SUPERCENTE	230.11	CAD	230.11	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0216	RW WINTER MTCE-D4	5310	Discount Stores		
TRANPORTATION 	1302-19	01-27-2011	01-31-2011	MGS ONT CBS PO PRIME C	953.14	CAD	953.14	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	9399	Government Services - Not Elsewhere Clas		
					"1,245.39"	CAD	"1,245.39"	CAD								
TORONTO WATER	1275-78	01-10-2011	01-11-2011	WIRELESS SYSTEMS SOLUT	110.58	CAD	110.58	CAD	4811	CELLULAR TELEPHONES	PW2008	O&M S2 SRVS MTC&REPR	4812	Telecommunication Equipment Including Te	Cell phone chargers	
TORONTO WATER	1292-123	01-20-2011	01-24-2011	THE HOME DEPOT #7012	41.34	CAD	41.34	CAD	2710	GENERAL HARDWARE	PW2008	O&M S2 SRVS MTC&REPR	5200	Home Supply Warehouse	DUROFOAM 1.5	
					151.92	CAD	151.92	CAD								
"PARKS, FORESTRY & RECREATION"	1275-107	01-08-2011	01-11-2011	STIRLING VETERINARY	101.99	CAD	101.99	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	1277-210	01-11-2011	01-12-2011	NORTH YORK FARMERS/	151.32	CAD	151.32	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	1281-177	01-13-2011	01-14-2011	KING WEST VETERINARY C	730.84	CAD	730.84	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	1283-205	01-13-2011	01-17-2011	YOUR DOLLAR STORE WITH	25.43	CAD	25.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1283-206	01-14-2011	01-17-2011	KING WEST VETERINARY C	422.73	CAD	422.73	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	1286-152	01-18-2011	01-19-2011	KING WEST VETERINARY C	545.87	CAD	545.87	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	1292-206	01-21-2011	01-24-2011	PET VALU #79	441.04	CAD	441.04	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5995	Pet Shops - Pet Food and Supplies		
"PARKS, FORESTRY & RECREATION"	1296-141	01-24-2011	01-26-2011	CDN TIRE STORE #00070	75.64	CAD	75.64	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse		
					"2,494.86"	CAD	"2,494.86"	CAD								
"PARKS, FORESTRY & RECREATION"	1279-52	01-11-2011	01-13-2011	CDN TIRE STORE #00192	213.32	CAD	213.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06877	N-E-OPERATIONS	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1283-53	01-16-2011	01-17-2011	STAPLES/BUSINESS DEPOT	155.47	CAD	155.47	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06877	N-E-OPERATIONS	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1292-52	01-21-2011	01-24-2011	BAHNAIR OF CANADA	235.94	CAD	235.94	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P03036	VICTORIA VILLAGE-OPS	5074	Plumbing and Heating Equipment		
					604.73	CAD	604.73	CAD								
"PARKS, FORESTRY & RECREATION"	1273-27	01-07-2011	01-10-2011	TDSB-PURCHASING	242.17	CAD	242.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01690	BRDLANDS CC-SOCIAL P	8299	Educational Services		
"PARKS, FORESTRY & RECREATION"	1275-10	01-10-2011	01-11-2011	STAPLES STORE #266	23.54	CAD	23.54	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10289	BRDLANDS CC-PGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1279-19	01-12-2011	01-13-2011	TOYS R US #3519	124.29	CAD	124.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01555	BRDLANDS CC-ARTS-VIS	5945	"Game, Toy, and Hobby Shops"		
					390.00	CAD	390.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1275-101	01-07-2011	01-11-2011	CDN TIRE STORE #00175	14.13	CAD	14.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	Pottery Studio Supplies	
ECONOMIC DEVELOPMENT & CULTURE	1281-168	01-12-2011	01-14-2011	CURRY'S WHITBY	59.99	CAD	59.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	Education Program Supplies	
ECONOMIC DEVELOPMENT & CULTURE	1281-169	01-13-2011	01-14-2011	MICHAELS #3932	61.00	CAD	61.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5945	"Game, Toy, and Hobby Shops"	Children's program supplies	
ECONOMIC DEVELOPMENT & CULTURE	1283-193	01-13-2011	01-17-2011	CDN TIRE STORE #00460	54.22	CAD	54.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	Pottery Studio Supplies	
ECONOMIC DEVELOPMENT & CULTURE	1285-115	01-14-2011	01-18-2011	DESERRES	79.51	CAD	79.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	Children's program supplies	
ECONOMIC DEVELOPMENT & CULTURE	1285-116	01-17-2011	01-18-2011	IMPERIAL COFFEE SERVIC	135.52	CAD	135.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5811	Caterers	Concession Supplies	
ECONOMIC DEVELOPMENT & CULTURE	1286-146	01-17-2011	01-19-2011	CDN TIRE STORE #00175	20.88	CAD	20.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	program supplies	
ECONOMIC DEVELOPMENT & CULTURE	1292-196	01-20-2011	01-24-2011	THE HOME DEPOT #7027	89.26	CAD	89.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	L-GLOVES	
ECONOMIC DEVELOPMENT & CULTURE	1296-135	01-25-2011	01-26-2011	NOFRILLS DAVE'S #3924	10.93	CAD	10.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5411	"Grocery Stores, Supermarkets"	Concession Supplies	
ECONOMIC DEVELOPMENT & CULTURE	1296-136	01-25-2011	01-26-2011	MICHAELS STORE #3621	22.55	CAD	22.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5945	"Game, Toy, and Hobby Shops"	Children's program supplies	
ECONOMIC DEVELOPMENT & CULTURE	1297-138	01-26-2011	01-27-2011	TUCKERS POTTERY SUPPLI	"1,633.78"	CAD	"1,633.78"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	clay for re-sale	
ECONOMIC DEVELOPMENT & CULTURE	1302-176	01-27-2011	01-31-2011	THE HOME DEPOT #7109	246.34	CAD	246.34	CAD	2710	GENERAL HARDWARE	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	84912	
					"2,428.11"	CAD	"2,428.11"	CAD								
"PARKS, FORESTRY & RECREATION"	1273-117	01-07-2011	01-10-2011	STAPLES STORE #12	14.49	CAD	14.49	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02934	HUMBER POOL-PGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1279-114	01-10-2011	01-13-2011	HUMAN KINETICS PUBLISH	52.94	CAD	52.94	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P02934	HUMBER POOL-PGM SUPP	5192	"Books, Periodicals, and Newspapers"		
					67.43	CAD	67.43	CAD								
"PARKS, FORESTRY & RECREATION"	1302-80	01-27-2011	01-31-2011	CENTURY BUILDING SERVI	666.70	CAD	666.70	CAD	4469	C. SRV -CARPET CLEAN	P10539	S-REC SUPER1-PGM SUP	7349	"Cleaning and Maintenance, Janitorial Ser"		
					666.70	CAD	666.70	CAD								
EMERGENCY MEDICAL SERVICES	1279-179	01-11-2011	01-13-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-180	01-11-2011	01-13-2011	MOE - HWIN WEB	105.71	CAD	105.71	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-181	01-11-2011	01-13-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-182	01-11-2011	01-13-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-183	01-11-2011	01-13-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-184	01-11-2011	01-13-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-185	01-11-2011	01-13-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-186	01-11-2011	01-13-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-187	01-11-2011	01-13-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1279-188	01-11-2011	01-13-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45518	MARINE UNIT	9399	Government Services - Not Elsewhere Clas		
