Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx. Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1717-49	11-04-2011	11-07-2011	D L STEVENSON   SON AR	123.22	CAD	123.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08024	ARMOUR HTS-ARTS-VISL	5970	"Artist Supply Stores, Craft Shops"	OIL PAINT FOR OLDER ADULT OIL PAINTING PROGRAM
					123.22	CAD	123.22	CAD							
"PARKS, FORESTRY & RECREATION"	1710-27	11-01-2011	11-02-2011	NO FRILLS TONY   KATHY	27.57	CAD	27.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12051	PKLAWN-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASSES
"PARKS, FORESTRY & RECREATION"	1723-26	11-08-2011	11-09-2011	NO FRILLS TONY   KATHY	10.79	CAD	10.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12051	PKLAWN-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASS
"PARKS, FORESTRY & RECREATION"	1733-35	11-15-2011	11-17-2011	SOBEYS #7383       QPS	33.19	CAD	33.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12051	PKLAWN-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASS
"PARKS, FORESTRY & RECREATION"	1740-31	11-22-2011	11-23-2011	NO FRILLS TONY   KATHY	14.73	CAD	14.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12051	PKLAWN-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASS
"PARKS, FORESTRY & RECREATION"	1751-45	11-29-2011	11-30-2011	NO FRILLS TONY   KATHY	20.30	CAD	20.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12051	PKLAWN-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASS
					106.58	CAD	106.58	CAD							
SOLID WASTE MANAGEMENT	1713-30	11-01-2011	11-03-2011	CDN TIRE STORE #00242	131.48	CAD	131.48	CAD	2999	M & E - PLANT & GARAGE	SW0805	DISCO TS OPER	5200	Home Supply Warehouse	*****
SOLID WASTE MANAGEMENT	1724-36	11-08-2011	11-10-2011	WAL-MART # 3740	69.86	CAD	69.86	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	SW0805	DISCO TS OPER	5411	"Grocery Stores, Supermarkets"	AIR WICK SPRAY CANS FOR ODOUR CONTROL
					201.34	CAD	201.34	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1715-26	11-02-2011	11-04-2011	NATIONAL POST DEALER P	10.47	CAD	10.47	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	SE0019	CENTRL-NUIT BLANCHE	2741	Miscellaneous Publishing and Printing	NUIT BLANCHE COVERAGE
					10.47	CAD	10.47	CAD							
"PARKS, FORESTRY & RECREATION"	1710-28	11-01-2011	11-02-2011	FOOD BASICS #630	28.75	CAD	28.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS
"PARKS, FORESTRY & RECREATION"	1713-31	11-02-2011	11-03-2011	MICHAELS OF CANADA #34	-25.29	CAD	-25.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08584	HOLLYCREST CS-SPEC E	5945	"Game, Toy, and Hobby Shops"	REFUND
"PARKS, FORESTRY & RECREATION"	1717-50	11-04-2011	11-07-2011	STAPLES STORE #11	11.77	CAD	11.77	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12075	HOLLYCREST-COMM CTR-	5943	"Office, School Supply, and Stationery St"	DESK PADS
"PARKS, FORESTRY & RECREATION"	1717-51	11-04-2011	11-07-2011	STAPLES STORE #11	5.89	CAD	5.89	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12075	HOLLYCREST-COMM CTR-	5943	"Office, School Supply, and Stationery St"	DESK PADS
"PARKS, FORESTRY & RECREATION"	1723-27	11-08-2011	11-09-2011	NOFRILLS CHRISTOPHER'S	19.01	CAD	19.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR PROGRAMS
"PARKS, FORESTRY & RECREATION"	1731-29	11-15-2011	11-16-2011	NOFRILLS CHRIS 273	11.31	CAD	11.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR PROGRAMS
"PARKS, FORESTRY & RECREATION"	1734-42	11-17-2011	11-18-2011	NOFRILLS CHRIS 273	16.25	CAD	16.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR PROGRAMS
"PARKS, FORESTRY & RECREATION"	1740-32	11-22-2011	11-23-2011	NOFRILLS CHRIS 273	24.82	CAD	24.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR PROGRAMS
"PARKS, FORESTRY & RECREATION"	1747-39	11-26-2011	11-28-2011	STAPLES STORE #11	15.65	CAD	15.65	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12075	HOLLYCREST-COMM CTR-	5943	"Office, School Supply, and Stationery St"	PORTFOLIO
"PARKS, FORESTRY & RECREATION"	1751-46	11-29-2011	11-30-2011	NOFRILLS CHRIS 273	2.65	CAD	2.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR PROGRAMS
"PARKS, FORESTRY & RECREATION"	1751-47	11-29-2011	11-30-2011	NOFRILLS CHRIS 273	10.94	CAD	10.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12075	HOLLYCREST-COMM CTR-	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR PROGRAMS
					121.75	CAD	121.75	CAD							
PUBLIC HEALTH	1724-37	11-09-2011	11-10-2011	UW NCAST FAMILY CHILD	98.85	CAD	94.21	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3089	HBHC PROGRAM SUPPORT	8220	"Colleges, Universities, Professional Sch"	"RECREATIONAL AND EDUCATIONAL SUPPLIES,#130590"
					98.85	CAD	94.21	USD							
"PARKS, FORESTRY & RECREATION"	1731-30	11-15-2011	11-16-2011	STRADA AGGREGATES INC	67.80	CAD	67.80	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P10916	EGLINTON FLATS TENNI	5211	"Building Materials, Lumber Stores"	WASTE DISPOSAL
"PARKS, FORESTRY & RECREATION"	1734-43	11-17-2011	11-18-2011	VIELE BROTHERS AUTO BO	999.04	CAD	999.04	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P10916	EGLINTON FLATS TENNI	7531	Automotive Body and Repair Shops	REPAIR
"PARKS, FORESTRY & RECREATION"	1737-61	11-15-2011	11-21-2011	ABLE LOCK SERVICE LTD	129.95	CAD	129.95	CAD	2730	LOCKS	P00676	W-YORK1-PGM SUPP	7393	"Detective Agencies, Protective Agencies,"	KEYS CUT
"PARKS, FORESTRY & RECREATION"	1748-41	11-28-2011	11-29-2011	AUPEL INC	27.05	CAD	27.05	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10916	EGLINTON FLATS TENNI	5999	Miscellaneous and Specialty Retail Store	STATIONARY
					"1,223.84"	CAD	"1,223.84"	CAD							
TORONTO WATER	1740-33	11-21-2011	11-23-2011	CDN TIRE STORE #00070	42.88	CAD	42.88	CAD	2082	HEALTH & SAFETY SUPPLIES	WW1176	HTP PLANT SERVICES	5200	Home Supply Warehouse	KETTLE
TORONTO WATER	1745-27	11-24-2011	11-25-2011	KOTYCK BROS LIMITED	207.46	CAD	207.46	CAD	2535	PLUMBING SUPPLIES	WW1176	HTP PLANT SERVICES	1520	General Contractors - Residential and Co	VALVE
					250.34	CAD	250.34	CAD							
"PARKS, FORESTRY & RECREATION"	1709-23	10-28-2011	11-01-2011	YOUR DOLLAR STORE WITH	40.73	CAD	40.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01561	EARL BALES-ARTS-VISL	5310	Discount Stores	DANCE CLASS BALLS
"PARKS, FORESTRY & RECREATION"	1713-32	11-01-2011	11-03-2011	WAL-MART # 5831	33.74	CAD	33.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11408	EARL BALES-SOC PGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	1727-44	11-09-2011	11-14-2011	WAL-MART # 5831	24.46	CAD	24.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01561	EARL BALES-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	JR CHEF SUPPLIES
"PARKS, FORESTRY & RECREATION"	1733-36	11-16-2011	11-17-2011	METRO #401	67.79	CAD	67.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01561	EARL BALES-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	*****
"PARKS, FORESTRY & RECREATION"	1740-34	11-22-2011	11-23-2011	METRO #401	30.40	CAD	30.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01561	EARL BALES-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	*****
"PARKS, FORESTRY & RECREATION"	1747-40	11-25-2011	11-28-2011	METRO #401	20.25	CAD	20.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01561	EARL BALES-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	JR CHEF SUPPLIES
					217.37	CAD	217.37	CAD							
PUBLIC HEALTH	1724-38	11-08-2011	11-10-2011	SCARBOROUGH GRACE DQDS	815.55	CAD	815.55	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS
PUBLIC HEALTH	1739-27	11-21-2011	11-22-2011	NORTH YORK GENERAL HOS	845.26	CAD	845.26	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	8062	Hospitals	PRESCRIPTION DRUGS
					"1,660.81"	CAD	"1,660.81"	CAD							
"PARKS, FORESTRY & RECREATION"	1717-52	11-04-2011	11-07-2011	NOFRILLS VINCE'S #3930	89.16	CAD	89.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1718-25	11-07-2011	11-08-2011	NOFRILLS CARLO'S 705	212.37	CAD	212.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1727-45	11-10-2011	11-14-2011	RCSS WESTON 2800	10.86	CAD	10.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - SATURDAY COOKING CLUB
"PARKS, FORESTRY & RECREATION"	1728-20	11-14-2011	11-15-2011	PRICE CHOPPER #7984QPS	117.10	CAD	117.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - OAKDALE BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1737-62	11-19-2011	11-21-2011	HOME LIVING	13.55	CAD	13.55	CAD	2610	KITCHEN SUPPLIES	P06075	OAKDALE CC-SOC PGM	5311	Department Stores	BAKING SHEETS - COOKING PROGRAM
"PARKS, FORESTRY & RECREATION"	1737-63	11-19-2011	11-21-2011	PRICE CHOPPER #7964QPS	13.60	CAD	13.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - COOKING PROGRAM
"PARKS, FORESTRY & RECREATION"	1740-35	11-22-2011	11-23-2011	PRICE CHOPPER #7984QPS	176.93	CAD	176.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - TOPCLIFF BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1747-41	11-25-2011	11-28-2011	NOFRILLS VINCE'S #3930	55.43	CAD	55.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - OAKDALE BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1748-42	11-28-2011	11-29-2011	NOFRILLS VINCE'S #3930	88.88	CAD	88.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - OAKDALE BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1748-43	11-28-2011	11-29-2011	PRICE CHOPPER #7984QPS	212.59	CAD	212.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - TOPCLIFF BREAKFAST PROGRAM
					990.47	CAD	990.47	CAD							
"PARKS, FORESTRY & RECREATION"	1715-27	11-03-2011	11-04-2011	SPORTING LIFE	67.66	CAD	67.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTSPRT-ETOBOLYMP	5941	Sporting Goods Stores	TENNIS BALLS
"PARKS, FORESTRY & RECREATION"	1740-36	11-21-2011	11-23-2011	CDN TIRE STORE #00070	18.06	CAD	18.06	CAD	2710	GENERAL HARDWARE	P07609	OLYMPIUM-PGM SUPP	5200	Home Supply Warehouse	TELEPHONE ADAPTER CORD
"PARKS, FORESTRY & RECREATION"	1745-28	11-24-2011	11-25-2011	NATIONAL SPORTS #13	54.23	CAD	54.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTSPRT-ETOBOLYMP	5655	"Sports Apparel, Riding Apparel Stores"	TENNIS BALL HOPPER
					139.95	CAD	139.95	CAD							
"PARKS, FORESTRY & RECREATION"	1723-28	11-08-2011	11-09-2011	NOFRILLS FRANCOIS'S 39	92.36	CAD	92.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08499	THISTLETOWN SC-PGM S	5411	"Grocery Stores, Supermarkets"	SNACKS FOR TASC PROGRAM
"PARKS, FORESTRY & RECREATION"	1733-37	11-16-2011	11-17-2011	RELIANCE PROTECTRON SE	146.90	CAD	146.90	CAD	4995	OTHER EXPENSES	P08499	THISTLETOWN SC-PGM S	7393	"Detective Agencies, Protective Agencies,"	POLICE DISPATCH CALL FOR FACILITY ALARM
					239.26	CAD	239.26	CAD							
TORONTO WATER	1727-46	11-11-2011	11-14-2011	STEPHENSON'S RENT-ALL	407.14	CAD	407.14	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	PW1018	WS CENTRAL WORK AREA	7394	"Equipment Rental and Leasing Services, F"	LIFT RENTAL
TORONTO WATER	1743-44	11-23-2011	11-24-2011	RONDAR INC	440.70	CAD	440.70	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	OIL ANALYSIS
					847.84	CAD	847.84	CAD							
"PARKS, FORESTRY & RECREATION"	1745-29	11-24-2011	11-25-2011	METRO #493	58.34	CAD	58.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06069	LAWRENCE HGTS-SOC PG	5411	"Grocery Stores, Supermarkets"	*****
"PARKS, FORESTRY & RECREATION"	1747-42	11-25-2011	11-28-2011	FORTINO'S	30.84	CAD	30.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06069	LAWRENCE HGTS-SOC PG	5411	"Grocery Stores, Supermarkets"	FOOD FOR YBC & LADYBUG PROGRAMS
					89.18	CAD	89.18	CAD							
"PARKS, FORESTRY & RECREATION"	1751-48	11-25-2011	11-30-2011	WURTH CANADA LIMITED/L	986.25	CAD	986.25	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5085	Industrial Supplies Not Elsewhere Classi	GRAFFITTI REMOVER
"PARKS, FORESTRY & RECREATION"	1751-49	11-29-2011	11-30-2011	STAPLES STORE #3	97.52	CAD	97.52	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P00427	PRN-PKS CONSTRUCTN	5943	"Office, School Supply, and Stationery St"	INK CARTRIDGES
					"1,083.77"	CAD	"1,083.77"	CAD							
"PARKS, FORESTRY & RECREATION"	1713-33	10-31-2011	11-03-2011	WURTH CANADA LIMITED/L	959.90	CAD	959.90	CAD	2570	JANITORIAL SUPPLIES	P00898	KIPLING YD-PKS CONST	5085	Industrial Supplies Not Elsewhere Classi	GRAFFITTI REMOVER
"PARKS, FORESTRY & RECREATION"	1724-39	11-08-2011	11-10-2011	ETOBICOKE RENTAL   SMA	88.82	CAD	88.82	CAD	2570	JANITORIAL SUPPLIES	P00898	KIPLING YD-PKS CONST	7394	"Equipment Rental and Leasing Services, F"	CARPET CLEANER
"PARKS, FORESTRY & RECREATION"	1727-47	11-09-2011	11-14-2011	J JENKINS   SON LANDSC	583.62	CAD	583.62	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00898	KIPLING YD-PKS CONST	0780	Horticultural and Landscaping Services	COMPOST SOIL
"PARKS, FORESTRY & RECREATION"	1727-48	11-10-2011	11-14-2011	DESCO PLUMBING   HEATI	887.82	CAD	887.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00898	KIPLING YD-PKS CONST	1711	"Air Conditioning, Heating, and Plumbing"	PIPE FOR SKI HILL
"PARKS, FORESTRY & RECREATION"	1731-31	11-14-2011	11-16-2011	REXDALE DISPOSAL LTD.	639.25	CAD	639.25	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00898	KIPLING YD-PKS CONST	5812	"Eating Places, Restaurants"	BIN DISPOSAL
"PARKS, FORESTRY & RECREATION"	1731-32	11-14-2011	11-16-2011	REXDALE DISPOSAL LTD.	554.27	CAD	554.27	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00898	KIPLING YD-PKS CONST	5812	"Eating Places, Restaurants"	BIN DISPOSAL
"PARKS, FORESTRY & RECREATION"	1731-33	11-14-2011	11-16-2011	REXDALE DISPOSAL LTD.	-639.25	CAD	-639.25	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00898	KIPLING YD-PKS CONST	5812	"Eating Places, Restaurants"	BIN DISPOSAL
"PARKS, FORESTRY & RECREATION"	1733-38	11-16-2011	11-17-2011	MATT GROUP INC.	989.88	CAD	989.88	CAD	4466	C. SRV - SIDEWALKS	P00898	KIPLING YD-PKS CONST	1520	General Contractors - Residential and Co	ASPHALT REPAIR
"PARKS, FORESTRY & RECREATION"	1747-43	11-25-2011	11-28-2011	KOOY BROS LAWN	451.99	CAD	451.99	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PKS CONST	5261	Lawn and Garden Supply Stores	REPAIR PARTS
					"4,516.30"	CAD	"4,516.30"	CAD							
"PARKS, FORESTRY & RECREATION"	1743-45	11-21-2011	11-24-2011	BILL'S ELECTRIC SALES	296.06	CAD	296.06	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES - BLOWERS
					296.06	CAD	296.06	CAD							
"PARKS, FORESTRY & RECREATION"	1709-24	10-31-2011	11-01-2011	LAWSON PRODUCTS INC	966.28	CAD	966.28	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	SHOP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1710-29	10-31-2011	11-02-2011	NAPA WILLOWDALE #143	68.58	CAD	68.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	1710-30	10-31-2011	11-02-2011	NAPA WILLOWDALE #143	150.84	CAD	150.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	1713-34	11-02-2011	11-03-2011	STATEINDUSTRIAL  CA	326.57	CAD	326.57	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	*****
"PARKS, FORESTRY & RECREATION"	1713-35	11-02-2011	11-03-2011	LAWSON PRODUCTS INC	11.65	CAD	11.65	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	SHOP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1717-53	11-03-2011	11-07-2011	NAPA WILLOWDALE #143	7.32	CAD	7.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	GATOR PARTS
"PARKS, FORESTRY & RECREATION"	1718-26	11-07-2011	11-08-2011	HUTCHINSON FARM SUPPLY	214.02	CAD	214.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5599	"Miscellaneous Automotive, Aircraft, and"	GATOR PARTS
"PARKS, FORESTRY & RECREATION"	1718-27	11-07-2011	11-08-2011	UNITED RENTALS #819#	428.48	CAD	428.48	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P00859	ALNESS YD-YD OPERN	7394	"Equipment Rental and Leasing Services, F"	COMPRESSOR RENTAL
"PARKS, FORESTRY & RECREATION"	1718-28	11-07-2011	11-08-2011	LAWSON PRODUCTS INC	32.98	CAD	32.98	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	SHOP TOOLS
"PARKS, FORESTRY & RECREATION"	1731-34	11-14-2011	11-16-2011	NAPA WILLOWDALE #143	24.17	CAD	24.17	CAD	2575	ELECTRICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	ELECTRICAL PARTS
"PARKS, FORESTRY & RECREATION"	1737-64	11-18-2011	11-21-2011	AJV TOOLS LTD	226.00	CAD	226.00	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P00859	ALNESS YD-YD OPERN	5251	Hardware Stores	PRESSURE WASHER REPAIR
"PARKS, FORESTRY & RECREATION"	1739-28	11-18-2011	11-22-2011	SNAP-ON TOOLS	406.74	CAD	406.74	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YD OPERN	5099	Durable Goods Not Elsewhere Classified	SHOP TOOLS
"PARKS, FORESTRY & RECREATION"	1743-46	11-22-2011	11-24-2011	HITCH CITY	223.74	CAD	223.74	CAD	3140	UNLICENSED MOBILE EQUIPMENT	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	TRAILER HITCH
"PARKS, FORESTRY & RECREATION"	1751-50	11-29-2011	11-30-2011	LAWSON PRODUCTS INC	32.98	CAD	32.98	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	SHOP TOOLS
					"3,120.35"	CAD	"3,120.35"	CAD							
"PARKS, FORESTRY & RECREATION"	1718-29	11-07-2011	11-08-2011	AQUAM	195.05	CAD	195.05	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02464	DOUGLAS SNOW-INSTRL-	5996	Swimming Pools - Sales and Supplies	SPACER DISK
"PARKS, FORESTRY & RECREATION"	1734-44	11-17-2011	11-18-2011	AQUAM	-183.63	CAD	-183.63	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02464	DOUGLAS SNOW-INSTRL-	5996	Swimming Pools - Sales and Supplies	REFUND
					11.42	CAD	11.42	CAD							
"PARKS, FORESTRY & RECREATION"	1728-21	11-11-2011	11-15-2011	DURACUT MACHINE KNIFE	388.72	CAD	388.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPS	7399	Business Services - Not Elsewhere Classi	ZAMBONI BLADE
					388.72	CAD	388.72	CAD							
TORONTO WATER	1733-39	11-15-2011	11-17-2011	THE HOME DEPOT #7073	32.71	CAD	32.71	CAD	2535	PLUMBING SUPPLIES	PW1020	WS SYSTEM CONTROL WO	5200	Home Supply Warehouse	"1/2"" BOILER"
					32.71	CAD	32.71	CAD							
FIRE SERVICES	1723-29	11-08-2011	11-09-2011	CREATIVE BAG TORONTO	406.06	CAD	406.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0012	ADMIN-HEADQUARTERS	7399	Business Services - Not Elsewhere Classi	SMALL BAGS FOR PROMOTIONAL REGALIA
					406.06	CAD	406.06	CAD							
"PARKS, FORESTRY & RECREATION"	1709-25	10-31-2011	11-01-2011	STAPLES STORE #266	36.47	CAD	36.47	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07645	DENTONIA-OPERATIONS	5943	"Office, School Supply, and Stationery St"	LAMINATE IPM DOCUMENTS
"PARKS, FORESTRY & RECREATION"	1709-26	10-28-2011	11-01-2011	RONA # 55140	32.41	CAD	32.41	CAD	2730	LOCKS	P07649	TAM OSHANTER-OPERATI	5251	Hardware Stores	NEW DOOR KEYS CUT
"PARKS, FORESTRY & RECREATION"	1709-27	10-31-2011	11-01-2011	STAPLES STORE #266	19.61	CAD	19.61	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07646	DON VALLEY-OPERATION	5943	"Office, School Supply, and Stationery St"	BINDERS & INDEX
"PARKS, FORESTRY & RECREATION"	1710-31	10-31-2011	11-02-2011	RONA # 55100	27.09	CAD	27.09	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5251	Hardware Stores	TOTE STORAGE
"PARKS, FORESTRY & RECREATION"	1710-32	11-01-2011	11-02-2011	U OF G - RIDGETOWN WEB	250.00	CAD	250.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	P07649	TAM OSHANTER-OPERATI	8220	"Colleges, Universities, Professional Sch"	IPM EXAM
"PARKS, FORESTRY & RECREATION"	1715-28	11-03-2011	11-04-2011	PRINCESS AUTO	131.05	CAD	131.05	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	"EXTENSION CORD, WELDING PLUG"
"PARKS, FORESTRY & RECREATION"	1715-29	11-03-2011	11-04-2011	TORBRAM ELECTRIC SUPPL	29.23	CAD	29.23	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATI	1731	Electrical Contractors	SPECIAL GROUND PLUG
