Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2585-35	07-17-2013	07-18-2013	FRESHCO #9771	188.29	CAD	188.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2585-36	07-17-2013	07-18-2013	A BUCK OR TWO #136	131.65	CAD	131.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMERCAMP-ANTIBES	5310	Discount Stores	CAMP CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2589-23	07-17-2013	07-19-2013	CHECKERS FUN FACTORY I	870.10	CAD	870.10	CAD	4590	RENTAL - OTHER	P13248	SUMMERCAMP-ANTIBES	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2589-24	07-17-2013	07-19-2013	CDN TIRE STORE #00126	28.22	CAD	28.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMERCAMP-ANTIBES	5200	Home Supply Warehouse	CAMP CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2589-25	07-18-2013	07-19-2013	LOBLAW SUPERMARKET #10	132.86	CAD	132.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2591-29	07-19-2013	07-22-2013	LOBLAW SUPERMARKET #10	305.01	CAD	305.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2591-30	07-19-2013	07-22-2013	FRESHCO #9771	25.12	CAD	25.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2591-31	07-21-2013	07-22-2013	LOBLAW SUPERMARKET #10	46.89	CAD	46.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2591-32	07-19-2013	07-22-2013	STRAIGHT POKER SUPPLIE	342.67	CAD	342.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMERCAMP-ANTIBES	5941	Sporting Goods Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2592-25	07-19-2013	07-23-2013	CDN TIRE STORE #00126	136.65	CAD	136.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMERCAMP-ANTIBES	5200	Home Supply Warehouse	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2597-27	07-24-2013	07-25-2013	LASER QUEST TORONTO EA	372.90	CAD	372.90	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMR CA	7994	Video Game Arcades/Establishments	ADMISSION FEES - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2597-28	07-24-2013	07-25-2013	NINO D'AVERSA BAKERY	27.00	CAD	27.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04649	EDITHVALE CC-SUMR CA	5462	Bakeries	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2597-29	07-24-2013	07-25-2013	LOBLAW SUPERMARKET #10	340.32	CAD	340.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2597-30	07-24-2013	07-25-2013	LOBLAW SUPERMARKET #10	96.86	CAD	96.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2597-31	07-24-2013	07-25-2013	LOBLAW SUPERMARKET #10	454.65	CAD	454.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2597-32	07-24-2013	07-25-2013	THE CRAFT   HOBBY EMPO	291.43	CAD	291.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04649	EDITHVALE CC-SUMR CA	5970	"Artist Supply Stores, Craft Shops"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2597-33	07-24-2013	07-25-2013	LASER QUEST TORONTO EA	125.40	CAD	125.40	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMR CA	7994	Video Game Arcades/Establishments	ADMISSION FEES - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2601-31	07-27-2013	07-29-2013	WAL-MART #1101	207.75	CAD	207.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2606-19	07-30-2013	07-31-2013	A BUCK OR TWO #136	17.23	CAD	17.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMERCAMP-ANTIBES	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2606-20	07-30-2013	07-31-2013	FRESHCO #9771	66.71	CAD	66.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMERCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
					"9,997.33"	CAD	"9,997.33"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-34	06-27-2013	07-02-2013	WAL-MART # 1079	259.76	CAD	259.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	D DILUCA CC-SUM CP	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2563-19	07-03-2013	07-04-2013	PRICE CHOPPER #7984QPS	23.25	CAD	23.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	D DILUCA CC-SUM CP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2569-37	07-04-2013	07-08-2013	MEDIEVAL TIMES TORO	"1,146.66"	CAD	"1,146.66"	CAD	4118	TICKETS AND ADMISSION FEES	P04679	D DILUCA CC-SUM CP	7399	Business Services - Not Elsewhere Classi	ADMISSION FEES - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2573-22	07-09-2013	07-10-2013	RCSS WESTON 2800	40.04	CAD	40.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	D DILUCA CC-SUM CP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CIT PROGRAM-HEALTHY EATING	
"PARKS, FORESTRY & RECREATION"	2577-29	07-11-2013	07-12-2013	KIDSPORTS	476.60	CAD	476.60	CAD	4118	TICKETS AND ADMISSION FEES	P04679	D DILUCA CC-SUM CP	5941	Sporting Goods Stores	ADMISSION FEES - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2601-32	07-25-2013	07-29-2013	PLAYTIME BOWL INC	361.00	CAD	361.00	CAD	4118	TICKETS AND ADMISSION FEES	P04679	D DILUCA CC-SUM CP	7933	Bowling Alleys	ADMISSION FEES - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2603-19	07-28-2013	07-30-2013	WAL-MART # 1079	88.48	CAD	88.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04679	D DILUCA CC-SUM CP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMPS	
					"2,395.79"	CAD	"2,395.79"	CAD								
"PARKS, FORESTRY & RECREATION"	2563-20	07-03-2013	07-04-2013	A TOWING SERVICE	192.10	CAD	192.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00069	S-EAST-PRUNING/REMOV	7549	Towing Services		
"PARKS, FORESTRY & RECREATION"	2596-23	07-23-2013	07-24-2013	WILLIAMS TOWING SERVIC	271.20	CAD	271.20	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	P00069	S-EAST-PRUNING/REMOV	7549	Towing Services	TOWING	
					463.30	CAD	463.30	CAD								
"PARKS, FORESTRY & RECREATION"	2560-35	06-27-2013	07-02-2013	WAL-MART # 5831	87.37	CAD	87.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMERCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2567-31	07-03-2013	07-05-2013	YOUR DOLLAR STORE WITH	80.23	CAD	80.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMERCAMP-MCNICOLL	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2567-32	07-03-2013	07-05-2013	WAL-MART #3159	208.09	CAD	208.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13277	SUMMERCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2567-33	07-03-2013	07-05-2013	WAL-MART #3159	206.76	CAD	206.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2567-34	07-04-2013	07-05-2013	TDSB-PURCHASING	275.32	CAD	275.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMERCAMP-SENECAVLG	8299	Educational Services	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2567-35	07-04-2013	07-05-2013	TDSB-PURCHASING	278.88	CAD	278.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMERCAMP-MCNICOLL	8299	Educational Services	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2567-36	07-03-2013	07-05-2013	YOUR DOLLAR STORE WITH	68.93	CAD	68.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMERCAMP-SENECAVLG	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2573-23	07-09-2013	07-10-2013	NOFRILLS DICKIES 752	2.68	CAD	2.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2575-28	07-09-2013	07-11-2013	WAL-MART #3159	197.12	CAD	197.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2575-29	07-09-2013	07-11-2013	WAL-MART #3159	8.45	CAD	8.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13277	SUMMERCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2575-30	07-09-2013	07-11-2013	YOUR DOLLAR STORE WITH	70.34	CAD	70.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMERCAMP-MCNICOLL	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2577-30	07-10-2013	07-12-2013	WOODIE WOOD CHUCKS INC	293.35	CAD	293.35	CAD	4118	TICKETS AND ADMISSION FEES	P13277	SUMMERCAMP-SENECAVLG	5812	"Eating Places, Restaurants"	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2583-27	07-15-2013	07-17-2013	YOUR DOLLAR STORE WITH	38.70	CAD	38.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMERCAMP-MCNICOLL	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2583-28	07-15-2013	07-17-2013	YOUR DOLLAR STORE WITH	104.24	CAD	104.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMERCAMP-SENECAVLG	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2583-29	07-15-2013	07-17-2013	WAL-MART #3159	159.45	CAD	159.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13277	SUMMERCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2583-30	07-15-2013	07-17-2013	WAL-MART #3159	66.05	CAD	66.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2589-26	07-17-2013	07-19-2013	WAL-MART #3159	105.05	CAD	105.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2589-27	07-17-2013	07-19-2013	WAL-MART #3159	81.59	CAD	81.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13277	SUMMERCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2597-34	07-23-2013	07-25-2013	YOUR DOLLAR STORE WITH	5.93	CAD	5.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMERCAMP-SENECAVLG	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2597-35	07-23-2013	07-25-2013	YOUR DOLLAR STORE WITH	42.66	CAD	42.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMERCAMP-MCNICOLL	5999	Miscellaneous and Specialty Retail Store	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2597-36	07-23-2013	07-25-2013	BOWLERAMA NEWTONBROOK	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P13270	SUMMERCAMP-MCNICOLL	7933	Bowling Alleys	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2597-37	07-23-2013	07-25-2013	BOWLERAMA NEWTONBROOK	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P13277	SUMMERCAMP-SENECAVLG	7933	Bowling Alleys	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2597-38	07-23-2013	07-25-2013	WAL-MART #3159	142.69	CAD	142.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2597-39	07-23-2013	07-25-2013	WAL-MART #3159	62.42	CAD	62.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13277	SUMMERCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2597-40	07-24-2013	07-25-2013	REPTILIA	248.60	CAD	248.60	CAD	4102	ENTERTAINER AND BAND FEES	P13277	SUMMERCAMP-SENECAVLG	7998	"Aquariums, Dolphinariums, Seaquariums"	FEE PAID FOR SPECIAL GUEST	
"PARKS, FORESTRY & RECREATION"	2606-21	07-30-2013	07-31-2013	NOFRILLS DICKIES 752	12.53	CAD	12.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMERCAMP-MCNICOLL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
					"3,047.43"	CAD	"3,047.43"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-36	06-27-2013	07-02-2013	WAL-MART #3159	71.10	CAD	71.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-37	06-28-2013	07-02-2013	WAL-MART #1004	40.63	CAD	40.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-38	06-28-2013	07-02-2013	WAL-MART #1004	-32.72	CAD	-32.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2563-21	07-02-2013	07-04-2013	WAL-MART #1004	14.16	CAD	14.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2569-38	07-05-2013	07-08-2013	NOFRILLS ROSS 782	89.53	CAD	89.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2573-24	07-08-2013	07-10-2013	CDN TIRE STORE #00182	6.77	CAD	6.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMR CA	5200	Home Supply Warehouse	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2573-25	07-08-2013	07-10-2013	WAL-MART #1004	30.28	CAD	30.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2575-31	07-09-2013	07-11-2013	WAL-MART #1004	55.98	CAD	55.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2577-31	07-10-2013	07-12-2013	SAUGEEN SHAFTS	605.36	CAD	605.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	7399	Business Services - Not Elsewhere Classi	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2577-32	07-10-2013	07-12-2013	TRCA/BCREEK/KORT	105.00	CAD	105.00	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMR CA	9399	Government Services - Not Elsewhere Clas	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2577-33	07-10-2013	07-12-2013	TRCA/BCREEK/KORT	140.00	CAD	140.00	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMR CA	9399	Government Services - Not Elsewhere Clas	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2577-34	07-10-2013	07-12-2013	NATIONAL FILM BOARD NA	202.50	CAD	202.50	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMR CA	8999	Professional Services - Not Elsewhere Cl	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2579-43	07-12-2013	07-15-2013	WAL-MART #1004	141.31	CAD	141.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2579-44	07-12-2013	07-15-2013	WAL-MART #1004	53.46	CAD	53.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2583-31	07-16-2013	07-17-2013	LONG   MCQUADE LIMITED	77.93	CAD	77.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMR CA	7399	Business Services - Not Elsewhere Classi	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2585-37	07-16-2013	07-18-2013	WAL-MART #1004	15.00	CAD	15.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2591-33	07-19-2013	07-22-2013	NOFRILLS ROSS 782	146.48	CAD	146.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2597-41	07-24-2013	07-25-2013	CH- MOUNTSBERG	481.00	CAD	481.00	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMR CA	8699	"Organizations, Membership - Not Elsewher"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2606-22	07-29-2013	07-31-2013	WAL-MART #1004	76.17	CAD	76.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
					"2,319.94"	CAD	"2,319.94"	CAD								
TORONTO WATER	2580-20	07-10-2013	07-16-2013	PIPE TOOLS SUPPLY LIMI	"1,166.91"	CAD	"1,166.91"	CAD	4424	CONTRACTED SERVICES - GENERAL	PW2027	FIRST RESPONSE	5251	Hardware Stores	MINI COLOUR CAMERA REPAIR	
					"1,166.91"	CAD	"1,166.91"	CAD								
"PARKS, FORESTRY & RECREATION"	2585-38	07-17-2013	07-18-2013	SHERIDAN NURSERIES-SCA	97.42	CAD	97.42	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00016	C-FORESTRY GEN-PLANT	5261	Lawn and Garden Supply Stores	POTTING SOIL MIXTURE FOR TRANSPLATING BLACK OAK	
					97.42	CAD	97.42	CAD								
TORONTO WATER	2575-32	07-09-2013	07-11-2013	RONA # 55090	70.03	CAD	70.03	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5251	Hardware Stores	RAGS AND HOSES	
TORONTO WATER	2575-33	07-10-2013	07-11-2013	PAUL WOLF ELECTRIC   L	212.28	CAD	212.28	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	LAMPS	
TORONTO WATER	2577-35	07-11-2013	07-12-2013	PAUL WOLF ELECTRIC   L	96.11	CAD	96.11	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	FUSE/TRANSFORMER	
TORONTO WATER	2601-33	07-22-2013	07-29-2013	AZTEC ELECTRICAL SUPPL	26.50	CAD	26.50	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
TORONTO WATER	2601-34	07-25-2013	07-29-2013	CDN TIRE STORE #00070	14.90	CAD	14.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	VACUUM BAGS	
					419.82	CAD	419.82	CAD								
"PARKS, FORESTRY & RECREATION"	2562-15	07-02-2013	07-03-2013	NOFRILLS LUCIANO'S #34	24.60	CAD	24.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2563-22	07-02-2013	07-04-2013	CDN TIRE STORE #00654	108.33	CAD	108.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12435	RC-CA-SUM-JOHN INNES	5200	Home Supply Warehouse	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2573-26	07-09-2013	07-10-2013	RAINBOW CINEMAS MARKET	180.00	CAD	180.00	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7832	Motion Picture Theaters	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2579-45	07-11-2013	07-15-2013	SKYZONE-TORONTO (CA100	442.40	CAD	442.40	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7999	Recreation Services (Not Elsewhere Class	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2585-39	07-16-2013	07-18-2013	ABSOLUTE DOLLAR	36.16	CAD	36.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12435	RC-CA-SUM-JOHN INNES	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2585-40	07-16-2013	07-18-2013	FOOD BASICS #875	58.18	CAD	58.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2585-41	07-16-2013	07-18-2013	WALMART #1150	84.39	CAD	84.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12435	RC-CA-SUM-JOHN INNES	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2591-34	07-18-2013	07-22-2013	CDN TIRE STORE #00654	53.21	CAD	53.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10154	JOHN INNES-PGM SUPP	5200	Home Supply Warehouse	DVD PLAYER FOR CENTRE	
					987.27	CAD	987.27	CAD								
"PARKS, FORESTRY & RECREATION"	2560-39	06-28-2013	07-02-2013	LOWES #02640*	229.05	CAD	229.05	CAD	2270	PROPANE GAS	P13222	SPCEVNT-JJPICCININNI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2560-40	06-28-2013	07-02-2013	THE HOME DEPOT #7013	34.34	CAD	34.34	CAD	2710	GENERAL HARDWARE	P10443	JJ PIEININNI-PGM SUP	5200	Home Supply Warehouse	"14""TIENAT500"	
