Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2560-25	06-27-2013	07-02-2013	PAYPAL *MAYAPROMOTI	67.80	CAD	67.80	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0089	HS-MH-PRS-SCAR MUSEU	8999	Professional Services - Not Elsewhere Cl	EXHIBIT SIGN	
ECONOMIC DEVELOPMENT & CULTURE	2560-26	06-27-2013	07-02-2013	FOOD BASICS #653	85.38	CAD	85.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"PROGRAM GROCERY - MILK, BUTTER, EGG, FLOUR, MELITT"	
ECONOMIC DEVELOPMENT & CULTURE	2560-27	06-29-2013	07-02-2013	NOFRILLS STEPHEN'S #34	49.60	CAD	49.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	PROGRAM GROCERY - ICE	
ECONOMIC DEVELOPMENT & CULTURE	2560-28	06-29-2013	07-02-2013	THE BUTCHER SHOP	464.00	CAD	464.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUB-SCAR MUSEU	5422	"Freezer, Locker Meat Provisioners"	PORK & SAUSAGES	
ECONOMIC DEVELOPMENT & CULTURE	2560-29	06-30-2013	07-02-2013	RCSS SCARBOROUGH #2809	26.97	CAD	26.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"PROGRAM GROCERY - SERVIETTE, OAT CHOCO COOKIES"	
ECONOMIC DEVELOPMENT & CULTURE	2562-14	06-28-2013	07-03-2013	METRO #35	364.59	CAD	364.59	CAD	*****	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	TTC TICKETS/PROGRAM GROCERY - MILK	
					"4,894.59"	CAD	"4,894.59"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2542-26	06-13-2013	06-17-2013	MOTION IND ON11	190.92	CAD	190.92	CAD	2199	MISCELLANEOUS PARTS	AH0154	CD-AM-FAC-FORT YORK	5085	Industrial Supplies Not Elsewhere Classi	*****	
					190.92	CAD	190.92	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2520-8	06-03-2013	06-04-2013	SOBEYS #718        QPS	8.87	CAD	8.87	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RET-TODMORDEN	5411	"Grocery Stores, Supermarkets"	STIR STICKS & STRAWS FOR CONCESSION	
ECONOMIC DEVELOPMENT & CULTURE	2527-8	06-04-2013	06-06-2013	DESERRES	16.89	CAD	16.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0097	HS-MH-PUB-TODMORDEN	5970	"Artist Supply Stores, Craft Shops"	GLUE STICKS FOR SCHOOL PROGRAMMING	
ECONOMIC DEVELOPMENT & CULTURE	2535-18	06-10-2013	06-12-2013	CHRISTIE LITE SALES LT	286.84	CAD	286.84	CAD	2575	ELECTRICAL SUPPLIES	AH0097	HS-MH-PUB-TODMORDEN	5046	Commercial Equipment Not Elsewhere Class	"BULBS FOR THEATRE LIGHTS, BATTERIES, TAPE"	
ECONOMIC DEVELOPMENT & CULTURE	2547-20	06-20-2013	06-21-2013	SOBEYS #718        QPS	6.36	CAD	6.36	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0053	HS-MH-CLM-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"DISH DETERGENT, J CLOTHS FOR KITCHEN"	
ECONOMIC DEVELOPMENT & CULTURE	2556-20	06-24-2013	06-27-2013	DESERRES	40.45	CAD	40.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0097	HS-MH-PUB-TODMORDEN	5970	"Artist Supply Stores, Craft Shops"	CARDSTOCK & GLUE STICKS FOR PROGRAMMING	
					359.41	CAD	359.41	CAD								
"PARKS, FORESTRY & RECREATION"	2527-9	06-04-2013	06-06-2013	WAL-MART # 3031	77.68	CAD	77.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05112	OURLAND CC-SUMR CAMP	5310	Discount Stores	"BOARD GAMES, WATER SLIPE FOR CAMP"	
"PARKS, FORESTRY & RECREATION"	2535-19	06-10-2013	06-12-2013	WAL-MART # 3031	32.69	CAD	32.69	CAD	3050	M & E - KITCHEN	P06786	OURLAND-PGM SUPP	5310	Discount Stores	COFFEE MACHINE & FILTER	
"PARKS, FORESTRY & RECREATION"	2542-27	06-12-2013	06-17-2013	DOM SPORTS   GAMES	336.91	CAD	336.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05112	OURLAND CC-SUMR CAMP	5941	Sporting Goods Stores	"LARGE BOARD GAMES, FRISBEES"	
"PARKS, FORESTRY & RECREATION"	2547-21	06-20-2013	06-21-2013	CLAIREVILLE RANCH	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	P05112	OURLAND CC-SUMR CAMP	7991	Tourist Attractions and Exhibits	DEPOSIT FOR CAMP TRIP - AUG 8TH	
"PARKS, FORESTRY & RECREATION"	2550-19	06-21-2013	06-24-2013	NOFRILLS ROSS 782	88.92	CAD	88.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10539	S-REC SUPER1-PGM SUP	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR AREA TRAINING	
"PARKS, FORESTRY & RECREATION"	2550-20	06-21-2013	06-24-2013	EUROPEAN QUALITY MEATS	54.00	CAD	54.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10539	S-REC SUPER1-PGM SUP	5422	"Freezer, Locker Meat Provisioners"	HAMBURGERS	
"PARKS, FORESTRY & RECREATION"	2552-14	06-24-2013	06-25-2013	NO FRILLS MARIO   SELI	82.42	CAD	82.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10539	S-REC SUPER1-PGM SUP	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR AREA TRAINING	
"PARKS, FORESTRY & RECREATION"	2556-21	06-25-2013	06-27-2013	WAL-MART # 3105	27.05	CAD	27.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05112	OURLAND CC-SUMR CAMP	5310	Discount Stores	"WATER SQUIRTERS, SPRINKLER, BOXING GLOVES"	
"PARKS, FORESTRY & RECREATION"	2556-22	06-26-2013	06-27-2013	NO FRILLS MARIO   SELI	11.98	CAD	11.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10539	S-REC SUPER1-PGM SUP	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR AREA TRAINING	
					761.65	CAD	761.65	CAD								
LONG TERM CARE HOMES	2557-17	06-27-2013	06-28-2013	TICKETKING	500.00	CAD	500.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	7922	Theatrical Producers (except Motion Pict	TICKETS FOR RESIDENTS TO ATTEND SHOWS	
					500.00	CAD	500.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2531-21	06-06-2013	06-10-2013	RONA # 55130	101.68	CAD	101.68	CAD	2710	GENERAL HARDWARE	AH0083	HS-MH-EXH-METRO HALL	5251	Hardware Stores	RECHARGEABLE BATTERIES FOR DRILL	
ECONOMIC DEVELOPMENT & CULTURE	2546-14	06-19-2013	06-20-2013	WILCOX SIGN COMPANY	587.60	CAD	587.60	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0090	HS-MH-PRS-98 ATLANTI	2741	Miscellaneous Publishing and Printing	EXHIBIT PLAQUES	
					689.28	CAD	689.28	CAD								
LONG TERM CARE HOMES	2520-9	06-03-2013	06-04-2013	PRINCESS AUTO	124.11	CAD	124.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	CASTERWHEELS/PLATFORM FOR RESIDENT ROOM/NUTS&BOLTS	
LONG TERM CARE HOMES	2542-28	05-23-2013	06-17-2013	TRI-VISION GROUP LTD	203.40	CAD	203.40	CAD	4407	CONTRACTED SERVICES - BUILDINGS	D3D061	KIPLING ACR-MT-OA	7311	Advertising Services	RENTAL OF OUTDOOR VOLUNTEER SIGN	
LONG TERM CARE HOMES	2543-13	06-16-2013	06-18-2013	GFL ENVIRONMENTAL EAST	"1,271.56"	CAD	"1,271.56"	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	WASTE & RECYCLING DISPOSABLE INCL COMPACTOR RENTAL	
LONG TERM CARE HOMES	2550-21	06-20-2013	06-24-2013	THE HOME DEPOT #7114	444.52	CAD	444.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	*****	
LONG TERM CARE HOMES	2560-30	06-28-2013	07-02-2013	AATEL COMMUNICATIONS	881.40	CAD	881.40	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3D144	KIPLING ACR-NS-NA	4814	Telecommunication Service Including Loca	ANNUAL SAFETY CHECKS/VERIFY FOR WANDER SYSTEM	
					"2,924.99"	CAD	"2,924.99"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2532-8	06-10-2013	06-11-2013	DISTRIBUTION SIGNATURE	497.18	CAD	497.18	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5111	"Stationery, Office Supplies, Printing an"	BAGS & MERCHANDISE PACKAGING FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	2535-20	06-10-2013	06-12-2013	REPPA FLAGS   SOUVENIR	379.68	CAD	379.68	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	"FLAGS (CAN, ONT, UK) FOR RESALE"	
ECONOMIC DEVELOPMENT & CULTURE	2535-21	06-10-2013	06-12-2013	"PEACOCK PARK DESIGN, L"	199.46	CAD	190.80	USD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	7299	Other Services (Not Elsewhere Classified	"DECORE MERCHANDISE FOR RESALE-SPINNER,COASTERS,JEW"	
ECONOMIC DEVELOPMENT & CULTURE	2535-22	06-11-2013	06-12-2013	G.M.B. SOUVENIRS LTD	"2,076.02"	CAD	"2,076.02"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	CUSTOM SOUVENIRS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	2539-18	06-13-2013	06-14-2013	CHEHOMA ATEL*711779878	810.07	CAD	810.07	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5712	"Equipment, Furniture, and Home Furnishin"	REPRODUCTION DECOR & GLASSWARE FOR RESALE-CANDLE H	
ECONOMIC DEVELOPMENT & CULTURE	2539-19	06-13-2013	06-14-2013	MONAGUE NATIVE CRAFTS	"1,521.05"	CAD	"1,521.05"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5099	Durable Goods Not Elsewhere Classified	FIRST NATIONS SOUVENIRS & JEWELRY FOR RESALE-NECKL	
ECONOMIC DEVELOPMENT & CULTURE	2542-29	06-13-2013	06-17-2013	ZONE WEST ENTERPRISESL	570.65	CAD	570.65	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5949	"Fabric, Needlework, Piece Goods, and Sew"	MIC CUSTOM SOUVENIR CRESTS FOR RESALE	
					"6,054.11"	CAD	"5,854.65"	CAD								
							190.80	USD								
"PARKS, FORESTRY & RECREATION"	2560-31	06-28-2013	07-02-2013	WAL-MART #3159	203.77	CAD	203.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13279	SUMMRCMP-STPHENLCKRC	5411	"Grocery Stores, Supermarkets"	"BACON,COOKIE,YEAST,PEPPER,STRAWBERRIES,CHERRIES,JE"	
					203.77	CAD	203.77	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2546-15	06-19-2013	06-20-2013	HOOTSUITE MEDIA INC.	12.00	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ADVERTISEMENT	
					12.00	CAD	11.29	USD								
ECONOMIC DEVELOPMENT & CULTURE	2520-10	06-03-2013	06-04-2013	FEDEX OFFICE CANADA	265.91	CAD	265.91	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0104	HS-MH-PUB-SPADINA	7338	"Quick Copy, Reproduction, and Blueprinti"	COLOUR REPRODUCTION OF DOCUMENT	
ECONOMIC DEVELOPMENT & CULTURE	2550-22	06-20-2013	06-24-2013	PARTY CENTRE	661.05	CAD	661.05	CAD	4590	RENTAL - OTHER	AH0104	HS-MH-PUB-SPADINA	7394	"Equipment Rental and Leasing Services, F"	TENT RENTAL FOR EVENT	
					926.96	CAD	926.96	CAD								
CITY CLERK'S OFFICE	2520-11	06-03-2013	06-04-2013	TORONTO IMAGE WORKS	426.01	CAD	426.01	CAD	*****	PHOTO/VIDEO SERVICES	GV0019	PROTOCOL	5970	"Artist Supply Stores, Craft Shops"	PHOTO PRINTS-COUNCIL + PROTOCOL INVENTORY	
					426.01	CAD	426.01	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2525-20	06-04-2013	06-05-2013	PAYPAL *NEW LINEAGE	142.38	CAD	142.38	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	7399	Business Services - Not Elsewhere Classi	GREETING CARDS FOR GIFTSHOP RESALE	
ECONOMIC DEVELOPMENT & CULTURE	2537-22	06-12-2013	06-13-2013	CYNTHIA FINDLAY ANTIQU	525.45	CAD	525.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0104	HS-MH-PUB-SPADINA	5932	"Antique Shops - Sales, Repairs, and Rest"	2 PLACE SETTINGS & 3 SILVERWARE SLEEVES	
ECONOMIC DEVELOPMENT & CULTURE	2543-14	06-17-2013	06-18-2013	LOBLAWS #029	208.43	CAD	208.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0120	HS-MH-RET-SPADINA	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR GARDEN PARTY BBQ-JUICE,KETCHUP,GINGER"	
ECONOMIC DEVELOPMENT & CULTURE	2545-18	06-17-2013	06-19-2013	METRO #719	16.02	CAD	16.02	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5411	"Grocery Stores, Supermarkets"	LEMONADE FOR GARDEN PARTY RESALE	
ECONOMIC DEVELOPMENT & CULTURE	2550-23	06-19-2013	06-24-2013	NATURE'S CALL	542.40	CAD	542.40	CAD	4590	RENTAL - OTHER	AH0104	HS-MH-PUB-SPADINA	4900	"Utilities - Electric, Gas, Sanitary, Wat"	PORTABLE TOILETS RENTAL FOR GARDEN PARTY	
ECONOMIC DEVELOPMENT & CULTURE	2550-24	06-23-2013	06-24-2013	SOLERO MEDITERRANEAN B	76.50	CAD	76.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0120	HS-MH-RET-SPADINA	5462	Bakeries	HOT DOG BUNS FOR GARDEN PARTY BBQ	
ECONOMIC DEVELOPMENT & CULTURE	2557-18	06-26-2013	06-28-2013	SHOPPERSDRUGMART1281	53.00	CAD	53.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	AH0094	HS-MH-PRS-SPADINA	5912	"Drug Stores, Pharmacies"	TTC TOKENS	
ECONOMIC DEVELOPMENT & CULTURE	2557-19	06-27-2013	06-28-2013	SUPERIOR PRESSING AND	208.54	CAD	208.54	CAD	4419	LAUNDRY SERVICES	AH0104	HS-MH-PUB-SPADINA	7216	Dry Cleaners	DRY CLEANING OF REPRODUCTION COSTUMES	
					"1,772.72"	CAD	"1,772.72"	CAD								
"PARKS, FORESTRY & RECREATION"	2545-19	06-18-2013	06-19-2013	LOWES #03096*	39.53	CAD	39.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	"SS 31X64 BLIND 2"" PLANTATION  WHT"	
					39.53	CAD	39.53	CAD								
"PARKS, FORESTRY & RECREATION"	2527-10	06-04-2013	06-06-2013	SHOPPERS DRUG MART #08	16.20	CAD	16.20	CAD	2823	MEDICAL SUPPLIES	P00016	C-FORESTRY GEN-PLANT	5912	"Drug Stores, Pharmacies"	"ALCOHOL SWABS, FREEZER BAGS"	
					16.20	CAD	16.20	CAD								
"PARKS, FORESTRY & RECREATION"	2532-9	06-10-2013	06-11-2013	TDSB-PURCHASING	414.21	CAD	414.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMR CA	8299	Educational Services	"CONSTRUCION PAPERS,PLASTICINE,CRAYONS,GLITTERS"	
"PARKS, FORESTRY & RECREATION"	2532-10	06-10-2013	06-11-2013	TDSB-PURCHASING	159.42	CAD	159.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMR CA	8299	Educational Services	"SILVER TAPE,PENCIL CRAYONS,SIDEWALK CHALK,GLITTERS"	
"PARKS, FORESTRY & RECREATION"	2542-30	06-14-2013	06-17-2013	TDSB-PURCHASING	523.78	CAD	523.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMR CA	8299	Educational Services	"PAPER MURAL ROLL,TEMPERA PAINTS,PLASTER OF PARIS"	
"PARKS, FORESTRY & RECREATION"	2542-31	06-14-2013	06-17-2013	TDSB-PURCHASING	283.86	CAD	283.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04343	PLEASANTVIEW-H CAMP	8299	Educational Services	"SPONGE RUBBER BALLS,BEADS,CLAYS,CRAYONS,GLUE"	
"PARKS, FORESTRY & RECREATION"	2552-15	06-24-2013	06-25-2013	TDSB-PURCHASING	62.36	CAD	62.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMR CA	8299	Educational Services	"GLUE, BANDAGES, GLOVES, PAPER MURAL ROLLS"	
"PARKS, FORESTRY & RECREATION"	2556-23	06-25-2013	06-27-2013	WAL-MART #3159	419.77	CAD	419.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10327	PLEASANTVW-PGM SUPP	5411	"Grocery Stores, Supermarkets"	BOARD GAMES	
"PARKS, FORESTRY & RECREATION"	2556-24	06-25-2013	06-27-2013	WAL-MART #3159	325.91	CAD	325.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04343	PLEASANTVIEW-H CAMP	5411	"Grocery Stores, Supermarkets"	"CRACKERS,CHEDDAR CHEESE,FRUIT JUICE,ORANGES"	
"PARKS, FORESTRY & RECREATION"	2557-20	06-27-2013	06-28-2013	THE UPS STORE # 63	80.23	CAD	80.23	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P10327	PLEASANTVW-PGM SUPP	4215	"Courier Services - Air & Ground, Freight"	EMERGENCY PRINTING FOR PUBLIC NOTICE SIGN	
					"2,269.54"	CAD	"2,269.54"	CAD								
"PARKS, FORESTRY & RECREATION"	2542-32	06-14-2013	06-17-2013	66282 MAC'S POSTAL OFF	11.84	CAD	11.84	CAD	4805	POSTAGE	P01149	E-C-FITNESS-AD INST	9402	Postal Services - Government Only	REGISTERED LETTER	
					11.84	CAD	11.84	CAD								
"PARKS, FORESTRY & RECREATION"	2520-12	06-03-2013	06-04-2013	ARMTEC #8200	281.70	CAD	281.70	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12786	KIPLING YD-S-FAC&MEC	5039	Construction Materials Not Elsewhere Cla	PRE CAST CONCRETE VAULT	
"PARKS, FORESTRY & RECREATION"	2537-23	06-12-2013	06-13-2013	LOCK-UP SERVICES INC.	108.25	CAD	108.25	CAD	2730	LOCKS	P12786	KIPLING YD-S-FAC&MEC	7393	"Detective Agencies, Protective Agencies,"	LOCK AND KEYS	
"PARKS, FORESTRY & RECREATION"	2550-25	06-03-2013	06-24-2013	TRIMATE ELECTRIC SUPPL	985.95	CAD	985.95	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL MATERIAL	
					"1,375.90"	CAD	"1,375.90"	CAD								
"PARKS, FORESTRY & RECREATION"	2537-24	06-12-2013	06-13-2013	NOFRILLS JIM'S 753	89.66	CAD	89.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PG	5411	"Grocery Stores, Supermarkets"	BBQ SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2552-16	06-21-2013	06-25-2013	CDN TIRE STORE #00070	31.80	CAD	31.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06778	FAIRFIELD SENIORS-PG	5200	Home Supply Warehouse	WEIGHTS FOR FITNESS CLASS	
					121.46	CAD	121.46	CAD								
"PARKS, FORESTRY & RECREATION"	2520-13	05-31-2013	06-04-2013	FOOD BASICS #689	4.63	CAD	4.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12583	CARM STFNO-SOC YTH	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2529-11	06-06-2013	06-07-2013	RCSS WESTON 2800	10.33	CAD	10.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12583	CARM STFNO-SOC YTH	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2531-22	06-06-2013	06-10-2013	CDN TIRE STORE #00119	38.36	CAD	38.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5200	Home Supply Warehouse	REC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2535-23	06-10-2013	06-12-2013	RINX	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P12735	CARM STFNO-HOL CMP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEE - DEPOSIT	
"PARKS, FORESTRY & RECREATION"	2535-24	06-11-2013	06-12-2013	FABRICLAND DISTRIBUTOR	20.34	CAD	20.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5949	"Fabric, Needlework, Piece Goods, and Sew"	REC SUPPLIES FOR CENTRE	
"PARKS, FORESTRY & RECREATION"	2542-33	06-14-2013	06-17-2013	AIRBORNE TRAMPOLINE CL	60.00	CAD	60.00	CAD	4118	TICKETS AND ADMISSION FEES	P12735	CARM STFNO-HOL CMP	7997	"Clubs - Country Clubs, Membership (Athle"	ADMISSION FEE - DEPOSIT	
"PARKS, FORESTRY & RECREATION"	2543-15	06-17-2013	06-18-2013	SPORT CHEK YORKDALE #	122.02	CAD	122.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12585	CARM STFNO-ARTS OA	5941	Sporting Goods Stores	YOUTH PROGRAM EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2546-16	06-19-2013	06-20-2013	FUTURE SHOP #57	22.59	CAD	22.59	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06715	CARM STFNO-PGM SUPP	5732	Electronic Sales	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2547-22	06-20-2013	06-21-2013	DOLLAR TREE CANADA STO	21.56	CAD	21.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12583	CARM STFNO-SOC YTH	5331	Variety Stores	AFTER SCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2547-23	06-20-2013	06-21-2013	RCSS WESTON 2800	51.56	CAD	51.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12583	CARM STFNO-SOC YTH	5411	"Grocery Stores, Supermarkets"	FOOD FOR AFTER SCHOOL PGRM	
"PARKS, FORESTRY & RECREATION"	2554-13	06-25-2013	06-26-2013	RCSS WESTON 2800	69.08	CAD	69.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	2556-25	06-26-2013	06-27-2013	RCSS WESTON 2800	26.69	CAD	26.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	2557-21	06-27-2013	06-28-2013	THE CRAFT   HOBBY EMPO	212.67	CAD	212.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12735	CARM STFNO-HOL CMP	5970	"Artist Supply Stores, Craft Shops"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2557-22	06-27-2013	06-28-2013	MANHATTAN TROPHIES LIM	135.71	CAD	135.71	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P12585	CARM STFNO-ARTS OA	5941	Sporting Goods Stores	YOUTH PROGRAM SUPPLIES	
					895.54	CAD	895.54	CAD								
"PARKS, FORESTRY & RECREATION"	2527-11	06-05-2013	06-06-2013	LOBLAWS RCSS #1018	225.91	CAD	225.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06031	ANTIBES CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2527-12	06-05-2013	06-06-2013	FRESHCO #9771	64.86	CAD	64.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06031	ANTIBES CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2529-12	06-06-2013	06-07-2013	STRAIGHT POKER SUPPLIE	358.78	CAD	358.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00778	NORTH-GENERAL-TRAINI	5941	Sporting Goods Stores	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2529-13	06-06-2013	06-07-2013	NINO D'AVERSA BAKERY	112.50	CAD	112.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00778	NORTH-GENERAL-TRAINI	5462	Bakeries	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2531-23	06-07-2013	06-10-2013	ZEHRS BRADFORD #0505	140.56	CAD	140.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03753	ARC - ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
