Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2002-15	05-22-2012	05-24-2012	AS HANGING GALERIE DE	256.40	CAD	256.40	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0089	HS-MH-PRS-SCAR MUSEU	7299	Other Services (Not Elsewhere Classified	"TWIST END NYLONG CORD, HOOK, MINI HOOK"	
					256.40	CAD	256.40	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1972-11	05-02-2012	05-04-2012	CDN TIRE STORE #00459	22.58	CAD	22.58	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5200	Home Supply Warehouse	WATERING CAN	
ECONOMIC DEVELOPMENT & CULTURE	1972-12	05-03-2012	05-04-2012	PAUL WOLF ELECTRIC   L	97.09	CAD	97.09	CAD	2575	ELECTRICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5065	Electrical Parts and Equipment	LIGHT BULBS	
ECONOMIC DEVELOPMENT & CULTURE	1977-32	05-04-2012	05-07-2012	PAUL WOLF ELECTRIC   L	38.91	CAD	38.91	CAD	2575	ELECTRICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5065	Electrical Parts and Equipment	LIGHT BULBS	
ECONOMIC DEVELOPMENT & CULTURE	1989-8	05-14-2012	05-15-2012	LAKESHORE LUMBER	88.92	CAD	88.92	CAD	2770	GRAVEL	AH0154	CD-AM-FAC-FORT YORK	5251	Hardware Stores	PERMA SAND	
ECONOMIC DEVELOPMENT & CULTURE	1992-17	05-14-2012	05-16-2012	THE HOME DEPOT #7073	44.07	CAD	44.07	CAD	3099	GENERAL EQUIPMENT	AH0023	CD-AM-FAC-TODMORDEN	5200	Home Supply Warehouse	BLOWER/VAC	
ECONOMIC DEVELOPMENT & CULTURE	1994-14	05-16-2012	05-17-2012	LAKESHORE LUMBER	61.02	CAD	61.02	CAD	2770	GRAVEL	AH0154	CD-AM-FAC-FORT YORK	5251	Hardware Stores	3 PERMA SAND (GREY)	
					352.59	CAD	352.59	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1977-33	05-04-2012	05-07-2012	STAPLES STORE #86	16.94	CAD	16.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0097	HS-MH-PUB-TODMORDEN	5943	"Office, School Supply, and Stationery St"	GLUESTICKS FOR SCHOOL EDUCATION PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	1979-12	05-07-2012	05-08-2012	SOBEYS #718        QPS	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	MILK AND CLOVES FOR SITE PROGRAMMING	
ECONOMIC DEVELOPMENT & CULTURE	1986-18	05-10-2012	05-11-2012	APC DATA CENTER UNIVER	389.98	CAD	378.58	USD	3040	M & E - RECREATIONAL & EDUCATIONAL	AH0097	HS-MH-PUB-TODMORDEN	5065	Electrical Parts and Equipment	APC REPLACEMENT BATTERY CARTRIDGE	
ECONOMIC DEVELOPMENT & CULTURE	2004-14	05-24-2012	05-25-2012	SOBEYS #718        QPS	9.03	CAD	9.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	BATTERY FOR CLOCK IN BREWERY BLDG.	
ECONOMIC DEVELOPMENT & CULTURE	2006-28	05-24-2012	05-28-2012	SOBEYS #718        QPS	28.43	CAD	28.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"EGGS,SUGAR,BUTTERMILK,BUTTER,BKG SODA FOR PROGRAM"	
ECONOMIC DEVELOPMENT & CULTURE	2006-29	05-25-2012	05-28-2012	SOBEYS #718        QPS	22.14	CAD	22.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM FOR COFFEE/TEA FOR THEATRE CONCESSI	
					478.40	CAD	88.42	CAD								
							378.58	USD								
"PARKS, FORESTRY & RECREATION"	1984-13	05-09-2012	05-10-2012	LOWES #03096*	51.64	CAD	51.64	CAD	2110	PARTS - FURNITURE & FIXTURES	P11966	FACOPS - OURLAND	5200	Home Supply Warehouse	"120""X100' HEAVY CLEAR"	
"PARKS, FORESTRY & RECREATION"	1984-14	05-09-2012	05-10-2012	CHAPTERS 939       QPS	66.12	CAD	66.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06786	OURLAND-PGM SUPP	5942	Book Stores	3 RESOURCE COOKING BOOKS	
"PARKS, FORESTRY & RECREATION"	1986-19	05-09-2012	05-11-2012	WAL-MART # 3031	299.13	CAD	299.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05112	OURLAND CC-SUMR CAMP	5310	Discount Stores	GOALIE EQUIPMENT FOR CAMP	
"PARKS, FORESTRY & RECREATION"	1986-20	05-09-2012	05-11-2012	WAL-MART # 3031	96.12	CAD	96.12	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06786	OURLAND-PGM SUPP	5310	Discount Stores	RADIO DOCKING STATION	
"PARKS, FORESTRY & RECREATION"	1986-21	05-09-2012	05-11-2012	WAL-MART # 3031	50.26	CAD	50.26	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P11966	FACOPS - OURLAND	5310	Discount Stores	SHELVING UNIT	
					563.27	CAD	563.27	CAD								
LONG TERM CARE HOMES	1988-21	05-11-2012	05-14-2012	SAFEGUARD BUS SYS LTD	304.26	CAD	304.26	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVW WYCHWD-PS-P	5943	"Office, School Supply, and Stationery St"	VOLUNTEER RECOGNITION GIFTS	
					304.26	CAD	304.26	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1967-11	04-27-2012	05-01-2012	T R L	87.01	CAD	87.01	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0083	HS-MH-EXH-METRO HALL	9399	Government Services - Not Elsewhere Clas	REPRO-EXTERNAL-SHEET MUSIC	
ECONOMIC DEVELOPMENT & CULTURE	1977-34	05-03-2012	05-07-2012	THE HOME DEPOT #7013	55.55	CAD	55.55	CAD	2575	ELECTRICAL SUPPLIES	AH0083	HS-MH-EXH-METRO HALL	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	1977-35	05-03-2012	05-07-2012	RONA # 55130	42.92	CAD	42.92	CAD	2575	ELECTRICAL SUPPLIES	AH0083	HS-MH-EXH-METRO HALL	5251	Hardware Stores	"COVER WIRE KIT FLOOR 2.5""X6'"	
ECONOMIC DEVELOPMENT & CULTURE	1977-36	05-03-2012	05-07-2012	CDN TIRE STORE #00182	42.92	CAD	42.92	CAD	2575	ELECTRICAL SUPPLIES	AH0083	HS-MH-EXH-METRO HALL	5200	Home Supply Warehouse	ELECTRICAL SUPPLY-FORT YORK-CRDCT 5'CRD PRT	
ECONOMIC DEVELOPMENT & CULTURE	1984-15	05-08-2012	05-10-2012	THE PRINTING HOUSE (BR	11.30	CAD	11.30	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0083	HS-MH-EXH-METRO HALL	2741	Miscellaneous Publishing and Printing	MOUNT SHEETS	
ECONOMIC DEVELOPMENT & CULTURE	1986-22	05-09-2012	05-11-2012	THE PRINTING HOUSE (BR	33.90	CAD	33.90	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0083	HS-MH-EXH-METRO HALL	2741	Miscellaneous Publishing and Printing	SHEET MUSIC	
ECONOMIC DEVELOPMENT & CULTURE	2012-13	05-29-2012	05-31-2012	PAYPAL *TWIXANTIQUE	35.96	CAD	35.96	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0083	HS-MH-EXH-METRO HALL	8999	Professional Services - Not Elsewhere Cl	"OLD 1974 ""THE FURNITURE OF OLD ONTARIO"" BOOK"	
					309.56	CAD	309.56	CAD								
LONG TERM CARE HOMES	1972-13	05-03-2012	05-04-2012	SHOPPERS DRUG MART #07	10.70	CAD	10.70	CAD	4815	COURIER SERVICES	D3D011	KIPLING ACR-PA-OA	9402	Postal Services - Government Only	REGISTERED & REGULAR MAIL TO STAFF	
LONG TERM CARE HOMES	1979-13	05-07-2012	05-08-2012	SHOPPERS DRUG MART #85	10.70	CAD	10.70	CAD	4815	COURIER SERVICES	D3D011	KIPLING ACR-PA-OA	5912	"Drug Stores, Pharmacies"	REGISTERED & REGULAR MAIL TO STAFF	
LONG TERM CARE HOMES	1992-18	05-14-2012	05-16-2012	TRI-VISION GROUP LTD	294.00	CAD	294.00	CAD	4407	CONTRACTED SERVICES - BUILDINGS	D3D061	KIPLING ACR-MT-OA	7311	Advertising Services	RENTAL OF OUTDOOR SIGN FOR SPRING FEST 2012	
LONG TERM CARE HOMES	1995-19	05-16-2012	05-18-2012	CDN TIRE STORE #00242	261.81	CAD	261.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D144	KIPLING ACR-NS-NA	5200	Home Supply Warehouse	CABINETS TO STORE RESIDENT NAIL CLIPPERS	
LONG TERM CARE HOMES	1995-20	05-16-2012	05-18-2012	THE HOME DEPOT #7114	48.51	CAD	48.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	*****	
LONG TERM CARE HOMES	2002-16	05-23-2012	05-24-2012	GFL ENVIRONMENTAL EAST	909.65	CAD	909.65	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	WASTE AND RECYCLING DISPOSABLE	
LONG TERM CARE HOMES	2006-30	05-24-2012	05-28-2012	THE HOME DEPOT #7114	90.38	CAD	90.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	"36""TOWER FAN"	
LONG TERM CARE HOMES	2006-31	05-24-2012	05-28-2012	THE HOME DEPOT #7114	11.29	CAD	11.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	ZINC PISTOL	
LONG TERM CARE HOMES	2006-32	05-24-2012	05-28-2012	THE HOME DEPOT #7114	8.98	CAD	8.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	17L BUCKET	
LONG TERM CARE HOMES	2006-33	05-25-2012	05-28-2012	SHOPPERS DRUG MART #07	10.70	CAD	10.70	CAD	4815	COURIER SERVICES	D3D011	KIPLING ACR-PA-OA	9402	Postal Services - Government Only	REGISTERED & REGULAR MAIL TO STAFF	
LONG TERM CARE HOMES	2006-34	05-25-2012	05-28-2012	JIFFY SIGN INC.	254.25	CAD	254.25	CAD	4407	CONTRACTED SERVICES - BUILDINGS	D3D011	KIPLING ACR-PA-OA	7311	Advertising Services	RE-INSTALLATION OF ACCREDIATION PILLAR SIGNAGE	
LONG TERM CARE HOMES	2006-35	05-24-2012	05-28-2012	THE HOME DEPOT #7114	232.64	CAD	232.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	*****	
					"2,143.61"	CAD	"2,143.61"	CAD								
LONG TERM CARE HOMES	1967-12	04-30-2012	05-01-2012	TRAVERS COMMUNICATIONS	587.60	CAD	587.60	CAD	2082	HEALTH & SAFETY SUPPLIES	D3K061	LAKESHR LDGE-MT-OA	4812	Telecommunication Equipment Including Te	PORTABLE RADIOS FOR AFTER HOURS	
LONG TERM CARE HOMES	1971-17	05-02-2012	05-03-2012	AQUALIBRIUM WATER TECH	111.88	CAD	111.88	CAD	4407	CONTRACTED SERVICES - BUILDINGS	D3K061	LAKESHR LDGE-MT-OA	8999	Professional Services - Not Elsewhere Cl	WATER TREATMENT PROGRAM	
LONG TERM CARE HOMES	1980-21	05-08-2012	05-09-2012	SAFETY MEDIA INC	270.69	CAD	270.69	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	D3K061	LAKESHR LDGE-MT-OA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HANDICAPPED SIGN NO PARKING	
LONG TERM CARE HOMES	1980-22	05-07-2012	05-09-2012	THE HOME DEPOT #7011	606.18	CAD	606.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	*****	
LONG TERM CARE HOMES	1986-23	05-10-2012	05-11-2012	CANADIAN MAINTENANCE	417.51	CAD	417.51	CAD	2082	HEALTH & SAFETY SUPPLIES	D3K041	LAKESHR LDGE-HK-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	MOP HEADS AND NITRILE GLOVES	
LONG TERM CARE HOMES	2000-8	05-22-2012	05-23-2012	LOCK-UP SERVICES INC.	29.11	CAD	29.11	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	D3K061	LAKESHR LDGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	SAFETY LOCKES	
LONG TERM CARE HOMES	2000-9	05-22-2012	05-23-2012	EVANS HARDWARE #1026-7	38.96	CAD	38.96	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K144	LAKESHR LDGE-NS-NA	5251	Hardware Stores	MAIL BOX FOR RESIDENT INFORMATION	
LONG TERM CARE HOMES	2008-12	05-28-2012	05-29-2012	WESTBURNE RUDDY ELECTR	22.72	CAD	22.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3K061	LAKESHR LDGE-MT-OA	5722	Household Appliance Stores	REPLACEMENT LIGHT BULBS	
					"2,084.65"	CAD	"2,084.65"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1967-13	04-30-2012	05-01-2012	RENEGADE ARTS CANMORE	496.07	CAD	496.07	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5942	Book Stores	WHOLESALE BOOKS FOR RESALE IN MUSEUM STORE.	
ECONOMIC DEVELOPMENT & CULTURE	1968-13	05-01-2012	05-02-2012	RH RANDOM HOUSE OF CA	722.93	CAD	722.93	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5969	Direct Marketing - Other Direct Marketer	WHOLESALE BOOKS FOR RESALE IN MUSEUM STORE.	
ECONOMIC DEVELOPMENT & CULTURE	1971-18	05-02-2012	05-03-2012	SERVICE PUB'TIONS	"1,322.05"	CAD	"1,322.05"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	2741	Miscellaneous Publishing and Printing	WHOLESALE BOOKS FOR RESALE IN MUSEUM STORE.	
ECONOMIC DEVELOPMENT & CULTURE	1977-37	05-04-2012	05-07-2012	U OF T PRESS DISTRIBUT	"2,693.65"	CAD	"2,693.65"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5942	Book Stores	SEVERAL BOOKS BOUGHT FOR RESALE AT MUSEUM STORE	
ECONOMIC DEVELOPMENT & CULTURE	1980-23	05-04-2012	05-09-2012	BURTNIK PRINTING	426.72	CAD	426.72	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	2741	Miscellaneous Publishing and Printing	"BOOKS FOR RESALE-""NIAGARA AT WAR 1812"""	
ECONOMIC DEVELOPMENT & CULTURE	1989-9	05-14-2012	05-15-2012	SWEETS GALORE	596.02	CAD	596.02	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RET-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	WHOLESALE CANDY BOUGHT FOR RESALE IN MUSEUM STORE	
ECONOMIC DEVELOPMENT & CULTURE	1995-21	05-17-2012	05-18-2012	U OF T PRESS DISTRIBUT	138.54	CAD	138.54	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5942	Book Stores	"BOOKS FOR RESALE IN MUSEUM-""HOPING FOR THE BEST"""	
					"6,395.98"	CAD	"6,395.98"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1984-16	05-08-2012	05-10-2012	MISSISSAUGA HARDWARE C	177.30	CAD	177.30	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5072	Hardware Equipment and Supplies	"DEWALT CIRCULAR SAW,BATTERY COMBO PACK&PILOT POINT"	
ECONOMIC DEVELOPMENT & CULTURE	1984-17	05-08-2012	05-10-2012	MISSISSAUGA HARDWARE C	270.01	CAD	270.01	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5072	Hardware Equipment and Supplies	DEWALT CORDLESS DRILL & BITS	
					447.31	CAD	447.31	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2008-13	05-23-2012	05-29-2012	NATURE'S CALL	406.80	CAD	406.80	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0094	HS-MH-PRS-SPADINA	4900	"Utilities - Electric, Gas, Sanitary, Wat"	RENTAL OF PORTABLE TOILETS FOR DOORS OPEN	
					406.80	CAD	406.80	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1967-14	04-30-2012	05-01-2012	STOCKADE CRAFT SUPPLIE	121.81	CAD	121.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0051	HS-MH-BOA-SCAR MUSEU	5945	"Game, Toy, and Hobby Shops"	"CLOTHES PIN HEAD,BIRCH DOWEL,CANDLE CUP"	
ECONOMIC DEVELOPMENT & CULTURE	1971-19	05-02-2012	05-03-2012	RCSS SCARBOROUGH #2809	79.96	CAD	79.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5411	"Grocery Stores, Supermarkets"	"MILK,CREAM OF TARTAR,FINISH,EGGS,SUGAR,HALF & HALF"	
ECONOMIC DEVELOPMENT & CULTURE	1972-14	05-02-2012	05-04-2012	WAL-MART #3635	87.82	CAD	87.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5310	Discount Stores	"9 RD CAKE X9, HAT"	
ECONOMIC DEVELOPMENT & CULTURE	1977-38	04-29-2012	05-07-2012	PICKLE BARREL MARKVILL	242.86	CAD	242.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0051	HS-MH-BOA-SCAR MUSEU	5812	"Eating Places, Restaurants"	"PARTY SANDWICH, YOUNG AT HEART"	
ECONOMIC DEVELOPMENT & CULTURE	1977-39	05-05-2012	05-07-2012	FOOD BASIC #628	4.90	CAD	4.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"LEMON, SUGAR"	
ECONOMIC DEVELOPMENT & CULTURE	1977-40	05-05-2012	05-07-2012	SHOPPERSDRUGMART0856	87.50	CAD	87.50	CAD	4118	TICKETS AND ADMISSION FEES	AH0099	HS-MH-PUB-SCAR MUSEU	5912	"Drug Stores, Pharmacies"	TTC TICKETS	
ECONOMIC DEVELOPMENT & CULTURE	1984-18	05-09-2012	05-10-2012	FOOD BASIC #653	28.04	CAD	28.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"EGGS, BUTTER, CREAM, CHEESE, CHIVES"	
ECONOMIC DEVELOPMENT & CULTURE	1986-24	05-09-2012	05-11-2012	WAL-MART #3635	24.25	CAD	24.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5310	Discount Stores	"BEADS, RIBBON"	
ECONOMIC DEVELOPMENT & CULTURE	1994-15	05-16-2012	05-17-2012	SHERIDAN NURSERIES SCA	68.87	CAD	68.87	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0081	HS-MH-EXH-SCAR MUSEU	5261	Lawn and Garden Supply Stores	"ANNUALS, PERENNIALS, HERBS"	
ECONOMIC DEVELOPMENT & CULTURE	1994-16	05-16-2012	05-17-2012	SHERIDAN NURSERIES SCA	21.65	CAD	21.65	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0081	HS-MH-EXH-SCAR MUSEU	5261	Lawn and Garden Supply Stores	MANURE	
ECONOMIC DEVELOPMENT & CULTURE	1994-17	05-16-2012	05-17-2012	VALLEYVIEW GARDENS HK	79.57	CAD	79.57	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0081	HS-MH-EXH-SCAR MUSEU	5261	Lawn and Garden Supply Stores	"ANNUALS, PERENNIALS"	
ECONOMIC DEVELOPMENT & CULTURE	1995-22	05-17-2012	05-18-2012	HEART TO HEART	105.00	CAD	105.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	AH0099	HS-MH-PUB-SCAR MUSEU	7299	Other Services (Not Elsewhere Classified	FIRST AID TRAINING	
ECONOMIC DEVELOPMENT & CULTURE	1998-19	05-17-2012	05-22-2012	WAL-MART # 3111	62.21	CAD	62.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	SCAVENGER HUNT PRIZES	
ECONOMIC DEVELOPMENT & CULTURE	1998-20	05-18-2012	05-22-2012	FOOD BASIC #653	69.51	CAD	69.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"MILK,BUTTER MILK,SUGAR,EGGS,LEMON,TEA"	
ECONOMIC DEVELOPMENT & CULTURE	2002-17	05-23-2012	05-24-2012	FOOD BASIC #653	97.20	CAD	97.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"FLOUR,EGGS,YOGURT,ORANGES,LEMON,FIG"	
ECONOMIC DEVELOPMENT & CULTURE	2006-36	05-25-2012	05-28-2012	CARR MCLEAN LTD	144.47	CAD	144.47	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0081	HS-MH-EXH-SCAR MUSEU	5943	"Office, School Supply, and Stationery St"	"WHITE INK PEN, PIGMAN PEN, TWILL TAPE"	
ECONOMIC DEVELOPMENT & CULTURE	2006-37	05-25-2012	05-28-2012	PAYPAL *MAYAPROMOTI	198.88	CAD	198.88	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0089	HS-MH-PRS-SCAR MUSEU	8999	Professional Services - Not Elsewhere Cl	PREMIUM ROLL UP BANNER STAND	
ECONOMIC DEVELOPMENT & CULTURE	2008-14	05-28-2012	05-29-2012	LEE VALLEY TOOLS 800-2	197.75	CAD	197.75	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0099	HS-MH-PUB-SCAR MUSEU	5251	Hardware Stores	CROQUET SET	
ECONOMIC DEVELOPMENT & CULTURE	2012-14	05-30-2012	05-31-2012	METRO #808	103.61	CAD	103.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"BUTTER,CREAM,MILK,BUTTERMILK,APPLES"	
					"1,825.86"	CAD	"1,825.86"	CAD								
FIRE SERVICES	1980-24	05-07-2012	05-09-2012	UNIT PARK SYSTEMS INC	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0012	ADMIN-HEADQUARTERS	7299	Other Services (Not Elsewhere Classified	PARKING AT OAFC	
FIRE SERVICES	1984-19	05-08-2012	05-10-2012	UNIT PARK SYSTEMS INC	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0012	ADMIN-HEADQUARTERS	7299	Other Services (Not Elsewhere Classified	PARKING AT OAFC	
					28.00	CAD	28.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1972-15	05-02-2012	05-04-2012	RAINCOAST BOOK DISTRIB	-23.10	CAD	-23.10	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5942	Book Stores	RETURNED DAMAGED BOOK	
ECONOMIC DEVELOPMENT & CULTURE	1977-41	05-04-2012	05-07-2012	PENGUIN GROUP (CANADA)	44.21	CAD	44.21	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5085	Industrial Supplies Not Elsewhere Classi	BOOKS FOR RESALE IN GIFTSHOP	
ECONOMIC DEVELOPMENT & CULTURE	1980-25	05-07-2012	05-09-2012	PAYPAL *INFO	331.09	CAD	331.09	CAD	4995	OTHER EXPENSES	AH0094	HS-MH-PRS-SPADINA	8999	Professional Services - Not Elsewhere Cl	PAYMENT FOR DIGITAL PROJECTOR REPAIR	
ECONOMIC DEVELOPMENT & CULTURE	1992-19	05-15-2012	05-16-2012	GALERIE INDRA	163.57	CAD	163.57	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5712	"Equipment, Furniture, and Home Furnishin"	STOCK FOR RESALE IN  GIFTSHOP	
ECONOMIC DEVELOPMENT & CULTURE	2004-15	05-24-2012	05-25-2012	METRO #742	99.42	CAD	99.42	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RET-SPADINA	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR BBQ FOR DOORS OPEN	
ECONOMIC DEVELOPMENT & CULTURE	2006-38	05-26-2012	05-28-2012	LOBLAWS #029	92.27	CAD	92.27	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RET-SPADINA	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR BBQ FOR DOORS OPEN	
ECONOMIC DEVELOPMENT & CULTURE	2006-39	05-26-2012	05-28-2012	SOLERO MEDITERRANIAN B	90.00	CAD	90.00	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RET-SPADINA	5462	Bakeries	HOT DOG BUNS FOR DOORS OPEN BBQ	
					797.46	CAD	797.46	CAD								
"PARKS, FORESTRY & RECREATION"	1967-15	04-30-2012	05-01-2012	THESOURCE.CA	93.16	CAD	93.16	CAD	2199	MISCELLANEOUS PARTS	P00620	W-NORTH1-PKS EQP MNT	5732	Electronic Sales		
"PARKS, FORESTRY & RECREATION"	1977-42	05-03-2012	05-07-2012	CDN TIRE STORE #00070	73.34	CAD	73.34	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	DOOR STOPS	
"PARKS, FORESTRY & RECREATION"	1986-25	05-10-2012	05-11-2012	LEE VALLEY TOOLS 800-2	977.96	CAD	977.96	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P10910	CENTENNIAL SKI CTR-O	5251	Hardware Stores	GARDENING TOOLS	
