Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Elelment	Cost Centre / WBS Elelment Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2081-37	07-16-2012	07-18-2012	WAL-MART # 3031	146.71	CAD	146.71	CAD	2082	HEALTH & SAFETY SUPPLIES	P05099	HOLLYCREST CS-SUMR C	5310	Discount Stores	LIFE JACKETS	
"PARKS, FORESTRY & RECREATION"	2081-38	07-17-2012	07-18-2012	NOFRILLS CHRIS 273	128.35	CAD	128.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2083-67	07-18-2012	07-19-2012	NOFRILLS CHRIS 273	5.30	CAD	5.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2083-68	07-18-2012	07-19-2012	NOFRILLS CHRIS 273	37.22	CAD	37.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2083-69	07-18-2012	07-19-2012	CINEPLEX  7260     QPS	97.90	CAD	97.90	CAD	4118	TICKETS AND ADMISSION FEES	P05099	HOLLYCREST CS-SUMR C	7832	Motion Picture Theaters	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2085-53	07-19-2012	07-20-2012	MARINE SERVICES - FERR	204.75	CAD	204.75	CAD	4118	TICKETS AND ADMISSION FEES	P05099	HOLLYCREST CS-SUMR C	9399	Government Services - Not Elsewhere Clas	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2087-46	07-19-2012	07-23-2012	BEASLEY AMUSEMENTS LTD	952.00	CAD	952.00	CAD	4118	TICKETS AND ADMISSION FEES	P05099	HOLLYCREST CS-SUMR C	7998	"Aquariums, Dolphinariums, Seaquariums"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2087-47	07-20-2012	07-23-2012	NOFRILLS CHRIS 273	16.26	CAD	16.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2087-48	07-20-2012	07-23-2012	PLANET BOWL	62.20	CAD	62.20	CAD	4118	TICKETS AND ADMISSION FEES	P05099	HOLLYCREST CS-SUMR C	7933	Bowling Alleys	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2088-30	07-23-2012	07-24-2012	NOFRILLS CHRIS 273	49.61	CAD	49.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2088-31	07-23-2012	07-24-2012	TOYS R US #3506	3.37	CAD	3.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05099	HOLLYCREST CS-SUMR C	5945	"Game, Toy, and Hobby Shops"	WATER BALLOONS	
"PARKS, FORESTRY & RECREATION"	2091-70	07-23-2012	07-25-2012	WAL-MART # 3031	8.97	CAD	8.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10042	HOLLYCREST CS-INSTRL	5310	Discount Stores	TABLE TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	2094-43	07-25-2012	07-26-2012	NOFRILLS CHRIS 273	5.66	CAD	5.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2097-63	07-20-2012	07-30-2012	KIDZGROUP DISTRIBUTION	286.24	CAD	286.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05099	HOLLYCREST CS-SUMR C	5046	Commercial Equipment Not Elsewhere Class	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2097-64	07-26-2012	07-30-2012	PLAYDIUM	644.93	CAD	644.93	CAD	4118	TICKETS AND ADMISSION FEES	P05099	HOLLYCREST CS-SUMR C	7994	Video Game Arcades/Establishments	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2097-65	07-27-2012	07-30-2012	NOFRILLS CHRIS 273	7.32	CAD	7.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
"PARKS, FORESTRY & RECREATION"	2097-66	07-27-2012	07-30-2012	ALL FIRED UP PAINTABLE	632.00	CAD	632.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05099	HOLLYCREST CS-SUMR C	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2099-30	07-30-2012	07-31-2012	NOFRILLS CHRIS 273	27.95	CAD	27.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05099	HOLLYCREST CS-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS: CAMP	
					"5,436.83"	CAD	"5,436.83"	CAD								
"PARKS, FORESTRY & RECREATION"	2060-39	06-29-2012	07-04-2012	ABLE LOCK SERVICE LTD	-0.50	CAD	-0.50	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	7393	"Detective Agencies, Protective Agencies,"		
"PARKS, FORESTRY & RECREATION"	2073-72	07-10-2012	07-12-2012	THE WATER STORE	265.55	CAD	265.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	4900	"Utilities - Electric, Gas, Sanitary, Wat"		
"PARKS, FORESTRY & RECREATION"	2073-73	07-11-2012	07-12-2012	BUNNING SPLICING   RIG	348.04	CAD	348.04	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	2077-104	07-12-2012	07-16-2012	C D A	755.97	CAD	755.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	8911	"Architectural, Engineering, and Surveyin"		
"PARKS, FORESTRY & RECREATION"	2094-44	07-24-2012	07-26-2012	SETON	191.32	CAD	191.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	5099	Durable Goods Not Elsewhere Classified		
"PARKS, FORESTRY & RECREATION"	2094-45	07-24-2012	07-26-2012	SETON	62.37	CAD	62.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	5099	Durable Goods Not Elsewhere Classified		
"PARKS, FORESTRY & RECREATION"	2094-46	07-24-2012	07-26-2012	SETON	62.38	CAD	62.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10916	EGLINTON FLATS TENNI	5099	Durable Goods Not Elsewhere Classified		
					"1,685.13"	CAD	"1,685.13"	CAD								
"PARKS, FORESTRY & RECREATION"	2065-72	07-05-2012	07-06-2012	ISLINGTON NURSERIES LI	28.07	CAD	28.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00091	ROCKLIFF-PRUNING/REM	5261	Lawn and Garden Supply Stores	PATIO STONES	
					28.07	CAD	28.07	CAD								
"PARKS, FORESTRY & RECREATION"	2060-40	07-03-2012	07-04-2012	METRO #401	11.44	CAD	11.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2066-83	07-05-2012	07-09-2012	WAL-MART # 5831	378.97	CAD	378.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2071-57	07-09-2012	07-11-2012	WAL-MART # 5831	9.45	CAD	9.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2075-76	07-11-2012	07-13-2012	YOUR DOLLAR STORE WITH	54.81	CAD	54.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	2075-77	07-12-2012	07-13-2012	MICHAELS #3983	136.39	CAD	136.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5945	"Game, Toy, and Hobby Shops"		
"PARKS, FORESTRY & RECREATION"	2077-105	07-13-2012	07-16-2012	METRO #401	36.51	CAD	36.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2081-39	07-17-2012	07-18-2012	METRO #401	6.04	CAD	6.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2087-49	07-20-2012	07-23-2012	MICHAELS #3983	119.93	CAD	119.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5945	"Game, Toy, and Hobby Shops"		
"PARKS, FORESTRY & RECREATION"	2087-50	07-20-2012	07-23-2012	METRO #401	117.55	CAD	117.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2088-32	07-20-2012	07-24-2012	YOUR DOLLAR STORE WITH	57.68	CAD	57.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	2088-33	07-23-2012	07-24-2012	METRO #401	84.46	CAD	84.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04318	EARL BALES-H CAMP	5411	"Grocery Stores, Supermarkets"		
					"1,013.23"	CAD	"1,013.23"	CAD								
PUBLIC HEALTH	2060-41	07-03-2012	07-04-2012	O/P PHARMACY -SUNNYBRO	301.65	CAD	301.65	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	8062	Hospitals	PRESCRIPTION DRUGS	
PUBLIC HEALTH	2071-58	07-10-2012	07-11-2012	NORTH YORK GENERAL HOS	207.10	CAD	207.10	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	8062	Hospitals	PRESCRIPTION DRUGS	
PUBLIC HEALTH	2077-106	07-13-2012	07-16-2012	SCARBOROUGH GRACE DQDS	"4,528.92"	CAD	"4,528.92"	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS	
PUBLIC HEALTH	2077-107	07-13-2012	07-16-2012	SCARBOROUGH GRACE DQDS	"4,000.00"	CAD	"4,000.00"	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS	
PUBLIC HEALTH	2095-71	07-20-2012	07-27-2012	NEW PLAZA MOTEL	455.50	CAD	455.50	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	MOTEL/HOTEL RENTAL CHARGES	
PUBLIC HEALTH	2097-67	07-27-2012	07-30-2012	NEW PLAZA MOTEL	395.00	CAD	395.00	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	MOTEL/HOTEL RENTAL CHARGES	
					"9,888.17"	CAD	"9,888.17"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-76	06-28-2012	07-03-2012	COMTIX TICKETS INC	122.04	CAD	122.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	2741	Miscellaneous Publishing and Printing	TRIP WRIST BANDS FOR OAKDALE SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2060-42	07-03-2012	07-04-2012	TOYS R US 3569	74.51	CAD	74.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5945	"Game, Toy, and Hobby Shops"		
"PARKS, FORESTRY & RECREATION"	2063-64	07-03-2012	07-05-2012	WAL-MART # 3145	78.33	CAD	78.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2065-73	07-05-2012	07-06-2012	FABRICLAND DISTRIBUTOR	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5949	"Fabric, Needlework, Piece Goods, and Sew"		
"PARKS, FORESTRY & RECREATION"	2065-74	07-05-2012	07-06-2012	DOLLAR GIANT #40047	74.45	CAD	74.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5331	Variety Stores		
"PARKS, FORESTRY & RECREATION"	2065-75	07-05-2012	07-06-2012	FACTORY DIRECT	45.18	CAD	45.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5734	Computer Software Stores		
"PARKS, FORESTRY & RECREATION"	2066-84	07-05-2012	07-09-2012	CDN TIRE STORE #00119	152.14	CAD	152.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	2069-46	07-09-2012	07-10-2012	PRICE CHOPPER #7984QPS	27.30	CAD	27.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2071-59	07-09-2012	07-11-2012	WAL-MART # 3105	93.11	CAD	93.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	2071-60	07-09-2012	07-11-2012	CDN TIRE STORE #00119	-46.83	CAD	-46.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	2073-74	07-11-2012	07-12-2012	GIGGLES PLAYLAND	367.25	CAD	367.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	7996	"Amusement Parks, Carnivals, Circuses, Fo"		
"PARKS, FORESTRY & RECREATION"	2077-108	07-12-2012	07-16-2012	CANLAN ICE SPORTS YORK	93.00	CAD	93.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	7999	Recreation Services (Not Elsewhere Class		
"PARKS, FORESTRY & RECREATION"	2081-40	07-17-2012	07-18-2012	SCOOTERS ROLLER PALACE	200.00	CAD	200.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5941	Sporting Goods Stores		
"PARKS, FORESTRY & RECREATION"	2081-41	07-17-2012	07-18-2012	PRICE CHOPPER #7984QPS	36.76	CAD	36.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2083-70	07-17-2012	07-19-2012	MAR B GRAPHICS   EMBRO	302.28	CAD	302.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	2741	Miscellaneous Publishing and Printing		
"PARKS, FORESTRY & RECREATION"	2087-51	07-20-2012	07-23-2012	PRICE CHOPPER #7984QPS	21.40	CAD	21.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2087-52	07-20-2012	07-23-2012	PLAYTIME BOWL INC	221.00	CAD	221.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	7933	Bowling Alleys		
"PARKS, FORESTRY & RECREATION"	2091-71	07-24-2012	07-25-2012	PRICE CHOPPER #7984QPS	39.69	CAD	39.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2095-72	07-26-2012	07-27-2012	DOLLAR GIANT #40047	4.24	CAD	4.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5331	Variety Stores		
"PARKS, FORESTRY & RECREATION"	2095-73	07-26-2012	07-27-2012	SCOOTERS ROLLER PALACE	186.87	CAD	186.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5941	Sporting Goods Stores		
"PARKS, FORESTRY & RECREATION"	2097-68	07-26-2012	07-30-2012	CDN TIRE STORE #00119	5.07	CAD	5.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	2097-69	07-26-2012	07-30-2012	CDN TIRE STORE #00119	48.49	CAD	48.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	2097-70	07-26-2012	07-30-2012	BARGAIN CLUB	4.52	CAD	4.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	2099-31	07-30-2012	07-31-2012	NOFRILLS VINCE'S #3930	18.81	CAD	18.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"		
					"2,196.73"	CAD	"2,196.73"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-77	06-27-2012	07-03-2012	SPLASHABLES	637.66	CAD	637.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5996	Swimming Pools - Sales and Supplies	"PDF'S, SWIM TOYS"	
"PARKS, FORESTRY & RECREATION"	2065-76	07-04-2012	07-06-2012	SPLASHABLES	278.35	CAD	278.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13137	INSTAQUA-WESTON CI	5996	Swimming Pools - Sales and Supplies	"CHILL PAK COMPRESS,WATER BLOCS"	
"PARKS, FORESTRY & RECREATION"	2095-74	07-25-2012	07-27-2012	SPLASHABLES	481.54	CAD	481.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02458	BOYLEN SS-INSTRL-IND	5996	Swimming Pools - Sales and Supplies	"PFD'S, KICK BOARDS"	
					"1,397.55"	CAD	"1,397.55"	CAD								
TORONTO WATER	2073-75	07-10-2012	07-12-2012	ETOBICOKE RENTAL   SMA	126.41	CAD	126.41	CAD	2535	PLUMBING SUPPLIES	PW2014	O&M W2 SRVS MTC&REPR	7394	"Equipment Rental and Leasing Services, F"	VALVES	
TORONTO WATER	2073-76	07-10-2012	07-12-2012	ETOBICOKE RENTAL   SMA	252.83	CAD	252.83	CAD	2535	PLUMBING SUPPLIES	PW2014	O&M W2 SRVS MTC&REPR	7394	"Equipment Rental and Leasing Services, F"	VALVE	
TORONTO WATER	2073-77	07-10-2012	07-12-2012	FASTENAL CANADA CN15	162.41	CAD	162.41	CAD	2551	ROAD MATERIALS	PW2014	O&M W2 SRVS MTC&REPR	5085	Industrial Supplies Not Elsewhere Classi	MATERIAL	
TORONTO WATER	2081-42	07-16-2012	07-18-2012	HUMBER NURSERIES LTD.	180.71	CAD	180.71	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	PW2014	O&M W2 SRVS MTC&REPR	5261	Lawn and Garden Supply Stores	HEDGES	
TORONTO WATER	2083-71	07-17-2012	07-19-2012	FASTENAL CANADA CN15	100.97	CAD	100.97	CAD	2551	ROAD MATERIALS	PW2014	O&M W2 SRVS MTC&REPR	5085	Industrial Supplies Not Elsewhere Classi	RODS	
					823.33	CAD	823.33	CAD								
"PARKS, FORESTRY & RECREATION"	2058-78	06-28-2012	07-03-2012	WAL-MART # 3031	49.20	CAD	49.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMR CAMP	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2065-77	07-05-2012	07-06-2012	STAPLES STORE #11	40.64	CAD	40.64	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P05111	OLYMPIUM-SUMR CAMP	5943	"Office, School Supply, and Stationery St"	ID LABELS FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2066-85	07-05-2012	07-09-2012	WAL-MART # 3031	78.20	CAD	78.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMR CAMP	5310	Discount Stores	"FREEZIES FOR CAMP, POWER BARS"	
"PARKS, FORESTRY & RECREATION"	2071-61	07-10-2012	07-11-2012	NOFRILLS CHRIS 273	29.52	CAD	29.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2071-62	07-10-2012	07-11-2012	MICHAELS OF CANADA #34	21.98	CAD	21.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05111	OLYMPIUM-SUMR CAMP	5945	"Game, Toy, and Hobby Shops"	FABRIC DYE	
"PARKS, FORESTRY & RECREATION"	2073-78	07-10-2012	07-12-2012	WAL-MART # 3031	10.14	CAD	10.14	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P05111	OLYMPIUM-SUMR CAMP	5310	Discount Stores	JOURNAL FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2081-43	07-17-2012	07-18-2012	NOFRILLS CHRIS 273	3.29	CAD	3.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	FREEZIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2081-44	07-17-2012	07-18-2012	NOFRILLS CHRIS 273	33.55	CAD	33.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2088-34	07-23-2012	07-24-2012	NOFRILLS CHRIS 273	54.29	CAD	54.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES FOR CAMP	
					320.81	CAD	320.81	CAD								
"PARKS, FORESTRY & RECREATION"	2071-63	07-10-2012	07-11-2012	MICHAELS #3933	90.58	CAD	90.58	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P08499	THISTLETOWN SC-PGM S	5945	"Game, Toy, and Hobby Shops"	25TH ANNIVERSARY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2071-64	07-10-2012	07-11-2012	CREATIVE BAG MISSISSAU	56.48	CAD	56.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08499	THISTLETOWN SC-PGM S	7299	Other Services (Not Elsewhere Classified	SUPPLIES FOR SENIORS BIRTHDAY PARTY	
"PARKS, FORESTRY & RECREATION"	2073-79	07-11-2012	07-12-2012	RCSS WESTON 2800	136.09	CAD	136.09	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	P08499	THISTLETOWN SC-PGM S	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2087-53	07-20-2012	07-23-2012	RCSS WESTON 2800	32.34	CAD	32.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08499	THISTLETOWN SC-PGM S	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2087-54	07-20-2012	07-23-2012	RCSS WESTON 2800	24.58	CAD	24.58	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P08499	THISTLETOWN SC-PGM S	5411	"Grocery Stores, Supermarkets"	PICTURES OF 25TH ANNIVERSARY	
"PARKS, FORESTRY & RECREATION"	2088-35	07-23-2012	07-24-2012	DOLLAR GIANT #40047	9.65	CAD	9.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08499	THISTLETOWN SC-PGM S	5331	Variety Stores	CAMP SUPPLIES	
					349.72	CAD	349.72	CAD								
"PARKS, FORESTRY & RECREATION"	2058-79	06-29-2012	07-03-2012	NOFRILLS PATS 1330	164.84	CAD	164.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04715	LAWRENCE HGTS-SUMR F	5411	"Grocery Stores, Supermarkets"	YBC/LADYBUG SNACKS	
"PARKS, FORESTRY & RECREATION"	2058-80	06-28-2012	07-03-2012	THE HOME DEPOT #7129	38.40	CAD	38.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04660	LAWRENCE HGTS-SUMR C	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2071-65	07-09-2012	07-11-2012	MAR B GRAPHICS   EMBRO	222.61	CAD	222.61	CAD	2670	UNIFORMS	P04660	LAWRENCE HGTS-SUMR C	2741	Miscellaneous Publishing and Printing	T SHIRTS FOR CAMP ACTIVITIES	
					425.85	CAD	425.85	CAD								
"PARKS, FORESTRY & RECREATION"	2081-45	07-16-2012	07-18-2012	THE HOME DEPOT #7078	241.22	CAD	241.22	CAD	3080	M & E - HAND TOOLS	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2085-54	07-19-2012	07-20-2012	STAPLES STORE #214	49.55	CAD	49.55	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P00427	PRN-PKS CONSTRUCTN	5943	"Office, School Supply, and Stationery St"	INK CARTRIDGES	
"PARKS, FORESTRY & RECREATION"	2095-75	07-25-2012	07-27-2012	CDN TIRE STORE #00192	228.01	CAD	228.01	CAD	3099	GENERAL EQUIPMENT	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	UTILITY PUMP	
