Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1878-46	02-23-2012	02-27-2012	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07647	HUMBER VALLEY-OPERAT	9399	Government Services - Not Elsewhere Clas	LICENSE - GENERATOR WASTE OILS	
"PARKS, FORESTRY & RECREATION"	1878-47	02-23-2012	02-27-2012	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07648	SCARLETT WOODS-OPERA	9399	Government Services - Not Elsewhere Clas	LICENSE - GENERATOR WASTE OILS	
"PARKS, FORESTRY & RECREATION"	1878-48	02-23-2012	02-27-2012	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07649	TAM OSHANTER-OPERATI	9399	Government Services - Not Elsewhere Clas	LICENSE - GENERATOR WASTE OILS	
					250.00	CAD	250.00	CAD								
EMERGENCY MEDICAL SERVICES	1856-38	02-09-2012	02-10-2012	LOWES #03096*	193.72	CAD	193.72	CAD	*****	GENERAL HARDWARE	B56039	STATION 39	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1858-45	02-10-2012	02-13-2012	THE HOME DEPOT #7134	90.39	CAD	90.39	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B56033	STATION 33	5200	Home Supply Warehouse	WALL MOUNT	
EMERGENCY MEDICAL SERVICES	1863-21	02-14-2012	02-16-2012	RONA # 55130	127.17	CAD	127.17	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	B56035	STATION 10	5251	Hardware Stores	"GARDEN HOSE, GLUE"	
EMERGENCY MEDICAL SERVICES	1870-4	02-17-2012	02-21-2012	RONA # 55130	138.21	CAD	138.21	CAD	2710	GENERAL HARDWARE	B55300	FACILITY MAINT-STNS	5251	Hardware Stores	"DRILL, SCREWS"	
EMERGENCY MEDICAL SERVICES	1870-5	02-17-2012	02-21-2012	CDN TIRE STORE #00070	61.92	CAD	61.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B56038	STATION 38	5200	Home Supply Warehouse	"KICKPLATE, COVER"	
EMERGENCY MEDICAL SERVICES	1876-35	02-22-2012	02-24-2012	RONA # 55110	142.28	CAD	142.28	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	B55053	DISTRICT 1 HUB	5251	Hardware Stores	*****	
					753.69	CAD	753.69	CAD								
"PARKS, FORESTRY & RECREATION"	1841-35	02-01-2012	02-02-2012	NOFRILLS DICKIES 752	42.38	CAD	42.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR 3 COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	1842-42	02-02-2012	02-03-2012	NOFRILLS JOSE'S #3470	5.38	CAD	5.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR  COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	1862-41	02-14-2012	02-15-2012	DOLLAR GIANT #40100	2.83	CAD	2.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5331	Variety Stores	STEP STOOL & SPRAY BOTTLES FOR PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	1876-36	02-22-2012	02-24-2012	CDN TIRE STORE #00030	79.09	CAD	79.09	CAD	2610	KITCHEN SUPPLIES	P13335	WARDEN CC - PRGM SUP	5200	Home Supply Warehouse	BLENDER FOR COOKING CLASSES	
					129.68	CAD	129.68	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1839-33	01-31-2012	02-01-2012	CAFE ON THE SQUARE	6.77	CAD	6.77	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0125	BD-SEC-TELE-CENTRAL	5812	"Eating Places, Restaurants"	PURCHASE OF WIRED MAGAZINE	
ECONOMIC DEVELOPMENT & CULTURE	1858-46	02-09-2012	02-13-2012	BATON ROUGE RESTAURANT	81.19	CAD	81.19	CAD	4823	MEALS-OUTSIDE LOC'S	ED0125	BD-SEC-TELE-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	1878-49	02-24-2012	02-27-2012	BOARD OF TRADE - NYCC	84.75	CAD	84.75	CAD	4118	TICKETS AND ADMISSION FEES	ED0125	BD-SEC-TELE-CENTRAL	7399	Business Services - Not Elsewhere Classi	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	1882-32	02-25-2012	02-29-2012	MARCHE RESTAURANTS CAN	3.86	CAD	3.86	CAD	4823	MEALS-OUTSIDE LOC'S	ED0125	BD-SEC-TELE-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					176.57	CAD	176.57	CAD								
"PARKS, FORESTRY & RECREATION"	1878-50	02-23-2012	02-27-2012	WAL-MART # 3106	71.14	CAD	71.14	CAD	3020	M & E - COMMUNICATIONS	P12955	AQUASUP-TEY - AREA 1	5411	"Grocery Stores, Supermarkets"	REPLACEMENT OF 3 EMERGENCY TELEPHONES	
					71.14	CAD	71.14	CAD								
"PARKS, FORESTRY & RECREATION"	1854-27	02-08-2012	02-09-2012	DOLLAR GIANT #40047	24.01	CAD	24.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10049	KINGSVW VILLAGE CS-I	5331	Variety Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1862-42	02-13-2012	02-15-2012	WAL-MART # 3740	6.75	CAD	6.75	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12048	KINSVW VIL-COMM CTR-	5411	"Grocery Stores, Supermarkets"	ENVELOPES	
					30.76	CAD	30.76	CAD								
"PARKS, FORESTRY & RECREATION"	1841-36	02-01-2012	02-02-2012	ROTBLOTT'S DISCOUNT WH	114.07	CAD	114.07	CAD	2710	GENERAL HARDWARE	P00549	S-EAST 2-TURF&HORT	5251	Hardware Stores	"STORAGE BOX,FLASHLIGHT,CABLE TIES,TAPE"	
					114.07	CAD	114.07	CAD								
"PARKS, FORESTRY & RECREATION"	1848-56	02-03-2012	02-06-2012	EMILIANO  ANA'S NO FRI	233.16	CAD	233.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR CREATIVE PLAYTIME PROGRAM	
"PARKS, FORESTRY & RECREATION"	1873-33	02-22-2012	02-23-2012	EMILIANO  ANA'S NO FRI	168.24	CAD	168.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR CREATIVE PLAYTIME PROGRAM	
					401.40	CAD	401.40	CAD								
"PARKS, FORESTRY & RECREATION"	1839-34	01-31-2012	02-01-2012	METRO #704	32.03	CAD	32.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	WEEKLY SUPPLIES  FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1841-37	02-01-2012	02-02-2012	DOLLAR GIANT #40047	13.56	CAD	13.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PGM	5331	Variety Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1848-57	02-02-2012	02-06-2012	SUPREME SPORTS INC.	19.72	CAD	19.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PGM	5655	"Sports Apparel, Riding Apparel Stores"	TAE KWON DO BELTS	
"PARKS, FORESTRY & RECREATION"	1850-25	02-06-2012	02-07-2012	METRO #704	79.21	CAD	79.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GENINT&CLB-STMRCLLUS	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1859-25	02-13-2012	02-14-2012	METRO #704	60.12	CAD	60.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GENINT&CLB-STMRCLLUS	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1859-26	02-13-2012	02-14-2012	DOLLAR GIANT #40047	17.85	CAD	17.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GENINT&CLB-STMRCLLUS	5331	Variety Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1862-43	02-14-2012	02-15-2012	METRO #748	7.44	CAD	7.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GENINT&CLB-STMRCLLUS	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1863-22	02-15-2012	02-16-2012	THE DANCEWEAR CENTRE (	67.63	CAD	67.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS	5691	Men's and Women's Clothing Stores	DANCE TUTUS FOR RECITAL	
"PARKS, FORESTRY & RECREATION"	1866-40	02-16-2012	02-17-2012	DOLLAR GIANT #40047	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GENINT&CLB-STMRCLLUS	5331	Variety Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1872-21	02-21-2012	02-22-2012	METRO #704	70.20	CAD	70.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GENINT&CLB-STMRCLLUS	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1873-34	02-21-2012	02-23-2012	WAL-MART # 3031	21.96	CAD	21.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GENINT&CLB-STMRCLLUS	5310	Discount Stores	CHILD SAFETY LOCKS	
"PARKS, FORESTRY & RECREATION"	1880-30	02-27-2012	02-28-2012	METRO #704	135.52	CAD	135.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GENINT&CLB-STMRCLLUS	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
					547.84	CAD	547.84	CAD								
"PARKS, FORESTRY & RECREATION"	1839-35	01-30-2012	02-01-2012	CDN TIRE STORE #00459	42.66	CAD	42.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	"BULBS, PAINT"	
"PARKS, FORESTRY & RECREATION"	1842-43	02-01-2012	02-03-2012	ALPINE LAWN   GARDEN E	30.31	CAD	30.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	"VALVE FULE, BUSHING, FUEL LINE"	
"PARKS, FORESTRY & RECREATION"	1859-27	02-13-2012	02-14-2012	ALPINE LAWN   GARDEN E	132.09	CAD	132.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	"FUEL PUMP, BUSHING LINKAGE"	
"PARKS, FORESTRY & RECREATION"	1862-44	02-13-2012	02-15-2012	CDN TIRE STORE #00459	212.38	CAD	212.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	WIPERS FOR TRUCK	
"PARKS, FORESTRY & RECREATION"	1876-37	02-22-2012	02-24-2012	CDN TIRE STORE #00459	88.00	CAD	88.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	"GASKET, UNIVERSAL JOINT"	
"PARKS, FORESTRY & RECREATION"	1880-31	02-24-2012	02-28-2012	CDN TIRE STORE #00459	11.29	CAD	11.29	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	TORX BITS	
"PARKS, FORESTRY & RECREATION"	1880-32	02-24-2012	02-28-2012	CDN TIRE STORE #00459	-33.90	CAD	-33.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	ITEMS RET'D FOR CREDIT	
"PARKS, FORESTRY & RECREATION"	1882-33	02-28-2012	02-29-2012	BENSON TIRE #114	232.62	CAD	232.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	TURF TIRES	
					715.45	CAD	715.45	CAD								
"PARKS, FORESTRY & RECREATION"	1869-43	02-17-2012	02-20-2012	SIEMENS CANADA LIMITED	881.40	CAD	881.40	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	P10539	S-REC SUPER1-PGM SUP	5039	Construction Materials Not Elsewhere Cla	FIRE SAFETY FOR FRANKLIN HORNER CC	
"PARKS, FORESTRY & RECREATION"	1880-33	02-27-2012	02-28-2012	STAPLES STORE #11	9.61	CAD	9.61	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10539	S-REC SUPER1-PGM SUP	5943	"Office, School Supply, and Stationery St"	PAPER REFILLS	
					891.01	CAD	891.01	CAD								
"PARKS, FORESTRY & RECREATION"	1848-58	02-02-2012	02-06-2012	THE HOME DEPOT #7107	63.26	CAD	63.26	CAD	2730	LOCKS	P07677	AGINCOURT-OPERATIONS	5200	Home Supply Warehouse	*****	
					63.26	CAD	63.26	CAD								
"PARKS, FORESTRY & RECREATION"	1842-44	02-02-2012	02-03-2012	NO FRILL'S #1306	44.34	CAD	44.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	*****	
"PARKS, FORESTRY & RECREATION"	1863-23	02-15-2012	02-16-2012	NO FRILL'S #1306	20.85	CAD	20.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1876-38	02-23-2012	02-24-2012	NO FRILL'S #1306	16.81	CAD	16.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1878-51	02-24-2012	02-27-2012	NO FRILL'S #1306	27.89	CAD	27.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAMS	
					109.89	CAD	109.89	CAD								
"PARKS, FORESTRY & RECREATION"	1854-28	02-08-2012	02-09-2012	AVRON FOODS	926.51	CAD	926.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOC PGM	5199	Nondurable Goods Not Elsewhere Classifie	GROCERIES FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	1858-47	02-10-2012	02-13-2012	AVRON FOODS	428.02	CAD	428.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOC PGM	5199	Nondurable Goods Not Elsewhere Classifie	GROCERIES FOR BREAKFAST AND LUNCH PROGRAM	
					"1,354.53"	CAD	"1,354.53"	CAD								
"PARKS, FORESTRY & RECREATION"	1863-24	02-14-2012	02-16-2012	G T VAUGHAN	151.59	CAD	151.59	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P12957	AQUASUP-TEY - DIST	5943	"Office, School Supply, and Stationery St"	*****	
					151.59	CAD	151.59	CAD								
"PARKS, FORESTRY & RECREATION"	1842-45	01-31-2012	02-03-2012	HARDWARE AGENCIES LTD	230.25	CAD	230.25	CAD	2730	LOCKS	P00408	N-EAST-TURF&HORT	5251	Hardware Stores	LOCKS	
"PARKS, FORESTRY & RECREATION"	1850-26	02-03-2012	02-07-2012	CDN TIRE STORE #00192	108.86	CAD	108.86	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	"CARGO BUNGEE, LOCKS"	
					339.11	CAD	339.11	CAD								
EMERGENCY MEDICAL SERVICES	1848-59	02-02-2012	02-06-2012	DIESEL EQUIPMENT LIMIT	62.96	CAD	62.96	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B25000	MATERIALS MGT-STORES	5511	"Automobile and Truck Dealers - Sales, Se"	LABOUR TO INSTALL TRUCK PIN	
EMERGENCY MEDICAL SERVICES	1851-38	02-06-2012	02-08-2012	J.H. RYDER	"2,373.00"	CAD	"2,373.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	B25000	MATERIALS MGT-STORES	5712	"Equipment, Furniture, and Home Furnishin"	FORKLIFT TRAINING	
EMERGENCY MEDICAL SERVICES	1854-29	02-08-2012	02-09-2012	CITY BUICK P.CADILLAC	"2,164.30"	CAD	"2,164.30"	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5511	"Automobile and Truck Dealers - Sales, Se"	GM PARTS	
EMERGENCY MEDICAL SERVICES	1858-48	02-11-2012	02-13-2012	THE HOME DEPOT #7027	28.07	CAD	28.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B25000	MATERIALS MGT-STORES	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1873-35	02-22-2012	02-23-2012	CREATIVE BAG TORONTO	149.16	CAD	149.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	7399	Business Services - Not Elsewhere Classi	PAPER SHOPPING BAG	
EMERGENCY MEDICAL SERVICES	1873-36	02-23-2012	02-23-2012	ULINE	112.89	CAD	112.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5964	Direct Marketing - Catalog Merchants	*****	
EMERGENCY MEDICAL SERVICES	1876-39	02-22-2012	02-24-2012	LEVITT SAFETY LIMITED	273.91	CAD	273.91	CAD	2665	PROTECTIVE CLOTHING	B46700	ALS OPERATIONS	7394	"Equipment Rental and Leasing Services, F"	FIT SEAL MASKS	
EMERGENCY MEDICAL SERVICES	1878-52	02-24-2012	02-27-2012	TENAQUIP LIMITED	508.77	CAD	508.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B25000	MATERIALS MGT-STORES	5251	Hardware Stores	MESH TRUCK BOX	
EMERGENCY MEDICAL SERVICES	1880-34	02-27-2012	02-28-2012	FIVE STAR ENTERPRISES	"1,675.23"	CAD	"1,675.23"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5137	"Mens, Womens, and Childrens Uniforms and"	KIT BAGS	
					"7,348.29"	CAD	"7,348.29"	CAD								
EMERGENCY MEDICAL SERVICES	1880-35	02-27-2012	02-28-2012	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - H &S WORKING GROUP	
					16.00	CAD	16.00	CAD								
"PARKS, FORESTRY & RECREATION"	1850-27	02-03-2012	02-07-2012	CTF SUPPLY (08)	25.12	CAD	25.12	CAD	2601	DUR REC & EDUC SUPP	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	QUICK LINK 3/8	
"PARKS, FORESTRY & RECREATION"	1850-28	02-06-2012	02-07-2012	LOWES #02494*	34.97	CAD	34.97	CAD	*****	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS C	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1856-39	02-09-2012	02-10-2012	BEST BUY CANADA #943	28.24	CAD	28.24	CAD	3020	M & E - COMMUNICATIONS	P00833	TECH SERV. 3-PARKS C	5732	Electronic Sales	ROCKETFISH BLUETOOTH	
"PARKS, FORESTRY & RECREATION"	1862-45	02-13-2012	02-15-2012	CTF SUPPLY (08)	336.60	CAD	336.60	CAD	2601	DUR REC & EDUC SUPP	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	QUICK LINK 5/16	
"PARKS, FORESTRY & RECREATION"	1869-44	02-17-2012	02-20-2012	THE TOOL DOCTOR	99.47	CAD	99.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS C	5251	Hardware Stores	BRUSH SET	
"PARKS, FORESTRY & RECREATION"	1872-22	02-17-2012	02-22-2012	CTF SUPPLY (08)	176.28	CAD	176.28	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	3M RESPIRATOR	
"PARKS, FORESTRY & RECREATION"	1873-37	02-22-2012	02-23-2012	METAL SUPERMARKETS (SC	66.11	CAD	66.11	CAD	2532	STEEL	P00833	TECH SERV. 3-PARKS C	5051	Metal Service Centers and Offices	HR FLAT	
"PARKS, FORESTRY & RECREATION"	1880-36	02-27-2012	02-28-2012	METAL SUPERMARKETS (SC	200.11	CAD	200.11	CAD	2532	STEEL	P00267	E-NORTH1-TURF&HORT	5051	Metal Service Centers and Offices	HR STANDARD CHANNEL	
"PARKS, FORESTRY & RECREATION"	1880-37	02-27-2012	02-28-2012	CTS CARGO TIE DOWN SPE	54.36	CAD	54.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	DOUBLE LEG WEB SLING	
					"1,021.26"	CAD	"1,021.26"	CAD								
"PARKS, FORESTRY & RECREATION"	1848-60	02-03-2012	02-06-2012	MARCHANT'S SCHOOL SPOR	85.55	CAD	85.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13156	INSTSPRT-CUMMERPRK	5941	Sporting Goods Stores	TABLE TENNIS SUPPLIES	
					85.55	CAD	85.55	CAD								
TECHNICAL SERVICES 	1841-38	02-01-2012	02-02-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines		
TECHNICAL SERVICES 	1842-46	02-02-2012	02-03-2012	TERANET EXPRESS	50.00	CAD	50.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines		
TECHNICAL SERVICES 	1842-47	02-02-2012	02-03-2012	TERANET EXPRESS	70.00	CAD	70.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines		
TECHNICAL SERVICES 	1842-48	02-02-2012	02-03-2012	TERANET EXPRESS	6.00	CAD	6.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines		
TECHNICAL SERVICES 	1851-39	02-07-2012	02-08-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #610293"	
TECHNICAL SERVICES 	1854-30	02-08-2012	02-09-2012	TERANET EXPRESS	158.00	CAD	158.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #610162"	
TECHNICAL SERVICES 	1854-31	02-08-2012	02-09-2012	TERANET EXPRESS	154.00	CAD	154.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #610234"	
TECHNICAL SERVICES 	1854-32	02-08-2012	02-09-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #610320"	
TECHNICAL SERVICES 	1856-40	02-09-2012	02-10-2012	TERANET EXPRESS	32.00	CAD	32.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #608595"	
TECHNICAL SERVICES 	1858-49	02-10-2012	02-13-2012	TERANET EXPRESS	40.00	CAD	40.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #611135"	
TECHNICAL SERVICES 	1858-50	02-10-2012	02-13-2012	TERANET EXPRESS	49.00	CAD	49.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #611302"	
TECHNICAL SERVICES 	1858-51	02-10-2012	02-13-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #611373"	
TECHNICAL SERVICES 	1862-46	02-14-2012	02-15-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #611155"	
TECHNICAL SERVICES 	1862-47	02-14-2012	02-15-2012	TERANET EXPRESS	5.00	CAD	5.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #611203"	
TECHNICAL SERVICES 	1872-23	02-21-2012	02-22-2012	TERANET EXPRESS	17.00	CAD	17.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #608581"	
TECHNICAL SERVICES 	1880-38	02-27-2012	02-28-2012	TERANET EXPRESS	4.50	CAD	4.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #609251"	
TECHNICAL SERVICES 	1882-34	02-28-2012	02-29-2012	TERANET EXPRESS	2.50	CAD	2.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	"LRO DOCUMENT/PROPERTY SEARCH, #612074"	
					622.50	CAD	622.50	CAD								
"PARKS, FORESTRY & RECREATION"	1842-49	02-01-2012	02-03-2012	WAL-MART # 3145	18.01	CAD	18.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07186	ANCASTER-FIT	5411	"Grocery Stores, Supermarkets"	SKIPPING ROPES	
"PARKS, FORESTRY & RECREATION"	1863-25	02-14-2012	02-16-2012	WAL-MART # 5831	44.18	CAD	44.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07202	EDITHVALE CC-FIT	5411	"Grocery Stores, Supermarkets"	CD PLAYER	
					62.19	CAD	62.19	CAD								
EMERGENCY MEDICAL SERVICES	1850-29	02-06-2012	02-07-2012	ALL PARK 11 CENTRE AVE	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	B31100	COMM SYSTEMS SUPPORT	7523	Automobile Parking Lots and Garages	PARKING - RADIO INFRASTRUCTURE MEETING	
