Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Original Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	"Cost Centre/
WBS Element"	Cost Centre/ WBS Element Descrption	"Merchant
 Type"	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1923-18	03-26-2012	03-28-2012	HERTZ EQUIP RENTAL-TOR	541.24	CAD	541.24	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P12786	KIPLING YD-S-FAC&MEC	7394	"Equipment Rental and Leasing Services, F"	EQUIPMENT RENTAL
					"3,873.85"	CAD	"3,873.85"	CAD							
"PARKS, FORESTRY & RECREATION"	1884-26	02-28-2012	03-01-2012	WAL-MART # 3031	122.15	CAD	122.15	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06778	FAIRFIELD SENIORS-PG	5310	Discount Stores	CD PLAYER
					122.15	CAD	122.15	CAD							
"PARKS, FORESTRY & RECREATION"	1884-27	02-28-2012	03-01-2012	RCSS WESTON 2800	41.98	CAD	41.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12583	CARM STFNO-SOC YTH	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR ASP
"PARKS, FORESTRY & RECREATION"	1885-15	03-01-2012	03-02-2012	RCSS WESTON 2800	20.88	CAD	20.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12585	CARM STFNO-ARTS OA	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR PROGRAM
"PARKS, FORESTRY & RECREATION"	1893-7	03-02-2012	03-06-2012	CDN TIRE STORE #00119	22.27	CAD	22.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5200	Home Supply Warehouse	MISC. SUPPLIES
"PARKS, FORESTRY & RECREATION"	1893-8	03-05-2012	03-06-2012	FLAGHOUSE INC.	306.28	CAD	306.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5712	"Equipment, Furniture, and Home Furnishin"	SPORTS SUPPLIES
"PARKS, FORESTRY & RECREATION"	1895-18	03-05-2012	03-07-2012	RINX	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P06715	CARM STFNO-PGM SUPP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - MARCH BREAK TRIP
"PARKS, FORESTRY & RECREATION"	1898-24	03-08-2012	03-09-2012	RCSS WESTON 2800	35.33	CAD	35.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12735	CARM STFNO-HOL CMP	5411	"Grocery Stores, Supermarkets"	MARCH BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	1898-25	03-08-2012	03-09-2012	DOLLAR GIANT #40047	24.01	CAD	24.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12585	CARM STFNO-ARTS OA	5331	Variety Stores	"DUCT TAPE, REPORT COVERS"
"PARKS, FORESTRY & RECREATION"	1902-15	03-12-2012	03-13-2012	DOLLAR GIANT #40047	11.48	CAD	11.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12735	CARM STFNO-HOL CMP	5331	Variety Stores	MARCH BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	1904-27	03-12-2012	03-14-2012	RINX	"1,196.00"	CAD	"1,196.00"	CAD	4118	TICKETS AND ADMISSION FEES	P06715	CARM STFNO-PGM SUPP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - MARCH BREAK TRIP
"PARKS, FORESTRY & RECREATION"	1904-28	03-13-2012	03-14-2012	RCSS WESTON 2800	100.75	CAD	100.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12735	CARM STFNO-HOL CMP	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	1904-29	03-13-2012	03-14-2012	FOOD BASICS #867	19.45	CAD	19.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12735	CARM STFNO-HOL CMP	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	1904-30	03-13-2012	03-14-2012	SHOPPERS DRUG MART #09	137.50	CAD	137.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P12735	CARM STFNO-HOL CMP	5912	"Drug Stores, Pharmacies"	TTC TICKETS
"PARKS, FORESTRY & RECREATION"	1906-13	03-14-2012	03-15-2012	FORTINOS 66	62.44	CAD	62.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12735	CARM STFNO-HOL CMP	5411	"Grocery Stores, Supermarkets"	PIZZA LUNCH
"PARKS, FORESTRY & RECREATION"	1910-26	03-15-2012	03-19-2012	PARTY PACKAGERS	40.49	CAD	40.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12735	CARM STFNO-HOL CMP	5999	Miscellaneous and Specialty Retail Store	"PINATA, RIBBON FILLER"
"PARKS, FORESTRY & RECREATION"	1910-27	03-16-2012	03-19-2012	FORTINOS 66	23.47	CAD	23.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12735	CARM STFNO-HOL CMP	5411	"Grocery Stores, Supermarkets"	PIZZA LUNCH
"PARKS, FORESTRY & RECREATION"	1910-28	03-16-2012	03-19-2012	FAMOUS PLAYER #7406QPS	275.00	CAD	275.00	CAD	4118	TICKETS AND ADMISSION FEES	P12735	CARM STFNO-HOL CMP	7832	Motion Picture Theaters	ADMISSION FEES
"PARKS, FORESTRY & RECREATION"	1914-15	03-20-2012	03-21-2012	RCSS WESTON 2800	61.72	CAD	61.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01301	ARC - DAYSTROM	5411	"Grocery Stores, Supermarkets"	ARC SNAKC SUPPLIES
"PARKS, FORESTRY & RECREATION"	1916-6	03-16-2012	03-22-2012	ARTISTIC WAY LTD.	186.45	CAD	186.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12735	CARM STFNO-HOL CMP	5971	Art Dealers and Galleries	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	1917-20	03-22-2012	03-23-2012	RCSS WESTON 2800	11.23	CAD	11.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12585	CARM STFNO-ARTS OA	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	1922-10	03-26-2012	03-27-2012	LONG   MCQUADE LIMITED	24.10	CAD	24.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12585	CARM STFNO-ARTS OA	7399	Business Services - Not Elsewhere Classi	MUSIC BOOKS
"PARKS, FORESTRY & RECREATION"	1923-19	03-27-2012	03-28-2012	LONG   MCQUADE	40.16	CAD	40.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12585	CARM STFNO-ARTS OA	7399	Business Services - Not Elsewhere Classi	MUSIC BOOKS
"PARKS, FORESTRY & RECREATION"	1923-20	03-27-2012	03-28-2012	AVRON FOODS	707.58	CAD	707.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01301	ARC - DAYSTROM	5199	Nondurable Goods Not Elsewhere Classifie	ARC SNACK SUPPLIES
					"3,448.57"	CAD	"3,448.57"	CAD							
"PARKS, FORESTRY & RECREATION"	1885-16	02-29-2012	03-02-2012	PARTY PACKAGERS	54.15	CAD	54.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05842	ANTIBES CC-ARTS-VISL	5999	Miscellaneous and Specialty Retail Store	COSTUME HATS FOR DANCE RECITAL
"PARKS, FORESTRY & RECREATION"	1888-12	03-02-2012	03-05-2012	WAL-MART #1101	102.66	CAD	102.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13120	HOLIDYCAMP-ANTIBES	5411	"Grocery Stores, Supermarkets"	MARCH BREAK & PRESCHOOL PROGRAM: FOOD
"PARKS, FORESTRY & RECREATION"	1888-13	03-03-2012	03-05-2012	NOFRILLS VINCE'S #3930	41.45	CAD	41.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	SNACKS FOR DANCE RECITAL
"PARKS, FORESTRY & RECREATION"	1895-19	03-05-2012	03-07-2012	WAL-MART # 5831	35.30	CAD	35.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	END OF SEASON PRESCHOOL PROGRAMS: FOOD
"PARKS, FORESTRY & RECREATION"	1897-11	03-07-2012	03-08-2012	THE CRAFT   HOBBY EMPO	252.95	CAD	252.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	1898-26	03-07-2012	03-09-2012	WAL-MART #1101	321.19	CAD	321.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13280	FITNESSSUP-ANTIBES	5411	"Grocery Stores, Supermarkets"	"MEDIA ARTS CLUB SUPPLIES: CAMERA,MEMORY CARD ETC"
					807.70	CAD	807.70	CAD							
"PARKS, FORESTRY & RECREATION"	1884-28	02-29-2012	03-01-2012	METRO #360	40.47	CAD	40.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	D DILUCA CC-SOC CH	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR PROGRAM
"PARKS, FORESTRY & RECREATION"	1895-20	03-06-2012	03-07-2012	A BUCK OR TWO #201	26.84	CAD	26.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04349	D DILUCA CC-HOL CAMP	5310	Discount Stores	MARCH BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	1897-12	03-06-2012	03-08-2012	WAL-MART # 3130	177.46	CAD	177.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04349	D DILUCA CC-HOL CAMP	5411	"Grocery Stores, Supermarkets"	MARCH BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	1901-24	03-09-2012	03-12-2012	WAL-MART # 1079	31.46	CAD	31.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05896	D DILUCA CC-ARTS CH	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ART PROGRAMS: SKETCH BOOKS
"PARKS, FORESTRY & RECREATION"	1906-14	03-14-2012	03-15-2012	NOFRILLS CARLO'S 705	47.51	CAD	47.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04349	D DILUCA CC-HOL CAMP	5411	"Grocery Stores, Supermarkets"	MARCH BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	1907-15	03-14-2012	03-16-2012	SHOPPERS DRUG MART #09	36.00	CAD	36.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P04349	D DILUCA CC-HOL CAMP	5912	"Drug Stores, Pharmacies"	TTC TICKETS FOR MARCH BREAK TRIP
"PARKS, FORESTRY & RECREATION"	1907-16	03-15-2012	03-16-2012	BATA SHOE MUSEUM	140.00	CAD	140.00	CAD	4118	TICKETS AND ADMISSION FEES	P04349	D DILUCA CC-HOL CAMP	8398	"Organizations, Charitable and Social Ser"	ADMISSION TO BATA SHOE MUSEUM: MARCH BREAK CAMP
"PARKS, FORESTRY & RECREATION"	1917-21	03-21-2012	03-23-2012	CDN TIRE STORE #00119	56.44	CAD	56.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	D DILUCA CC-SOC CH	5200	Home Supply Warehouse	SUPPLIES FOR SPORTS PROGRAMS
"PARKS, FORESTRY & RECREATION"	1925-28	03-29-2012	03-30-2012	PRICE CHOPPER #7984QPS	16.13	CAD	16.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	D DILUCA CC-SOC CH	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM
					572.31	CAD	572.31	CAD							
"PARKS, FORESTRY & RECREATION"	1884-29	02-28-2012	03-01-2012	BUNNING SPLICING RIGGI	601.16	CAD	601.16	CAD	2710	GENERAL HARDWARE	P00069	S-EAST-PRUNING/REMOV	4457	Boat Leases and Boat Rentals	"4"" 20 PT NYLON BELT SLING"
"PARKS, FORESTRY & RECREATION"	1885-17	02-23-2012	03-02-2012	SUPERIOR DOOR   GATE S	505.68	CAD	505.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00069	S-EAST-PRUNING/REMOV	5039	Construction Materials Not Elsewhere Cla	SUPPLY/PROGRAM NEW PROXIMITY ACCESS CARDS
"PARKS, FORESTRY & RECREATION"	1898-27	03-08-2012	03-09-2012	A TOWING SERVICE	820.38	CAD	820.38	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	P00069	S-EAST-PRUNING/REMOV	7549	Towing Services	TOWING SERVICES
					"1,927.22"	CAD	"1,927.22"	CAD							
"PARKS, FORESTRY & RECREATION"	1901-25	03-09-2012	03-12-2012	NOFRILLS VINCE'S #3930	76.69	CAD	76.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10320	N-CENTRAL-PGM SUPP	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM
					76.69	CAD	76.69	CAD							
TORONTO WATER	1902-16	03-12-2012	03-13-2012	PAUL WOLF ELECTRIC   L	260.58	CAD	260.58	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	EMERGENCY LIGHT UNIT
TORONTO WATER	1906-15	03-14-2012	03-15-2012	PAUL WOLF ELECTRIC   L	165.48	CAD	165.48	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
					426.06	CAD	426.06	CAD							
"PARKS, FORESTRY & RECREATION"	1898-28	03-07-2012	03-09-2012	CDN TIRE STORE #00182	135.53	CAD	135.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04747	JJ PIEININNI-H CAMP	5200	Home Supply Warehouse	STORAGE BINS
"PARKS, FORESTRY & RECREATION"	1902-17	03-09-2012	03-13-2012	CDN TIRE STORE #00182	67.77	CAD	67.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04747	JJ PIEININNI-H CAMP	5200	Home Supply Warehouse	STORAGE BINS
"PARKS, FORESTRY & RECREATION"	1904-31	03-07-2012	03-14-2012	TRIMATE ELECTRIC SUPPL	128.75	CAD	128.75	CAD	2575	ELECTRICAL SUPPLIES	P10443	JJ PIEININNI-PGM SUP	7629	"Appliance Repair Shops, Electrical and S"	LIGHTS
"PARKS, FORESTRY & RECREATION"	1917-22	03-22-2012	03-23-2012	DANFORTH LUMBER #1051-	127.13	CAD	127.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09919	JJ PIEININNI-INSTRL	5251	Hardware Stores	BOARDS FOR TAE KWAN DO TESTING
"PARKS, FORESTRY & RECREATION"	1922-11	03-26-2012	03-27-2012	STAPLES STORE #86	34.97	CAD	34.97	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10443	JJ PIEININNI-PGM SUP	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES
					494.15	CAD	494.15	CAD							
"PARKS, FORESTRY & RECREATION"	1893-9	02-27-2012	03-06-2012	TICKETBREAK COM	-99.00	CAD	-99.00	CAD	4118	TICKETS AND ADMISSION FEES	P10284	AMESBURY CC-PGM SUPP	7922	Theatrical Producers (except Motion Pict	REFUND - CHARGED IN ERROR
"PARKS, FORESTRY & RECREATION"	1902-18	03-12-2012	03-13-2012	EMILIANO  ANA'S NO FRI	55.05	CAD	55.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04299	AMESBURY CC-H CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1904-32	03-12-2012	03-14-2012	PARTY PACKAGERS (770 L	174.71	CAD	174.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04299	AMESBURY CC-H CAMP	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1906-16	03-14-2012	03-15-2012	EMILIANO  ANA'S NO FRI	12.47	CAD	12.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04299	AMESBURY CC-H CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1907-17	03-14-2012	03-16-2012	WAL-MART #1083	44.45	CAD	44.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04299	AMESBURY CC-H CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1914-16	03-20-2012	03-21-2012	METRO #750	43.17	CAD	43.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08146	AMESBURY CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	AIM SNACK ITEMS
"PARKS, FORESTRY & RECREATION"	1923-21	03-27-2012	03-28-2012	METRO #750	55.61	CAD	55.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08146	AMESBURY CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	AIM & CHEF SNACK ITEMS
					286.46	CAD	286.46	CAD							
"PARKS, FORESTRY & RECREATION"	1895-21	03-06-2012	03-07-2012	LAFARGE STOUFFVILLE DE	386.97	CAD	386.97	CAD	2770	GRAVEL	P00427	PRN-PKS CONSTRUCTN	1771	Concrete Work Contractors	GRAVEL 'B'
"PARKS, FORESTRY & RECREATION"	1901-26	03-09-2012	03-12-2012	CONCORD HARDWARE LIMIT	40.62	CAD	40.62	CAD	2570	JANITORIAL SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5251	Hardware Stores	DUSTBANE
"PARKS, FORESTRY & RECREATION"	1902-19	03-09-2012	03-13-2012	ANGELO'S ELECTRIC LTD	33.45	CAD	33.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN-PKS CONSTRUCTN	7629	"Appliance Repair Shops, Electrical and S"	SANDER PARTS
"PARKS, FORESTRY & RECREATION"	1904-33	03-13-2012	03-14-2012	CENTRAL FAIRBANK LUMBE	62.14	CAD	62.14	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5211	"Building Materials, Lumber Stores"	TIMBER OIL
"PARKS, FORESTRY & RECREATION"	1910-29	03-16-2012	03-19-2012	LEE VALLEY TOOLS 800-2	96.05	CAD	96.05	CAD	2665	PROTECTIVE CLOTHING	P00427	PRN-PKS CONSTRUCTN	5251	Hardware Stores	"GLOVES, HEAD BOLT"
"PARKS, FORESTRY & RECREATION"	1910-30	03-16-2012	03-19-2012	MILLWICK PAINT   PAPER	315.27	CAD	315.27	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5231	"Glass, Paint, Wallpaper Stores"	PAINT
"PARKS, FORESTRY & RECREATION"	1917-23	03-22-2012	03-23-2012	CONCORD HARDWARE LIMIT	126.68	CAD	126.68	CAD	2710	GENERAL HARDWARE	P00427	PRN-PKS CONSTRUCTN	5251	Hardware Stores	BLADES
"PARKS, FORESTRY & RECREATION"	1920-24	03-22-2012	03-26-2012	CDN TIRE STORE #00119	6.77	CAD	6.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	PARTS
"PARKS, FORESTRY & RECREATION"	1920-25	03-22-2012	03-26-2012	CDN TIRE STORE #00321	239.79	CAD	239.79	CAD	3080	M & E - HAND TOOLS	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	TOOLS
"PARKS, FORESTRY & RECREATION"	1920-26	03-22-2012	03-26-2012	JC TRAILERS	248.76	CAD	248.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN-PKS CONSTRUCTN	5561	"Camper Dealers, Recreational and Utility"	"HOOKS, HITCH PINS,BOLTS, BARS ETC"
"PARKS, FORESTRY & RECREATION"	1922-12	03-23-2012	03-27-2012	CDN TIRE STORE #00126	15.03	CAD	15.03	CAD	3080	M & E - HAND TOOLS	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	EXCHANGE -FILTERS
					"1,571.53"	CAD	"1,571.53"	CAD							
"PARKS, FORESTRY & RECREATION"	1907-18	03-15-2012	03-16-2012	STAPLES STORE #15	32.57	CAD	32.57	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P08178	NWDS-SOC PGM	5943	"Office, School Supply, and Stationery St"	LOCKING CARD FILE & CALCULATOR
"PARKS, FORESTRY & RECREATION"	1920-27	03-22-2012	03-26-2012	BUSINESS DEPOT DIRECT	225.99	CAD	225.99	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P08178	NWDS-SOC PGM	5943	"Office, School Supply, and Stationery St"	DROP SAFE
"PARKS, FORESTRY & RECREATION"	1924-25	03-27-2012	03-29-2012	THE HOME DEPOT #7129	33.89	CAD	33.89	CAD	2610	KITCHEN SUPPLIES	P08178	NWDS-SOC PGM	5200	Home Supply Warehouse	FILTER
"PARKS, FORESTRY & RECREATION"	1925-29	03-29-2012	03-30-2012	PRICE CHOPPER #7984QPS	31.86	CAD	31.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08178	NWDS-SOC PGM	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR STAFF MEETING
					324.31	CAD	324.31	CAD							
"PARKS, FORESTRY & RECREATION"	1922-13	03-22-2012	03-27-2012	SPARKLEEN MOBILE WASH	880.04	CAD	880.04	CAD	4424	CONTRACTED SERVICES - GENERAL	P00530	S-WEST 1-PGM SUPP	7349	"Cleaning and Maintenance, Janitorial Ser"	GRAFFITI REMOVAL
					880.04	CAD	880.04	CAD							
"PARKS, FORESTRY & RECREATION"	1893-10	03-05-2012	03-06-2012	AVRON FOODS	216.15	CAD	216.15	CAD	****	MULTIPLE G/L ACCOUNTS USED	P11414	D R TIMBRELL -SOC PG	5199	Nondurable Goods Not Elsewhere Classifie	PRESCHOOL PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	1893-11	03-05-2012	03-06-2012	AVRON FOODS	20.40	CAD	20.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11414	D R TIMBRELL -SOC PG	5199	Nondurable Goods Not Elsewhere Classifie	PRESCHOOL PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	1907-19	03-15-2012	03-16-2012	AVRON FOODS	312.50	CAD	312.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11414	D R TIMBRELL -SOC PG	5199	Nondurable Goods Not Elsewhere Classifie	PRESCHOOL PROGRAM SUPPLIES
					549.05	CAD	549.05	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1888-14	03-03-2012	03-05-2012	CERIS METROPOLIS 2012	209.05	CAD	209.05	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0054	BUS DEV-BIOTECH-PROM	7399	Business Services - Not Elsewhere Classi	REGISTRATION FOR CONFERENCE
ECONOMIC DEVELOPMENT & CULTURE	1898-29	03-08-2012	03-09-2012	CAFE ON THE SQUARE	3.26	CAD	3.26	CAD	4823	MEALS-OUTSIDE LOC'S	ED0054	BUS DEV-BIOTECH-PROM	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
ECONOMIC DEVELOPMENT & CULTURE	1898-30	03-08-2012	03-09-2012	CAFE ON THE SQUARE	3.10	CAD	3.10	CAD	4823	MEALS-OUTSIDE LOC'S	ED0054	BUS DEV-BIOTECH-PROM	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
ECONOMIC DEVELOPMENT & CULTURE	1898-31	03-08-2012	03-09-2012	CAFE ON THE SQUARE	3.00	CAD	3.00	CAD	4823	MEALS-OUTSIDE LOC'S	ED0054	BUS DEV-BIOTECH-PROM	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
ECONOMIC DEVELOPMENT & CULTURE	1910-31	03-15-2012	03-19-2012	BATON ROUGE RESTAURANT	50.68	CAD	50.68	CAD	4823	MEALS-OUTSIDE LOC'S	ED0054	BUS DEV-BIOTECH-PROM	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
ECONOMIC DEVELOPMENT & CULTURE	1920-28	03-22-2012	03-26-2012	THE TORONTO BOARD OF T	107.35	CAD	107.35	CAD	4118	TICKETS AND ADMISSION FEES	ED0054	BUS DEV-BIOTECH-PROM	8641	"Associations - Civic, Social, and Frater"	TICKET TO EVENT
					376.44	CAD	376.44	CAD							
"PARKS, FORESTRY & RECREATION"	1907-20	03-15-2012	03-16-2012	STAPLES STORE #11	4.52	CAD	4.52	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02088	ADAPT & INTGR INITVS	5943	"Office, School Supply, and Stationery St"	CLIP BOARDS
"PARKS, FORESTRY & RECREATION"	1910-32	03-16-2012	03-19-2012	CNIB-NATIONAL OFFICE	83.24	CAD	83.24	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P02088	ADAPT & INTGR INITVS	8398	"Organizations, Charitable and Social Ser"	*****
"PARKS, FORESTRY & RECREATION"	1925-30	03-28-2012	03-30-2012	ROVA PRODUCTS CANADA I	19.31	CAD	19.31	CAD	3020	M & E - COMMUNICATIONS	P02088	ADAPT & INTGR INITVS	5046	Commercial Equipment Not Elsewhere Class	VOICE TUBE FOR PHONE ACCOMODATION
					107.07	CAD	107.07	CAD							
"PARKS, FORESTRY & RECREATION"	1897-13	03-07-2012	03-08-2012	PARLIAMENT BUILDING SU	66.61	CAD	66.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	FAST POST MIX
"PARKS, FORESTRY & RECREATION"	1897-14	03-07-2012	03-08-2012	PARLIAMENT BUILDING SU	20.34	CAD	20.34	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	DRILL BITS
					86.95	CAD	86.95	CAD							
"PARKS, FORESTRY & RECREATION"	1884-30	02-29-2012	03-01-2012	LOWES #02494*	39.26	CAD	39.26	CAD	****	MULTIPLE G/L ACCOUNTS USED	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1895-22	03-05-2012	03-07-2012	THE HOME DEPOT #7001	51.97	CAD	51.97	CAD	2710	GENERAL HARDWARE	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	SLATE BAR
"PARKS, FORESTRY & RECREATION"	1897-15	03-06-2012	03-08-2012	THE HOME DEPOT #7027	436.14	CAD	436.14	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS C	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1898-32	03-07-2012	03-09-2012	BRAFASCO / SCARBOROUGH	71.11	CAD	71.11	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi	DISPOSABLE WHITE COVERALLS
