Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre/ WBS Element / Order	Cost Centre/ WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	4254-39	2016-10-18	2016-10-20	COOPER EQUIPMENT RENTA	500.00	CAD	500.00	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	"SCARIFIER GAS 8"""
"PARKS, FORESTRY & RECREATION"	4254-40	2016-10-18	2016-10-20	COOPER EQUIPMENT RENTA	-182.72	CAD	-182.72	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	"SCARIFIER GAS 8"" (RETURN)"
"PARKS, FORESTRY & RECREATION"	4263-37	2016-10-25	2016-10-26	RONA # 55340	90.35	CAD	90.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00267	E-NORTH1-TURF&HORT	5251	Hardware Stores	FOAM TUBE
"PARKS, FORESTRY & RECREATION"	4266-51	2016-10-26	2016-10-28	LAFARGE FRANCESCHINI B	46.78	CAD	46.78	CAD	2770	GRAVEL	P00267	E-NORTH1-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	CRUSHER RUN
"PARKS, FORESTRY & RECREATION"	4266-52	2016-10-26	2016-10-28	LAFARGE FRANCESCHINI B	60.57	CAD	60.57	CAD	2770	GRAVEL	P00267	E-NORTH1-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	20 OMM CRUSHER RUN
"PARKS, FORESTRY & RECREATION"	4266-53	2016-10-26	2016-10-28	LAFARGE FRANCESCHINI B	90.40	CAD	90.40	CAD	2770	GRAVEL	P00267	E-NORTH1-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	20 OMM CRUSHER RUN
"PARKS, FORESTRY & RECREATION"	4266-54	2016-10-27	2016-10-28	LOWES #02494*	37.28	CAD	37.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	11 UV BLACK 50LB CBL TIE BAG/500
"PARKS, FORESTRY & RECREATION"	4266-55	2016-10-27	2016-10-28	ARMTEC 820020	227.75	CAD	227.75	CAD	2715	PAINT SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SEALER
"PARKS, FORESTRY & RECREATION"	4269-45	2016-10-27	2016-10-31	THE HOME DEPOT #7136	87.45	CAD	87.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  DUCT KNIFE
"PARKS, FORESTRY & RECREATION"	4269-46	2016-10-28	2016-10-31	LOWES #02494*	111.62	CAD	111.62	CAD	2531	LUMBER	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  2X6X16 TOP CHOICE SPF
					"1,555.10"	CAD	"1,555.10"	CAD							
FIRE SERVICES	4228-58	2016-09-29	2016-10-03	THE HOME DEPOT #7012	57.53	CAD	57.53	CAD	2710	GENERAL HARDWARE	FR0046	HUSAR-FIRE	5200	Home Supply Warehouse	**MORE**  ELECTRICAL TAPE
FIRE SERVICES	4235-51	2016-10-03	2016-10-05	SNAPUP TICKETS AND ERS	441.00	CAD	441.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	FR0046	HUSAR-FIRE	7399	Business Services - Not Elsewhere Classi	REGISTRATION FOR SARSCENE 2016
FIRE SERVICES	4235-52	2016-10-04	2016-10-05	METAL SUPERMARKETS (NO	316.40	CAD	316.40	CAD	2532	STEEL	FR0046	HUSAR-FIRE	5051	Metal Service Centers and Offices	STEEL FOR GENERATOR PALLETS
FIRE SERVICES	4246-33	2016-10-12	2016-10-14	THE HOME DEPOT #7012	67.53	CAD	67.53	CAD	2715	PAINT SUPPLIES	FR0046	HUSAR-FIRE	5200	Home Supply Warehouse	**MORE**  PAINT - TRMCLD 340G
FIRE SERVICES	4249-65	2016-10-14	2016-10-17	ATS GROUP	56.00	CAD	56.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	FR0046	HUSAR-FIRE	4121	Limousines and Taxicabs	TRANSPORTATION FOR SARSCENE CONFERENCE
FIRE SERVICES	4252-33	2016-10-17	2016-10-19	DELTA EDMONTON SOUTH	468.18	CAD	468.18	CAD	4210	BUSINESS TRAV - ACCOMMODATION	FR0026	HUSAR-PROVINCE	3581	Delta Hotels	ACCOMODATIONS: SARSCENE
FIRE SERVICES	4252-34	2016-10-17	2016-10-19	DELTA EDMONTON SOUTH	468.18	CAD	468.18	CAD	4210	BUSINESS TRAV - ACCOMMODATION	FR0046	HUSAR-FIRE	3581	Delta Hotels	ACCOMODATIONS: SARSCENE
					"1,874.82"	CAD	"1,874.82"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-59	2016-09-29	2016-10-03	CDN TIRE STORE #00192	11.29	CAD	11.29	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	PRUNERS
"PARKS, FORESTRY & RECREATION"	4235-53	2016-10-03	2016-10-05	CDN TIRE STORE #00192	9.03	CAD	9.03	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	UTILITY KNIFE
"PARKS, FORESTRY & RECREATION"	4238-37	2016-10-05	2016-10-07	THE HOME DEPOT #7129	11.42	CAD	11.42	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	19L-HDBUCKET
					31.74	CAD	31.74	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4234-35	2016-10-04	2016-10-04	AMAZON.CA	358.27	CAD	358.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	4816	Computer Network/Information Services	89 BOXER BRIEFS FOR HOSTEL CLIENTS IN NEED-PART 1
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4238-38	2016-10-07	2016-10-07	AMAZON.CA	45.16	CAD	45.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	4816	Computer Network/Information Services	10 BOXER BRIEFS FOR HOSTEL CLIENTS IN NEED-PART 2
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4249-66	2016-10-14	2016-10-17	PAYPAL *MISSIONEMPO	256.82	CAD	256.82	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	F01121	SEATON HOUSE PROGRAM DELIVERY	7311	Advertising Services	**MORE**  FACING THE PAIN:ENHANCING FRONT-LINE WOR
					660.25	CAD	660.25	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4228-60	2016-09-29	2016-10-03	PAYPAL *ONT SEED	25.47	CAD	25.47	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5261	Lawn and Garden Supply Stores	COVER CROP SEEDS FOR GARDEN
ECONOMIC DEVELOPMENT & CULTURE	4234-36	2016-10-03	2016-10-04	NOFRILLS JUSTIN'S #279	42.25	CAD	42.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"APPLE JUICE, BUTTER, EGGS, APPLES, PLASTIC BAGS"
ECONOMIC DEVELOPMENT & CULTURE	4234-37	2016-10-03	2016-10-04	CEDAR POINT SOAPS	134.42	CAD	134.42	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RETAIL-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	SOAP FOR RESALE
ECONOMIC DEVELOPMENT & CULTURE	4235-54	2016-10-04	2016-10-05	UNFI GROCERY CENTRAL	344.07	CAD	344.07	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RETAIL-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	CHIPS FOR GIFT SHOP
ECONOMIC DEVELOPMENT & CULTURE	4238-39	2016-10-06	2016-10-07	NOFRILLS CARLO'S #3925	29.39	CAD	29.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"SHORTENING, PARCHMENT PAPER, MOLASSES, EGGS, ETC."
ECONOMIC DEVELOPMENT & CULTURE	4239-51	2016-10-06	2016-10-11	AMBROSIA THORNHILL INC	35.98	CAD	35.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BULK SUGAR
ECONOMIC DEVELOPMENT & CULTURE	4249-67	2016-10-14	2016-10-17	NORTHERN HARDWOOD INC	"1,011.35"	CAD	"1,011.35"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5211	"Building Materials, Lumber Stores"	FIREWOOD
ECONOMIC DEVELOPMENT & CULTURE	4249-68	2016-10-15	2016-10-17	NOFRILLS JUSTIN'S #279	14.82	CAD	14.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"MILK, BLEACH, POLY BASKET FILTER, SUNLIGHT SOAP"
ECONOMIC DEVELOPMENT & CULTURE	4258-49	2016-10-20	2016-10-24	TTC ST ANDREW STATION	29.00	CAD	29.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	4789	Transportation Services-Not Elsewhere Cl	TOKENS
ECONOMIC DEVELOPMENT & CULTURE	4258-50	2016-10-22	2016-10-24	LOBLAWS #1010	32.37	CAD	32.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"APPLE JUICE, CURRY POWDER, MOLASSES, APPLIE, ETC."
ECONOMIC DEVELOPMENT & CULTURE	4258-51	2016-10-22	2016-10-24	NOFRILLS JUSTIN'S #279	77.73	CAD	77.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"LARD, BAY LEAF, VANILLA EXTRACT, YEAST, BUTTER,"
ECONOMIC DEVELOPMENT & CULTURE	4265-43	2016-10-25	2016-10-27	ROYAL ANTIQUE RUGS	"1,785.40"	CAD	"1,785.40"	CAD	4469	C. SRV -CARPET CLEAN	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7217	Carpet and Upholstery Cleaning	CARPET CLEANING
ECONOMIC DEVELOPMENT & CULTURE	4265-44	2016-10-26	2016-10-27	NOFRILLS JUSTIN'S #279	79.18	CAD	79.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"RELISH, TUNA, BUTTER, MAYO, CRANBERRIES, ETC."
ECONOMIC DEVELOPMENT & CULTURE	4265-45	2016-10-26	2016-10-27	COSTCO WHOLESALE W159	131.55	CAD	131.55	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0070	HS-MH-EDUCATION/OUTRCH-GIBSON HOU	5300	Wholesale Clubs	GROCERIES FOR JAM MAKING
ECONOMIC DEVELOPMENT & CULTURE	4269-47	2016-10-28	2016-10-31	LOBLAWS #1010	3.98	CAD	3.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BUTTER
ECONOMIC DEVELOPMENT & CULTURE	4269-48	2016-10-28	2016-10-31	GERVAIS PARTY   TENT R	171.76	CAD	171.76	CAD	4590	RENTAL - OTHER	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7394	"Equipment Rental and Leasing Services, F"	TABLECLOTH RENTAL
					"3,948.72"	CAD	"3,948.72"	CAD							
LEGAL SERVICES	4245-36	2016-10-11	2016-10-13	LAB RELATIONS BOARD	250.00	CAD	250.00	CAD	4128	COURT FEES	LL5603	CAO	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4255-50	2016-10-19	2016-10-21	LAB RELATIONS BOARD	250.00	CAD	250.00	CAD	4128	COURT FEES	LL5603	CAO	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-49	2016-10-27	2016-10-31	SERVICEONTARIO - RETAI	12.00	CAD	12.00	CAD	4128	COURT FEES	LL5603	CAO	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
					512.00	CAD	512.00	CAD							
"PARKS, FORESTRY & RECREATION"	4254-41	2016-10-19	2016-10-20	CUSTOM DOOR   LOCK SER	401.20	CAD	401.20	CAD	3080	M & E - HAND TOOLS	P00271	E-SOUTH1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	4 HEAVY DUTY LOCKS FOR STORAGE BIN
					401.20	CAD	401.20	CAD							
LEGAL SERVICES	4228-61	2016-09-29	2016-10-03	ATG NORTH YORK SCC	40.00	CAD	40.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4228-62	2016-09-30	2016-10-03	ATG-TORONTO CIVIL INTA	144.00	CAD	144.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4235-55	2016-10-03	2016-10-05	ATG-TORONTO CIVIL INTA	144.00	CAD	144.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4235-56	2016-10-03	2016-10-05	ATG-TORONTO CIVIL INTA	288.00	CAD	288.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4237-30	2016-10-04	2016-10-06	ATG NORTH YORK SCC	301.00	CAD	301.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4237-31	2016-10-04	2016-10-06	ATG-TORONTO CIVIL INTA	181.00	CAD	181.00	CAD	4128	COURT FEES	LL5803	BOARD OF GOV OF EXHIBITION PLACE	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4238-40	2016-10-05	2016-10-07	ATG-TORONTO CIVIL INTA	144.00	CAD	144.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4239-52	2016-10-06	2016-10-11	ATG NORTH YORK SCC	290.00	CAD	290.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4239-53	2016-10-06	2016-10-11	ATG NORTH YORK SCC	115.00	CAD	115.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4239-54	2016-10-07	2016-10-11	ATG-TORONTO CIVIL CRT	100.00	CAD	100.00	CAD	4128	COURT FEES	LL5903	COURT SERVICES	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4239-55	2016-10-07	2016-10-11	ATG-TORONTO CIVIL CRT	100.00	CAD	100.00	CAD	4128	COURT FEES	LL5903	COURT SERVICES	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4239-56	2016-10-07	2016-10-11	ATG-TORONTO CIVIL INTA	288.00	CAD	288.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4239-57	2016-10-07	2016-10-11	ATG-TORONTO CIVIL INTA	144.00	CAD	144.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4245-37	2016-10-11	2016-10-13	ATG NORTH YORK SCC	185.00	CAD	185.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4246-34	2016-10-12	2016-10-14	ATG-TORONTO CIVIL INTA	288.00	CAD	288.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4249-69	2016-10-14	2016-10-17	ATG-TORONTO CIVIL INTA	288.00	CAD	288.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4254-42	2016-10-18	2016-10-20	ATG NORTH YORK SCC	60.00	CAD	60.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4254-43	2016-10-18	2016-10-20	ATG-TORONTO CIVIL CRT	100.00	CAD	100.00	CAD	4128	COURT FEES	LL5202	LONG-TERM CARE-HOMES FR THE AGED	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-50	2016-10-27	2016-10-31	ATG NORTH YORK SCC	35.00	CAD	35.00	CAD	4128	COURT FEES	LL5903	COURT SERVICES	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-51	2016-10-27	2016-10-31	ATG-TORONTO CIV RECORD	122.00	CAD	122.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-52	2016-10-27	2016-10-31	ATG-TORONTO CIVIL CRT	300.00	CAD	300.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-53	2016-10-28	2016-10-31	ATG TORONTO - DIV. COU	102.00	CAD	102.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-54	2016-10-28	2016-10-31	ATG-TORONTO CIVIL CRT	100.00	CAD	100.00	CAD	4128	COURT FEES	LL5204	SOCIAL SERVICES & EMPLOYMENT	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
LEGAL SERVICES	4269-55	2016-10-28	2016-10-31	ATG-TORONTO CIVIL INTA	288.00	CAD	288.00	CAD	4128	COURT FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES
					"4,147.00"	CAD	"4,147.00"	CAD							
"PARKS, FORESTRY & RECREATION"	4238-41	2016-10-06	2016-10-07	PRINCESS AUTO LTD ONLI	"1,499.28"	CAD	"1,499.28"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	CASTER WHEELS
"PARKS, FORESTRY & RECREATION"	4239-58	2016-10-07	2016-10-11	IMPACT TOOLS   SUPPLIE	337.87	CAD	337.87	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQUIP	5599	"Miscellaneous Automotive, Aircraft, and"	DRILL/DRIVER
"PARKS, FORESTRY & RECREATION"	4242-15	2016-10-11	2016-10-12	BELL TV	70.68	CAD	70.68	CAD	4441	CONTRACTED SERVICES - CABLE TV	P00914	KIPLING YD-YARD OPERNS	4812	Telecommunication Equipment Including Te	MONTHLY SERVICE
"PARKS, FORESTRY & RECREATION"	4252-35	2016-10-18	2016-10-19	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	P00906	KIPLING YD-TRADES	1799	"Contractors, Special Trade - Not Elsewhe"	TECH CERT
					"2,007.83"	CAD	"2,007.83"	CAD							
"PARKS, FORESTRY & RECREATION"	4250-20	2016-10-14	2016-10-18	CDN TIRE STORE #00264	63.70	CAD	63.70	CAD	2130	PARTS - MOBILE EQUIPMENT	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	DIESEL PREMIXED FOR CASE LOADER
"PARKS, FORESTRY & RECREATION"	4258-52	2016-10-20	2016-10-24	CDN TIRE STORE #00264	84.93	CAD	84.93	CAD	2130	PARTS - MOBILE EQUIPMENT	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	DIESEL PREMIXED FOR CASE LOADER
"PARKS, FORESTRY & RECREATION"	4269-56	2016-10-28	2016-10-31	THE HOME DEPOT #7012	57.43	CAD	57.43	CAD	2710	GENERAL HARDWARE	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	**MORE**  MG OC BM
					206.06	CAD	206.06	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4255-51	2016-10-19	2016-10-21	IBERIA	44.17	CAD	30.00	EUR	4230	BUSINESS TRAV - OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	3102	Iberia	BAGGAGE FEE
ECONOMIC DEVELOPMENT & CULTURE	4263-38	2016-10-24	2016-10-26	IBERIA	44.28	CAD	30.00	EUR	4230	BUSINESS TRAV - OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	3102	Iberia	BAGGAGE FEE
					88.45	CAD	60.00	EUR							
TORONTO WATER	4249-70	2016-10-13	2016-10-17	THE HOME DEPOT #7012	335.04	CAD	335.04	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	WATER 24 PK
					335.04	CAD	335.04	CAD							
EMPLOYMENT & SOCIAL SERVICES	4238-42	2016-10-06	2016-10-07	NOFRILLS SHERIFFS 270	84.71	CAD	84.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5411	"Grocery Stores, Supermarkets"	NW INVESTING IN FAMILIES RECRUITING EVENT 10/12/16
EMPLOYMENT & SOCIAL SERVICES	4238-43	2016-10-06	2016-10-07	FOOD BASICS #689	108.76	CAD	108.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5411	"Grocery Stores, Supermarkets"	NW INVESTING IN FAMILIES RECRUITING EVENT 10/12/16
EMPLOYMENT & SOCIAL SERVICES	4258-53	2016-10-21	2016-10-24	NOFRILLS SHERIFFS 270	31.79	CAD	31.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-CUSTOMER SERVICE SESSION 10/21/16
EMPLOYMENT & SOCIAL SERVICES	4266-56	2016-10-27	2016-10-28	FORTINO'S (QUEEN'S PLA	198.34	CAD	198.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5411	"Grocery Stores, Supermarkets"	TRANSIT AMMBASSADOR HIRING EVENT 10/28/16
					423.60	CAD	423.60	CAD							
FIRE SERVICES	4245-38	2016-10-12	2016-10-13	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0008	FIRE SAFETY EDUCATION	7523	Automobile Parking Lots and Garages	PARKING EXPENSE
FIRE SERVICES	4252-36	2016-10-17	2016-10-19	UNIT PARK	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0008	FIRE SAFETY EDUCATION	7523	Automobile Parking Lots and Garages	PARKING EXPENSE
FIRE SERVICES	4252-37	2016-10-18	2016-10-19	IMPARK00090076A	17.00	CAD	17.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0008	FIRE SAFETY EDUCATION	7523	Automobile Parking Lots and Garages	PARKING EXPENSE
					35.00	CAD	35.00	CAD							
TORONTO PARAMEDIC SERVICES	4246-35	2016-10-13	2016-10-14	TORONTO PARKING AUTHOR	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING
					14.00	CAD	14.00	CAD							
"PARKS, FORESTRY & RECREATION"	4239-59	2016-10-07	2016-10-11	WALMART #1150	57.53	CAD	57.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12727	RS-TOR ISL-FITNESS - INSTRUCTIONAL	5310	Discount Stores	BINS FOR STORAGE
					57.53	CAD	57.53	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4235-57	2016-10-03	2016-10-05	CDN TIRE STORE #00654	15.81	CAD	15.81	CAD	2710	GENERAL HARDWARE	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5200	Home Supply Warehouse	HEX KEYS
ECONOMIC DEVELOPMENT & CULTURE	4246-36	2016-10-12	2016-10-14	CDN TIRE STORE #00070	111.59	CAD	111.59	CAD	2710	GENERAL HARDWARE	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5200	Home Supply Warehouse	ANTI FREEZE AND SPRAY NINE
ECONOMIC DEVELOPMENT & CULTURE	4255-52	2016-10-19	2016-10-21	CDN TIRE STORE #00070	20.33	CAD	20.33	CAD	2575	ELECTRICAL SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	LAMP
ECONOMIC DEVELOPMENT & CULTURE	4261-23	2016-10-24	2016-10-25	POWERTRADE ELECTRIC LT	101.70	CAD	101.70	CAD	2575	ELECTRICAL SUPPLIES	AH0023	CD-AM-FACILITY MGMT-TODMORDEN	5251	Hardware Stores	LIGHT BULBS
ECONOMIC DEVELOPMENT & CULTURE	4269-57	2016-10-27	2016-10-31	DAFCO FILTRATION GROUP	118.58	CAD	118.58	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5085	Industrial Supplies Not Elsewhere Classi	FILTERS
					368.01	CAD	368.01	CAD							
EMPLOYMENT & SOCIAL SERVICES	4235-58	2016-10-04	2016-10-05	METRO #35	51.97	CAD	51.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01204	KENNEDY -ADMIN	5411	"Grocery Stores, Supermarkets"	TABLES FOR WORKFORCE DEVELOPMENT EVENT 10/21/2016
