Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose		
PUBLIC HEALTH	4084-72	2016-06-23	2016-06-27	LIFELABS LP - H.O	30.00	CAD	30.00	CAD	4124	MEDICAL REPORTS	PH4021	TUBERCULOSIS PROGRAM	8099	"Health Practitioners, Medical Services -"	LAB TEST		
PUBLIC HEALTH	4088-65	2016-06-28	2016-06-29	O/P PHARMACY -SUNNYBRO	112.51	CAD	112.51	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	8062	Hospitals	PRESCRIPTION		
PUBLIC HEALTH	4090-65	2016-06-28	2016-06-30	SCARBOROUGH GRACE DQDS	591.52	CAD	591.52	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION		
					"2,106.41"	CAD	"2,106.41"	CAD									
"PARKS, FORESTRY & RECREATION"	4049-53	2016-06-01	2016-06-03	WAL-MART # 3740	34.44	CAD	34.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08499	THISTLETOWN SC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CANDIES FOR VOLUNTEER LUNCHEON		
					34.44	CAD	34.44	CAD									
"PARKS, FORESTRY & RECREATION"	4047-39	2016-05-31	2016-06-02	THE HOME DEPOT #7002	36.07	CAD	36.07	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	TRANSPLANTER		
"PARKS, FORESTRY & RECREATION"	4047-40	2016-05-31	2016-06-02	THE HOME DEPOT #7011	42.21	CAD	42.21	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	TROWEL		
"PARKS, FORESTRY & RECREATION"	4047-41	2016-05-31	2016-06-02	THE HOME DEPOT #7114	124.70	CAD	124.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  GARDEN HOSE		
"PARKS, FORESTRY & RECREATION"	4051-59	2016-06-03	2016-06-06	HUMBER NURSERIES LTD.	101.67	CAD	101.67	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	STIRUP HOSE		
"PARKS, FORESTRY & RECREATION"	4059-38	2016-06-09	2016-06-10	OMNIFLEX HOSE   EQUIPM	175.91	CAD	175.91	CAD	2110	PARTS - FURNITURE & FIXTURES	P12754	W-NORTH-N-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE AND FITTINGS		
"PARKS, FORESTRY & RECREATION"	4059-39	2016-06-09	2016-06-10	OMNIFLEX HOSE   EQUIPM	38.13	CAD	38.13	CAD	2110	PARTS - FURNITURE & FIXTURES	P12754	W-NORTH-N-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE AND FITTINGS		
"PARKS, FORESTRY & RECREATION"	4064-71	2016-06-09	2016-06-13	JJ DOWNS INDUSTRIAL	659.55	CAD	659.55	CAD	2110	PARTS - FURNITURE & FIXTURES	P12754	W-NORTH-N-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	PIPE FITTINGS		
"PARKS, FORESTRY & RECREATION"	4068-37	2016-06-13	2016-06-15	THE HOME DEPOT #7114	95.28	CAD	95.28	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  GARDEN HOSE		
"PARKS, FORESTRY & RECREATION"	4070-50	2016-06-15	2016-06-16	BOLTS PLUS	198.90	CAD	198.90	CAD	2665	PROTECTIVE CLOTHING	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	FACE SHIELDS/ DUST MASK		
"PARKS, FORESTRY & RECREATION"	4082-41	2016-06-23	2016-06-24	KOOY BROS LAWN	340.42	CAD	340.42	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	STRING TRIM LINE		
"PARKS, FORESTRY & RECREATION"	4084-73	2016-06-23	2016-06-27	THE HOME DEPOT #7114	52.35	CAD	52.35	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  LAG BOLT		
					"1,865.19"	CAD	"1,865.19"	CAD									
EMPLOYMENT & SOCIAL SERVICES	4045-47	2016-05-31	2016-06-01	COSTCO WHOLESALE W524	60.36	CAD	60.36	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01202	ATTWELL-ADMIN	5300	Wholesale Clubs	REFRESHMENT FOR WELLNESS EVENT		
EMPLOYMENT & SOCIAL SERVICES	4045-48	2016-05-31	2016-06-01	FOOD BASICS #878	42.06	CAD	42.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENT FOR WELLNESS EVENT		
EMPLOYMENT & SOCIAL SERVICES	4059-40	2016-06-10	2016-06-10	WOMENS COL HOSP	270.07	CAD	270.07	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01202	ATTWELL-ADMIN	8398	"Organizations, Charitable and Social Ser"	REG FEES:TRAUMA TALKS JUNE 10/2016		
EMPLOYMENT & SOCIAL SERVICES	4078-44	2016-06-20	2016-06-22	OTEC	"1,559.40"	CAD	"1,559.40"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	C01202	ATTWELL-ADMIN	8299	Educational Services	SERVICE EXCELLENCE PARTICIPANT PACKAGES		
					"1,931.89"	CAD	"1,931.89"	CAD									
"PARKS, FORESTRY & RECREATION"	4047-42	2016-06-01	2016-06-02	RCSS SCARBOROUGH #2809	44.47	CAD	44.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR KIDS IN THE KITCHEN		
"PARKS, FORESTRY & RECREATION"	4076-31	2016-06-20	2016-06-21	RCSS SCARBOROUGH #2809	13.96	CAD	13.96	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P06663	BIRKDALE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"NAPKINS,FORKS, PLATES"		
"PARKS, FORESTRY & RECREATION"	4078-45	2016-06-20	2016-06-22	CDN TIRE STORE #00264	13.55	CAD	13.55	CAD	2575	ELECTRICAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5200	Home Supply Warehouse	LIGHT BULBS FOR BIRKDALE CC		
"PARKS, FORESTRY & RECREATION"	4078-46	2016-06-21	2016-06-22	COSTCO WHOLESALE W537	90.36	CAD	90.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06663	BIRKDALE-PRGM SUPPORT	5300	Wholesale Clubs	"VEGGIE TRAY,FRUIT TRAY-INFO MEETING JUNE 22"		
"PARKS, FORESTRY & RECREATION"	4078-47	2016-06-21	2016-06-22	RCSS SCARBOROUGH #2809	9.62	CAD	9.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06663	BIRKDALE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COFFEE, TEA"		
					171.96	CAD	171.96	CAD									
FACILITIES MANAGEMENT DIVISON	4059-41	2016-06-08	2016-06-10	PRAXAIR #756	495.75	CAD	495.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	7692	Welding Repair	FIRE BLANKETS		
FACILITIES MANAGEMENT DIVISON	4064-72	2016-06-10	2016-06-13	THE HOME DEPOT #7012	79.80	CAD	79.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	**MORE**  TAPE		
FACILITIES MANAGEMENT DIVISON	4066-27	2016-06-10	2016-06-14	CDN TIRE STORE #00030	315.41	CAD	315.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	SUNSCREEN/BUG SPRAY		
					890.96	CAD	890.96	CAD									
EMPLOYMENT & SOCIAL SERVICES	4070-51	2016-06-15	2016-06-16	DOMINOS PIZZA 10460	194.18	CAD	194.18	CAD	4995	OTHER EXPENSES	C01253	EMPLOYMENT INNOVATIONS REGENT PARK	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS-OW YOUTH EMPLOYMENT WORKSHOP JUN15/16		
EMPLOYMENT & SOCIAL SERVICES	4078-48	2016-06-21	2016-06-22	LOBLAW MLG #1007	66.84	CAD	66.84	CAD	4995	OTHER EXPENSES	C01210	WELLESLEY PLACE  ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-S.DISTRICT & WPESS MEETING JUNE22/16		
					261.02	CAD	261.02	CAD									
EMPLOYMENT & SOCIAL SERVICES	4047-43	2016-05-31	2016-06-02	WAL-MART #1139	7.44	CAD	7.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR WELLNESS BBQ		
EMPLOYMENT & SOCIAL SERVICES	4047-44	2016-06-01	2016-06-02	DOWNSVIEW CLEANERS	113.00	CAD	113.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	7216	Dry Cleaners	CLEANING OF TABLE CLOTHS (5)		
EMPLOYMENT & SOCIAL SERVICES	4047-45	2016-06-01	2016-06-02	DOWNSVIEW CLEANERS	135.60	CAD	135.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	7216	Dry Cleaners	CLEANING OF TABLE CLOTHS(6)		
EMPLOYMENT & SOCIAL SERVICES	4049-54	2016-06-01	2016-06-03	WAL-MART #1139	11.32	CAD	11.32	CAD	2010	STATIONERY AND OFFICE SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	DAY PLANNER		
EMPLOYMENT & SOCIAL SERVICES	4053-34	2016-06-06	2016-06-07	COPPA'S FRESH MARKET	19.96	CAD	19.96	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR STAFF RECOGNITION EVENT JUNE 6/16		
EMPLOYMENT & SOCIAL SERVICES	4054-36	2016-06-06	2016-06-08	WAL-MART #1139	7.88	CAD	7.88	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR STAFF RECOGNITION EVENT JUNE 6/16		
EMPLOYMENT & SOCIAL SERVICES	4054-37	2016-06-07	2016-06-08	COPPA'S FRESH MARKET	9.98	CAD	9.98	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR STAFF RECOGNITION EVENT JUNE 6/16		
EMPLOYMENT & SOCIAL SERVICES	4057-47	2016-06-07	2016-06-09	WAL-MART #1139	8.96	CAD	8.96	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	DISH SOAP FOR THE OFFICE KITCHEN		
EMPLOYMENT & SOCIAL SERVICES	4076-32	2016-06-20	2016-06-21	COSTCO WHOLESALE W535	48.16	CAD	48.16	CAD	4995	OTHER EXPENSES	C01258	INVESTING IN FAMILIES	5300	Wholesale Clubs	REFRESHMENTS-INVESTING IN FAMILIES EVENT JUN24/16		
EMPLOYMENT & SOCIAL SERVICES	4082-42	2016-06-23	2016-06-24	COPPA'S FRESH MARKET	9.98	CAD	9.98	CAD	4995	OTHER EXPENSES	C01258	INVESTING IN FAMILIES	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-INVESTING IN FAMILIES EVENT JUN24/16		
EMPLOYMENT & SOCIAL SERVICES	4090-66	2016-06-29	2016-06-30	PARTY CITY #2001	7.90	CAD	7.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5947	"Card, Gift, Novelty, and Souvenir Shops"	4 PAIRS COTTON GLOVES FOR FILING AND HANDLING DOCS		
					380.18	CAD	380.18	CAD									
EMPLOYMENT & SOCIAL SERVICES	4054-38	2016-06-06	2016-06-08	GROCERY GATEWAY	200.00	CAD	200.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01219	METRO HALL-ADMIN	5411	"Grocery Stores, Supermarkets"	"INVESTING IN FAMILIES""LET'S TALK""-MAY20,27&JUN3/16"		
EMPLOYMENT & SOCIAL SERVICES	4057-48	2016-06-07	2016-06-09	GROCERY GATEWAY	158.19	CAD	158.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01219	METRO HALL-ADMIN	5411	"Grocery Stores, Supermarkets"	"INVESTING IN FAMILIES""LET'S TALK""-MAY20,27&JUN3/16"		
EMPLOYMENT & SOCIAL SERVICES	4059-42	2016-06-09	2016-06-10	MEDICAL MART SUPPLIES	127.81	CAD	127.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01219	METRO HALL-ADMIN	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HAND SANITIZER		
					486.00	CAD	486.00	CAD									
"PARKS, FORESTRY & RECREATION"	4054-39	2016-06-06	2016-06-08	NEMATO CORP LP	"2,467.34"	CAD	"1,900.00"	USD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	PLUMBING SUPPLIES		
					"2,467.34"	CAD	"1,900.00"	USD									
EMPLOYMENT & SOCIAL SERVICES	4045-49	2016-05-31	2016-06-01	COSTCO WHOLESALE W537	98.33	CAD	98.33	CAD	4820	BUSINESS MEETING EXPENSES	C01274	CONSILIUM PLACE-ADMIN	5300	Wholesale Clubs	WELLNESS WRAP UP		
EMPLOYMENT & SOCIAL SERVICES	4045-50	2016-05-31	2016-06-01	FRESHCO #9864	45.20	CAD	45.20	CAD	4820	BUSINESS MEETING EXPENSES	C01274	CONSILIUM PLACE-ADMIN	5411	"Grocery Stores, Supermarkets"	WELLNESS WRAP UP		
EMPLOYMENT & SOCIAL SERVICES	4047-46	2016-06-01	2016-06-02	FRESHCO #9864	14.93	CAD	14.93	CAD	4820	BUSINESS MEETING EXPENSES	C01274	CONSILIUM PLACE-ADMIN	5411	"Grocery Stores, Supermarkets"	WELLNESS WRAP UP		
					158.46	CAD	158.46	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4057-49	2016-06-08	2016-06-09	LE BARON OUTDOOR PRDTS	38.36	CAD	38.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5941	Sporting Goods Stores	MUSKET CLEANING EQUIPMENT		
ECONOMIC DEVELOPMENT & CULTURE	4057-50	2016-06-08	2016-06-09	TANDY LEATHER FACTORY	37.27	CAD	37.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5948	Leather Goods and Luggage Stores	LEATHER PURCHASES		
ECONOMIC DEVELOPMENT & CULTURE	4080-42	2016-06-22	2016-06-23	PRINCESS AUTO #36	68.33	CAD	68.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5085	Industrial Supplies Not Elsewhere Classi	METAL POLISH		
ECONOMIC DEVELOPMENT & CULTURE	4082-43	2016-06-22	2016-06-24	HONEST EDS LIMITED	101.59	CAD	101.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5311	Department Stores	LEATHER POLISH		
					245.55	CAD	245.55	CAD									
"PARKS, FORESTRY & RECREATION"	4051-60	2016-06-02	2016-06-06	WAL-MART # 3740	75.73	CAD	75.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	FOOD - TRAINING		
"PARKS, FORESTRY & RECREATION"	4053-35	2016-06-06	2016-06-07	DOLLAR TREE CANADA STO	72.04	CAD	72.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5331	Variety Stores	"STICKERS, BEADS"		
"PARKS, FORESTRY & RECREATION"	4054-40	2016-06-06	2016-06-08	WAL-MART #1004	61.91	CAD	61.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"STREAMERS, TABLECOVERS"		
"PARKS, FORESTRY & RECREATION"	4054-41	2016-06-06	2016-06-08	WAL-MART #1004	2.49	CAD	2.49	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	PHOTOS		
"PARKS, FORESTRY & RECREATION"	4070-52	2016-06-13	2016-06-16	WAL-MART # 3740	139.87	CAD	139.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"FRISBEES, FOIL, PIE PANS"		
"PARKS, FORESTRY & RECREATION"	4074-55	2016-06-17	2016-06-20	DOLLAR TREE CANADA STO	22.55	CAD	22.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5331	Variety Stores	"SEWING KIT, PAPER CUTOUTS, BRISTOL BOARDS"		
"PARKS, FORESTRY & RECREATION"	4076-33	2016-06-17	2016-06-21	CDN TIRE STORE #00119	153.62	CAD	153.62	CAD	3320	FIXTURES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	SHELVING FOR EQUIPMENT TRAILERS		
"PARKS, FORESTRY & RECREATION"	4084-74	2016-06-23	2016-06-27	WAL-MART # 3740	136.75	CAD	136.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	ADVVENTURE AND SPORTS CAMP SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4084-75	2016-06-23	2016-06-27	WAL-MART # 3740	121.03	CAD	121.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"SALAD DRESSING, TORTILLAS, FLOUR"		
"PARKS, FORESTRY & RECREATION"	4086-44	2016-06-27	2016-06-28	FORTINO'S (QUEEN'S PLA	274.32	CAD	274.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"SALSA SAUCE,LETTUCE,BANANAS,CLEMENTINES"		
"PARKS, FORESTRY & RECREATION"	4086-45	2016-06-27	2016-06-28	NOFRILLS SHERIFFS 270	97.88	CAD	97.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"CINNAMON,EGGS,CARROTS, CILANTRO'"		
"PARKS, FORESTRY & RECREATION"	4088-66	2016-06-27	2016-06-29	CDN TIRE STORE #00294	81.33	CAD	81.33	CAD	2610	KITCHEN SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	"LARGE ROASTER, SKEWERS FOR CLAIRVILLE CAMP"		
					"1,239.52"	CAD	"1,239.52"	CAD									
FACILITIES MANAGEMENT DIVISON	4045-51	2016-05-31	2016-06-01	THE MASTER GROUP REXDA	399.76	CAD	399.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61335156	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS		
FACILITIES MANAGEMENT DIVISON	4053-36	2016-06-06	2016-06-07	APPLIED INDUSTRIAL TEC	414.79	CAD	414.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61336797	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS		
					814.55	CAD	814.55	CAD									
"PARKS, FORESTRY & RECREATION"	4047-47	2016-05-31	2016-06-02	THE HOME DEPOT #7073	332.02	CAD	332.02	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	PAINT		
"PARKS, FORESTRY & RECREATION"	4059-43	2016-06-08	2016-06-10	THE HOME DEPOT #7073	160.15	CAD	160.15	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SANDER		
					492.17	CAD	492.17	CAD									
TORONTO PARAMEDIC SERVICES	4045-52	2016-05-31	2016-06-01	APL* ITUNES.COM/BILL	39.54	CAD	39.54	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	ITUNES APP		
TORONTO PARAMEDIC SERVICES	4066-28	2016-06-13	2016-06-14	STANDARD PARKING 99679	25.00	CAD	25.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - MEETING SIMCOE AREA GROUP		
TORONTO PARAMEDIC SERVICES	4072-52	2016-06-16	2016-06-17	IMPARK00090076A	17.00	CAD	17.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - EMS PORTFOLIO REVIEW MEETING		
TORONTO PARAMEDIC SERVICES	4074-56	2016-06-17	2016-06-20	IMPARK00090432A	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - MEETING WITH PATH - COMM GROUP		
					96.54	CAD	96.54	CAD									
EMPLOYMENT & SOCIAL SERVICES	4064-73	2016-06-13	2016-06-13	WOMENS COL HOSP	270.07	CAD	270.07	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01214	HIGH PARK/PARKDALE-ADMIN	8398	"Organizations, Charitable and Social Ser"	TRAINING-TRAMA TALKS JUN10/16@WOMEN'S COLLEGE HOSP		
					270.07	CAD	270.07	CAD									
TORONTO WATER	4059-44	2016-06-08	2016-06-10	NAPA SCARBOROUGH #136	233.70	CAD	233.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5533	"Automotive Parts, Accessories Stores"	CONSUMABLE ITEMS		
TORONTO WATER	4070-53	2016-06-15	2016-06-16	PRINCESS AUTO #36	65.50	CAD	65.50	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	"DRILL BITS, SOCKET SETS"		
TORONTO WATER	4074-57	2016-06-16	2016-06-20	THE HOME DEPOT #7027	42.21	CAD	42.21	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  SCREW		
TORONTO WATER	4080-43	2016-06-21	2016-06-23	CDN TIRE STORE #00030	123.02	CAD	123.02	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	CONSUMABLE ITEMS		
TORONTO WATER	4082-44	2016-06-22	2016-06-24	BRAFASCO / SCARBOROUGH	116.44	CAD	116.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	"COUPLINGS, VALVES, PLUGS"		
TORONTO WATER	4086-46	2016-06-24	2016-06-28	CDN TIRE STORE #00030	299.24	CAD	299.24	CAD	*****	PROTECTIVE CLOTHING	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  TOOLS		
					880.11	CAD	880.11	CAD									
"PARKS, FORESTRY & RECREATION"	4084-76	2016-06-23	2016-06-27	WAL-MART # 3031	79.10	CAD	79.10	CAD	2665	PROTECTIVE CLOTHING	P12995	DROP IN AQUATICS - TEY WAD/POOL WEST	5310	Discount Stores	SOCKS		
"PARKS, FORESTRY & RECREATION"	4084-77	2016-06-23	2016-06-27	WAL-MART # 3031	45.20	CAD	45.20	CAD	2665	PROTECTIVE CLOTHING	P12994	DROP IN AQUATICS - TEY WAD/POOL NORTH 2	5310	Discount Stores	SOCKS		
"PARKS, FORESTRY & RECREATION"	4084-78	2016-06-23	2016-06-27	WAL-MART # 3031	11.30	CAD	11.30	CAD	2665	PROTECTIVE CLOTHING	P12990	DROP IN AQUATICS - TEY WAD/POOL CENTRAL	5310	Discount Stores	SOCKS		
"PARKS, FORESTRY & RECREATION"	4086-47	2016-06-24	2016-06-28	CDN TIRE STORE #00182	153.59	CAD	153.59	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12995	DROP IN AQUATICS - TEY WAD/POOL WEST	5200	Home Supply Warehouse	UMBRELLA		
"PARKS, FORESTRY & RECREATION"	4086-48	2016-06-24	2016-06-28	CDN TIRE STORE #00182	191.99	CAD	191.99	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12990	DROP IN AQUATICS - TEY WAD/POOL CENTRAL	5200	Home Supply Warehouse	UMBRELLA		
"PARKS, FORESTRY & RECREATION"	4086-49	2016-06-24	2016-06-28	CDN TIRE STORE #00182	191.99	CAD	191.99	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12994	DROP IN AQUATICS - TEY WAD/POOL NORTH 2	5200	Home Supply Warehouse	UMBRELLA		
"PARKS, FORESTRY & RECREATION"	4088-67	2016-06-27	2016-06-29	CDN TIRE STORE #00182	57.60	CAD	57.60	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12994	DROP IN AQUATICS - TEY WAD/POOL NORTH 2	5200	Home Supply Warehouse	UMBRELLA		
					730.77	CAD	730.77	CAD									
TORONTO WATER	4047-48	2016-05-31	2016-06-02	CDN TIRE STORE #00070	19.20	CAD	19.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	MEG POLISH		
TORONTO WATER	4054-42	2016-06-07	2016-06-08	CHAUNCEY BUILDERS SUPP	129.60	CAD	129.60	CAD	*****	GASOLINE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5211	"Building Materials, Lumber Stores"	**MORE**  GENERAL HARDWARE		
