Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-107	2015-01-16	2015-01-19	A BUCK OR TWO #201	49.16	CAD	49.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5310	Discount Stores	FOR CLIENT REC: 5-DOMINOES/4 CARD PACKS/1ART BOARD	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-108	2015-01-16	2015-01-19	LONG   MCQUADE LIMITED	73.41	CAD	73.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	7399	Business Services - Not Elsewhere Classi	SUPPLIES FOR MUSIC ROOM: LIGHTS/1 DUNLAP/3 D'ADDAR	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-109	2015-01-16	2015-01-19	STEVE S MUSIC STORE IN	105.06	CAD	105.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5733	"Music Stores - Musical Instruments, Pian"	3 GIG VOYAGER VGBRONZE ACCOUSTIC (CLIENT MUSIC RM)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-110	2015-01-16	2015-01-19	GO TRANSIT UNION STATI	32.00	CAD	32.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	4111	Transportation - Suburban and Local Comm	PRESTO CARD FOR CLIENT MUSIC AUDITIONS IN HAMILTON	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-111	2015-01-16	2015-01-19	GO TRANSIT UNION STATI	32.00	CAD	32.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	4111	Transportation - Suburban and Local Comm	PRESTO CARD FOR CLIENT MUSIC AUDITIONS IN HAMILTON	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-112	2015-01-16	2015-01-19	GO TRANSIT UNION STATI	32.00	CAD	32.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	4111	Transportation - Suburban and Local Comm	PRESTO CARD FOR CLIENT MUSIC AUDITIONS IN HAMILTON	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-113	2015-01-16	2015-01-19	GO TRANSIT UNION STATI	32.00	CAD	32.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	4111	Transportation - Suburban and Local Comm	PRESTO CARD FOR CLIENT MUSIC AUDITIONS IN HAMILTON	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-114	2015-01-16	2015-01-19	WAL-MART #3130	54.14	CAD	54.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	2 SETS: TABLE TENNIS(PING PONG) TABLE- HOSTEL CLIE	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3348-27	2015-01-23	2015-01-27	MOSS PARK ARENA	80.00	CAD	80.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	7999	Recreation Services (Not Elsewhere Class	1 HOUR ICE RENTAL FOR CLIENT SHINNY HOCKEY: 1/23	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3351-28	2015-01-26	2015-01-28	TM- BLUE JAYS BASEBALL	328.00	CAD	328.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	7922	Theatrical Producers (except Motion Pict	20 TICKETS FOR 4/23/15 BLUE JAYS' GAME- SH CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3355-33	2015-01-29	2015-01-30	NOFRILLS COSIMO'S #347	129.00	CAD	129.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	SNACKS/SUPPLIE FOR HOSTEL CLIENTS: SUPERBOWL PARTY	
					"1,126.77"	CAD	"1,126.77"	CAD								
LEGAL SERVICES	3323-30	2015-01-07	2015-01-08	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3323-31	2015-01-07	2015-01-08	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3323-32	2015-01-07	2015-01-08	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3323-33	2015-01-07	2015-01-08	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3323-34	2015-01-07	2015-01-08	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3325-35	2015-01-08	2015-01-09	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3325-36	2015-01-08	2015-01-09	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3325-37	2015-01-08	2015-01-09	TERANET EXPRESS	23.50	CAD	23.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3325-38	2015-01-08	2015-01-09	TERANET EXPRESS	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-37	2015-01-09	2015-01-12	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-38	2015-01-09	2015-01-12	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-39	2015-01-09	2015-01-12	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-40	2015-01-09	2015-01-12	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-41	2015-01-09	2015-01-12	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-42	2015-01-09	2015-01-12	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-43	2015-01-09	2015-01-12	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-44	2015-01-09	2015-01-12	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-45	2015-01-09	2015-01-12	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-46	2015-01-09	2015-01-12	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-47	2015-01-09	2015-01-12	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-48	2015-01-09	2015-01-12	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3327-49	2015-01-09	2015-01-12	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-70	2015-01-14	2015-01-15	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-71	2015-01-14	2015-01-15	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-72	2015-01-14	2015-01-15	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-73	2015-01-14	2015-01-15	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0007	LITIGATION-GENERAL-CITY HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-74	2015-01-14	2015-01-15	TERANET EXPRESS	21.00	CAD	21.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-75	2015-01-14	2015-01-15	TERANET EXPRESS	21.50	CAD	21.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-76	2015-01-14	2015-01-15	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-77	2015-01-14	2015-01-15	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-78	2015-01-14	2015-01-15	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3333-79	2015-01-14	2015-01-15	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0007	LITIGATION-GENERAL-CITY HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3335-64	2015-01-15	2015-01-16	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3335-65	2015-01-15	2015-01-16	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3335-66	2015-01-15	2015-01-16	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3337-115	2015-01-16	2015-01-19	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3337-116	2015-01-16	2015-01-19	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-33	2015-01-21	2015-01-22	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-34	2015-01-21	2015-01-22	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-35	2015-01-21	2015-01-22	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-36	2015-01-21	2015-01-22	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-37	2015-01-21	2015-01-22	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-38	2015-01-21	2015-01-22	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-39	2015-01-21	2015-01-22	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-40	2015-01-21	2015-01-22	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-41	2015-01-21	2015-01-22	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-42	2015-01-21	2015-01-22	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-43	2015-01-21	2015-01-22	TERANET EXPRESS	37.00	CAD	37.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3342-44	2015-01-21	2015-01-22	TERANET EXPRESS	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3345-37	2015-01-22	2015-01-23	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3345-38	2015-01-22	2015-01-23	TERANET EXPRESS	80.00	CAD	80.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3345-39	2015-01-22	2015-01-23	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3347-39	2015-01-23	2015-01-26	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3353-41	2015-01-28	2015-01-29	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3353-42	2015-01-28	2015-01-29	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3353-43	2015-01-28	2015-01-29	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3353-44	2015-01-28	2015-01-29	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3353-45	2015-01-28	2015-01-29	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3355-34	2015-01-29	2015-01-30	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3355-35	2015-01-29	2015-01-30	TERANET EXPRESS	40.00	CAD	40.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3355-36	2015-01-29	2015-01-30	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3355-37	2015-01-29	2015-01-30	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
					549.00	CAD	549.00	CAD								
FIRE SERVICES	3331-57	2015-01-13	2015-01-14	ONT ASSOC OF FIRECHIEF	555.96	CAD	555.96	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	8699	"Organizations, Membership - Not Elsewher"	OAFC - LABOUR RELATIONS SEMINAR	
					555.96	CAD	555.96	CAD								
ACCOUNTING SERVICES 	3327-50	2015-01-08	2015-01-12	HUMAN RESOURSES PROFES	"1,751.50"	CAD	"1,751.50"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FS0024	COMM&NEIGHBOURHOOD SVC-ACCOUNTS PAY	8999	Professional Services - Not Elsewhere Cl	HRPA ANNUAL CONFERENCE	
ACCOUNTING SERVICES 	3337-117	2015-01-17	2015-01-19	YMCA GREATER -JOHN ST	40.57	CAD	40.57	CAD	4820	BUSINESS MEETING EXPENSES	FS0022	ACCTG SVCS-OFFICE OF THE DIRECTOR	8398	"Organizations, Charitable and Social Ser"	COFFEE FOR ICE STORM TEAM	
ACCOUNTING SERVICES 	3353-46	2015-01-27	2015-01-29	YMCA GREATER -JOHN ST	42.26	CAD	42.26	CAD	4820	BUSINESS MEETING EXPENSES	FS0022	ACCTG SVCS-OFFICE OF THE DIRECTOR	8398	"Organizations, Charitable and Social Ser"	COFFEE FOR MUNICIPAL REPORTING GROUP MEETING	
ACCOUNTING SERVICES 	3353-47	2015-01-27	2015-01-29	SAP CANADA	801.17	CAD	801.17	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FS0032	FINANCIAL SYSTEMS&POLICY-FINCL SYSTEMS	5734	Computer Software Stores	ONLINE LEARNING COURSE	
					"2,635.50"	CAD	"2,635.50"	CAD								
TORONTO WATER	3335-67	2015-01-15	2015-01-16	PRINCESS AUTO #36	513.05	CAD	513.05	CAD	*****	ELECTRICAL SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  VARIOUS TOOLS	
TORONTO WATER	3337-118	2015-01-16	2015-01-19	PRINCESS AUTO	35.10	CAD	35.10	CAD	2575	ELECTRICAL SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS ELECTRICAL	
TORONTO WATER	3339-36	2015-01-19	2015-01-20	PRINCESS AUTO #36	256.23	CAD	256.23	CAD	*****	ELECTRICAL SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  VARIOUS HARDWARE	
					804.38	CAD	804.38	CAD								
"PARKS, FORESTRY & RECREATION"	3315-14	2015-01-04	2015-01-05	NATIONAL SPORTS #12	284.72	CAD	284.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13005	DROP IN SKATE - HARRY GAIREY AIR	5655	"Sports Apparel, Riding Apparel Stores"	HOCKEY HELMETS FOR RINKS	
"PARKS, FORESTRY & RECREATION"	3319-14	2015-01-04	2015-01-06	CDN TIRE STORE #00294	142.52	CAD	142.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13005	DROP IN SKATE - HARRY GAIREY AIR	5200	Home Supply Warehouse	HOCKEY HELMETS FOR RINKS	
"PARKS, FORESTRY & RECREATION"	3335-68	2015-01-14	2015-01-16	STARBUCKS #22836#	118.65	CAD	118.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10751	TRINITY-INSTRL	5812	"Eating Places, Restaurants"	REFRESHMENTS - TRINITY SKATE APOLOGY	
					545.89	CAD	545.89	CAD								
"PARKS, FORESTRY & RECREATION"	3337-119	2015-01-15	2015-01-19	WAL-MART # 3105	17.66	CAD	17.66	CAD	3410	COMPUTERS - HARDWARE	P13472	NY - SPORTS FIELD MAINTENANCE	5310	Discount Stores	SPEAKERS FOR COMPUTER	
"PARKS, FORESTRY & RECREATION"	3342-45	2015-01-21	2015-01-22	U OF G/OFFICE OF OPEN	339.00	CAD	339.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P13472	NY - SPORTS FIELD MAINTENANCE	8220	"Colleges, Universities, Professional Sch"	REGISTRATION - ONT TURFGRASS SYMPOSIUM	
					356.66	CAD	356.66	CAD								
PUBLIC HEALTH	3323-35	2015-01-08	2015-01-08	TORONTO HOME SHOWS	"1,799.67"	CAD	"1,799.67"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH5132	HAINE'S FUNDING	8699	"Organizations, Membership - Not Elsewher"	CONFERENCES/SEMINARS - REGISTRATION	
PUBLIC HEALTH	3327-51	2015-01-10	2015-01-12	THE EXHIBITION PLACE	640.01	CAD	640.01	CAD	4570	RENTAL/LEASE OF PARKING SPACES	PH5132	HAINE'S FUNDING	9399	Government Services - Not Elsewhere Clas	RENTAL/LEASE OF PARKING SPACES	
PUBLIC HEALTH	3333-80	2015-01-13	2015-01-15	K. JAMSON LUGGAGE (ST	42.39	CAD	42.39	CAD	2730	LOCKS	PH5103	HE-FOOD HANDLER TRAINING	5948	Leather Goods and Luggage Stores	LOCKS	
PUBLIC HEALTH	3335-69	2015-01-15	2015-01-16	CANADA WIDE PARKING IN	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	PH5102	HE-QUALITY ASSURANCE	7523	Automobile Parking Lots and Garages	PARKING EXPENSES (INTOWN)	
PUBLIC HEALTH	3347-40	2015-01-23	2015-01-26	CRFA	"1,550.93"	CAD	"1,550.93"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH5103	HE-FOOD HANDLER TRAINING	8699	"Organizations, Membership - Not Elsewher"	RENTAL OF PROP. (OTHER THAN OFFICE)	
PUBLIC HEALTH	3351-29	2015-01-27	2015-01-28	CANADA WIDE PARKING IN	"1,924.98"	CAD	"1,924.98"	CAD	4570	RENTAL/LEASE OF PARKING SPACES	PH5132	HAINE'S FUNDING	7523	Automobile Parking Lots and Garages	RENTAL/LEASE OF PARKING SPACES	
					"5,977.98"	CAD	"5,977.98"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3337-120	2015-01-17	2015-01-19	TIM POTTER ANTICS AND	124.30	CAD	124.30	CAD	3330	ARTIFACTS & ART OBJECTS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	7299	Other Services (Not Elsewhere Classified	CAMPAIGN BED	
ECONOMIC DEVELOPMENT & CULTURE	3353-48	2015-01-28	2015-01-29	VICTORIAN REVIVAL	847.50	CAD	847.50	CAD	3330	ARTIFACTS & ART OBJECTS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5932	"Antique Shops - Sales, Repairs, and Rest"	THREE ANTIQUE LIGHTING FIXTURES	
					971.80	CAD	971.80	CAD								
FACILITIES MANAGEMENT 	3325-39	2015-01-09	2015-01-09	WEBNAMESCA INC	323.11	CAD	323.11	CAD	4414	ADVERTISING & PROMOTION	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	4816	Computer Network/Information Services	RENEWAL OF ST.LAWRENCEMKT.COM DOMAIN	
FACILITIES MANAGEMENT 	3327-52	2015-01-11	2015-01-12	COSTCO WHOLESALE #537	112.86	CAD	112.86	CAD	4414	ADVERTISING & PROMOTION	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5300	Wholesale Clubs	BATTERIES (48 PACK)	
FACILITIES MANAGEMENT 	3329-28	2015-01-12	2015-01-13	COSTCO WHOLESALE #547	-84.74	CAD	-84.74	CAD	4414	ADVERTISING & PROMOTION	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5300	Wholesale Clubs	RETURN OF IPAD CASE	
					351.23	CAD	351.23	CAD								
FACILITIES MANAGEMENT 	3342-46	2015-01-21	2015-01-22	SAFETY MEDIA INC	490.65	CAD	490.65	CAD	4995	OTHER EXPENSES	FA0361	ADMIN-FACILITIES OPERATIONS-WEST	5047	Laboratory/Medical/Dental/Ophthalmic Hos	EXT TAG METAL	
					490.65	CAD	490.65	CAD								
FACILITIES MANAGEMENT 	3327-53	2015-01-09	2015-01-12	STEELES PAINT   DECORA	137.43	CAD	137.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61281721	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT 	3327-54	2015-01-09	2015-01-12	STEELES PAINT   DECORA	108.86	CAD	108.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61281917	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINTING SUPPLIES	
