Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order 	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3673-26	2015-09-16	2015-09-18	WAL-MART # 3105	147.57	CAD	147.57	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10284	AMESBURY CC-PRGM SUPPORT	5310	Discount Stores	"CABLES, ALARM CLOCK"	
"PARKS, FORESTRY & RECREATION"	3674-27	2015-09-19	2015-09-21	WAL-MART #1083	90.41	CAD	90.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10284	AMESBURY CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS - TRAINING	
"PARKS, FORESTRY & RECREATION"	3682-27	2015-09-24	2015-09-25	STAPLES STORE #15	104.19	CAD	104.19	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10284	AMESBURY CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	"2016 CALENDAR, HANGING FOLDERS"	
"PARKS, FORESTRY & RECREATION"	3684-39	2015-09-24	2015-09-28	THE HOME DEPOT #7134	249.27	CAD	249.27	CAD	2710	GENERAL HARDWARE	P10284	AMESBURY CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  L.E. FILM	
"PARKS, FORESTRY & RECREATION"	3684-40	2015-09-25	2015-09-28	WMT SUPRCTR #1095	62.11	CAD	62.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13054	GEN INTRST & CLUBS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3684-41	2015-09-25	2015-09-28	THE HOME DEPOT #7253	260.26	CAD	260.26	CAD	2710	GENERAL HARDWARE	P10284	AMESBURY CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  L.E. FILM	
"PARKS, FORESTRY & RECREATION"	3684-42	2015-09-24	2015-09-28	THE HOME DEPOT #7134	-39.53	CAD	-39.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10284	AMESBURY CC-PRGM SUPPORT	5200	Home Supply Warehouse	BAKE ELEMENT	
					"1,337.38"	CAD	"1,337.38"	CAD								
"PARKS, FORESTRY & RECREATION"	3661-8	2015-09-09	2015-09-10	SQ *DEHAVILAND SUPPLY	424.88	CAD	424.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11375	NORTHWOODS-PRGM SUPPORT	5399	Miscellaneous General Merchandise	PLAYMOBILE MAGNETS	
"PARKS, FORESTRY & RECREATION"	3661-9	2015-09-09	2015-09-10	SQ *DEHAVILAND SUPPLY	424.88	CAD	424.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11375	NORTHWOODS-PRGM SUPPORT	5399	Miscellaneous General Merchandise	PLAYMOBILE MAGNETS	
"PARKS, FORESTRY & RECREATION"	3671-19	2015-09-15	2015-09-17	WAL-MART #1139	285.73	CAD	285.73	CAD	2610	KITCHEN SUPPLIES	P08178	NORTHWOODS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING BAKING PANS,KNIFE SET, FOIL"	
"PARKS, FORESTRY & RECREATION"	3673-27	2015-09-17	2015-09-18	BEST BUY CANADA #927	889.85	CAD	889.85	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P08178	NORTHWOODS-SOCIAL PRGM	5732	Electronic Sales	TV FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	3674-28	2015-09-18	2015-09-21	BEST BUY CANADA #927	694.89	CAD	694.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08178	NORTHWOODS-SOCIAL PRGM	5732	Electronic Sales	XBOX FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	3674-29	2015-09-18	2015-09-21	PRICE CHOPPER 7984QPS	25.89	CAD	25.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08178	NORTHWOODS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BEVERAGES FOR YOUTH OPEN HOUSE	
"PARKS, FORESTRY & RECREATION"	3674-30	2015-09-18	2015-09-21	WAL-MART #1139	222.09	CAD	222.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08178	NORTHWOODS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	EQUIPMENT FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	3674-31	2015-09-17	2015-09-21	WAL-MART #1139	83.98	CAD	83.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08178	NORTHWOODS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH SOCIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3684-43	2015-09-25	2015-09-28	WAL-MART #1139	220.27	CAD	220.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08178	NORTHWOODS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	EQUIPMENT FOR YOUTH LOUNGE	
					"3,272.46"	CAD	"3,272.46"	CAD								
FIRE SERVICES	3673-28	2015-09-15	2015-09-18	STAPLES.CA	90.35	CAD	90.35	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0045	OPERATIONS - OTHER EXPENSES	5943	"Office, School Supply, and Stationery St"	MID-BACK DESK CHAIR	
					90.35	CAD	90.35	CAD								
EMPLOYMENT & SOCIAL SERVICES	3684-44	2015-09-24	2015-09-28	WAL-MART #3159	53.91	CAD	53.91	CAD	4820	BUSINESS MEETING EXPENSES	C01201	GOLDEN MILE  - ADMIN	5411	"Grocery Stores, Supermarkets"	TPS- EVENT	
					53.91	CAD	53.91	CAD								
"PARKS, FORESTRY & RECREATION"	3652-5	2015-09-01	2015-09-03	"PLANT SCIENCE, INC."	695.49	CAD	695.49	CAD	2470	FERTILIZERS	P07649	TAM OSHANTER-OPERATIONS	0763	Agricultural Cooperatives	FERTILIZERS-TRU PRILL	
					695.49	CAD	695.49	CAD								
EMPLOYMENT & SOCIAL SERVICES	3669-12	2015-09-15	2015-09-16	NO FRILLS FRANCOIS #31	55.92	CAD	55.92	CAD	4820	BUSINESS MEETING EXPENSES	C01207	MALVERN -ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR HEALTH FAIR	
EMPLOYMENT & SOCIAL SERVICES	3678-19	2015-09-21	2015-09-23	WAL-MART # 3111	11.00	CAD	11.00	CAD	4820	BUSINESS MEETING EXPENSES	C01207	MALVERN -ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR ILLMP MEETING	
					66.92	CAD	66.92	CAD								
"PARKS, FORESTRY & RECREATION"	3652-6	2015-09-02	2015-09-03	UNIVERSAL FIELD SUPPLI	748.63	CAD	748.63	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00530	S-WEST 1-PRGM SUPPORT	5137	"Mens, Womens, and Childrens Uniforms and"	AUTO TREE WATER	
"PARKS, FORESTRY & RECREATION"	3657-23	2015-09-03	2015-09-08	THE HOME DEPOT #7001	45.18	CAD	45.18	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SPADE 10PC	
"PARKS, FORESTRY & RECREATION"	3669-13	2015-09-15	2015-09-16	NEW CANADIAN LUMBER	41.58	CAD	41.58	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PRGM SUPPORT	5251	Hardware Stores	"KEYS, SCREWDRIVER BITS"	
"PARKS, FORESTRY & RECREATION"	3674-32	2015-09-18	2015-09-21	THE HOME DEPOT #7001	125.12	CAD	125.12	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  NUTS	
"PARKS, FORESTRY & RECREATION"	3676-17	2015-09-18	2015-09-22	CDN TIRE STORE #00192	112.98	CAD	112.98	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PRGM SUPPORT	5200	Home Supply Warehouse	AC/DC CONVERTER INFLATOR	
"PARKS, FORESTRY & RECREATION"	3684-45	2015-09-25	2015-09-28	TEX EURO INDUSTRIAL SA	27.90	CAD	27.90	CAD	2570	JANITORIAL SUPPLIES	P00530	S-WEST 1-PRGM SUPPORT	5300	Wholesale Clubs	HARD PLASTIC BROOMS	
"PARKS, FORESTRY & RECREATION"	3684-46	2015-09-25	2015-09-28	THE HOME DEPOT #7013	124.77	CAD	124.77	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  2-PLY TIRE	
					"1,226.16"	CAD	"1,226.16"	CAD								
"PARKS, FORESTRY & RECREATION"	3661-10	2015-09-08	2015-09-10	CDN TIRE STORE #00126	141.24	CAD	141.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	BATTERY-AUTO	
"PARKS, FORESTRY & RECREATION"	3661-11	2015-09-09	2015-09-10	PRINCESS AUTO #36	180.78	CAD	180.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	JACK DROP LEG X 2	
"PARKS, FORESTRY & RECREATION"	3661-12	2015-09-09	2015-09-10	METAL SUPERMARKETS (NO	16.95	CAD	16.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	3664-26	2015-09-11	2015-09-14	ALPINE LAWN   GARDEN E	159.04	CAD	159.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	ALNESS YARD-FORESTRY-PROTECTION&MTCE	5261	Lawn and Garden Supply Stores	"CARB, REBUILD KIT, HOSE, MANIFOLD"	
"PARKS, FORESTRY & RECREATION"	3667-17	2015-09-14	2015-09-15	ALPINE LAWN   GARDEN E	116.74	CAD	116.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5261	Lawn and Garden Supply Stores	"EYELET, THROTTLE TRIGGER, BAR"	
"PARKS, FORESTRY & RECREATION"	3678-20	2015-09-21	2015-09-23	BRAFASCO / MARKHAM	33.53	CAD	33.53	CAD	2710	GENERAL HARDWARE	P12135	ALNESS YARD-FORESTRY-PROTECTION&MTCE	5085	Industrial Supplies Not Elsewhere Classi	"BOLT, WASHER, NUT"	
"PARKS, FORESTRY & RECREATION"	3678-21	2015-09-21	2015-09-23	BRAFASCO / MARKHAM	74.58	CAD	74.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	"VISE GRIPS, EXTRACTER"	
"PARKS, FORESTRY & RECREATION"	3678-22	2015-09-22	2015-09-23	ALPINE LAWN   GARDEN E	66.38	CAD	66.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	ALNESS YARD-FORESTRY-PROTECTION&MTCE	5261	Lawn and Garden Supply Stores	"SPRING ARM, BRACKET HEIGHT, AIR FILTER"	
"PARKS, FORESTRY & RECREATION"	3680-15	2015-09-23	2015-09-24	PRINCESS AUTO #36	114.06	CAD	114.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"PIN HITCH, PRESSURE WASHER GUN, FUNNELS"	
"PARKS, FORESTRY & RECREATION"	3680-16	2015-09-23	2015-09-24	SCARBOROTOWN CHRYSLER	187.69	CAD	187.69	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	BULBS AND GLOVES	
"PARKS, FORESTRY & RECREATION"	3684-47	2015-09-24	2015-09-28	NAPA WOODBRIDGE #759	395.50	CAD	395.50	CAD	2401	LUBRICANTS	P00430	N-EAST-WINTER MAINT	5533	"Automotive Parts, Accessories Stores"	GREASE	
					"1,486.49"	CAD	"1,486.49"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3673-29	2015-09-16	2015-09-18	CO-OP CABS - 830	11.00	CAD	11.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0047	HS-MH-BOARD & COMMITTEE-MONTGOMERY	4121	Limousines and Taxicabs	TAXI TO MEETING	
					11.00	CAD	11.00	CAD								
LEGAL SERVICES	3652-7	2015-09-02	2015-09-03	TERANET EXPRESS	72.00	CAD	72.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3652-8	2015-09-02	2015-09-03	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3652-9	2015-09-02	2015-09-03	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3653-15	2015-09-03	2015-09-04	TERANET EXPRESS	54.50	CAD	54.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3653-16	2015-09-03	2015-09-04	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3657-24	2015-09-04	2015-09-08	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3657-25	2015-09-04	2015-09-08	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3663-10	2015-09-10	2015-09-11	TERANET EXPRESS	23.00	CAD	23.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3663-11	2015-09-10	2015-09-11	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3664-27	2015-09-11	2015-09-14	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3664-28	2015-09-11	2015-09-14	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3664-29	2015-09-11	2015-09-14	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3664-30	2015-09-11	2015-09-14	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3671-20	2015-09-16	2015-09-17	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3671-21	2015-09-16	2015-09-17	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3671-22	2015-09-16	2015-09-17	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3671-23	2015-09-16	2015-09-17	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3671-24	2015-09-16	2015-09-17	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3671-25	2015-09-16	2015-09-17	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3674-33	2015-09-18	2015-09-21	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3680-17	2015-09-23	2015-09-24	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3680-18	2015-09-23	2015-09-24	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3680-19	2015-09-23	2015-09-24	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3680-20	2015-09-23	2015-09-24	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3680-21	2015-09-23	2015-09-24	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-28	2015-09-24	2015-09-25	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-29	2015-09-24	2015-09-25	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-30	2015-09-24	2015-09-25	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-31	2015-09-24	2015-09-25	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-32	2015-09-24	2015-09-25	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-33	2015-09-24	2015-09-25	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-34	2015-09-24	2015-09-25	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3682-35	2015-09-24	2015-09-25	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
					352.00	CAD	352.00	CAD								
"PARKS, FORESTRY & RECREATION"	3653-17	2015-09-03	2015-09-04	COMFORT VACCUM SERVICE	276.94	CAD	276.94	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07740	OLYMPIUM-OPERATIONS	5722	Household Appliance Stores	REPAIR - FLOOR POLISHER	
"PARKS, FORESTRY & RECREATION"	3653-18	2015-09-03	2015-09-04	SHERWIN WILLIAMS #8759	846.14	CAD	846.14	CAD	2715	PAINT SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PM 200 0 EG EXTRA	
"PARKS, FORESTRY & RECREATION"	3653-19	2015-09-03	2015-09-04	SHERWIN WILLIAMS #8759	11.49	CAD	11.49	CAD	2715	PAINT SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  12  FRAME/4  BLK FOA	
"PARKS, FORESTRY & RECREATION"	3661-13	2015-09-09	2015-09-10	SHERWIN WILLIAMS #8704	604.55	CAD	604.55	CAD	2715	PAINT SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  SOLO SEMI-GL EXTRA	
"PARKS, FORESTRY & RECREATION"	3661-14	2015-09-09	2015-09-10	SHERWIN WILLIAMS #8704	503.62	CAD	503.62	CAD	2715	PAINT SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  IND URE ALK EX WHT	
"PARKS, FORESTRY & RECREATION"	3661-15	2015-09-09	2015-09-10	SHERWIN WILLIAMS #8704	-607.61	CAD	-607.61	CAD	2715	PAINT SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  SOLO SEMI-GL EXTRA	
"PARKS, FORESTRY & RECREATION"	3661-16	2015-09-09	2015-09-10	SHERWIN WILLIAMS #8704	-474.16	CAD	-474.16	CAD	2715	PAINT SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  IND URE ALK EX WHT	
					"1,160.97"	CAD	"1,160.97"	CAD								
TORONTO WATER	3674-34	2015-09-18	2015-09-21	HURST COMMUNICATIONS	450.87	CAD	450.87	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	8299	Educational Services	ELECTRICAL SAFETY WORKSHOP	
					450.87	CAD	450.87	CAD								
FACILITIES MANAGEMENT DIVISON	3671-26	2015-09-16	2015-09-17	WESTBURNE ONTARIO	406.80	CAD	406.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307473	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	14 LED TRACK LIGHT	
FACILITIES MANAGEMENT DIVISON	3682-36	2015-09-24	2015-09-25	STEPHENSON'S RENT-ALL	409.58	CAD	409.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308459	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7394	"Equipment Rental and Leasing Services, F"	SCAFFOLD RENTAL	
FACILITIES MANAGEMENT DIVISON	3686-15	2015-09-28	2015-09-29	PAUL WOLF ELECTRIC   L	640.24	CAD	640.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61311080	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	TRACK LIGHTS	
					"1,456.62"	CAD	"1,456.62"	CAD								
"PARKS, FORESTRY & RECREATION"	3661-17	2015-09-09	2015-09-10	SHOPPERSDRUGMART0855	67.79	CAD	67.79	CAD	2710	GENERAL HARDWARE	P00039	E-FIELD SERV. 2-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	BELKIN CHARGER KIT	
					67.79	CAD	67.79	CAD								
"PARKS, FORESTRY & RECREATION"	3680-22	2015-09-23	2015-09-24	LOBLAWS #1066	44.30	CAD	44.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02088	ADAPTED & INTEGRATED INITIATIVES	5411	"Grocery Stores, Supermarkets"	"FRUIT PLATTER, COOKIES FOR MEETING"	
					44.30	CAD	44.30	CAD								
"PARKS, FORESTRY & RECREATION"	3673-30	2015-09-17	2015-09-18	LOWES #02494*	37.28	CAD	37.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	"2""PLANT FAUXWOOD BL 58X48 WHITE"	
"PARKS, FORESTRY & RECREATION"	3673-31	2015-09-17	2015-09-18	RONA # 55340	46.44	CAD	46.44	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	LANDSCAPE FOAM	
"PARKS, FORESTRY & RECREATION"	3676-18	2015-09-21	2015-09-22	PAYPAL *NEWWORLDPAR	452.70	CAD	452.70	CAD	4424	CONTRACTED SERVICES - GENERAL	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5941	Sporting Goods Stores	**MORE**  CREDIT CARD FEE	
					536.42	CAD	536.42	CAD								
"PARKS, FORESTRY & RECREATION"	3661-18	2015-09-09	2015-09-10	MEDTECH WRISTBANDS	58.31	CAD	58.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07672	NORSEMAN POOL-PRGM SUPPORT	5099	Durable Goods Not Elsewhere Classified	WRISTABNDS	
					58.31	CAD	58.31	CAD								
TRANSPORTATION SERVICES 	3669-14	2015-09-14	2015-09-16	INNOCON LIMITED PARTNE	"2,265.65"	CAD	"2,265.65"	CAD	2552	BRIDGE MATERIALS	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5039	Construction Materials Not Elsewhere Cla	CONCRETE STACKABLE BLOCKS	
					"2,265.65"	CAD	"2,265.65"	CAD								
LONG TERM CARE HOMES & SERVICES	3652-10	2015-09-02	2015-09-03	KEY SOLUTIONS	"1,591.72"	CAD	"1,591.72"	CAD	2810	RESIDENT ID	D3F144	SEVEN OAKS-NS-NA	7393	"Detective Agencies, Protective Agencies,"	RESIDENT WRIST TAGS	
LONG TERM CARE HOMES & SERVICES	3659-7	2015-09-08	2015-09-09	MEDLINE CANADA CORPORA	480.25	CAD	480.25	CAD	2823	MEDICAL SUPPLIES	D3F144	SEVEN OAKS-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	MEDICAL SUPPLIES	
					"2,071.97"	CAD	"2,071.97"	CAD								
SOLID WASTE MANAGEMENT	3674-35	2015-09-20	2015-09-21	COSTCO WHOLESALE W535	215.83	CAD	215.83	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0718	SWM - LITTER COLLECT	5300	Wholesale Clubs	TORONTO PUBLIC SERVICE WEEK-STAFF APPRECIATION	
SOLID WASTE MANAGEMENT	3676-19	2015-09-21	2015-09-22	METRO #62	7.89	CAD	7.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0718	SWM - LITTER COLLECT	5411	"Grocery Stores, Supermarkets"	TORONTO PUBLIC SERVICE WEEK-STAFF APPRECIATION	
SOLID WASTE MANAGEMENT	3682-37	2015-09-24	2015-09-25	LOBLAWS #1155	204.76	CAD	204.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0718	SWM - LITTER COLLECT	5411	"Grocery Stores, Supermarkets"	TORONTO PUBLIC SERVICE WEEK-STAFF APPRECIATION	
