Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Tr Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3506-49	2015-05-14	2015-05-19	WAL-MART #3159	73.18	CAD	73.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES:CHICKEN,RAGU,CHEESE,BERRIES,CORN"	
"PARKS, FORESTRY & RECREATION"	3514-36	2015-05-22	2015-05-25	ROB'S NO FRILLS STORE	30.68	CAD	30.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES:BREAD,MILK,CHEESE,ONION"	
"PARKS, FORESTRY & RECREATION"	3518-44	2015-05-25	2015-05-27	WAL-MART #3159	8.00	CAD	8.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES:LEAN GROUND PORK	
					154.65	CAD	154.65	CAD								
"PARKS, FORESTRY & RECREATION"	3489-16	2015-05-05	2015-05-06	UNIVERSAL FIELD SUPPLI	183.42	CAD	183.42	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00018	FORESTRY SPECIAL PROJECTS	5137	"Mens, Womens, and Childrens Uniforms and"	MARKING AND RECORDING TOOLS	
"PARKS, FORESTRY & RECREATION"	3489-17	2015-05-05	2015-05-06	SAIL OUTDOORS INC	266.62	CAD	266.62	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00018	FORESTRY SPECIAL PROJECTS	5651	Family Clothing Stores	"3 SAMPLING KNIVES, 2 BINOCULARS"	
					450.04	CAD	450.04	CAD								
FIRE SERVICES	3495-28	2015-05-08	2015-05-11	UNIT PARK	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0013	EMERGENCY COMMUNICATIONS	7523	Automobile Parking Lots and Garages	PARKING EXPENSE	
FIRE SERVICES	3502-21	2015-05-12	2015-05-14	UNIT PARK	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0013	EMERGENCY COMMUNICATIONS	7523	Automobile Parking Lots and Garages	PARKING EXPENSE	
FIRE SERVICES	3502-22	2015-05-13	2015-05-14	"VACANCES TRANSAT,TRANS"	519.02	CAD	519.02	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FR0013	EMERGENCY COMMUNICATIONS	4722	Travel Agencies and Tour Operators	INTERSCHUTZ CONFERENCE - RETURN FLIGHT	
FIRE SERVICES	3509-17	2015-05-13	2015-05-20	KLM NETHERLANDS	219.13	CAD	155.09	EUR	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FR0013	EMERGENCY COMMUNICATIONS	3010	Royal Dutch Airlines (KLM)	INTERSCHUTZ CONFERENCE - RETURN FLIGHT	
					768.15	CAD	549.02	CAD								
							155.09	EUR								
ECONOMIC DEVELOPMENT & CULTURE	3483-44	2015-05-01	2015-05-04	ALBION GOLF CARS	211.88	CAD	211.88	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5599	"Miscellaneous Automotive, Aircraft, and"	REPAIR OF GOLF CART DAMAGED	
ECONOMIC DEVELOPMENT & CULTURE	3502-23	2015-05-11	2015-05-14	AIR CAN  0142148339758	"1,004.10"	CAD	"1,004.10"	CAD	4102	ENTERTAINER AND BAND FEES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3504-30	2015-05-12	2015-05-15	AIR CAN  0142148383122	451.66	CAD	451.66	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3504-31	2015-05-12	2015-05-15	AIR CAN  0142148383122	31.50	CAD	31.50	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	ADVANCE SEAT SELECTION FOR PERFORMING ARTIST	
ECONOMIC DEVELOPMENT & CULTURE	3506-50	2015-05-15	2015-05-19	AIR CAN  0142148498583	823.47	CAD	823.47	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3520-45	2015-05-26	2015-05-28	AIR CAN  0142148879934	545.11	CAD	545.11	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3520-46	2015-05-26	2015-05-28	AIR CAN  0142148879934	31.50	CAD	31.50	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	SEAT SELECTION	
ECONOMIC DEVELOPMENT & CULTURE	3520-47	2015-05-26	2015-05-28	AIR CAN  0142148879935	545.11	CAD	545.11	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3520-48	2015-05-26	2015-05-28	AIR CAN  0142148879935	31.50	CAD	31.50	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	SEAT SELECTION	
ECONOMIC DEVELOPMENT & CULTURE	3520-49	2015-05-26	2015-05-28	AIR CAN  0142148879936	545.11	CAD	545.11	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3520-50	2015-05-26	2015-05-28	AIR CAN  0142148879936	31.50	CAD	31.50	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	SEAT SELECTION	
ECONOMIC DEVELOPMENT & CULTURE	3520-51	2015-05-26	2015-05-28	AIR CAN  0142148879937	545.11	CAD	545.11	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	AIRLINE TICKET FOR ARTIST PERFORMING	
ECONOMIC DEVELOPMENT & CULTURE	3520-52	2015-05-26	2015-05-28	AIR CAN  0142148879937	31.50	CAD	31.50	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	3009	Air Canada	SEAT SELECTION	
ECONOMIC DEVELOPMENT & CULTURE	3520-53	2015-05-27	2015-05-28	ROYAL YORK HOTEL	276.10	CAD	276.10	CAD	4102	ENTERTAINER AND BAND FEES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7011	"Lodging - Hotels, Motels, Resorts - Not"	HOTEL ACCOMMODATION FOR PERFORMING ARTIST	
ECONOMIC DEVELOPMENT & CULTURE	3522-31	2015-05-28	2015-05-29	FBI PIZZA WINGS	76.82	CAD	76.82	CAD	4116	CATERING SERVICES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5812	"Eating Places, Restaurants"	PIZZA FOR EXTERNAL CLIENT MEETING	
					"5,181.97"	CAD	"5,181.97"	CAD								
TORONTO WATER	3499-30	2015-05-11	2015-05-12	SHERIDAN NURSERIES UNI	102.83	CAD	102.83	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5261	Lawn and Garden Supply Stores	PLANTS	
TORONTO WATER	3499-31	2015-05-11	2015-05-12	VALLEYVIEW GARDENS HK	87.81	CAD	87.81	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5261	Lawn and Garden Supply Stores	PLANTS	
					190.64	CAD	190.64	CAD								
EMPLOYMENT & SOCIAL SERVICES	3522-32	2015-05-28	2015-05-29	NOFRILLS SHERIFFS 270	64.92	CAD	64.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR RES WORKSHOPS AND EVENT	
EMPLOYMENT & SOCIAL SERVICES	3522-33	2015-05-28	2015-05-29	SHOPPERS DRUG MART #09	13.54	CAD	13.54	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01202	ATTWELL-ADMIN	5912	"Drug Stores, Pharmacies"	SUPPLIES FOR RES WORKSHOPS AND EVENT	
					78.46	CAD	78.46	CAD								
TORONTO PARAMEDIC SERVICES	3491-26	2015-05-06	2015-05-07	TORONTO GENERAL HOSPIT	22.50	CAD	22.50	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	3516-26	2015-05-25	2015-05-26	TORONTO PARKING AUTHOR	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					30.00	CAD	30.00	CAD								
EMPLOYMENT & SOCIAL SERVICES	3506-51	2015-05-14	2015-05-19	LANGUAGE MARKETPLACE I	58.20	CAD	58.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01100	GENERAL MANAGERS OFFICE	7399	Business Services - Not Elsewhere Classi	TRANSLATE GM'S BIO TO FRENCH	
					58.20	CAD	58.20	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3483-45	2015-05-01	2015-05-04	LAKESHORE LUMBER	33.89	CAD	33.89	CAD	2665	PROTECTIVE CLOTHING	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5251	Hardware Stores	KNEEPADS	
ECONOMIC DEVELOPMENT & CULTURE	3491-27	2015-05-05	2015-05-07	CLIFFORD'S HAULAGE LTD	949.20	CAD	949.20	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0154	CD-AM-FACILITY MGMT-FORT YORK	4214	"Motor Freight Carriers, Trucking - Local"	TOPSOIL	
ECONOMIC DEVELOPMENT & CULTURE	3493-25	2015-05-07	2015-05-08	LAKESHORE LUMBER	293.80	CAD	293.80	CAD	2770	GRAVEL	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5251	Hardware Stores	GRAVEL	
ECONOMIC DEVELOPMENT & CULTURE	3495-29	2015-05-07	2015-05-11	DAFCO FILTRATION GROUP	45.00	CAD	45.00	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	AH0022	CD-AM-FACILITY MGMT-CEDAR RIDG	5085	Industrial Supplies Not Elsewhere Classi	FILTERS	
ECONOMIC DEVELOPMENT & CULTURE	3495-30	2015-05-07	2015-05-11	DAFCO FILTRATION GROUP	37.29	CAD	37.29	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5085	Industrial Supplies Not Elsewhere Classi	FILTERS	
ECONOMIC DEVELOPMENT & CULTURE	3499-32	2015-05-11	2015-05-12	LAKESHORE LUMBER	14.68	CAD	14.68	CAD	2710	GENERAL HARDWARE	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5251	Hardware Stores	KEYS	
ECONOMIC DEVELOPMENT & CULTURE	3506-52	2015-05-14	2015-05-19	CDN TIRE STORE #00070	598.88	CAD	598.88	CAD	3099	GENERAL EQUIPMENT	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5200	Home Supply Warehouse	BLOWERVAC AND 2000PSI EPW	
ECONOMIC DEVELOPMENT & CULTURE	3506-53	2015-05-15	2015-05-19	SWISH MAINTENANCE LTD	217.41	CAD	217.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0154	CD-AM-FACILITY MGMT-FORT YORK	2842	"Specialty Cleaning, Polishing, and Sanit"	VACUUM BAGS	
ECONOMIC DEVELOPMENT & CULTURE	3516-27	2015-05-25	2015-05-26	DAFCO FILTRATION GROUP	69.74	CAD	69.74	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5085	Industrial Supplies Not Elsewhere Classi	FILTERS	
					"2,259.89"	CAD	"2,259.89"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3501-31	2015-05-12	2015-05-13	METRO #35	26.14	CAD	26.14	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	C01204	KENNEDY -ADMIN	5411	"Grocery Stores, Supermarkets"	INTEGRATED LOCAL LABOUR MARKETING PLANNING	
EMPLOYMENT & SOCIAL SERVICES	3518-45	2015-05-26	2015-05-27	NOFRILLS JOE BARB'S #3	28.47	CAD	28.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01204	KENNEDY -ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENT - IMMIGRANT EMPLOYMENT WEEK	
					54.61	CAD	54.61	CAD								
PUBLIC HEALTH	3483-46	2015-05-01	2015-05-04	WESTJET  8380618752572	45.20	CAD	45.20	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	PH3741	TORONTO FOOD STRATEGY TEAM	3180	WestJet Airlines	CONFERENCES/SEMINARS - AIR/RAIL/BUS	
PUBLIC HEALTH	3483-47	2015-05-01	2015-05-04	WESTJET  8382106847749	776.78	CAD	776.78	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	PH3741	TORONTO FOOD STRATEGY TEAM	3180	WestJet Airlines	CONFERENCES/SEMINARS - AIR/RAIL/BUS	
PUBLIC HEALTH	3486-19	2015-05-01	2015-05-05	PORTER AI	496.38	CAD	496.38	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	PH3741	TORONTO FOOD STRATEGY TEAM	4511	"Air Carriers, Airlines - Not Elsewhere C"	BUSINESS TRAV - AIR TRANSPORTATION	
PUBLIC HEALTH	3520-54	2015-05-28	2015-05-28	GREEN ROOFS (GRHC)	111.87	CAD	111.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3746	TORONTO FOOD POLICY COUNCIL	8641	"Associations - Civic, Social, and Frater"	CONFERENCES/SEMINARS - REGISTRATION	
PUBLIC HEALTH	3520-55	2015-05-28	2015-05-28	GREEN ROOFS (GRHC)	111.87	CAD	111.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3746	TORONTO FOOD POLICY COUNCIL	8641	"Associations - Civic, Social, and Frater"	CONFERENCES/SEMINARS - REGISTRATION	
					"1,542.10"	CAD	"1,542.10"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3506-54	2015-05-14	2015-05-19	PIZZA PIZZA LTD	62.17	CAD	62.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01208	BEACHES  ADMIN	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS RE: MOVING TOWARDS OPPORTUNITY PROJEC	
EMPLOYMENT & SOCIAL SERVICES	3522-34	2015-05-28	2015-05-29	REI LEXISNEXIS CANADA	15.70	CAD	15.70	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	C01208	BEACHES  ADMIN	5942	Book Stores	WOLTERS KLUWER OSHA BOOKLET	
					77.87	CAD	77.87	CAD								
"PARKS, FORESTRY & RECREATION"	3489-18	2015-05-05	2015-05-06	NOBLE 1004	215.24	CAD	215.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5251	Hardware Stores	"BALL VALVES, COUPLINGS"	
"PARKS, FORESTRY & RECREATION"	3495-31	2015-05-07	2015-05-11	THE HOME DEPOT #7027	49.67	CAD	49.67	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  ENRGZR AA-24	
"PARKS, FORESTRY & RECREATION"	3495-32	2015-05-08	2015-05-11	NOBLE 1004	610.53	CAD	610.53	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5251	Hardware Stores	CARTRIDGE KIT SYMMONS	
"PARKS, FORESTRY & RECREATION"	3502-24	2015-05-13	2015-05-14	NOBLE 1004	7.27	CAD	7.27	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5251	Hardware Stores	METER GASKET	
"PARKS, FORESTRY & RECREATION"	3504-32	2015-05-14	2015-05-15	NOBLE 1004	144.59	CAD	144.59	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5251	Hardware Stores	"PRESS UNION, PRESS COUPLING"	
"PARKS, FORESTRY & RECREATION"	3504-33	2015-05-14	2015-05-15	NOBLE 1004	497.77	CAD	497.77	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5251	Hardware Stores	RELIEF VALVE REPAIR KIT	
"PARKS, FORESTRY & RECREATION"	3506-55	2015-05-15	2015-05-19	LOWES #02494*	22.97	CAD	22.97	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  FLUSH VALVE ACUATOR UNIT OLD #5	
"PARKS, FORESTRY & RECREATION"	3506-56	2015-05-15	2015-05-19	THE HOME DEPOT #7027	221.26	CAD	221.26	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  STAKE FLAGS	
"PARKS, FORESTRY & RECREATION"	3506-57	2015-05-15	2015-05-19	CDN TIRE STORE #00264	21.44	CAD	21.44	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	"CONNECTORS, BOLTS"	
"PARKS, FORESTRY & RECREATION"	3518-46	2015-05-25	2015-05-27	THE HOME DEPOT #7027	108.13	CAD	108.13	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  MARKING PNT	
					"1,898.87"	CAD	"1,898.87"	CAD								
"PARKS, FORESTRY & RECREATION"	3482-28	2015-04-30	2015-05-01	NOFRILLS PETER'S 3926	29.06	CAD	29.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06368	MCCORMICK RC-SOCIAL PRGM	7999	Recreation Services (Not Elsewhere Class	"AFTER SCHOOL PROGRAM SUPP-FRUIT PUNCH, BUTTER"	
					29.06	CAD	29.06	CAD								
"PARKS, FORESTRY & RECREATION"	3482-29	2015-04-30	2015-05-01	NOFRILLS VINCE'S #3930	148.21	CAD	148.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3482-30	2015-04-30	2015-05-01	DOLLAR TREE CANADA STO	1.41	CAD	1.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR SCIENCE PRGM	
"PARKS, FORESTRY & RECREATION"	3483-48	2015-04-30	2015-05-04	WAL-MART # 3145	64.93	CAD	64.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ADAPTED REC	
"PARKS, FORESTRY & RECREATION"	3486-20	2015-05-04	2015-05-05	BEST BUY CANADA #927	56.48	CAD	56.48	CAD	2575	ELECTRICAL SUPPLIES	P10255	LOCATION SUPP - NY	5732	Electronic Sales	POWER BARS	
"PARKS, FORESTRY & RECREATION"	3486-21	2015-05-04	2015-05-05	COSTCO WHOLESALE W535	142.64	CAD	142.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10255	LOCATION SUPP - NY	5300	Wholesale Clubs	FOOD FOR DISTRICT MEETING	
"PARKS, FORESTRY & RECREATION"	3486-22	2015-05-04	2015-05-05	COSTCO WHOLESALE W547	7.90	CAD	7.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5300	Wholesale Clubs	FOOD FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	3486-23	2015-05-04	2015-05-05	METRO #401	9.78	CAD	9.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10255	LOCATION SUPP - NY	5411	"Grocery Stores, Supermarkets"	FOOD FOR DISTRICT MEETING	
"PARKS, FORESTRY & RECREATION"	3491-28	2015-05-06	2015-05-07	DOLLAR TREE CANADA STO	69.78	CAD	69.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR CREATIVE PLAYTIME	
"PARKS, FORESTRY & RECREATION"	3491-29	2015-05-06	2015-05-07	DOLLAR TREE CANADA STO	19.10	CAD	19.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR GIRL'S CLUB	
"PARKS, FORESTRY & RECREATION"	3491-30	2015-05-06	2015-05-07	DOLLAR TREE CANADA STO	60.00	CAD	60.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR GIRL'S CLUB	
"PARKS, FORESTRY & RECREATION"	3493-26	2015-05-07	2015-05-08	NOFRILLS VINCE'S #3930	45.69	CAD	45.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH COOKING	
"PARKS, FORESTRY & RECREATION"	3493-27	2015-05-07	2015-05-08	PRICE CHOPPER 7984QPS	1.68	CAD	1.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CREATIVE PLAYTIME	
"PARKS, FORESTRY & RECREATION"	3495-33	2015-05-08	2015-05-11	NOFRILLS VINCE'S #3930	377.71	CAD	377.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	3495-34	2015-05-08	2015-05-11	PRICE CHOPPER 7984QPS	12.90	CAD	12.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCIENCE PROGRAM	
"PARKS, FORESTRY & RECREATION"	3499-33	2015-05-11	2015-05-12	NOFRILLS VINCE'S #3930	287.45	CAD	287.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	3501-32	2015-05-12	2015-05-13	COSTCO WHOLESALE W547	18.38	CAD	18.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5300	Wholesale Clubs	FOOD FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	3504-34	2015-05-14	2015-05-15	NOFRILLS VINCE'S #3930	62.01	CAD	62.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH COOKING	
"PARKS, FORESTRY & RECREATION"	3504-35	2015-05-14	2015-05-15	COSTCO WHOLESALE W547	65.20	CAD	65.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5300	Wholesale Clubs	FOOD FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	3506-58	2015-05-14	2015-05-19	THE HOME DEPOT #7078	6.02	CAD	6.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5200	Home Supply Warehouse	VINYL TUBING	
"PARKS, FORESTRY & RECREATION"	3506-59	2015-05-15	2015-05-19	NOFRILLS VINCE'S #3930	18.55	CAD	18.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3506-60	2015-05-15	2015-05-19	COSTCO WHOLESALE W547	17.97	CAD	17.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5300	Wholesale Clubs	FOOD FOR BREAKFAST PROGRAM	
"PARKS, FORESTRY & RECREATION"	3506-61	2015-05-15	2015-05-19	DOLLAR TREE CANADA STO	1.41	CAD	1.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR GIRL'S CLUB	
"PARKS, FORESTRY & RECREATION"	3506-62	2015-05-15	2015-05-19	WAL-MART # 3145	25.43	CAD	25.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCIENCE PROGRAM	
"PARKS, FORESTRY & RECREATION"	3509-18	2015-05-19	2015-05-20	DOLLAR TREE CANADA STO	3.50	CAD	3.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR GIRL'S CLUB	
"PARKS, FORESTRY & RECREATION"	3512-25	2015-05-21	2015-05-22	NOFRILLS VINCE'S #3930	47.42	CAD	47.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH COOKING	
"PARKS, FORESTRY & RECREATION"	3514-37	2015-05-22	2015-05-25	NOFRILLS VINCE'S #3930	35.09	CAD	35.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3514-38	2015-05-22	2015-05-25	DOLLAR TREE CANADA STO	8.31	CAD	8.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOCIAL PRGM	5331	Variety Stores	SUPPLIES FOR ADAPTED REC	
