Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS element / Order	Cost Centre / WBS element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	3590-35	2015-07-15	2015-07-17	WAL-MART # 3031	390.92	CAD	390.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05103	JG ALTHOUSE CS-SUMMER CAMPS	5310	Discount Stores	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	3590-36	2015-07-16	2015-07-17	SHERIDAN NURSERIES EST	29.76	CAD	29.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05103	JG ALTHOUSE CS-SUMMER CAMPS	5261	Lawn and Garden Supply Stores	SCIENCE/NATURE CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3607-47	2015-07-29	2015-07-30	NOFRILLS CHRIS 273	59.69	CAD	59.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05103	JG ALTHOUSE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKING CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3609-46	2015-07-30	2015-07-31	NOFRILLS CHRIS 273	113.04	CAD	113.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05103	JG ALTHOUSE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKING CAMP SUPPLIES
					"2,518.54"	CAD	"2,518.54"	CAD							
FACILITIES MANAGEMENT DIVISON	3581-29	2015-07-13	2015-07-14	ABACUS CUSTOM COUNTERT	113.24	CAD	113.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61299190	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	JOB ORDER
FACILITIES MANAGEMENT DIVISON	3581-30	2015-07-13	2015-07-14	SPEED FASTENING SYSTEM	132.21	CAD	132.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288725	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7538	Automotive Service Shops	JOB ORDER SUPPLIES
FACILITIES MANAGEMENT DIVISON	3600-47	2015-07-22	2015-07-24	BRAFASCO / SCARBOROUGH	75.27	CAD	75.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304506	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	JOB ORDER SUPPLIES
					320.72	CAD	320.72	CAD							
"PARKS, FORESTRY & RECREATION"	3572-28	2015-07-03	2015-07-07	CDN TIRE STORE #00182	326.29	CAD	326.29	CAD	2710	GENERAL HARDWARE	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5200	Home Supply Warehouse	"GAS CAN STOPPERS, HOSE SPOUTS"
"PARKS, FORESTRY & RECREATION"	3592-56	2015-07-17	2015-07-20	GLEN CHEMICALS	"1,000.00"	CAD	"1,000.00"	CAD	2415	CHLORINE	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5169	Chemicals and Allied Products Not Elsewh	LITERS POOL-12 CHLORINE
"PARKS, FORESTRY & RECREATION"	3592-57	2015-07-17	2015-07-20	GLEN CHEMICALS	37.34	CAD	37.34	CAD	2415	CHLORINE	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5169	Chemicals and Allied Products Not Elsewh	OFF LOADING CHARGE-CHLORINE
"PARKS, FORESTRY & RECREATION"	3600-48	2015-07-22	2015-07-24	THE HOME DEPOT #7013	244.24	CAD	244.24	CAD	2710	GENERAL HARDWARE	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5200	Home Supply Warehouse	**MORE**  SPRAY ADHESV
"PARKS, FORESTRY & RECREATION"	3600-49	2015-07-22	2015-07-24	CDN TIRE STORE #00182	22.57	CAD	22.57	CAD	2710	GENERAL HARDWARE	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5200	Home Supply Warehouse	BEACH UMBRELLA
"PARKS, FORESTRY & RECREATION"	3607-48	2015-07-28	2015-07-30	ISN CANADA GROUP INC	604.55	CAD	604.55	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5085	Industrial Supplies Not Elsewhere Classi	SERVICE AND USED PALLET TRUCK
					"2,234.99"	CAD	"2,234.99"	CAD							
"PARKS, FORESTRY & RECREATION"	3590-37	2015-07-16	2015-07-17	LOBLAWS #1066	95.58	CAD	95.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04935	JG ALTHOUSE CS-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"SUMMER CAMP SUPP-BACON,BUTTER,CINNAMON TOAST"
"PARKS, FORESTRY & RECREATION"	3602-58	2015-07-24	2015-07-27	LOBLAWS #1066	46.78	CAD	46.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04935	JG ALTHOUSE CS-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"SUMMER CAMP SUPP-FLOUR,OLIVE OIL,CARROTS"
"PARKS, FORESTRY & RECREATION"	3602-59	2015-07-24	2015-07-27	WAL-MART # 3031	81.62	CAD	81.62	CAD	2710	GENERAL HARDWARE	P04935	JG ALTHOUSE CS-HOLIDAY CAMPS	5310	Discount Stores	"SUMMER CAMP SUPP-BATTERIES,VELCRO"
					223.98	CAD	223.98	CAD							
SOLID WASTE MANAGEMENT	3588-34	2015-07-16	2015-07-16	TIM HORTONS HO	125.00	CAD	125.00	CAD	4820	BUSINESS MEETING EXPENSES	SW0909	NEW INFRASTRUCTURE & CONTRACT OPERATIONA	5814	Quick Payment Service - Fast-Food Restau	RECONGNITION PROGRAM
SOLID WASTE MANAGEMENT	3590-38	2015-07-15	2015-07-17	SWANA	"1,126.59"	CAD	850.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	SW0706	EXECUTIVE OFFICE	8398	"Organizations, Charitable and Social Ser"	WASTECON 2015 ATTENDEE REGISTRATION
					"1,251.59"	CAD	125.00	CAD							
							850.00	USD							
"PARKS, FORESTRY & RECREATION"	3565-57	2015-06-29	2015-07-02	WAL-MART #3055	104.33	CAD	104.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP - ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	3565-58	2015-06-30	2015-07-02	METRO #704	5.48	CAD	5.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3567-32	2015-07-02	2015-07-03	EDCT-SCARLETT WOODS GO	260.00	CAD	260.00	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	ADMISSION FEES - GOLF CAMP
"PARKS, FORESTRY & RECREATION"	3569-44	2015-07-02	2015-07-06	WAL-MART #1004	15.75	CAD	15.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	GLUE GUNS FOR CAMPS
"PARKS, FORESTRY & RECREATION"	3569-45	2015-07-03	2015-07-06	CHICOPEE TUBE PARK	792.04	CAD	792.04	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FOR CAMPS - 66 DAY CAMP
"PARKS, FORESTRY & RECREATION"	3572-29	2015-07-05	2015-07-07	CDN TIRE STORE #00152	13.54	CAD	13.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5200	Home Supply Warehouse	BORAX - CAMP CRAFT SUPPLY
"PARKS, FORESTRY & RECREATION"	3572-30	2015-07-05	2015-07-07	WAL-MART #1061	85.90	CAD	85.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CRAFTS/EXPERIMENTS SUPPLIES FOR CAMPS-FOAM,RIBBONS"
"PARKS, FORESTRY & RECREATION"	3574-60	2015-07-06	2015-07-08	WAL-MART # 3740	57.74	CAD	57.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SPECIAL EVENT SUPPLIES-RIBBONS, ELASTICS, ICING"
"PARKS, FORESTRY & RECREATION"	3575-46	2015-07-08	2015-07-09	CENTENIAL PARK GOLF CT	135.00	CAD	135.00	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7997	"Clubs - Country Clubs, Membership (Athle"	DRIVING RANGE - GOLF CAMP
"PARKS, FORESTRY & RECREATION"	3577-51	2015-07-08	2015-07-10	WAL-MART # 3740	97.18	CAD	97.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"WATER PLAY ACTIVITY SUPPLIES-MOD SET, WAVE RIDERS"
"PARKS, FORESTRY & RECREATION"	3577-52	2015-07-08	2015-07-10	PROFESSORJAMZ	282.50	CAD	282.50	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	BERT'S COMEDY MAGIC SHOW
"PARKS, FORESTRY & RECREATION"	3577-53	2015-07-09	2015-07-10	EDCT-SCARLETT WOODS GO	320.00	CAD	320.00	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	GREEN FEES GOLF CAMP
"PARKS, FORESTRY & RECREATION"	3578-73	2015-07-10	2015-07-13	ESCAPEZONE	267.80	CAD	267.80	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"CIT CAMP ADMISSION - BLACK,DA VINCI,BILLIARD ROOMS"
"PARKS, FORESTRY & RECREATION"	3578-74	2015-07-10	2015-07-13	PLAYDIUM MISSISSAUGA	790.04	CAD	790.04	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7994	Video Game Arcades/Establishments	CAMP ADMISSION - 49
"PARKS, FORESTRY & RECREATION"	3578-75	2015-07-10	2015-07-13	METRO #704	34.95	CAD	34.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"DANCE,CHEER,GYM-SHOW SNACKS - COOKIES, KELLOGGS"
"PARKS, FORESTRY & RECREATION"	3581-31	2015-07-12	2015-07-14	WMT SUPRCTR #1126	43.05	CAD	43.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES- GRAHAMS,COOKIES,SODAS,MENTOS"
"PARKS, FORESTRY & RECREATION"	3583-66	2015-07-13	2015-07-15	WOW WHAT A DEAL	36.44	CAD	36.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5310	Discount Stores	CAMP CRAFTS - PAPER PLATES
"PARKS, FORESTRY & RECREATION"	3583-67	2015-07-13	2015-07-15	WAL-MART # 3740	205.26	CAD	205.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SPECIAL EVENT SUPPLIES- GAMES, RIBBONS, CHUTES"
"PARKS, FORESTRY & RECREATION"	3583-68	2015-07-14	2015-07-15	HOBBY WORLD	188.73	CAD	188.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	TYE DYE/FOOD COLOURING - CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3588-35	2015-07-15	2015-07-16	DOLLAR TREE #40138	25.43	CAD	25.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5331	Variety Stores	SPRAY BOTTLES FOR TYE DYE
"PARKS, FORESTRY & RECREATION"	3588-36	2015-07-15	2015-07-16	METRO #704	8.97	CAD	8.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SKATEBOARD CAMP - ICE
"PARKS, FORESTRY & RECREATION"	3590-39	2015-07-15	2015-07-17	CROCK A DOODLE / CROCK	786.48	CAD	786.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5719	Miscellaneous House Furnishing Specialty	CRAFT WORKSHOP - VALENTINE/HOLIDAYS ORNAMENTS
"PARKS, FORESTRY & RECREATION"	3592-58	2015-07-17	2015-07-20	CINEPLEX 7122	492.00	CAD	492.00	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7832	Motion Picture Theaters	"ADMISSION - 66 KIDS, 12 GENERAL"
"PARKS, FORESTRY & RECREATION"	3592-59	2015-07-17	2015-07-20	CINEPLEX 7122	52.92	CAD	52.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7832	Motion Picture Theaters	POPCORN FOR CAMP TO SHARE
"PARKS, FORESTRY & RECREATION"	3592-60	2015-07-17	2015-07-20	LASER QUEST MISSISSAUG	558.22	CAD	558.22	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	SR CAMP ADMISSION - 38 DAY CAMP
"PARKS, FORESTRY & RECREATION"	3593-33	2015-07-20	2015-07-21	DOLLAR TREE CANADA STO	7.06	CAD	7.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5331	Variety Stores	"BALLOONS, MARBLES, HAIR ELASTICS"
"PARKS, FORESTRY & RECREATION"	3596-41	2015-07-20	2015-07-22	HANDS ON EXOTICS INC	412.45	CAD	412.45	CAD	4102	ENTERTAINER AND BAND FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5995	Pet Shops - Pet Food and Supplies	ONSITE ANIMAL SHOW - JR CAMPS
"PARKS, FORESTRY & RECREATION"	3596-42	2015-07-20	2015-07-22	WAL-MART # 3740	103.43	CAD	103.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SPECIAL EVENT SUPPLIES- CREAM,CORNSTARCH,COOKIES"
"PARKS, FORESTRY & RECREATION"	3600-50	2015-07-23	2015-07-24	METRO #704	3.29	CAD	3.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	EGGS - CAMP SUPPLY
"PARKS, FORESTRY & RECREATION"	3600-51	2015-07-23	2015-07-24	METRO #704	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SKATEBOARD CAMP - ICE
"PARKS, FORESTRY & RECREATION"	3602-60	2015-07-23	2015-07-27	WAL-MART #1137	59.98	CAD	59.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SPECIAL EVENT SUPPLIES- WINNER MEDALS, CHEWY CP"
"PARKS, FORESTRY & RECREATION"	3602-61	2015-07-24	2015-07-27	AEROSPORTS PARK - OAKV	"1,025.68"	CAD	"1,025.68"	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	"ADMISSION FOR CAMP - 77 JUMPER, 77 SOCKS"
"PARKS, FORESTRY & RECREATION"	3603-24	2015-07-26	2015-07-28	WAL-MART #1061	123.84	CAD	123.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES - SALT,OLIVE OIL,SODA,FOAM,COCACOLA"
"PARKS, FORESTRY & RECREATION"	3603-25	2015-07-27	2015-07-28	METRO #704	13.53	CAD	13.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES - ECONO GLASS, FROZEN DRINK"
"PARKS, FORESTRY & RECREATION"	3605-40	2015-07-27	2015-07-29	WAL-MART # 3740	140.31	CAD	140.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES - CABBAGE,LEMON JUICE,PEACH,ACTIVIA"
"PARKS, FORESTRY & RECREATION"	3609-47	2015-07-30	2015-07-31	SHOPPERSDRUGMART0893	2.81	CAD	2.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	PEROXIDE - SCIENCE CAMP EXPERIMENT
					"7,558.11"	CAD	"7,558.11"	CAD							
"PARKS, FORESTRY & RECREATION"	3592-61	2015-07-17	2015-07-20	WOLSELEY CANADA INC	58.61	CAD	58.61	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES
					58.61	CAD	58.61	CAD							
MUNICIPAL LICENSING & STANDARDS	3575-47	2015-07-09	2015-07-09	UBER	8.25	CAD	8.25	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3575-48	2015-07-09	2015-07-09	UBER	11.52	CAD	11.52	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3577-54	2015-07-09	2015-07-10	UBER	6.99	CAD	6.99	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3577-55	2015-07-09	2015-07-10	UBER	9.66	CAD	9.66	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3577-56	2015-07-09	2015-07-10	UBER	6.40	CAD	6.40	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3578-76	2015-07-10	2015-07-13	UBER	10.18	CAD	10.18	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3578-77	2015-07-10	2015-07-13	UBER	17.79	CAD	17.79	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3578-78	2015-07-10	2015-07-13	UBER	11.64	CAD	11.64	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3578-79	2015-07-10	2015-07-13	UBER	11.89	CAD	11.89	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3578-80	2015-07-10	2015-07-13	UBER	8.95	CAD	8.95	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3588-37	2015-07-15	2015-07-16	UBER	4.82	CAD	4.82	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3588-38	2015-07-15	2015-07-16	UBER	10.81	CAD	10.81	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3588-39	2015-07-15	2015-07-16	UBER	24.73	CAD	24.73	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3588-40	2015-07-15	2015-07-16	UBER	12.40	CAD	12.40	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3588-41	2015-07-15	2015-07-16	UBER	9.65	CAD	9.65	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3588-42	2015-07-15	2015-07-16	UBER	-4.82	CAD	-4.82	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3590-40	2015-07-16	2015-07-17	UBER	6.37	CAD	6.37	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3590-41	2015-07-16	2015-07-17	UBER	6.45	CAD	6.45	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3590-42	2015-07-16	2015-07-17	UBER	22.47	CAD	22.47	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3590-43	2015-07-16	2015-07-17	UBER	21.13	CAD	21.13	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3592-62	2015-07-19	2015-07-20	UBER	18.17	CAD	18.17	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3592-63	2015-07-19	2015-07-20	UBER	17.32	CAD	17.32	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3596-43	2015-07-21	2015-07-22	UBER	6.74	CAD	6.74	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3596-44	2015-07-21	2015-07-22	UBER	12.78	CAD	12.78	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3596-45	2015-07-21	2015-07-22	UBER	12.60	CAD	12.60	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3596-46	2015-07-21	2015-07-22	UBER	5.57	CAD	5.57	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3598-50	2015-07-22	2015-07-23	UBER	8.28	CAD	8.28	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3598-51	2015-07-22	2015-07-23	UBER	15.33	CAD	15.33	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3598-52	2015-07-22	2015-07-23	UBER	25.28	CAD	25.28	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3598-53	2015-07-22	2015-07-23	UBER	8.59	CAD	8.59	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
MUNICIPAL LICENSING & STANDARDS	3600-52	2015-07-23	2015-07-24	UBER	14.30	CAD	14.30	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	4121	Limousines and Taxicabs	ENFORCEMENT ACTIVITIES
