Divison	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	4025-11	2016-05-16	2016-05-17	ABOVEGROUND ENTERPRISE	158.19	CAD	158.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	7333	"Commercial Art, Graphics, Photography"	LARGE ART PORTFOLIO	
ECONOMIC DEVELOPMENT & CULTURE	4027-25	2016-05-17	2016-05-18	WWW.GETTYIMAGES.COM	833.00	CAD	833.00	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5971	Art Dealers and Galleries	DIGITAL IMAGES	
ECONOMIC DEVELOPMENT & CULTURE	4030-23	2016-05-19	2016-05-20	PAYPAL *NOBLEKNIGHT NO	125.03	CAD	125.03	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	ARTIFACTS	
ECONOMIC DEVELOPMENT & CULTURE	4030-24	2016-05-19	2016-05-20	CURRY'S ART STORE	22.59	CAD	22.59	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5970	"Artist Supply Stores, Craft Shops"	SMALL ART PORTFOLIO	
ECONOMIC DEVELOPMENT & CULTURE	4030-25	2016-05-20	2016-05-20	AMAZON.CA	96.45	CAD	96.45	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	4816	Computer Network/Information Services	ARTIFACTS	
ECONOMIC DEVELOPMENT & CULTURE	4033-42	2016-05-20	2016-05-24	HPS SIMULATIONS	83.06	CAD	61.95	USD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5734	Computer Software Stores	ARTIFACTS	
ECONOMIC DEVELOPMENT & CULTURE	4033-43	2016-05-21	2016-05-24	WWW.GETTYIMAGES.COM	229.00	CAD	229.00	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5971	Art Dealers and Galleries	DIGITAL IMAGES	
ECONOMIC DEVELOPMENT & CULTURE	4033-44	2016-05-22	2016-05-24	LAKEFIELD STATION BOOK	93.45	CAD	93.45	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5942	Book Stores	HISTORY REFERENCE BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4037-30	2016-05-24	2016-05-26	T R L	113.00	CAD	113.00	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	9399	Government Services - Not Elsewhere Clas	DIGITAL IMAGES	
ECONOMIC DEVELOPMENT & CULTURE	4041-29	2016-05-26	2016-05-30	T R L	113.00	CAD	113.00	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	9399	Government Services - Not Elsewhere Clas	DIGITAL IMAGES	
					"2,100.06"	CAD	"2,017.00"	CAD								
							61.95	USD								
TORONTO WATER	4000-42	2016-04-28	2016-05-02	THE HOME DEPOT #7134	319.96	CAD	319.96	CAD	*****	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  PPUI SATIN	
TORONTO WATER	4000-43	2016-04-29	2016-05-02	HACH CANADA	299.86	CAD	299.86	CAD	2499	OTHER CHEMICALS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5732	Electronic Sales	CHLORINE REAGENT	
					619.82	CAD	619.82	CAD								
FIRE SERVICES	4041-30	2016-05-26	2016-05-30	CSA GROUP	"1,699.50"	CAD	"1,699.50"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0006	FIRE CODE ENFORCEMENT-EAST DIST	8398	"Organizations, Charitable and Social Ser"	**MORE**  STANDARDS AND LITERATURE TEXTBOOKS	
					"1,699.50"	CAD	"1,699.50"	CAD								
PUBLIC HEALTH	4010-28	2016-05-04	2016-05-06	CDN TIRE STORE #00600	45.19	CAD	45.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PH4041	SEXUALLY TRANS INFECTIONS PROGRAM N/E	5200	Home Supply Warehouse	OB FOAM PAD	
					45.19	CAD	45.19	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-44	2016-05-01	2016-05-02	SOHO HOUSE TORONTO	67.58	CAD	67.58	CAD	4823	MEALS-OUTSIDE LOC'S	ED0171	IM-FILM COMMISSIONER'S OFFICE	5812	"Eating Places, Restaurants"	MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	4000-45	2016-05-01	2016-05-02	BRUNICO COMMUNICATIONS	146.84	CAD	146.84	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0171	IM-FILM COMMISSIONER'S OFFICE	7311	Advertising Services	RENEWAL OF SUBSCRIPTIONS	
ECONOMIC DEVELOPMENT & CULTURE	4002-15	2016-05-02	2016-05-03	TORONTO PARKING AUTHOR	4.00	CAD	4.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0171	IM-FILM COMMISSIONER'S OFFICE	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4020-25	2016-05-11	2016-05-12	SQ *OLITESS ENTERPRISE	12.00	CAD	12.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0171	IM-FILM COMMISSIONER'S OFFICE	4121	Limousines and Taxicabs	TAXIFARE	
ECONOMIC DEVELOPMENT & CULTURE	4025-12	2016-05-15	2016-05-17	CHI TAXI 5352	66.01	CAD	50.00	USD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	ED0171	IM-FILM COMMISSIONER'S OFFICE	4121	Limousines and Taxicabs	**MORE**  MERCHANDISE	
ECONOMIC DEVELOPMENT & CULTURE	4027-26	2016-05-17	2016-05-18	SOHO HOUSE TORONTO	144.25	CAD	144.25	CAD	4823	MEALS-OUTSIDE LOC'S	ED0171	IM-FILM COMMISSIONER'S OFFICE	5812	"Eating Places, Restaurants"	MEETING WITH EXTERNAL CLIENTS.	
ECONOMIC DEVELOPMENT & CULTURE	4030-26	2016-05-19	2016-05-20	PROMETHEUS GLOBAL MED	400.90	CAD	299.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0171	IM-FILM COMMISSIONER'S OFFICE	2741	Miscellaneous Publishing and Printing	MAGAZINE SUBSCRIPTION	
					841.58	CAD	374.67	CAD								
							349.00	USD								
"PARKS, FORESTRY & RECREATION"	4018-26	2016-05-10	2016-05-11	RONA HARDWARE #02544	7.86	CAD	7.86	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13195	LOCATION SUPPORT - SILVERBIRCH BOATHOUSE	5251	Hardware Stores	2 KEYS CUT FOR SBBH	
"PARKS, FORESTRY & RECREATION"	4027-27	2016-05-16	2016-05-18	SHOPPERSDRUGMART0984	4.51	CAD	4.51	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12102	BEACHES CC-SOCIAL PRGM	5912	"Drug Stores, Pharmacies"	LAUNDRY DETERGENT	
"PARKS, FORESTRY & RECREATION"	4035-17	2016-05-22	2016-05-25	BEACH HARDWARE   GARDE	20.87	CAD	20.87	CAD	2715	PAINT SUPPLIES	P13195	LOCATION SUPPORT - SILVERBIRCH BOATHOUSE	5261	Lawn and Garden Supply Stores	"PAINT, ROLLER, BRUSH"	
"PARKS, FORESTRY & RECREATION"	4035-18	2016-05-24	2016-05-25	FOODLAND  6425	44.06	CAD	44.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12102	BEACHES CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4041-31	2016-05-27	2016-05-30	RONA HARDWARE #02544	7.86	CAD	7.86	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06743	BEACHES CC-PRGM SUPPORT	5251	Hardware Stores	2 KEYS CUT FOR BEACHES RC	
					85.16	CAD	85.16	CAD								
FACILITIES MANAGEMENT DIVISON	4004-27	2016-05-03	2016-05-04	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	61333969	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					6.00	CAD	6.00	CAD								
"PARKS, FORESTRY & RECREATION"	4000-46	2016-04-28	2016-05-02	THE HOME DEPOT #7011	4.51	CAD	4.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12045	ISLINGTON-COMM CTR-PRGM SUPPORT	5200	Home Supply Warehouse	"8""TIE NAT100"	
					4.51	CAD	4.51	CAD								
CITY PLANNING	4029-27	2016-05-18	2016-05-19	CARSWELL	"2,046.93"	CAD	"2,046.93"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	UR0005	HEAD OFFICE-POLICY&RESRCH-CITY PLNG	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOKS- ONTARIO PLANNING PRACTICE	
					"2,046.93"	CAD	"2,046.93"	CAD								
FACILITIES MANAGEMENT DIVISON	4027-28	2016-05-16	2016-05-18	MISTER CHEMICAL -VAUGH	61.69	CAD	61.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA1375	91 FRONT E-LEASNG (ST.LAWRENCE MKT-SOUTH	5169	Chemicals and Allied Products Not Elsewh	SUPPLIES/EQUIPMENT	
					61.69	CAD	61.69	CAD								
"PARKS, FORESTRY & RECREATION"	4023-37	2016-05-13	2016-05-16	HONEST EDS LIMITED	33.89	CAD	33.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12901	TORONTO REHAB FITNESS PILOT PROJECT	5311	Department Stores	SWIMSUITS FOR YOUTH	
"PARKS, FORESTRY & RECREATION"	4035-19	2016-05-24	2016-05-25	LONG   MCQUADE LIMITED	61.02	CAD	61.02	CAD	3030	M & E - OFFICE	P12901	TORONTO REHAB FITNESS PILOT PROJECT	7399	Business Services - Not Elsewhere Classi	STEREO REPAIRS	
					94.91	CAD	94.91	CAD								
"PARKS, FORESTRY & RECREATION"	4004-28	2016-05-02	2016-05-04	CDN TIRE STORE #00264	111.45	CAD	111.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02351	MCGREGOR POOL-INSTRL-OUTDR	5200	Home Supply Warehouse	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4033-45	2016-05-20	2016-05-24	THE HOME DEPOT #7107	272.31	CAD	272.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02351	MCGREGOR POOL-INSTRL-OUTDR	5200	Home Supply Warehouse	**MORE**  HNDTRK 400	
					383.76	CAD	383.76	CAD								
EMPLOYMENT & SOCIAL SERVICES	4004-29	2016-05-03	2016-05-04	RCSS WESTON 2800	65.27	CAD	65.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	"STAFF RECOGNITION - DRINKS, VEGETABLE TRAYS, CUPS"	
EMPLOYMENT & SOCIAL SERVICES	4004-30	2016-05-03	2016-05-04	METRO #719	65.99	CAD	65.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	STAFF RECOGNITION - CAKE	
EMPLOYMENT & SOCIAL SERVICES	4010-29	2016-05-05	2016-05-06	REAL CANADIAN WHOLESAL	5.11	CAD	5.11	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS FOR I'M EGLINTON WORKSHOP - JUICE	
EMPLOYMENT & SOCIAL SERVICES	4030-27	2016-05-19	2016-05-20	REAL CANADIAN WHOLESAL	15.77	CAD	15.77	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	NAP MEETING - DRINKS AND CUTLERY	
EMPLOYMENT & SOCIAL SERVICES	4033-46	2016-05-19	2016-05-24	PIZZA NOVA 081	48.05	CAD	48.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01205	YORK/HUMBER-ADMIN	5814	Quick Payment Service - Fast-Food Restau	NAP MEETING - PIZZA	
					200.19	CAD	200.19	CAD								
FACILITIES MANAGEMENT DIVISON	4020-26	2016-05-11	2016-05-12	PROJECTOR LAMP SOURCE	377.76	CAD	377.76	CAD	4995	OTHER EXPENSES	FA2174	ADMIN - SAP SPECIAL PROJECT	5044	"Office, Photographic, Photocopy, and Mic"	PROJECTOR BULB	
					377.76	CAD	377.76	CAD								
PUBLIC HEALTH	4000-47	2016-04-29	2016-05-02	EB NRC 2016 FORUM-HEA	169.15	CAD	169.15	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3513	NUTRITION PROMOTION	7399	Business Services - Not Elsewhere Classi	CONFERENCES/SEMINARS - REGISTRATION	
PUBLIC HEALTH	4012-43	2016-05-07	2016-05-09	ULINE	57.58	CAD	57.58	CAD	2610	KITCHEN SUPPLIES	PH3513	NUTRITION PROMOTION	5964	Direct Marketing - Catalog Merchants	Kitchen Supplies	
PUBLIC HEALTH	4016-15	2016-05-06	2016-05-10	WWW.CANADIANTIRE.CA	27.62	CAD	27.62	CAD	2610	KITCHEN SUPPLIES	PH3513	NUTRITION PROMOTION	5200	Home Supply Warehouse	KITCHEN SUPPLIES	
					254.35	CAD	254.35	CAD								
TORONTO WATER	4033-47	2016-05-20	2016-05-24	CDN TIRE STORE #00654	84.68	CAD	84.68	CAD	2710	GENERAL HARDWARE	TW5010	BUS OP MGMT: BUSINESS & CUSTOMER SUPPORT	5200	Home Supply Warehouse	REFLECTIVE TAPE FOR NEW TRAILER STEPS	
TORONTO WATER	4033-48	2016-05-20	2016-05-24	CDN TIRE STORE #00654	159.73	CAD	159.73	CAD	*****	M & E - HAND TOOLS	TW5010	BUS OP MGMT: BUSINESS & CUSTOMER SUPPORT	5200	Home Supply Warehouse	VARIOUS TOOLS	
					244.41	CAD	244.41	CAD								
FIRE SERVICES	4020-27	2016-05-11	2016-05-12	WESTON VALVE  FITTING	409.51	CAD	409.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	LEAK DETECTOR AND FITTINGS	
FIRE SERVICES	4025-13	2016-05-16	2016-05-17	WESTON VALVE  FITTING	113.57	CAD	113.57	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	HIGH PRESSURE HARDWARE - NUTS & BOLTS	
FIRE SERVICES	4027-29	2016-05-18	2016-05-18	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	MECHANIC LICENSE RENEWAL	
FIRE SERVICES	4027-30	2016-05-18	2016-05-18	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	MECHANIC LICENSE RENEWAL	
FIRE SERVICES	4027-31	2016-05-18	2016-05-18	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	MECHANIC LICENSE RENEWAL	
					929.88	CAD	929.88	CAD								
TORONTO WATER	4020-28	2016-05-10	2016-05-12	THE HOME DEPOT #7001	49.63	CAD	49.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	77L REFUSE	
TORONTO WATER	4025-14	2016-05-16	2016-05-17	AUTO PARTS CENTRES	79.27	CAD	79.27	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	PIPE EXPANDERS	
					128.90	CAD	128.90	CAD								
"PARKS, FORESTRY & RECREATION"	4002-16	2016-05-02	2016-05-03	LOWES #02494*	15.81	CAD	15.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	HI-PERFORMANCE PAVEMNT REPAIR 50#	
"PARKS, FORESTRY & RECREATION"	4010-30	2016-05-04	2016-05-06	COOPER EQUIPMENT RENTA	409.96	CAD	409.96	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5046	Commercial Equipment Not Elsewhere Class	"MASK DUST, BLADE 14"", KARBITE RESQUE"	
"PARKS, FORESTRY & RECREATION"	4016-16	2016-05-09	2016-05-10	RONA # 55340	40.66	CAD	40.66	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	GLOVE IMPACT LARGE	
"PARKS, FORESTRY & RECREATION"	4018-27	2016-05-10	2016-05-11	RONA # 55340	24.84	CAD	24.84	CAD	2531	LUMBER	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	SHINGLE CDR	
"PARKS, FORESTRY & RECREATION"	4020-29	2016-05-10	2016-05-12	CTF SUPPLY (08)	444.13	CAD	444.13	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	"CARR BOLTS, HEX NUTS, BOLT WASHERS"	
"PARKS, FORESTRY & RECREATION"	4020-30	2016-05-10	2016-05-12	CDN TIRE STORE #00264	225.98	CAD	225.98	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	DW 20V OSCIL MU	
"PARKS, FORESTRY & RECREATION"	4020-31	2016-05-11	2016-05-12	LOWES #02494*	259.85	CAD	259.85	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  2.5 GALLON/10 LITRE GAS CAN	
"PARKS, FORESTRY & RECREATION"	4020-32	2016-05-11	2016-05-12	RONA # 55340	53.10	CAD	53.10	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	"AUGER BIT 5/8"""	
"PARKS, FORESTRY & RECREATION"	4025-15	2016-05-16	2016-05-17	KARL W RICHTER	120.42	CAD	120.42	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	ANCHOR SHACKLE	
"PARKS, FORESTRY & RECREATION"	4029-28	2016-05-18	2016-05-19	LOWES #02494*	157.07	CAD	157.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	TOOL DOLLY W/ REMOVABLE BAG	
"PARKS, FORESTRY & RECREATION"	4030-28	2016-05-18	2016-05-20	CTF SUPPLY (08)	79.76	CAD	79.76	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	HEX LAG BOLTS	
"PARKS, FORESTRY & RECREATION"	4037-31	2016-05-25	2016-05-26	LOWES #02494*	218.97	CAD	218.97	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  30M 100' YJ 3 OUTLET LIT FANTAIL	
"PARKS, FORESTRY & RECREATION"	4039-32	2016-05-25	2016-05-27	CDN TIRE STORE #00264	27.10	CAD	27.10	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	STRINGLINE REEL	
"PARKS, FORESTRY & RECREATION"	4043-15	2016-05-27	2016-05-31	CDN TIRE STORE #00209	16.36	CAD	16.36	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	STAPLES	
"PARKS, FORESTRY & RECREATION"	4043-16	2016-05-30	2016-05-31	KARL W RICHTER	31.62	CAD	31.62	CAD	2865	GLASSES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	BDG VIBRATION RESISTANT	
					"2,125.63"	CAD	"2,125.63"	CAD								
"PARKS, FORESTRY & RECREATION"	4008-24	2016-05-03	2016-05-05	THE HOME DEPOT #7129	56.71	CAD	56.71	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  TURF EDGER	
"PARKS, FORESTRY & RECREATION"	4010-31	2016-05-03	2016-05-06	BROUWER SOD FARMS LTD	262.32	CAD	262.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SOD	
"PARKS, FORESTRY & RECREATION"	4010-32	2016-05-05	2016-05-06	U OF G - RIDGETOWN WEB	84.75	CAD	84.75	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	IPM REGISTRATION	
"PARKS, FORESTRY & RECREATION"	4016-17	2016-05-09	2016-05-10	TURF CARE	542.40	CAD	542.40	CAD	2130	PARTS - MOBILE EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	BATTERIES FOR IRRIGATION RADIO	
"PARKS, FORESTRY & RECREATION"	4021-28	2016-05-05	2016-05-13	BROUWER SOD FARMS LTD	-30.00	CAD	-30.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SKIDS	
"PARKS, FORESTRY & RECREATION"	4023-38	2016-05-12	2016-05-16	THE HOME DEPOT #7129	22.60	CAD	22.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	TRIM LINE	
"PARKS, FORESTRY & RECREATION"	4023-39	2016-05-15	2016-05-16	TURF CANADA	913.00	CAD	913.00	CAD	2470	FERTILIZERS	P07646	DON VALLEY-OPERATIONS	5998	Tent & Awning Shops	FERTILIZER	
"PARKS, FORESTRY & RECREATION"	4027-32	2016-05-17	2016-05-18	PRECISION TURF TECHNOL	180.66	CAD	180.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	AIR INDUCTION TURBO NOZZLE	
"PARKS, FORESTRY & RECREATION"	4027-33	2016-05-18	2016-05-18	EARTHWAY PRODUCTS	35.75	CAD	27.00	USD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5099	Durable Goods Not Elsewhere Classified	FERTILIZER COVER.PARTS	
"PARKS, FORESTRY & RECREATION"	4041-32	2016-05-26	2016-05-30	ALLTURF LTD.	590.00	CAD	590.00	CAD	2499	OTHER CHEMICALS	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	FUNGICIDE	
"PARKS, FORESTRY & RECREATION"	4043-17	2016-05-30	2016-05-31	DICKSON HOME HARDWARE	16.70	CAD	16.70	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	TAPE	
					"2,674.89"	CAD	"2,639.14"	CAD								
							27.00	USD								
MUNICIPAL LICENSING & STANDARDS	4025-16	2016-05-16	2016-05-17	SHOPPERS DRUG MART #12	143.65	CAD	143.65	CAD	4805	POSTAGE	MS1260	MOBILE ENFORCEMENT	9402	Postal Services - Government Only	MAILING OF DOCUMENTS	
MUNICIPAL LICENSING & STANDARDS	4041-33	2016-05-27	2016-05-30	SHOPPERS DRUG MART #05	163.43	CAD	163.43	CAD	4805	POSTAGE	MS1260	MOBILE ENFORCEMENT	9402	Postal Services - Government Only	MAILING OF DOCUMENTS	
					307.08	CAD	307.08	CAD								
ACCOUNTING SERVICES 	4025-17	2016-05-16	2016-05-17	CHARTERED PROFESSIONAL	"1,084.80"	CAD	"1,084.80"	CAD	4760	MEMBERSHIP FEES	FS0032	FINANCIAL SYSTEMS&POLICY-FINCL SYSTEMS	8699	"Organizations, Membership - Not Elsewher"	CPA MEMBERSHIP	
					"1,084.80"	CAD	"1,084.80"	CAD								
"PARKS, FORESTRY & RECREATION"	4021-29	2016-05-11	2016-05-13	MOE-EAAB PESTICIDES	90.00	CAD	90.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	P00016	C-FORESTRY GEN-PLANT/NURSERY	9399	Government Services - Not Elsewhere Clas	PESTICIDE LICENCE FEE	
"PARKS, FORESTRY & RECREATION"	4037-32	2016-05-24	2016-05-26	CDN TIRE STORE #00192	163.38	CAD	163.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00016	C-FORESTRY GEN-PLANT/NURSERY	5200	Home Supply Warehouse	"STAPLER, STAPLES =, INSECT TRAP EQUIPMENT"	
					253.38	CAD	253.38	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-48	2016-04-29	2016-05-02	NOFRILLS JUSTIN'S #279	64.48	CAD	64.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"CHEDDAR, BUTTER, CARROTS, ONION, TURNIP, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4000-49	2016-05-01	2016-05-02	LOBLAWS #1010	22.11	CAD	22.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"BUTTER, WHIPPING CREAM, CARROTS, PLASTIC BAG"	
ECONOMIC DEVELOPMENT & CULTURE	4000-50	2016-05-01	2016-05-02	NOFRILLS JUSTIN'S #279	65.40	CAD	65.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"VINEGAR, DATES, CONDENSED MILK, EGGS, GARLIC, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4010-33	2016-05-05	2016-05-06	NOFRILLS JUSTIN'S #279	104.75	CAD	104.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"VINEGAR, CREAM, MILK, BREAD, VEGETABLES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4010-34	2016-05-05	2016-05-06	REAL CANADIAN SUPERSTO	8.97	CAD	8.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BREAD	
