Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	GL Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
FIRE SERVICES	3166-46	2014-09-15	2014-09-17	SHELL	50.00	CAD	50.00	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR COMPANY CAR	
					218.15	CAD	218.15	CAD								
"PARKS, FORESTRY & RECREATION"	3144-56	2014-08-28	2014-09-02	THE HOME DEPOT #7013	35.90	CAD	35.90	CAD	2710	GENERAL HARDWARE	P10958	LAMPORT STADIUM-OPERATIONS	5200	Home Supply Warehouse	"14""TIENAT500"	
"PARKS, FORESTRY & RECREATION"	3247-1	2014-09-04	2014-09-08	THE HOME DEPOT #7013	11.32	CAD	11.32	CAD	4233	PCARD RECOVERIES	P00536	WATERFRONT	5200	Home Supply Warehouse	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-2	2014-09-08	2014-09-09	THE HOME DEPOT #7013	-11.32	CAD	-11.32	CAD	4233	PCARD RECOVERIES	P00536	WATERFRONT	5200	Home Supply Warehouse	DISPUTE RESOLUTION	
					35.90	CAD	35.90	CAD								
EMPLOYMENT & SOCIAL SERVICES	3171-58	2014-09-19	2014-09-22	RCSS SCARBOROUGH #2809	143.59	CAD	143.59	CAD	4820	BUSINESS MEETING EXPENSES	C01207	MALVERN -ADMIN	5411	"Grocery Stores, Supermarkets"	TPS EVENT	
					143.59	CAD	143.59	CAD								
TORONTO WATER	3144-57	2014-08-29	2014-09-02	THE HOME DEPOT #7238	56.47	CAD	56.47	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	124 PIECE 1/	
					56.47	CAD	56.47	CAD								
"PARKS, FORESTRY & RECREATION"	3144-58	2014-08-29	2014-09-02	ONTARIO TURF EQUIPMENT	676.53	CAD	676.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07649	TAM OSHANTER-OPERATIONS	5941	Sporting Goods Stores	LAPPING COMPOUND	
"PARKS, FORESTRY & RECREATION"	3247-196	2014-09-04	2014-09-08	THE HOME DEPOT #7001	18.69	CAD	18.69	CAD	4233	PCARD RECOVERIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-197	2014-09-08	2014-09-09	THE HOME DEPOT #7001	-18.69	CAD	-18.69	CAD	4233	PCARD RECOVERIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	DISPUTE RESOLUTION	
					676.53	CAD	676.53	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3151-57	2014-09-04	2014-09-05	JOCKEY.CA	704.78	CAD	704.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5691	Men's and Women's Clothing Stores	ORDERED 114 BOXER BRIEFS FOR SH CLIENTS (L/XL)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3160-41	2014-09-09	2014-09-12	WAL-MART ECOMM #8514	45.17	CAD	45.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5310	Discount Stores	FULL MOTION PLAT-PANEL TV WALL MOUNT- ANNEX PROG	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3162-52	2014-09-09	2014-09-15	WAL-MART ECOMM #8514	376.38	CAD	376.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5310	Discount Stores	"RCA 32"" LED TV/DVD COMBO/FEE AND CD PLAYER- ANNEX"	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3162-53	2014-09-12	2014-09-15	CHECKPOINT1 APPAREL	908.38	CAD	908.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5655	"Sports Apparel, Riding Apparel Stores"	336 WHITE GILDAN COTTON T-SHIRTS FOR SH CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3164-43	2014-09-15	2014-09-16	JOCKEY.CA	292.77	CAD	292.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5691	Men's and Women's Clothing Stores	36 BOXER BRIEFS FOR SEATON HOUSE CLIENTS- SIZE M	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3166-47	2014-09-12	2014-09-17	SEARS CANADA DIRECT	"2,113.58"	CAD	"2,113.58"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	156 FLANNEL PJ PANTS FOR ANNEX CLIENTS(BE REVERSED	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3166-48	2014-09-16	2014-09-17	BED BATH   BEYOND #229	676.76	CAD	676.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01123	SEATON HOUSE-PROPERTY SERV	5651	Family Clothing Stores	FURNISHINGS FOR CLIENT PALLATIVE ROOM- ANNEX	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3168-49	2014-09-17	2014-09-18	BED BATH   BEYOND #229	406.70	CAD	406.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01123	SEATON HOUSE-PROPERTY SERV	5651	Family Clothing Stores	FURNISHINGS FOR CLIENT PALLATIVE ROOM- ANNEX	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-46	2014-09-16	2014-09-19	SEARS CANADA DIRECT	"1,585.22"	CAD	"1,585.22"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL FLANNEL PJ PANT SHIPMENT- ANNEX CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-47	2014-09-16	2014-09-19	SEARS CANADA DIRECT	528.41	CAD	528.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	P	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-48	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-162.58	CAD	-162.58	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-49	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-325.17	CAD	-325.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-50	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-325.17	CAD	-325.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-51	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-162.58	CAD	-162.58	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-52	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-162.58	CAD	-162.58	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-53	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-162.58	CAD	-162.58	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-54	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-325.17	CAD	-325.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-55	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-162.58	CAD	-162.58	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-56	2014-09-16	2014-09-19	SEARS CANADA DIRECT	-325.17	CAD	-325.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5999	Miscellaneous and Specialty Retail Store	PARTIAL REIMBURSEMENT TO 3166-47(FLANNEL PJ PANTS)	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3171-59	2014-09-18	2014-09-22	CHECKPOINT1 APPAREL	587.83	CAD	587.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5655	"Sports Apparel, Riding Apparel Stores"	195 WHITE GILDAN COTTON T-SHIRTS FOR ANNEX CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3175-32	2014-09-23	2014-09-24	HARBOUR FRONT COMMUNIT	120.00	CAD	120.00	CAD	4820	BUSINESS MEETING EXPENSES	F01121	SEATON HOUSE PROGRAM DELIVERY	8641	"Associations - Civic, Social, and Frater"	MEETING ROOM FOR SH SMT STRATEGIC PLANNING DAY	
					"6,232.40"	CAD	"6,232.40"	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3159-33	2014-09-09	2014-09-11	THE HOME DEPOT #7001	85.82	CAD	85.82	CAD	2715	PAINT SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	5200	Home Supply Warehouse	**MORE**  BEHR INT SAT Paint for Children's Progra	
					85.82	CAD	85.82	CAD								
FACILITIES MANAGEMENT 	3151-58	2014-09-03	2014-09-05	SEARS KENMORE CENTRAL	10.16	CAD	10.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61262777	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	PURCHASE  ELECT PARTS	
					10.16	CAD	10.16	CAD								
EMPLOYMENT & SOCIAL SERVICES	3169-57	2014-09-17	2014-09-19	METRO #758	131.82	CAD	131.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01242	FAMILY SUPPORT PROGRAM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR TPS WEEK	
EMPLOYMENT & SOCIAL SERVICES	3171-60	2014-09-19	2014-09-22	THE GREAT CANADIAN BAG	32.20	CAD	32.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01242	FAMILY SUPPORT PROGRAM	5814	Quick Payment Service - Fast-Food Restau	SUPPLIES FOR TPS WEE CELEBRATION	
					164.02	CAD	164.02	CAD								
EMPLOYMENT & SOCIAL SERVICES	3155-9	2014-09-08	2014-09-09	TIM HORTONS 2007 QTH	6.79	CAD	6.79	CAD	4995	OTHER EXPENSES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS FOR JIP MEETING	
EMPLOYMENT & SOCIAL SERVICES	3162-54	2014-09-11	2014-09-15	WMT SUPRCTR #1117	11.34	CAD	11.34	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR PAYE	
EMPLOYMENT & SOCIAL SERVICES	3168-50	2014-09-16	2014-09-18	WAL-MART #3001	99.44	CAD	99.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR OFFICE	
EMPLOYMENT & SOCIAL SERVICES	3169-58	2014-09-18	2014-09-19	TIM HORTONS 2007 QTH	8.49	CAD	8.49	CAD	4995	OTHER EXPENSES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS FOR ILLMP MEEETING	
EMPLOYMENT & SOCIAL SERVICES	3171-61	2014-09-18	2014-09-22	66282 MACS CONV. STORE	3.39	CAD	3.39	CAD	4995	OTHER EXPENSES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5331	Variety Stores	REFRESHMENTS FOR ILLMP MEEETING	
					129.45	CAD	129.45	CAD								
EMPLOYMENT & SOCIAL SERVICES	3171-62	2014-09-18	2014-09-22	METRO #719	110.38	CAD	110.38	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	TPS WEEK - GENERAL STAFF MEETING	
EMPLOYMENT & SOCIAL SERVICES	3171-63	2014-09-18	2014-09-22	METRO #719	110.38	CAD	110.38	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	TPS WEEK - GENERAL STAFF MEETING	
EMPLOYMENT & SOCIAL SERVICES	3171-64	2014-09-18	2014-09-22	METRO #719	-110.38	CAD	-110.38	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	C01205	YORK/HUMBER-ADMIN	5411	"Grocery Stores, Supermarkets"	TPS WEEK - GENERAL STAFF MEETING	
					110.38	CAD	110.38	CAD								
"PARKS, FORESTRY & RECREATION"	3157-22	2014-09-08	2014-09-10	THE HOME DEPOT #7129	206.59	CAD	206.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11563	DRIFTWOOD-SPORTS	5200	Home Supply Warehouse	**MORE**  5 HOOK	
"PARKS, FORESTRY & RECREATION"	3168-51	2014-09-16	2014-09-18	CDN TIRE STORE #00126	114.50	CAD	114.50	CAD	2610	KITCHEN SUPPLIES	P06049	DRIFTWOOD-SOCIAL PRGM	5200	Home Supply Warehouse	"SAUCE PAN, TFAL"	
"PARKS, FORESTRY & RECREATION"	3171-65	2014-09-19	2014-09-22	NOFRILLS VINCE'S #3930	379.09	CAD	379.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"PANCAKE, JAM, CANTALOUPE"	
"PARKS, FORESTRY & RECREATION"	3173-15	2014-09-22	2014-09-23	SPORT CHEK #283	131.91	CAD	131.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOCIAL PRGM	5941	Sporting Goods Stores	PRIZES FOR BALL TOURNAMENT	
"PARKS, FORESTRY & RECREATION"	3175-33	2014-09-22	2014-09-24	WAL-MART # 3145	326.83	CAD	326.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"BUBBLES, NOISEMAKERS, FILLERS"	
"PARKS, FORESTRY & RECREATION"	3183-15	2014-09-25	2014-09-30	MANHATTAN TROPHIES LIM	168.93	CAD	168.93	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P06049	DRIFTWOOD-SOCIAL PRGM	5941	Sporting Goods Stores	TROPHIES FOR TOURNAMENT	
"PARKS, FORESTRY & RECREATION"	3183-16	2014-09-29	2014-09-30	NOFRILLS VINCE'S #3930	55.58	CAD	55.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SALSA, CUCUMBERS, STRAWBERRIES"	
					"1,383.43"	CAD	"1,383.43"	CAD								
"PARKS, FORESTRY & RECREATION"	3168-52	2014-09-17	2014-09-18	EWING FLAGPOLE CO. INC	508.50	CAD	508.50	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00531	S-WEST 2-PRGM SUPPORT	5998	Tent & Awning Shops	FLAG REPAIR 20 X 40 FT	
					508.50	CAD	508.50	CAD								
TRANSPORTATION SERVICES 	3146-30	2014-09-02	2014-09-03	CEDAR INFRASTRUCTURE P	480.25	CAD	480.25	CAD	2552	BRIDGE MATERIALS	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	5039	Construction Materials Not Elsewhere Cla	CB FRAME	
TRANSPORTATION SERVICES 	3153-50	2014-09-05	2014-09-08	ONEIDA EQUIPMENT LTD	800.90	CAD	800.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	5712	"Equipment, Furniture, and Home Furnishin"	"CHAINSAW, CHAPS, GLOVES"	
TRANSPORTATION SERVICES 	3162-55	2014-09-12	2014-09-15	ICOPY EXPRESS	"1,591.26"	CAD	"1,591.26"	CAD	2035	PRINTING SUPPLIES (TAXABLE)	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	7338	"Quick Copy, Reproduction, and Blueprinti"	FGGE PASSES - DPOSIT	
TRANSPORTATION SERVICES 	3166-49	2014-09-15	2014-09-17	MISSISSAUGA HARDWARE C	"1,708.56"	CAD	"1,708.56"	CAD	2551	ROAD MATERIALS	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	5072	Hardware Equipment and Supplies	STEEL MEASURING WHEELS	
TRANSPORTATION SERVICES 	3175-34	2014-09-23	2014-09-24	ICOPY EXPRESS	"1,060.85"	CAD	"1,060.85"	CAD	2035	PRINTING SUPPLIES (TAXABLE)	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	7338	"Quick Copy, Reproduction, and Blueprinti"	REMAINING BALANCE OF CLOSURE PASSES	
					"5,641.82"	CAD	"5,641.82"	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3144-59	2014-08-29	2014-09-02	NOFRILLS COSIMO'S #347	9.80	CAD	9.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	FOAM PLATES:AN/LT CLIENT MONTHLY BIRTHDAY PARTY	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3153-51	2014-09-05	2014-09-08	SOBEYS 7466       QPS	90.35	CAD	90.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	FALL DECORATIONS FOR SH- CLIENT ACTIVITY: MUMS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3157-23	2014-09-08	2014-09-10	WAL-MART # 3031	16.92	CAD	16.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5310	Discount Stores	DISPOSABLE CAMERA FOR A CLIENT: ACTIVITY	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3160-42	2014-09-11	2014-09-12	FRESHCO 9817	67.75	CAD	67.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	FALL DECORATIONS FOR SH- CLIENT ACTIVITY: MUMS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3162-56	2014-09-12	2014-09-15	SOBEYS 7466       QPS	207.81	CAD	207.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	FALL DECORATIONS-SH CLIENT ACTIVITY:MUMS/PLANTERS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3164-44	2014-09-15	2014-09-16	SOBEYS 7466       QPS	63.37	CAD	63.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	FALL DECORATIONS-SH CLIENT ACTIVITY:MUMS/SQUASH	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3171-66	2014-09-19	2014-09-22	DUFFERIN GARDEN CENTRE	31.61	CAD	31.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5261	Lawn and Garden Supply Stores	HAY/DRIED CORN/GOURDS: CLIENT FALL DISPLAYS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3175-35	2014-09-23	2014-09-24	TIM HORTONS 4783 QTH	48.18	CAD	48.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5814	Quick Payment Service - Fast-Food Restau	FOR CLIENTS PARTICIPATING IN HABITAT FOR HUMANITY	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3179-42	2014-09-25	2014-09-26	LOBLAWS #1079	57.07	CAD	57.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	FALL DECORATIONS-ON CLIENT ACTIVITY:MUMS/PUMPKINS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3181-60	2014-09-26	2014-09-29	DUFFERIN GARDEN CENTRE	30.76	CAD	30.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5261	Lawn and Garden Supply Stores	"FOR CLIENTS DISPLAYS: HAY, CORN, GOURDS (ENTRANCE)"	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3181-61	2014-09-26	2014-09-29	SOBEYS 7466       QPS	31.68	CAD	31.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5411	"Grocery Stores, Supermarkets"	"FOR CLIENTS DISPLAYS: CORN,PUMPKINS,MUMS(ENTRANCE)"	
					655.30	CAD	655.30	CAD								
EMERGENCY MEDICAL SERVICES	3144-60	2014-08-28	2014-09-02	CDW CANADA	207.42	CAD	207.42	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	**MORE**  CTG 3FT CAT5E SNAGLESS P	
EMERGENCY MEDICAL SERVICES	3148-49	2014-09-02	2014-09-04	THE HOME DEPOT #7078	15.59	CAD	15.59	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	EVERBILT brackets	
EMERGENCY MEDICAL SERVICES	3157-24	2014-09-09	2014-09-10	NEWARK        00000018	541.86	CAD	541.86	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	"SOLDERING, FILERS, SCREWDRIVERS, SOLDERS"	
EMERGENCY MEDICAL SERVICES	3247-168	2014-09-16	2014-09-18	NEWARK        00000018	-30.62	CAD	-30.62	CAD	4233	PCARD RECOVERIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	DISPUTE RESOLUTION	
EMERGENCY MEDICAL SERVICES	3247-169	2014-09-16	2014-09-17	NEWARK        00000018	30.62	CAD	30.62	CAD	2199	MISCELLANEOUS PARTS	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	ELECTRICAL PARTS AND EQUIPMENT	
					764.87	CAD	764.87	CAD								
SOLID WASTE MANAGEMENT	3144-61	2014-08-28	2014-09-02	THE HOME DEPOT #7078	60.98	CAD	60.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW312-14-04	2014 BROCK WEST - BASIC	5200	Home Supply Warehouse	**MORE**  1/8X48X96STD	
					60.98	CAD	60.98	CAD								
LEGAL SERVICES	3151-59	2014-09-04	2014-09-05	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-60	2014-09-04	2014-09-05	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-61	2014-09-04	2014-09-05	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-62	2014-09-04	2014-09-05	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-63	2014-09-04	2014-09-05	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-64	2014-09-04	2014-09-05	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-65	2014-09-04	2014-09-05	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-66	2014-09-04	2014-09-05	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3151-67	2014-09-04	2014-09-05	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER  SUPPORT & HSNG ADMN	9222	Fines	TITLE SEARCHES	
