Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Decription	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2973-91	2014-04-24	2014-04-28	PAYPAL	354.00	CAD	354.00	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	8999	Professional Services - Not Elsewhere Cl	EXHIBIT EXPENSES	
ECONOMIC DEVELOPMENT & CULTURE	2973-92	2014-04-24	2014-04-28	CDN TIRE STORE #00264	101.39	CAD	101.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5200	Home Supply Warehouse	"TOP SOIL, BLACK EARTH, POT SOIL, JM 8"" BYPASS PR"	
ECONOMIC DEVELOPMENT & CULTURE	2977-47	2014-04-29	2014-04-30	RCSS SCARBOROUGH #2809	18.68	CAD	18.68	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"WHIPPING CREAM, BUTTERMILK, PISTACHIOS"	
					"1,114.62"	CAD	"1,114.62"	CAD								
FACILITIES MANAGEMENT 	2943-29	2014-04-02	2014-04-04	CDN TIRE STORE #00242	79.07	CAD	79.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61237945	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	HOSE REEL	
					79.07	CAD	79.07	CAD								
"PARKS, FORESTRY & RECREATION"	2939-42	2014-03-31	2014-04-02	SNAP-ON TOOLS	535.90	CAD	535.90	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5099	Durable Goods Not Elsewhere Classified	SHOP TOOLS	
"PARKS, FORESTRY & RECREATION"	2946-50	2014-04-05	2014-04-07	PRINCESS AUTO	244.00	CAD	244.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00405	N-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	CARGO NETS	
"PARKS, FORESTRY & RECREATION"	2954-60	2014-04-09	2014-04-11	NAPA WOODBRIDGE #759	96.51	CAD	96.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5533	"Automotive Parts, Accessories Stores"	FILTERS	
"PARKS, FORESTRY & RECREATION"	2954-61	2014-04-09	2014-04-11	NAPA WOODBRIDGE #759	157.73	CAD	157.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	2956-78	2014-04-11	2014-04-14	UZ ENGINEERED PRODUCTS	139.61	CAD	139.61	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5999	Miscellaneous and Specialty Retail Store	SOLDER SYRINGE	
"PARKS, FORESTRY & RECREATION"	2964-64	2014-04-17	2014-04-21	NCH-PARTSMASTER	336.47	CAD	336.47	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	HIGH POWER CORDLESS AND MAGNETIC BASE	
"PARKS, FORESTRY & RECREATION"	2971-55	2014-04-24	2014-04-25	STATE CHEMIC*STATE CHE	756.32	CAD	756.32	CAD	2401	LUBRICANTS	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  ENVIRORESPONSE BIO-BASED PENETRANT	
"PARKS, FORESTRY & RECREATION"	2977-48	2014-04-28	2014-04-30	ONEIDA EQUIPMENT LTD	226.71	CAD	226.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00853	ALNESS YD-TRADES	5712	"Equipment, Furniture, and Home Furnishin"	YAMAHA BREAKERS	
"PARKS, FORESTRY & RECREATION"	2977-49	2014-04-29	2014-04-30	SCARBOROTOWN CHRYSLER	621.50	CAD	621.50	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5511	"Automobile and Truck Dealers - Sales, Se"	OIL DRAIN	
					"3,114.75"	CAD	"3,114.75"	CAD								
"PARKS, FORESTRY & RECREATION"	2939-43	2014-03-31	2014-04-02	ACKLANDS-GRAINGER INC	837.71	CAD	837.71	CAD	2710	GENERAL HARDWARE	P00545	S-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	BAND-IT BANDING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2943-30	2014-04-03	2014-04-04	LOWES #02640*	86.24	CAD	86.24	CAD	2710	GENERAL HARDWARE	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	8X10 BLUE/GREEN POLY TARP BG8X10-	
"PARKS, FORESTRY & RECREATION"	2950-37	2014-04-07	2014-04-09	CDN TIRE STORE #00459	111.11	CAD	111.11	CAD	2710	GENERAL HARDWARE	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	"TARPS, BRUSHES, CLEANER"	
"PARKS, FORESTRY & RECREATION"	2960-37	2014-04-14	2014-04-16	CDN TIRE STORE #00459	61.91	CAD	61.91	CAD	2570	JANITORIAL SUPPLIES	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	"DISH SOAP, SPONGES"	
"PARKS, FORESTRY & RECREATION"	2964-65	2014-04-17	2014-04-21	LOWES #02640*	75.20	CAD	75.20	CAD	2710	GENERAL HARDWARE	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  6X8 BLUE/GREEN POLYTUF TARP BG6X8	
"PARKS, FORESTRY & RECREATION"	2964-66	2014-04-17	2014-04-21	PRO LOCKSMITHS	20.34	CAD	20.34	CAD	2730	LOCKS	P00545	S-CENTRAL1-TURF&HORT	7699	Miscellaneous Repair Shops and Related S	KEYS CUT	
					"1,192.51"	CAD	"1,192.51"	CAD								
FACILITIES MANAGEMENT 	2970-46	2014-04-22	2014-04-24	THE HOME DEPOT #7012	298.27	CAD	298.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61249883	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ENTRY LEVER	
FACILITIES MANAGEMENT 	2970-47	2014-04-22	2014-04-24	THE HOME DEPOT #7012	86.47	CAD	86.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61252829	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  8'X1 1/4"" EA"	
					384.74	CAD	384.74	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2938-41	2014-03-30	2014-04-01	INDEPENDENT TAXI OWNER	54.32	CAD	48.00	USD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	ED0142	TFTDMO MKT & TRADE	4121	Limousines and Taxicabs	"TAXI FROM HOTEL TO AIRPORT - LOS ANGELES, CA"	
ECONOMIC DEVELOPMENT & CULTURE	2938-42	2014-03-30	2014-04-01	AIRFLIGHT SERVICES	40.00	CAD	40.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	ED0142	TFTDMO MKT & TRADE	4121	Limousines and Taxicabs	"TAXI FROM AIRPORT TO HOME - LOS ANGELES, CA"	
ECONOMIC DEVELOPMENT & CULTURE	2938-43	2014-03-30	2014-04-01	HYATT HOTELS REGENCY C	"1,250.62"	CAD	"1,105.08"	USD	4210	BUSINESS TRAV - ACCOMMODATION	ED0142	TFTDMO MKT & TRADE	3640	Hyatt Hotels	"HOTEL - LOS ANGELES, CA"	
ECONOMIC DEVELOPMENT & CULTURE	2939-44	2014-03-30	2014-04-02	AIR CAN	26.50	CAD	23.46	USD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0142	TFTDMO MKT & TRADE	3009	Air Canada	"BAGGAGE - LOS ANGELES, CA"	
ECONOMIC DEVELOPMENT & CULTURE	2964-67	2014-04-17	2014-04-21	HYATT HOTELS REGENCY C	-311.41	CAD	-276.27	USD	4233	PCARD RECOVERIES	ED0142	TFTDMO MKT & TRADE	3640	Hyatt Hotels	DISPUTE RESOLUTION	
					"1,060.03"	CAD	40.00	CAD								
							900.27	USD								
TORONTO WATER	2939-45	2014-04-01	2014-04-02	TUBEFIT INC TORONTO	557.84	CAD	557.84	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	4900	"Utilities - Electric, Gas, Sanitary, Wat"	PRESSURE GUAGE VALVE	
TORONTO WATER	2942-34	2014-04-01	2014-04-03	CDN TIRE STORE #00209	3.37	CAD	3.37	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	W. CONN.BLUE CRD	
TORONTO WATER	2948-37	2014-04-04	2014-04-08	CDN TIRE STORE #00030	56.49	CAD	56.49	CAD	2575	ELECTRICAL SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	HALOGEN WORKLIGHT	
TORONTO WATER	2948-38	2014-04-04	2014-04-08	CDN TIRE STORE #00030	11.29	CAD	11.29	CAD	3080	M & E - HAND TOOLS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	ROUND BASTARD FILE	
TORONTO WATER	2950-38	2014-04-07	2014-04-09	CDN TIRE STORE #00030	33.75	CAD	33.75	CAD	2570	JANITORIAL SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	LEAF RAKE	
TORONTO WATER	2956-79	2014-04-11	2014-04-14	THE HOME DEPOT #7112	33.76	CAD	33.76	CAD	3080	M & E - HAND TOOLS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	FISK3PC SET	
TORONTO WATER	2971-56	2014-04-23	2014-04-25	CDN TIRE STORE #00209	18.06	CAD	18.06	CAD	2575	ELECTRICAL SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	SPOT LIGHT LAMP	
TORONTO WATER	2971-57	2014-04-24	2014-04-25	ALPINE LAWN   GARDEN E	209.73	CAD	209.73	CAD	*****	CONTRACTED SERVICES - MACHINERY AND EQUI	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5261	Lawn and Garden Supply Stores	**MORE**  DRIVE SHAFT & TUBE	
TORONTO WATER	2977-50	2014-04-29	2014-04-30	NATIONAL ENERGY	55.37	CAD	55.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5172	Petroleum and Petroleum Products	DIESEL TANK FILL CAP	
					979.66	CAD	979.66	CAD								
"PARKS, FORESTRY & RECREATION"	2942-35	2014-04-01	2014-04-03	CDN TIRE STORE #00042	39.54	CAD	39.54	CAD	2575	ELECTRICAL SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	LED BEACON	
"PARKS, FORESTRY & RECREATION"	2946-51	2014-04-04	2014-04-07	CUSTOM DOOR   LOCK SER	97.18	CAD	97.18	CAD	2730	LOCKS	P00539	EASTERN BEACHES-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	2948-39	2014-04-05	2014-04-08	CDN TIRE STORE #00042	62.14	CAD	62.14	CAD	3050	M & E - KITCHEN	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	MICROWAVE	
"PARKS, FORESTRY & RECREATION"	2950-39	2014-04-07	2014-04-09	CDN TIRE STORE #00654	187.70	CAD	187.70	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	"TROWEL, SHOVEL"	
"PARKS, FORESTRY & RECREATION"	2954-62	2014-04-09	2014-04-11	THE HOME DEPOT #7080	562.74	CAD	562.74	CAD	3050	M & E - KITCHEN	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	HTS17DBEWW R	
"PARKS, FORESTRY & RECREATION"	2954-63	2014-04-09	2014-04-11	CDN TIRE STORE #00654	116.23	CAD	116.23	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	HARDWARE	
"PARKS, FORESTRY & RECREATION"	2960-38	2014-04-14	2014-04-16	THE HOME DEPOT #7080	48.93	CAD	48.93	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	2960-39	2014-04-14	2014-04-16	CDN TIRE STORE #00654	68.87	CAD	68.87	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	"TARPS, SPRAY"	
"PARKS, FORESTRY & RECREATION"	2960-40	2014-04-14	2014-04-16	CDN TIRE STORE #00654	11.28	CAD	11.28	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	FUNNELS	
"PARKS, FORESTRY & RECREATION"	2962-46	2014-04-15	2014-04-17	THE HOME DEPOT #7080	68.95	CAD	68.95	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	LADDER HOOK	
"PARKS, FORESTRY & RECREATION"	2968-26	2014-04-22	2014-04-23	CUSTOM DOOR   LOCK SER	16.95	CAD	16.95	CAD	2730	LOCKS	P00539	EASTERN BEACHES-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	2970-48	2014-04-22	2014-04-24	CDN TIRE STORE #00654	19.06	CAD	19.06	CAD	2575	ELECTRICAL SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	POWER BAR	
"PARKS, FORESTRY & RECREATION"	2971-58	2014-04-23	2014-04-25	CDN TIRE STORE #00654	88.08	CAD	88.08	CAD	3080	M & E - HAND TOOLS	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	"TAPE, HAMMER, PINS"	
					"1,387.65"	CAD	"1,387.65"	CAD								
"PARKS, FORESTRY & RECREATION"	2950-40	2014-04-07	2014-04-09	THE HOME DEPOT #7013	89.27	CAD	89.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  2X3X8 FJ.SPF	
"PARKS, FORESTRY & RECREATION"	2951-45	2014-04-08	2014-04-10	THE HOME DEPOT #7013	670.08	CAD	670.08	CAD	3080	M & E - HAND TOOLS	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  TABLE SAW	
"PARKS, FORESTRY & RECREATION"	2951-46	2014-04-08	2014-04-10	THE HOME DEPOT #7013	613.58	CAD	613.58	CAD	3080	M & E - HAND TOOLS	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  TABLE SAW	
"PARKS, FORESTRY & RECREATION"	2951-47	2014-04-08	2014-04-10	THE HOME DEPOT #7013	-670.08	CAD	-670.08	CAD	3080	M & E - HAND TOOLS	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  TABLE SAW	
"PARKS, FORESTRY & RECREATION"	2956-80	2014-04-11	2014-04-14	THE HOME DEPOT #7013	271.25	CAD	271.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	2962-47	2014-04-15	2014-04-17	CDN TIRE STORE #00182	82.60	CAD	82.60	CAD	2570	JANITORIAL SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	"SLOT BOARD, BASE BOARD"	
"PARKS, FORESTRY & RECREATION"	2964-68	2014-04-16	2014-04-21	THE HOME DEPOT #7114	186.85	CAD	186.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  INSIDE CRN	
"PARKS, FORESTRY & RECREATION"	2964-69	2014-04-17	2014-04-21	RONA ISLINGTON  55410	50.56	CAD	50.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5251	Hardware Stores	MATERIALS FOR PRO SHO	
"PARKS, FORESTRY & RECREATION"	2973-93	2014-04-24	2014-04-28	CDN TIRE STORE #00182	372.78	CAD	372.78	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	TOILETS FOR OUTHOUSES	
"PARKS, FORESTRY & RECREATION"	2973-94	2014-04-25	2014-04-28	THE HOME DEPOT #7114	17.90	CAD	17.90	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  STR FITTING	
"PARKS, FORESTRY & RECREATION"	2977-51	2014-04-28	2014-04-30	CDN TIRE STORE #00119	130.77	CAD	130.77	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	TOILETS FOR OUTHOUSES	
					"1,815.56"	CAD	"1,815.56"	CAD								
TORONTO WATER	2938-44	2014-03-31	2014-04-01	HONIG INDUSTRIAL EQUIP	322.10	CAD	322.10	CAD	2710	GENERAL HARDWARE	TW4070	WW TREATMNT:  HUMBER TP - WORK AREA 1  S	5969	Direct Marketing - Other Direct Marketer	JOBBER DRILLS	
TORONTO WATER	2971-59	2014-04-23	2014-04-25	THE HOME DEPOT #7011	86.28	CAD	86.28	CAD	2715	PAINT SUPPLIES	TW4070	WW TREATMNT:  HUMBER TP - WORK AREA 1  S	5200	Home Supply Warehouse	**MORE**  BEHR PRIMER	
TORONTO WATER	2973-95	2014-04-24	2014-04-28	APPLIED INDUSTRIAL TEC	93.09	CAD	93.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4070	WW TREATMNT:  HUMBER TP - WORK AREA 1  S	5085	Industrial Supplies Not Elsewhere Classi	WEDGE BELT	
TORONTO WATER	2973-96	2014-04-25	2014-04-28	APPLIED INDUSTRIAL TEC	93.09	CAD	93.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4070	WW TREATMNT:  HUMBER TP - WORK AREA 1  S	5085	Industrial Supplies Not Elsewhere Classi	WEDGE BELT	
					594.56	CAD	594.56	CAD								
FACILITIES MANAGEMENT 	2956-81	2014-04-11	2014-04-14	PAUL WOLF ELECTRIC   L	747.40	CAD	747.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61256680	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	LIGHTS & RECK CABLE	
FACILITIES MANAGEMENT 	2975-30	2014-04-28	2014-04-29	PAUL WOLF ELECTRIC   L	142.27	CAD	142.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61256205	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	EMERGENCY LIGHT LAMPS	
					889.67	CAD	889.67	CAD								
FIRE SERVICES	2977-52	2014-04-29	2014-04-30	THE UNIFORM GROUP INC	406.74	CAD	406.74	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	5137	"Mens, Womens, and Childrens Uniforms and"	CEREMONIAL UNIFORM	
					406.74	CAD	406.74	CAD								
TORONTO WATER	2939-46	2014-03-31	2014-04-02	THE HOME DEPOT #7107	4.10	CAD	4.10	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  1-1/2 ADAPTE	
TORONTO WATER	2956-82	2014-04-10	2014-04-14	CDN TIRE STORE #00209	264.32	CAD	264.32	CAD	3080	M & E - HAND TOOLS	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	"IMPACT WRENCH SET, SCREWDIVER"	
TORONTO WATER	2975-31	2014-04-27	2014-04-29	CDN TIRE STORE #00324	277.06	CAD	277.06	CAD	*****	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	"**MORE**  RECIPROCATING SAW,HAMMER"	
TORONTO WATER	2977-53	2014-04-28	2014-04-30	THE HOME DEPOT #7107	53.04	CAD	53.04	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  MASK	
					598.52	CAD	598.52	CAD								
"PARKS, FORESTRY & RECREATION"	2942-36	2014-04-02	2014-04-03	BLINDS TO GO #33	171.76	CAD	171.76	CAD	3320	FIXTURES	P07649	TAM OSHANTER-OPERATIONS	5714	"Drapery, Upholstery, and Window Covering"	BLINDS	
"PARKS, FORESTRY & RECREATION"	2951-48	2014-04-08	2014-04-10	THE HOME DEPOT #7001	282.41	CAD	282.41	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATIONS	5200	Home Supply Warehouse	**MORE**  CS SCD SC	
"PARKS, FORESTRY & RECREATION"	2956-83	2014-04-11	2014-04-14	MR JANITORIAL SUPPLIES	960.22	CAD	960.22	CAD	2570	JANITORIAL SUPPLIES	P07645	DENTONIA-OPERATIONS	2842	"Specialty Cleaning, Polishing, and Sanit"	TOWELS & TOILET PAPER	
"PARKS, FORESTRY & RECREATION"	2960-41	2014-04-15	2014-04-16	LOWES #02494*	365.67	CAD	365.67	CAD	2715	PAINT SUPPLIES	P07645	DENTONIA-OPERATIONS	5200	Home Supply Warehouse	**MORE**  8X34 ALUM KICKPLT ANT B (-232827)	
"PARKS, FORESTRY & RECREATION"	2962-48	2014-04-16	2014-04-17	LOWES #03201*	251.97	CAD	251.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07649	TAM OSHANTER-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SUNCAST HORIZONTAL RESIN SHED	
"PARKS, FORESTRY & RECREATION"	2962-49	2014-04-16	2014-04-17	MR JANITORIAL SUPPLIES	307.19	CAD	307.19	CAD	2570	JANITORIAL SUPPLIES	P07649	TAM OSHANTER-OPERATIONS	2842	"Specialty Cleaning, Polishing, and Sanit"	TOWELS & TOILET PAPER	
"PARKS, FORESTRY & RECREATION"	2964-70	2014-04-17	2014-04-21	THE HOME DEPOT #7001	77.07	CAD	77.07	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATIONS	5200	Home Supply Warehouse	**MORE**  LINKS	
"PARKS, FORESTRY & RECREATION"	2971-60	2014-04-23	2014-04-25	ALLTURF LTD.	461.04	CAD	461.04	CAD	2792	"BANNERS, FLAGS & SIGNS"	P07649	TAM OSHANTER-OPERATIONS	780	Horticultural and Landscaping Services	TORONTO LOGO FLAGS	
"PARKS, FORESTRY & RECREATION"	2973-97	2014-04-24	2014-04-28	ALLTURF LTD.	522.06	CAD	522.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07649	TAM OSHANTER-OPERATIONS	780	Horticultural and Landscaping Services	"GASKETS, TEE TOWELS"	
					"3,399.39"	CAD	"3,399.39"	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2943-31	2014-04-03	2014-04-04	SI VOUS PLAY SPORTS DE	320.00	CAD	320.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5941	Sporting Goods Stores	16 SOCCER SHOES FOR HOMELESS CLIENT SOCCER LEAGUE	
					320.00	CAD	320.00	CAD								
FACILITIES MANAGEMENT 	2948-40	2014-04-07	2014-04-08	AAA VACUUM CENTRE	45.22	CAD	45.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61255408	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5722	Household Appliance Stores	FILTER BAGS	
					45.22	CAD	45.22	CAD								
FACILITIES MANAGEMENT 	2958-41	2014-04-14	2014-04-15	GK CHEMICAL SPECIALTIE	172.89	CAD	172.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61256210	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5169	Chemicals and Allied Products Not Elsewh	SOAP DISPENSER PURCHASE	
FACILITIES MANAGEMENT 	2958-42	2014-04-14	2014-04-15	GK CHEMICAL SPECIALTIE	172.89	CAD	172.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61256210	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5169	Chemicals and Allied Products Not Elsewh	SOAP DISPENSER PURCHASE	
FACILITIES MANAGEMENT 	2958-43	2014-04-14	2014-04-15	GK CHEMICAL SPECIALTIE	115.26	CAD	115.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61256210	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5169	Chemicals and Allied Products Not Elsewh	SOAP DISPENSER PURCHASE	
FACILITIES MANAGEMENT 	2962-50	2014-04-16	2014-04-17	LOWES #02633*	14.68	CAD	14.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61025943	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	KEY CABINET 10 KEY	
					475.72	CAD	475.72	CAD								
"PARKS, FORESTRY & RECREATION"	2954-64	2014-04-10	2014-04-11	NOFRILLS VINCE'S #3930	28.54	CAD	28.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MOZZ CHEESE, CHKN GRND XLEAN,CAPELLINI"	
"PARKS, FORESTRY & RECREATION"	2956-84	2014-04-11	2014-04-14	THE HOME DEPOT #7078	77.89	CAD	77.89	CAD	2710	GENERAL HARDWARE	P11563	DRIFTWOOD-SPORTS	5200	Home Supply Warehouse	**MORE**  FELT GUARD	
"PARKS, FORESTRY & RECREATION"	2956-85	2014-04-12	2014-04-14	SYRACUSE CULTURAL WORK	62.89	CAD	56.00	USD	3320	FIXTURES	P06049	DRIFTWOOD-SOCIAL PRGM	5699	Accessory  and Apparel Stores - Miscella	WELCOME MAT	
"PARKS, FORESTRY & RECREATION"	2958-44	2014-04-14	2014-04-15	NOFRILLS VINCE'S #3930	29.56	CAD	29.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MILK, CHEESE SLICE, BREAD"	
"PARKS, FORESTRY & RECREATION"	2960-42	2014-04-15	2014-04-16	DOLLAR TREE CANADA STO	43.79	CAD	43.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOCIAL PRGM	5331	Variety Stores	"DISNEY PENCILS, YOUTH SUNGLASSES,DISNEY POSTERS"	
